TEMP	PAHs	O3	C2H3NO5	NOx	CO	CFCs	PM10	PM2.5	CH4	PRES	Pb	NH3	SO2	warning	H2CO	latitude	longitude
11.38831	4.90287	6.99189	0.07190	8.27388	9.71108	78.77006	7.14687	6.45186	11.45355	1157.53408	68.69876	8.72836	6.18302	0.00000	26.58780	41.1053	-7.32097
28.22604	9.23293	7.25941	0.19813	8.11282	8.97712	58.08451	8.62371	8.73388	9.48828	1107.78744	42.20193	8.50316	9.45516	1.00000	24.30993	-25.42778	-49.27306
19.26720	9.30711	7.08262	1.71943	8.62342	6.16293	70.25561	11.17212	8.14560	6.37195	1078.85071	31.67594	7.84384	7.54459	1.00000	53.81096	26.11527	86.59509
28.68163	9.04446	9.34397	0.20931	8.41006	8.81397	42.31087	8.76512	7.91058		1161.06221	67.43687	6.85303	8.60158	1.00000	20.61013	6.46838	-73.26022
1.26315	8.24738	8.38693		5.02497	8.56053	36.79971	8.31286	9.02348	8.93737	1061.86318	57.27924		8.19661	0.00000	51.80637	-34.28853	146.05093
11.53181	7.44733	7.58677	0.21554	7.90732	8.23560	29.24675	8.92012	9.63270	9.62064	1070.72343	39.20584	7.93244	11.18979	1.00000	43.76540	34.8825	128.62667
19.96695	5.91639	8.01600	0.33145	7.66538	8.74431	55.96722	9.36518	8.20884	8.37270	1081.54316	39.99524	8.17228	7.66174	0.00000	36.05216	60.02427	30.28491
21.14502	6.86530	7.94748	0.20010	11.69520	6.21682	29.07281		7.45045	9.81784	1126.76639	51.04935	9.05604	5.36618	1.00000	41.11474	10.29085	105.75635
6.77529	9.94212	9.13115	0.08958	6.78870	10.46710	25.31826	3.40857	10.37997	7.78251	1138.11120	40.84090	6.54208	4.35862	0.00000	56.00768	48.28259	9.72749
18.83289	7.04612	9.22914	0.25612	6.96439	6.27351	26.87599	9.04810	9.38558	8.26189	1098.25612	56.58739	5.77487	8.90928	1.00000	48.89770	20.21322	-100.88023
6.98304	7.99719	6.55329	0.14066	7.53009	8.87696	48.11747	8.36983	7.45981	10.60185	1179.65352	51.65062	8.73610	9.32168	1.00000	52.19949	45.79377	8.88104
16.63049	6.57615	7.70780	0.09283	9.42490	4.34907	39.88523	7.77519	7.19469	7.94841	1085.97316	42.27791	8.16215	6.19376	0.00000	56.77585	51.08468	7.11393
31.14425	4.91621	7.76919	0.13081	10.71183	4.95863	53.47821	8.02927	7.51592	12.37335	1128.28723	44.52216	7.44811	7.63100	1.00000	48.23403	24.81757	84.63445
24.62627	6.51559	6.55136	0.06102	6.70797	8.97365	35.29379	5.02630	6.45582	10.91415	1124.85612	45.56779	8.55231	6.61181	0.00000	41.29625	37.30553	120.82747
22.51270	5.84670	9.83779	0.07210	8.97902	9.56977	47.82203	4.77290	7.95957	9.86557	1189.30107	51.80151	7.29289	5.16244	0.00000	47.03865	45.16024	-93.08883
1.03302	8.03851	8.62439	0.05487	5.33993	10.74118	38.83911	5.40889	6.97383	9.36290	1171.46369	41.04264	9.20756	5.95545	0.00000	52.35837	43.78956	7.60872
35.56176	7.79665	9.06360	0.64927	4.22196	5.95768	50.48343	10.15095	7.92545	8.49384	1164.72527	65.92123	8.92425	9.51416	1.00000	48.16428	-34.64966	-58.38341
7.46000	8.77934	9.05922	0.07146	6.35104	10.66911	44.53132	4.02147	7.52234	9.49942	1068.00464	46.77218	7.91698	4.82429	0.00000	35.41012	4.96667	10.7
28.57180	6.36231	5.90393	0.18861	7.50371	7.96311	49.21576	8.40286	8.92039	9.29930	1137.64812	54.87991	9.72581	9.78788	1.00000	27.84097	39.22493	42.85693
11.83728	8.32598	8.49971	0.06811	7.36570	8.40396	68.38948	5.20767	7.57486	8.86307	1087.90536	72.63649	8.53609	6.25692	0.00000	77.61776	41.9001	-71.08977
10.01435	7.02276	7.85393	0.20487	8.12612	7.92476	37.52906	8.86988	8.89436	7.31815	1129.18382	51.18960	8.04889	7.54318	0.00000	38.46872	55.64776	38.02486
9.67659	3.79647	8.07036	0.41569	7.46811	9.69457	58.31287	9.67637	9.04604	8.98079	1124.82411	55.61947		7.84456	0.00000	44.92954	-22.57306	-47.1725
17.30023	4.72614	7.51828	0.57530	6.08996	5.31929	47.77237	10.01219	8.75066	9.19557	1185.69321	55.33914	9.67390	10.81838	1.00000	66.90564	48.86667	2.08333
10.76667	10.93347	8.55370	0.06070	6.19912	10.02653	36.78086	4.58252	8.12652	6.68168	1193.36984	49.66509	8.42442	5.05459	0.00000	36.92730	-25.42778	-49.27306
15.33729	7.11686	6.78512	0.11137	6.80390	8.06574	45.93789	7.81842	7.92282	6.86850	1151.23700	64.93148	8.53267	9.02536	1.00000	52.84457	21.53889	71.57737
13.73324	7.48216	7.93348	0.32706	6.20327	7.16787	70.95499	9.38788	6.83330	8.64916	1106.75047	40.19133	6.89970	8.64302	1.00000	63.20116	39.59611	27.02444
14.02855	4.94519	7.67994	0.09105	5.19640	10.92465	57.03479	7.18387	8.88431	11.77875	1183.69014	80.62122	8.09003	7.16294	1.00000	84.56293	39.71734	-74.96933
30.52213	6.58541	7.09227	1.14003	5.49269	3.68451	60.10261	10.75350	8.76385	9.51389	1197.89562	42.43183	9.56036	9.02118	1.00000	40.92437	39.32288	-76.72803
14.29609	5.33597	7.29943	0.10924	10.84512	6.95169	76.29013	7.46272	6.71422	11.59363	1090.50094	41.66113	8.66098	9.04560	1.00000	32.67671	48.28259	9.72749
5.27582	11.63940	8.54885	0.11669		8.74530	50.56624	7.84380	6.94561	4.03193	1139.54102	19.80054	6.94262	8.22581	0.00000	56.40945	39.09112	-94.41551
9.23390	8.24571	6.67040	0.09487	9.96924	6.00954	44.77747	7.45378	6.85208	6.65045	1125.33637	88.56955	8.53214	5.22223	0.00000		39.12074	27.18052
4.11444	6.97377	6.28548	0.39586	10.16829	7.25894	77.59769	9.60672	8.19624	9.02533	1056.50463	56.23392	9.50959	8.67470	1.00000	57.03771	44.27804	-88.27205
1.49937	4.26208	7.80730	0.05759	9.00082	4.59604	68.41267	6.67078	8.82959	12.86994	1108.41618	64.29347	7.70754	9.83065	1.00000	72.37904	8.35122	-62.64102
5.44402	7.58382	7.53964	2.37877	9.34478	7.40831	63.68256	11.52443	8.17453	6.46222	1070.89591	65.77420	8.52618	9.15513	1.00000	43.35578	5.27247	-3.59625
12.49236	10.49231	7.59491	0.12913	11.53010	7.33710	58.64162	7.83165	7.04172	5.48568	1154.93173	44.86697	7.85291	7.86232	0.00000	34.54897	36.53333	136.61667
11.41895	4.97672	6.46137	0.18399	8.32587	10.68946	43.89054	8.65352	9.82787	10.33244	1183.26953	44.50688	7.51966	5.99192	0.00000	69.71874	36.75965	137.36215
12.69858	8.52801	7.98525	0.07599	7.65029	6.32313	32.50225	5.85065	9.77623	8.19962	1135.55514	33.97902	9.44255	6.92942	0.00000	62.13147	36.53333	136.61667
11.74213	5.50887	9.11639	0.32423	9.17555	5.57411	46.72528	9.35794	8.06945	10.35732	1192.31724	22.23848	8.24107	10.48976	1.00000	65.13132	45.99194	29.41824
6.40448	3.43416	7.41517	0.96683	5.37237	8.61328	60.61831	10.56721	6.68466	11.27887	1160.53325	45.56364	7.67641	9.88295	0.00000	30.91511	32.9156	-117.14392
38.91687	8.97387	8.03475	0.11670	8.66595	6.01937	61.91487	7.76826	7.90240	7.27897	1182.93834	64.84649	8.25737	6.46962	0.00000	74.48635	49.68369	8.61839
11.50454	6.33837	9.02502	0.06426	8.85726	4.60424	63.48948	6.64038	9.29980	11.08921	1154.26170	53.37738	7.16349	8.27787	1.00000	47.92294	30.5427	-97.54667
9.30435	10.63322	9.23230	0.06241	8.81253	7.83554	73.48896	5.97934	8.00657	6.69616	1118.80929	42.04645	7.56665	8.36954	0.00000	45.24611	18.51957	73.85535
20.75060	6.41677	8.38537	0.44875	9.77819	4.72505	44.00476	9.68338	8.77029	10.15495	1113.95049	49.46086	8.08873	10.38756	1.00000	48.88042	53.95278	32.86389
22.91242	9.69537	9.33351	0.08172	6.79087	9.12368	51.93671	4.22336	8.20728	8.08305	1171.06424	49.77109	10.27525	5.46526	0.00000	51.92488	34.5624	38.28402
23.06886	4.04193	8.39020	0.48467	6.30087		43.64853	9.80943	6.36177	8.96188	1160.83693	43.68362	7.55082	9.00595	1.00000	35.74595	-21.41222	-42.19667
24.31576	6.57909	8.59865	1.13702	5.48251	5.45061	73.07532	10.75580	8.92028	10.87725	1113.38712	57.09020	9.07440	9.05493	1.00000	48.71547	46.23899	-63.13414
20.12139	6.34652	8.20888	0.08262	6.70365	10.65373	42.42615	6.89209	8.56028	10.97622	1141.19605	44.18626	10.22460	6.09483	0.00000	50.98297	36.06386	4.62744
11.84802	6.97447	8.68441	0.45363	7.13175	5.72895	46.17203	9.78317	9.12801	9.92578	1141.23714	56.26922	7.57329	9.29743	1.00000	70.01912	27.92333	118.53333
8.59376	7.95550	7.29098	0.49943	8.47890	8.45345	45.22729	9.85617	10.13872	7.93943	1064.55852	38.78100	6.93714	10.40515	1.00000	62.66216	-33.88096	151.07986
14.98199	7.42002	6.94118	1.48306	6.95066	8.95677	51.15940	11.04215	6.92107	8.50963	1124.23852	65.91638	6.94051	11.59013	1.00000	60.78082	29.22254	79.5286
5.61677	7.94807	9.16900	3.87648	9.89077	7.61589	62.74352	12.01731	6.65180	6.52316	1176.73557	23.68978	7.95680	7.10348	1.00000	52.79101	41.72063	12.6723
9.09572	6.77506	7.05653	0.26795	6.61839	6.75821	49.84986	9.15018	9.11331	8.05469	1153.66209	54.71031	7.44633	9.65194	1.00000	49.52938	50.20528	19.27498
30.90803	7.26687	8.84940	0.17872	6.15789	7.14006	53.64096	8.63695	8.37865	9.07196	1054.31638	31.32189	7.52428	8.96666	0.00000	45.15024	40.98894	28.67582
16.14566	3.43749	7.59616	0.08730	7.15397	11.06105	53.53841	7.08551	6.73730	10.07071	1122.91830	31.97700	8.66217	6.52314	0.00000	43.47451	40.55851	17.80774
5.00885	8.71613	8.30993	0.08474	9.26576	6.45206	52.08434	6.55159	6.68953	6.92689	1053.87553	47.16714	8.58849	7.12119	0.00000	48.55989	29.38242	70.91106
11.10299	7.54817	6.41056	3.04051	9.91927	7.91015	52.83167	11.77194	8.47756	7.41321	1152.81821	49.60850	7.87795	11.09242	1.00000	66.49429	33.72255	-116.37697
0.95970	6.69268	7.11828	0.23987	8.45870	8.31924	51.74438	8.92223	8.94325	11.69947	1194.07861	60.87719	8.00264	9.63217	1.00000	64.32836	39.59611	27.02444
41.18236	6.97058	7.75888	0.48153	4.87489	7.19913	66.46886	9.80264	7.68306	8.62203	1125.07957	51.72069	8.79228	9.73467	1.00000	62.21778	40.70995	0.57856
14.69492	6.93169	9.07455	0.07430	6.14846	6.97447	65.86327	7.17290	8.86593	9.60906	1065.48729	52.96466	7.74342	8.74663	0.00000	66.35950	61.72744	17.10558
10.45837	6.71469	7.65563	0.56073	5.36275	5.08914	39.87410	10.04991	9.61796	8.83126	1109.95333	61.91121	7.74154	9.76417	1.00000	60.56537	35.06544	1.04945
13.92353	4.41636	5.08386	0.21015	4.40994	9.08179	59.51758	8.85123	9.90299	11.31983	1091.33231	48.56725	8.23181	9.40219	0.00000	33.69343	45.78071	12.84052
21.89832	6.59781	8.43714	0.40813	8.69021	7.93240	66.41599	9.65155	7.20828	11.02577	1133.12664	60.08178	8.05297	11.48872	1.00000	30.61194	12.74482	4.52514
19.74109	12.61741	10.63255	0.11517	12.22719	9.81913	29.40618	7.81233	9.53862	2.75378	1091.79794	64.16449	7.26630	10.38139	0.00000	39.92179	34.06635	-84.67837
13.20396	8.45226	6.07094	0.08247	9.88577	6.36377	39.12369	6.62176	8.08812	7.55553	1074.36791	32.27425	8.78241	6.66794	0.00000	48.62203	35.06544	1.04945
13.30593	9.51975	7.61824	0.18835	8.31186	9.70705	61.70014	8.62555	9.13939	11.87902	1051.23111	39.59673	9.22068	8.58439	1.00000	57.12355	-7.73379	113.69785
20.13102	8.15925	9.06460	0.07573	9.08714	4.23643	49.43802	7.35758	8.94762	8.41942	1168.73830	47.98291	7.53360	4.30414	0.00000	34.21924	54.8421	46.5813
13.97224	4.85843	7.34799	0.07316	12.65746	3.60333	52.17992	6.37054	7.01606	12.81696	1098.61172	48.33719	8.00414	7.55109	1.00000	22.26103	41.63976	2.35739
23.31209	9.16105	7.64537	0.06094	10.02156	8.28275	11.65757	6.01504	5.66937	6.95263	1193.06889	41.53056	7.83165	9.04793	0.00000	51.49013	18.18158	76.03889
7.51541	10.03264	10.57563	0.16275	12.28152	7.11236	56.82414	8.51109	7.58899	4.86062	1119.86372	49.83149	8.62139	7.23984	0.00000	56.52143	0.49113	29.47306
9.20417	7.09788	7.55873	0.09394	8.22673	8.56905	41.33222	7.77374	8.34087	8.82625	1163.15153	43.28843	8.92124	9.75699	1.00000	37.32809	52.48173	-2.12139
1.26944	5.87645	7.21873	0.06101	8.40869	11.91971	59.41936	5.86076	7.54761	8.78400	1069.32867	58.71331	7.84991	4.26440	0.00000	37.00911	65.84811	24.14662
6.65271	9.42261	8.87833	0.08262	10.47995	6.51531	50.46371	6.80986	6.06940	7.58722	1055.68347	62.75291	7.30959	6.67312	0.00000	40.73460	48.86667	2.08333
-0.59871	5.91625	10.79389	0.34745	9.69090	5.63951	86.90156	9.42627	4.22627	10.91227	1174.66019	50.14181	7.54877	7.23879	1.00000	51.53319	39.45621	-77.96389
29.77168	4.99643	8.73300	0.08432	10.49874	7.60539	56.52381	6.99516	7.46405	12.33908	1171.13044	31.71766	8.09463	10.17322	1.00000	43.18656	9.92787	-84.13722
-13.00919	7.22591	7.12669	0.67993	5.83114	7.10517	36.14740	10.18206	8.20783	10.98453	1074.07949	70.55401	7.54382	10.00200	1.00000	26.48599	30.5427	-97.54667
12.58776	6.53900	7.95742	1.48687	5.15605	4.66846	62.72790	11.04088	7.30015	10.69979	1163.88633	42.66763	6.84298	8.02610	1.00000	65.41160	34.25807	-88.70464
4.58512	6.11634	8.96248	0.11351	5.65545	8.55872	72.79888	7.78658	6.93385	11.76985	1101.82596	51.44692	8.85573	8.20627	0.00000	57.26983	-4.24444	-42.29444
15.67031	7.67076	9.54997	0.15783	9.36143	7.38429	62.59258	8.26509	8.87256	9.73296	1059.20062	37.64536	7.03310	8.40324	1.00000	47.06857	56.03361	35.96944
12.30383	8.09904	6.23812	2.93435	4.77519	4.21849	50.72309	11.73658	9.62704	10.99246	1138.30518	32.97131	7.47625	8.92666	1.00000	32.00161	45.35	126.28333
34.65465	6.07614	6.82282	0.31131	8.27104	6.51245	49.10541	9.36426	7.40304	9.36962	1103.59614	44.19845	8.81111	10.35877	1.00000	55.50784	-26.93366	29.24152
-11.89551	6.36365	7.94173	0.64928	8.86023	6.63217	36.69728	10.18327	8.37490	9.33947	1159.16268	65.66297	7.83057	9.83843	1.00000	58.48804	-21.41222	-42.19667
5.67855	6.92399	9.05789	0.23472	7.00704	6.84475	42.22611	8.97174	9.39613	9.99682	1143.15777	44.39653	8.77627	8.78447	1.00000	51.23812	16.0438	120.4861
22.65176	6.00984	9.52758	0.41109	6.11331	5.86601	58.50793	9.67999	7.80569	9.09316	1087.29220	47.39171	5.38859	9.02599	1.00000	50.14902	12.04161	75.35927
31.38945	9.15168	8.02953	2.18985	7.18420	9.37166	64.14993	11.44722	7.26270	6.34189	1057.31050	68.29441	7.41217	11.21936	1.00000	84.18523	42.06166	-1.60452
21.29238	8.03796	7.15630	0.31769	8.31232	7.37063	41.82202	9.31520	8.80023	9.70576	1162.10108	61.64392	11.27570	11.46538	1.00000	54.66136	-32.05251	115.88782
18.54676	8.88841	8.19299	0.14164	8.33305	6.89698	48.63185	7.85883	7.01749	6.85668	1051.15188	56.89083	7.56266	6.50975	0.00000	66.85841	21.53889	71.57737
24.90539	5.96138	8.55335	0.27587	6.92394	6.94315	51.15927	9.15480	8.46762	9.46235	1066.16386	37.70515	8.80478	9.33379	1.00000	45.04255	48.8222	2.12213
6.37062	6.89991	7.84783	0.80742	8.82044	7.03437	78.23381	10.39033	7.81226	8.88280	1090.59634	45.42395	9.15066	11.07917	0.00000	57.30585	-31.25033	-61.4867
7.73050	3.95906	9.16475	0.07592	7.46868	12.61409	58.42898	6.60949	9.36232	10.89875	1192.22050	40.35911	7.25944	4.93472	0.00000	57.59800	42.67164	14.01481
19.36130	7.64728	8.73145	0.42356	6.23462	6.48537	58.89815	9.58185	6.56555	8.09591	1072.38410	61.33915	9.21327	9.16470	0.00000	44.62230	44.97639	19.61222
12.17993	8.38568	8.50652	0.34168	7.17035	6.24833	39.48427	9.40082	9.02805	10.00853	1075.20227	30.70952	9.65793	7.21089	1.00000	40.13409	0.51667	101.44167
23.78304	7.30475	8.93420	0.13481	5.55808	8.19449	55.32216	8.01222	8.53197	9.17054	1119.03090	42.31498	8.40759	8.40020	0.00000	46.17106	61.78491	34.34691
14.07097	8.98596	7.50123	0.90825	6.53117	4.66425	60.14343	10.49417	9.28530	9.94782	1090.98984	39.34599	9.64321	10.22973	1.00000	68.91018	30.35028	112.19028
1.38799	9.06625	8.04879	0.56131	9.96082	5.99830	63.11823	10.00697	9.18908	6.35575	1166.70618	32.74538	6.52676	4.94201	0.00000	28.97220	-34.64966	-58.38341
14.66656	9.42015	8.70809	0.06260	9.57511	7.50506	54.17134	4.53830	9.43108	7.74841	1178.75601	77.08157	7.65591	7.06260	0.00000	62.78287	56.03361	35.96944
8.71715	7.95072	10.49288	0.63394	9.30635	7.46293	43.98797	10.13593	7.08371	8.25449	1185.21021	45.46372	7.26219	9.35838	1.00000	48.34947	8.88988	-79.62603
21.13668	7.99492	8.97446	0.49060	10.54898	7.60614	62.13237	9.79403	7.80713	7.54107	1066.38275	65.29934	5.54870	8.10817	1.00000	65.05197	33.37526	74.3092
4.92312	4.47709	9.28980	0.68997	5.06106	8.26799	34.20549	10.21752	8.38797	10.90315	1193.07508	44.96001	8.05456	9.91210	0.00000	56.10405	65.84811	24.14662
10.83780	8.15984	9.37005	0.85262	8.29498	8.39249	42.51281	10.42836	6.46343	6.60529	1198.16120	27.45925	8.13233	10.46369	1.00000	19.56544	4.02219	101.02083
2.37543	6.01805	8.56230	0.04281	6.16643	10.57741	63.41454	5.03456	7.58718	11.46291	1069.70624	32.96816	8.28917	5.92991	0.00000	40.56496	53.69786	-2.68758
11.16260	8.16217	8.05313	0.22139	8.60030	8.98233	49.00658	8.83622	9.05708	11.86728	1098.72422	59.03200	9.91774	9.10036	1.00000	66.05888	50.7236	-3.52751
1.17533	8.65003	8.71832	0.17599	8.91109	8.02916	43.35303	8.60057	6.82535	7.38683	1138.00726	88.53388	8.67794	9.91677	1.00000	38.82070	48	-4.1
21.61065	8.40408	7.61623	0.03919	8.63949	6.51048	32.78593	6.84109	7.26194	7.69771	1118.45094	55.91622	7.69595	6.82815	1.00000	56.75260	48.73218	11.18709
11.56292	8.52364	7.89248	0.07861	6.11989	8.76601	49.41636	6.42467	7.60279	9.70027	1150.92307	59.60587	6.55305	6.86551	0.00000	45.17218	26.18924	-98.15529
14.52259	6.55328	9.48143	0.09034	8.40943	10.96912	36.98925	7.29057	8.56534	8.11757	1057.88771	48.14763	7.46177	5.08728	0.00000	63.10246	40.82232	-74.15987
5.34933	7.84369	8.23457	1.79116	8.42777	7.28597	58.92061	11.23169	8.73433	8.92962	1124.80032	58.30182	8.27650	9.87477	1.00000	15.05953	46.23899	-63.13414
19.71875	8.77465	6.43520	0.05050	8.67015	5.11914	52.76338	5.68190	8.53181	8.88474	1181.66181	48.61436	6.21350	4.68198	0.00000	50.53019	32.55531	76.12647
-4.36298	6.38728	7.84615	0.63767	6.18347	6.35997	37.99696	10.12432	7.36219	10.28688	1152.05440	53.74716	7.10588	9.99823	1.00000	39.55126	9.91861	-68.30472
18.23564	5.19169	8.42238	1.03879	11.48638	5.56786	48.39190	10.64345	8.97129	9.27103	1118.57243	53.55703	9.18839	9.37527	1.00000	55.76086	34.61667	135.6
16.02871	7.20842	7.07499	0.15557	7.52439	8.15993	43.99163	8.37076	5.93858	10.18652	1180.03577	61.56704	8.25365	11.91828	1.00000	39.50588	36.02506	-86.77917
16.11789	7.15184	6.90918	0.05164	6.51493	10.90102	61.61421	4.65657	8.78049	7.92480	1158.97545	35.63880	6.64818	5.37754	0.00000	37.46621	53.53041	43.67663
25.10866	5.80289	7.25154	0.82577	4.74408	4.65111	51.06367	10.40786	8.11448	9.03312	1109.78987	50.67847	7.08489	8.36129	1.00000	49.82429	22.10194	85.37752
11.73390	6.60643	7.55261	0.32129	5.73611	7.28135	72.75111	9.34716	9.76269	9.42264	1149.53333	53.47480	5.58218	8.62101	1.00000	77.41970	-30.60106	-71.19901
10.55995	4.15099	5.39762	0.10582	12.00979	4.99411	64.17285	7.83675	8.65098	11.89834	1125.03156	52.45475	8.78855	8.54443	1.00000	21.21825	36.02506	-86.77917
	5.97300	6.82260	0.16010	8.82126	7.55876	39.86412	8.53895	8.02957	9.84534	1151.35174	54.05238	8.49701	9.74270	1.00000	43.21311	0.49113	29.47306
10.94249	8.13206	7.79710	0.60254	7.19559	6.28351	44.19262	10.07214	7.34183	10.76162	1105.41554	39.26989	8.94629	9.59406	1.00000	39.71375	33.35283	-111.78903
13.76162	5.84117	7.17937	0.16714	9.87619	7.09780	52.15861	8.40280	7.92348	11.92427	1186.39065	44.02651	9.23419	9.42143	1.00000	55.81696	37.56667	140.11667
15.81059	10.25096	6.06607	0.07028	9.50777	7.42758	39.84171	5.63541	8.57957	6.66685	1094.07877	59.70500	7.39890	7.72594	0.00000	6.84620	36.65	138.31667
9.62260	6.45946	7.59016	0.24055	7.10129	6.90609	66.32651	8.94297	8.80783	10.73689	1181.08252	38.93742	5.36623	8.74211	0.00000	67.88060	54.48147	53.47103
18.84659	8.87278	9.99069	0.15436	10.19684	8.46223	29.16641	8.16248		10.76612	1096.61473	47.30179	8.92225	7.39474	1.00000	48.58051	14.66	120.56528
13.32526	11.06490	8.93895	0.07674	9.69846	7.15504	64.76796	6.79413	8.98363	6.35192	1175.18946	58.40002	8.43707	6.88129	0.00000	43.97301	35.21222	2.31889
21.96627	5.95176	8.51957	0.13079	5.30231	9.89426	33.88856	7.74048	8.21170	10.51494	1119.07520	72.18963	7.00601	7.63967	0.00000	68.78947	40.93121	-73.89875
24.17875	8.04754	7.07646	0.50616	6.76321	6.59676	48.18850	9.87162	9.09525	9.89124	1170.68494	54.39062	6.90585	8.25493	1.00000	39.63384	15.58552	102.42587
12.79731	9.48940	8.92542	0.14701	10.37124	6.91776	38.12323	8.30338	6.92032	7.41403	1122.61649	21.79951	7.04537	7.51195	1.00000	64.52380	38.40917	112.73333
12.70896	9.16851	6.74023	0.22476	7.99009	7.65261	47.95879	8.82711	8.80136	9.89973	1146.00286	42.14676	7.72325	8.02405	1.00000	57.32250	44.75874	19.21437
0.34209	3.36983	9.66442	0.11064	7.61489	6.59822	42.40447	7.59886	8.96441	5.51802	1112.77585	37.98586	8.75798	9.84264	1.00000	34.68189	33.44872	-86.78777
19.99068	8.38955	8.43716	0.12721	7.89517	7.21397	47.07564	7.92732	7.82789	8.07531	1051.28580	46.31277	6.99098	7.44177	0.00000	66.49919	41.94175	123.50266
19.47420	5.33814	5.99388	0.65837	5.68086	5.26292	45.60153	10.19327	10.48695	9.23963	1099.68894	52.73709	8.52439	9.59333	1.00000	38.95093	23.73333	114.68333
12.67149	6.61565	8.46643	0.51545	11.57513	5.38093	43.50029	9.88899	8.54382	8.46415	1115.85431	63.39824	6.99938	9.08904	1.00000	59.58381	-31.4488	-60.93173
32.96884	6.83444	11.09180	0.93631	8.95268	7.82560	46.50055	10.55134	7.98885	8.11238	1082.66289	59.69441	7.06798	10.84271	1.00000	52.57432	-22.97056	-46.99583
7.31109	7.48411	7.98400	1.15314	5.56519	4.87431	53.26604	10.78328	9.21116	9.75749	1116.70873	32.65147	8.25900	10.21178	1.00000	50.84427	9.58126	8.2926
4.15063	3.61085	4.36247	1.18083	4.96032	3.30003	32.61975	10.80378	9.31010	9.67140	1134.89650	72.42577	7.91017	9.40092	1.00000	47.49451	23.07492	88.28637
11.95683	6.89800	8.18776	0.33658	7.70043	7.21742	73.21283	9.34104	6.47640	10.06086	1147.41242	67.28823	7.71298	10.22392	1.00000	71.03790	51.21187	4.25633
11.79382	8.50357	8.50763	0.06599	4.47741	9.53013	39.28758	5.61770	8.32242	10.03669	1113.21045	54.71275	6.74975	7.03715	0.00000	56.51344	42.4251	-71.06616
19.95776	7.24327	10.05306	0.29457	10.31151	6.27595	37.89249	9.20467	8.35187	9.52368	1097.59030	38.64777	8.80162	8.69002	1.00000	73.67257	-44.39672	171.25364
0.18980	8.85780	8.75675	0.06805	5.46683	10.10615	43.83910	5.73496	10.04493	7.87802	1189.09344	60.70613	7.65393	6.22512	0.00000	40.84328	21.01858	-101.2591
18.81460	7.64859	7.61220	0.05820	6.49432	8.25354	54.55790	6.58885	8.30367	10.80956	1141.54559	58.90020	7.39910	7.18800	0.00000	51.26460	40.37528	28.88222
23.58997	6.34137	8.68937	5.81977	8.73181	6.92686	49.36753	12.43363	6.29716	6.63056	1102.70708	57.45435	8.32639	8.51655	1.00000	41.51267	40.93121	-73.89875
