longitude	station	QoS	code	latitude	revision
-96.67834	Ada	good	US	34.77453	2018/07/10
122.20488	Zhoushan	average	CN	29.98869	11 Oct 2014
137.5	Shinshiro	average	JP	34.9	2021/06/01
-48.29694	Viradouro	building	BR	-20.87306	07/02/2014, 00:00:00
-96.39774	Brenham	building	US	30.16688	17 Sep 2016
-73.89125	Cypress Hills	good	US	40.67705	16 Aug 2014
8.61839	Bensheim	good	DE	49.68369	11/21/2013, 00:00:00
71.57118	Daud Khel	accep	PK	32.87533	21 Aug 2013
-48.62789	Caldas Novas	average	BR	-17.74431	2019/06/27
12.1369	Zeitz	building	DE	51.04962	03/11/2022, 00:00:00
91.84128	Manikchari	average	BD	22.83957	05/23/2014, 00:00:00
-117.54866	Norco	accep	US	33.93113	2015-09-30
-74.26419	Madrid	average	CO	4.73245	2020/11/13
-1.06667	Selby	accep	GB	53.78333	2013/02/22
78.55757	Lal Bahadur Nagar	good	IN	17.34769	10/17/2019, 00:00:00
-0.33525	Kingston upon Hull	excellent	GB	53.7446	01 May 2022
-93.75018	Shreveport	excellent	US	32.52515	2019-10-09
120.33063	Longgang	excellent	CN	37.65181	2016-08-24
127.08472	Nonsan	accep	KR	36.20389	17 Nov 2015
75.11937	Parola	good	IN	20.88098	28 Dec 2017
-41.45861	Pedro II	excellent	BR	-4.42472	2018-12-27
99.1625	Tebingtinggi	good	ID	3.3285	18 Mar 2013
91.00632	Barpeta	excellent	IN	26.32293	2013-07-06
-84.62081	Waverly	average	US	42.7392	07/11/2019, 00:00:00
14.66737	Campobasso	excellent	IT	41.55947	2015-04-12
34.3869	Ar Ruseris	good	SD	11.8659	08/04/2022, 00:00:00
14.66737	Campobasso	maitennce	IT	41.55947	10/06/2017, 00:00:00
-87.65644	New City	average	US	41.80753	2013-03-15
-75.87877	Andes	excellent	CO	5.6561	06/30/2020, 00:00:00
-81.38758	Palm Valley	average	US	30.17746	07 Aug 2019
4.74161	Ilesa	average	NG	7.62789	21 Sep 2018
16.86194	Ustka	accep	PL	54.58048	09/04/2020, 00:00:00
-81.56929	Collinwood	maintenance	US	41.55838	2014/02/24
125.21972	Maliana	average	TL	-8.99167	2020/03/24
35.96944	Volokolamsk	excellent	RU	56.03361	08/30/2018, 00:00:00
76.35484	Alwaye	good	IN	10.10649	2014/03/04
112.19028	Jingzhou	maintenance	CN	30.35028	22 Aug 2019
-0.76667	Gainsborough	maintenance	GB	53.38333	2022-05-23
-2.01111	Great Wyrley	good	GB	52.66277	2017/09/08
19.27498	Jaworzno	maintenance	PL	50.20528	09 Sep 2017
-83.55521	Toledo	accep	US	41.66394	2019-08-17
49.62251	Al Jubayl	average	SA	27.0174	2017-12-20
10.18003	Ghat	excellent	LY	24.96334	28 Aug 2020
-35.71667	Catende	accep	BR	-8.66667	13 Aug 2019
114.10479	Tsuen Wan	average	HK	22.37066	2015/08/27
120.14278	Jiangyan	good	CN	32.50611	10 May 2017
17.4674	Brzeg	maintenance	PL	50.86079	2016-11-09
121.06761	San Jose	excellent	PH	12.35275	2020-01-27
47.1192	Buynaksk	excellent	RU	42.819	28 Mar 2020
-52.20639	Altamira	average	BR	-3.20333	09 Sep 2015
17.8031	Hlohovec	maitennce	SK	48.43174	10/04/2016, 00:00:00
30.2049	Vitebsk	excellent	BY	55.1904	2017/09/18
29.26639	Serinhisar	accep	TR	37.58105	01 Sep 2018
86.59611	Saharsa	excellent	IN	25.87498	2022/02/18
27.25	Aytos	accep	BG	42.7	18 Feb 2014
-103.42897	Jocotepec	average	MX	20.28527	05 Sep 2016
112.73333	Xinzhou	building	CN	38.40917	10/07/2020, 00:00:00
-42.19667	Miracema	excellent	BR	-21.41222	2020-10-22
30.91105	Arua	building	UG	3.02013	2019-05-05
-73.20483	Bridgeport	good	US	41.16704	2020/01/06
107.60627	Ulan-Ude	good	RU	51.82721	2013/12/29
40.74357	Mardin	maintenance	TR	37.31309	2020-11-04
117.55417	Zaozhuang	good	CN	34.86472	2022/04/05
30.38167	Shushary	average	RU	59.80917	2013-05-30
-73.9625	Morningside Heights	good	US	40.81	07/21/2019, 00:00:00
92.48278	Lesosibirsk	average	RU	58.23583	2021-09-06
-89.71472	Sonzacate	average	SV	13.73417	2013/05/28
-99.32556	San Lorenzo Acopilco	maintenance	MX	19.32889	06/19/2022, 00:00:00
120.4861	Manaoag	accep	PH	16.0438	2022/08/07
99.95469	Damnoen Saduak	accep	TH	13.51825	11/16/2019, 00:00:00
-71.06616	Malden	good	US	42.4251	05/05/2013, 00:00:00
117.81667	Zhoucun	accep	CN	36.81667	2022-06-12
42.7125	'Ali Sabieh	excellent	DJ	11.15583	24 May 2015
14.72443	Ragusa	accep	IT	36.92574	2013/01/02
3.1631	Palafrugell	maintenance	ES	41.91738	2017-11-27
-0.76667	Gainsborough	average	GB	53.38333	02/07/2018, 00:00:00
9.15214	Aschaffenburg	average	DE	49.97704	2017/11/04
139.55028	Kamakura	accep	JP	35.30889	2020-02-20
7.00417	Losser	good	NL	52.26083	04/27/2019, 00:00:00
16.91667	Okahandja	average	NA	-21.98333	09 Mar 2013
-81.79819	Lakewood	good	US	41.48199	05/07/2019, 00:00:00
-93.75018	Shreveport	good	US	32.52515	18 Aug 2020
-1.08593	Southsea	good	GB	50.79205	05/17/2017, 00:00:00
-80.22588	North Lauderdale	good	US	26.2173	2018-03-07
57.3552	Kuvandyk	average	RU	51.4781	06 May 2013
136.51667	Komono	good	JP	35	03/03/2013, 00:00:00
69.01354	Vahdat	excellent	TJ	38.55632	10/24/2015, 00:00:00
-104.83192	Aurora	average	US	39.72943	2016/01/17
37.99117	Krymsk	average	RU	44.92934	2015-06-25
37.49338	Tyoply Stan	good	RU	55.62047	21 Jan 2016
11.412	Montecchio Maggiore-Alte Ceccato	good	IT	45.50369	2020-07-14
84.87144	Zaysan	good	KZ	47.46657	06/23/2021, 00:00:00
-76.43941	Middle River	excellent	US	39.33427	17 Oct 2018
30.79165	Vryheid	average	ZA	-27.76952	2013-05-23
-79.00453	Cuenca	excellent	EC	-2.90055	2022-06-26
40.74357	Mardin	accep	TR	37.31309	2021-04-23
-73.75335	Dorval	average	CA	45.4473	2016-06-09
8.4493	Hofheim am Taunus	good	DE	50.09019	08 Sep 2014
11.04979	Castelfranco Emilia	excellent	IT	44.59445	2019/10/25
-79.59415	Milagro	building	EC	-2.13404	2012/11/27
-100.44843	Santa Rosa Jauregui	excellent	MX	20.74122	2017-01-18
-2.1875	Westbury	good	GB	51.26	20 Oct 2012
13.31783	Hermsdorf	excellent	DE	52.61131	2015-12-10
38.66667	Mvomero	accep	TZ	-6.25	2017-11-02
-104.22884	Carlsbad	average	US	32.42067	10/11/2019, 00:00:00
38.16694	Kashira	building	RU	54.84444	2021-05-09
-89.10944	Ilopango	average	SV	13.70167	2021-04-04
74.4818	Malaut	maintenance	IN	30.21121	23 Feb 2021
145.06667	Carnegie	building	AU	-37.88333	2021-09-14
-89.66123	Progreso	good	MX	21.28306	23 Dec 2015
78.40102	Chharra	accep	IN	27.9247	2017-12-03
34.4587	Salima	excellent	MW	-13.7804	2014/06/26
112.73333	Xinzhou	average	CN	38.40917	04 Sep 2017
-81.24441	Varadero	excellent	CU	23.15678	2022-06-24
5.23333	Zeist	accep	NL	52.09	04/07/2016, 00:00:00
118.53333	Pucheng	good	CN	27.92333	2019-07-21
106.92667	Sukabumi	average	ID	-6.91806	12 Dec 2016
28.19028	Narva	maintenance	EE	59.37722	24 Mar 2016
41.77921	Kobuleti	average	GE	41.82143	2021/12/12
9.29109	San Giuliano Milanese	maintenance	IT	45.39402	2015-04-30
33.34864	Nova Kakhovka	maintenance	UA	46.75451	2015-07-30
-81.26367	Deltona	good	US	28.90054	02/21/2014, 00:00:00
-74.26419	Madrid	good	CO	4.73245	11/11/2020, 00:00:00
103.6032	Kulai	average	MY	1.6561	2014/04/22
46.10925	Gudermes	acceptable	RU	43.35071	07 Jul 2018
114.51667	Wacheng	accep	CN	33.78333	2015/07/10
11.32903	Weimar	good	DE	50.9803	08/05/2022, 00:00:00
77.23826	Sathyamangalam	good	IN	11.50526	2014-08-20
46.5813	Alatyr’	accep	RU	54.8421	2020/03/03
-80.22588	North Lauderdale	average	US	26.2173	18 May 2015
70.91106	Alipur	good	PK	29.38242	2015-02-05
33.9162	Hlukhiv	building	UA	51.67822	2013/01/10
-70.92866	Peabody	good	US	42.52787	2015-10-24
2.12213	Le Chesnay	maintenance	FR	48.8222	06/21/2020, 00:00:00
-0.32247	Lancing	maintenance	GB	50.82882	01 Jul 2015
-74.26419	Madrid	average	CO	4.73245	23 Mar 2016
-60.1831	Sydney	average	CA	46.1351	25 Nov 2014
-85.43772	Liberia	good	CR	10.63504	06/28/2021, 00:00:00
51.49621	Nowshahr	accep	IR	36.64852	04/22/2019, 00:00:00
33.9162	Hlukhiv	average	UA	51.67822	2015-12-16
34.4587	Salima	good	MW	-13.7804	2013-11-03
-73.26022	Socorro	average	CO	6.46838	19 May 2020
-103.42897	Jocotepec	average	MX	20.28527	06 Oct 2021
8.86374	Tortona	building	IT	44.89784	2013/06/14
-2.98884	Leioa	good	ES	43.32686	2019/02/13
-2.98333	Poulton-le-Fylde	maintenance	GB	53.83333	2021-03-30
33.2525	Valday	excellent	RU	57.97472	2021-07-17
-120.45794	Lompoc	accep	US	34.63915	2017-04-14
-72.47417	Villa del Rosario	accep	CO	7.83389	2018/08/01
-77.4286	Sterling	building	US	39.00622	2021/12/06
-71.23106	La Ligua	average	CL	-32.45242	2018-09-10
118.53333	Pucheng	average	CN	27.92333	2013-10-16
7.02238	Gronau	maintenance	DE	52.21099	2013-12-17
123.99333	Sorsogon	average	PH	12.97389	02/23/2020, 00:00:00
144.09638	Motomachi	good	JP	43.82634	26 Sep 2015
-58.70072	Pontevedra	good	AR	-34.74785	2017/02/19
29.24152	Standerton	excellent	ZA	-26.93366	2016/04/14
-1.99421	Devizes	accep	GB	51.35084	04 Oct 2015
72.85107	Bhayandar	good	IN	19.30157	10/23/2020, 00:00:00
105.75635	Sa Dec	excellent	VN	10.29085	2020/03/11
-61.4867	Rafaela	accep	AR	-31.25033	06/14/2017, 00:00:00
117.27583	Sishui	maintenance	CN	35.64889	2021/07/19
10.03478	El Alia	accep	TN	37.16911	03/13/2022, 00:00:00
-73.75513	Far Rockaway	maintenance	US	40.60538	2020/09/09
13.44275	Villabate	building	IT	38.07789	10 Dec 2021
102.42587	Bua Yai	excellent	TH	15.58552	05/08/2015, 00:00:00
-8.33147	Paredes	excellent	PT	41.20485	02/25/2021, 00:00:00
2.95924	Cheraga	average	DZ	36.76775	2021-02-17
115.70111	Hengshui	good	CN	37.73222	23 Sep 2018
-81.79819	Lakewood	excellent	US	41.48199	2017/02/13
-88.42814	Huntley	excellent	US	42.16808	2019-06-19
8.55552	Sassari	maintenance	IT	40.72586	21 Oct 2020
-8.2503	Albufeira	accep	PT	37.08819	2019-03-02
37.73333	Same	accep	TZ	-4.06667	24 Oct 2020
-76.99081	Chillum	good	US	38.96372	22 Dec 2020
-87.88754	Bourbonnais	accep	US	41.15376	30 Dec 2019
19.27498	Jaworzno	building	PL	50.20528	2014/06/09
-48.59278	Buri	maintenance	BR	-23.7975	03/17/2022, 00:00:00
-88.3162	Crystal Lake	good	US	42.24113	05/14/2020, 00:00:00
73.06784	Sheoganj	average	IN	25.13915	09/04/2013, 00:00:00
18.69303	Mongo	average	TD	12.18441	2014/03/01
124.84472	Maasin	good	PH	10.13361	2021/02/27
137.95378	Ina	accep	JP	35.82756	01/16/2020, 00:00:00
36.25361	Polohy	accep	UA	47.48444	2017-10-09
69.49015	Ishim	building	RU	56.11281	12 Dec 2017
115.70111	Hengshui	accep	CN	37.73222	20 Dec 2019
-76.88442	Harrisburg	accep	US	40.2737	11/22/2016, 00:00:00
13.29371	Charlottenburg-Nord	maintenance	DE	52.53048	2019/06/24
37.99117	Krymsk	excellent	RU	44.92934	2014/11/07
-118.10583	San Gabriel	accep	US	34.09611	07/28/2017, 00:00:00
-122.23484	Kent	accep	US	47.38093	04/04/2017, 00:00:00
5.55575	Lons-le-Saunier	excellent	FR	46.67535	2021-08-17
69.49015	Ishim	excellent	RU	56.11281	2021-09-06
-48.67028	Imbituba	accep	BR	-28.24	16 Aug 2015
35.96944	Volokolamsk	good	RU	56.03361	30 Jan 2015
-99.73314	Abilene	good	US	32.44874	2017/03/15
-51.50361	Carlos Barbosa	accep	BR	-29.2975	2018-12-06
46.58333	Ikalamavony	building	MG	-21.15	2017-08-02
0.57856	Amposta	excellent	ES	40.70995	2019/07/17
128.62667	Sinhyeon	accep	KR	34.8825	05/02/2020, 00:00:00
76.32756	Kalavoor	average	IN	9.57046	2018-09-10
102.42587	Bua Yai	excellent	TH	15.58552	02/01/2015, 00:00:00
-80.66756	Belle Glade	excellent	US	26.68451	03 Jul 2020
142.45778	Nayoro	accep	JP	44.35056	2019/01/01
8.2926	Kafanchan	accep	NG	9.58126	2020-04-25
-119.0376	Camarillo	excellent	US	34.21639	2014/01/25
76.35484	Alwaye	building	IN	10.10649	04/28/2021, 00:00:00
122.22833	Yingkou	average	CN	40.66482	2020-12-04
30.79165	Vryheid	excellent	ZA	-27.76952	02/06/2021, 00:00:00
38.15035	Svatove	good	UA	49.41029	2019-05-17
-81.56929	Collinwood	excellent	US	41.55838	2015-05-13
73.38333	Sangla Hill	excellent	PK	31.71667	2014-06-07
-73.81669	Pointe-Claire	maintenance	CA	45.44868	2021/02/22
123.89071	Cebu City	good	PH	10.31672	2016-11-21
59.4839	Kachkanar	accep	RU	58.7002	06/08/2015, 00:00:00
3.1631	Palafrugell	average	ES	41.91738	16 Apr 2018
139.6853	Shimotoda	maintenance	JP	35.815	2013-03-16
15.00835	Zgorzelec	accep	PL	51.14942	2017-12-10
-2.98884	Leioa	accep	ES	43.32686	2015/05/05
109.05389	Wangon	good	ID	-7.51611	12 Jul 2013
30.2049	Vitebsk	average	BY	55.1904	2015/10/18
78.55757	Lal Bahadur Nagar	accep	IN	17.34769	2020/07/29
6.9747	Wesseling	excellent	DE	50.82709	2015-10-16
-119.0376	Camarillo	average	US	34.21639	2020/07/07
171.25364	Timaru	average	NZ	-44.39672	2012-12-01
8.73812	Ajaccio	excellent	FR	41.91886	2015/08/16
88.58	Aistala	excellent	IN	23.18	2022-08-10
37.38115	Solntsevo	average	RU	55.63711	2021/06/27
-91.11667	Chichicastenango	good	GT	14.93333	2020/08/28
69.49015	Ishim	excellent	RU	56.11281	10/03/2013, 00:00:00
-83.55521	Toledo	excellent	US	41.66394	09 Oct 2015
51.0193	Shahre Jadide Andisheh	excellent	IR	35.6803	2013/07/28
14.01481	Roseto degli Abruzzi	average	IT	42.67164	18 Aug 2018
-93.08883	Lino Lakes	excellent	US	45.16024	2019-04-28
29.24152	Standerton	accep	ZA	-26.93366	07/31/2020, 00:00:00
-94.91386	Acayucan	good	MX	17.94979	01/07/2019, 00:00:00
153.10236	Carindale	accep	AU	-27.50578	2013/10/28
135.21667	Sasayama	maitennce	JP	35.06667	01 Mar 2013
124.84472	Maasin	good	PH	10.13361	2017-02-04
-78.19444	Front Royal	good	US	38.91817	13 Oct 2015
59.4839	Kachkanar	excellent	RU	58.7002	2015/08/13
3.87723	Montpellier	accep	FR	43.61092	2015-01-22
-117.14392	Mira Mesa	accep	US	32.9156	2013/07/22
5.06258	Igbara-Odo	accep	NG	7.50251	07 Sep 2014
-0.45877	Niort	excellent	FR	46.32313	09/18/2020, 00:00:00
73.08333	Dombivli	accep	IN	19.21667	12 Mar 2019
-63.90389	Porto Velho	accep	BR	-8.76194	28 Feb 2021
47.3799	Darreh Shahr	excellent	IR	33.14447	2019/01/19
15.46667	Sankt Peter	good	AT	47.05	2022/01/18
122.05228	Tianfu	accep	CN	37.19723	11/20/2018, 00:00:00
40.17171	Danilov	average	RU	58.1908	09/19/2022, 00:00:00
-60.47389	Chacabuco	average	AR	-34.64167	2014/09/27
112.23109	Diwek	acceptable	ID	-7.57897	05/22/2013, 00:00:00
34.33825	Dyat’kovo	maintenance	RU	53.59782	2016/09/13
48.26258	Aleshtar	accep	IR	33.86419	2015/07/28
-86.78777	Vestavia Hills	average	US	33.44872	2019/11/07
100.24529	Batu Feringgi	average	MY	5.4709	06/12/2017, 00:00:00
-63.13414	Charlottetown	good	CA	46.23899	01/31/2021, 00:00:00
14.30935	Afragola	maintenance	IT	40.92298	05 May 2015
-0.18333	Gandia	accep	ES	38.96667	10/03/2017, 00:00:00
-77.55777	Bon Air	average	US	37.52487	04 Nov 2013
-97.03285	Grand Forks	good	US	47.92526	11/26/2016, 00:00:00
98.6738	Labuhan Deli	maintenance	ID	3.7278	20 Jan 2022
128.9889	T’aebaek	building	KR	37.1759	10/19/2018, 00:00:00
8.77155	Karben	maintenance	DE	50.23019	19 Apr 2017
-0.32247	Lancing	good	GB	50.82882	19 Feb 2019
78.25795	Tiruppuvanam	average	IN	9.82564	2017/06/06
146.05093	Griffith	accep	AU	-34.28853	2017/05/21
14.39024	Lanciano	excellent	IT	42.22718	2018-10-14
37.73333	Same	average	TZ	-4.06667	05/26/2016, 00:00:00
55.4504	Saint-Denis	accep	RE	-20.88231	04 Jan 2015
-118.10583	San Gabriel	building	US	34.09611	09/17/2014, 00:00:00
3.16667	Wevelgem	accep	BE	50.8	10/06/2014, 00:00:00
78.25795	Tiruppuvanam	average	IN	9.82564	06/29/2019, 00:00:00
126.28333	Shuangcheng	accep	CN	45.35	08/23/2014, 00:00:00
47.31667	Antanifotsy	average	MG	-19.65	02/24/2021, 00:00:00
-72.22625	Croix-des-Bouquets	maintenance	HT	18.57677	04/09/2022, 00:00:00
76.12647	Chamba	accep	IN	32.55531	07 Aug 2020
38.28402	Tadmur	average	SY	34.5624	14 Feb 2017
-3.53261	San Fernando de Henares	good	ES	40.42386	01/03/2014, 00:00:00
9.22796	Pfullingen	good	DE	48.46458	11/30/2018, 00:00:00
8.70745	Bretten	average	DE	49.03685	08/06/2014, 00:00:00
2.59753	Tchaourou	average	BJ	8.88649	2021-01-30
-52.51028	Soledade	good	BR	-28.81833	2021-12-31
118.9707	Majene	excellent	ID	-3.5403	27 Aug 2019
-5.55835	Villaquilambre	accep	ES	42.64685	05/23/2018, 00:00:00
74.4818	Malaut	maintenance	IN	30.21121	12/28/2021, 00:00:00
2.1699	Herblay	good	FR	48.98994	12/22/2015, 00:00:00
0.75	Thetford	building	GB	52.41667	07/20/2014, 00:00:00
151.08057	Eastwood	good	AU	-33.79176	2015-06-28
-61.51889	Port of Spain	good	TT	10.66668	16 Jan 2015
-73.58248	Sainte-Catherine	building	CA	45.40008	2020/11/28
76.92421	Izluchinsk	average	RU	60.97944	24 Nov 2017
33	Usagara	building	TZ	-2.68333	2013/11/08
28.67582	Yakuplu	excellent	TR	40.98894	08/15/2016, 00:00:00
-48.62789	Caldas Novas	excellent	BR	-17.74431	2022-06-25
-5.22126	Azrou	accep	MA	33.43443	2019/09/13
-77.96389	Martinsburg	average	US	39.45621	2019-06-15
65.27258	Tavda	good	RU	58.04254	2014-11-16
-69.08333	Yunguyo	accep	PE	-16.25	2021/08/29
117.55417	Zaozhuang	maitennce	CN	34.86472	09/07/2020, 00:00:00
49.62251	Al Jubayl	accep	SA	27.0174	2022-08-03
8.64409	Trossingen	accep	DE	48.07667	2017/10/22
-25.66689	Ponta Delgada	excellent	PT	37.74615	2020-07-02
-1.86343	Caravaca	accep	ES	38.10558	2016-06-03
-99.73314	Abilene	accep	US	32.44874	04/17/2017, 00:00:00
153.10236	Carindale	maintenance	AU	-27.50578	20 Aug 2022
24.04142	Alytus	maintenance	LT	54.39635	2019-03-21
74.80555	Srinagar	excellent	IN	34.08565	2020/09/04
8.61839	Bensheim	good	DE	49.68369	2021/06/12
126.835	Goyang-si	excellent	KR	37.65639	2019-09-11
37.73333	Same	good	TZ	-4.06667	02/25/2020, 00:00:00
-2.98884	Leioa	average	ES	43.32686	11/16/2013, 00:00:00
-116.56346	Nampa	good	US	43.54072	08/03/2016, 00:00:00
68.11759	Tharu Shah	excellent	PK	26.9423	2016-08-08
5.37429	Houthalen	excellent	BE	51.03427	28 Sep 2016
-42.19667	Miracema	good	BR	-21.41222	2014-11-19
89.11943	Kushtia	excellent	BD	23.9028	27 Mar 2022
24.95034	Kallio	good	FI	60.18427	03/14/2013, 00:00:00
-77.96389	Martinsburg	good	US	39.45621	09/12/2013, 00:00:00
1.26738	Walton-on-the-Naze	accep	GB	51.84819	14 Jul 2018
-48.29694	Viradouro	good	BR	-20.87306	08/25/2018, 00:00:00
68.88871	Jhol	average	PK	25.95533	02/14/2014, 00:00:00
8.63333	Kirchlengern	good	DE	52.2	03 Nov 2021
-37.65	Lagarto	excellent	BR	-10.91722	2013/12/02
-100.44843	Santa Rosa Jauregui	average	MX	20.74122	2013/07/03
76.12647	Chamba	building	IN	32.55531	13 Jul 2015
0.30367	Hartley	building	GB	51.38673	05/16/2019, 00:00:00
-2.01111	Great Wyrley	average	GB	52.66277	2016-09-05
79.883	Hendala	accep	LK	6.9909	04/01/2021, 00:00:00
-115.98391	Pahrump	accep	US	36.20829	10/16/2013, 00:00:00
69.01354	Vahdat	accep	TJ	38.55632	06/06/2018, 00:00:00
86.59509	Supaul	accep	IN	26.11527	2021/08/17
-74.13653	Port Richmond	average	US	40.63316	2013-01-22
10.18527	Memmingen	good	DE	47.98372	2021-10-18
31.3237	Dobrush	accep	BY	52.4089	12/11/2014, 00:00:00
144.23058	Mount Hagen	good	PG	-5.85746	22 Feb 2022
70.91106	Alipur	accep	PK	29.38242	2014-01-15
-5.682	Lakota	maintenance	CI	5.84752	2014-11-03
-4.83076	Talavera de la Reina	building	ES	39.96348	2020-04-06
91.00632	Barpeta	good	IN	26.32293	05/14/2019, 00:00:00
120.89694	Baliuag	good	PH	14.95472	20 Nov 2021
30.98551	Paidha	accep	UG	2.41669	12/25/2021, 00:00:00
-111.89903	Scottsdale	accep	US	33.50921	19 Jul 2022
-8.07257	Kati	average	ML	12.74409	07 Apr 2021
2.59753	Tchaourou	average	BJ	8.88649	07/17/2013, 00:00:00
-72.22625	Croix-des-Bouquets	excellent	HT	18.57677	2019/06/27
28.19028	Narva	good	EE	59.37722	2017-06-16
-96.67834	Ada	average	US	34.77453	2015/07/27
18.84	Budva	accep	ME	42.28639	09 Jun 2013
-119.0376	Camarillo	accep	US	34.21639	2013-12-06
103.6032	Kulai	average	MY	1.6561	11 Nov 2020
31.3237	Dobrush	good	BY	52.4089	05/12/2013, 00:00:00
-72.47417	Villa del Rosario	good	CO	7.83389	2018-10-15
38.07083	Stupino	good	RU	54.90083	05 Oct 2015
-87.882	Westchester	good	US	41.85059	2012-11-09
-38.94722	Canavieiras	accep	BR	-15.675	09/26/2017, 00:00:00
56.36091	Saraktash	excellent	RU	51.78771	2019-07-15
37.99117	Krymsk	average	RU	44.92934	11/05/2012, 00:00:00
10.58082	Msaken	building	TN	35.72917	03 Jul 2021
5.4384	Marseille 11	good	FR	43.2907	03 Oct 2016
43.67663	Nizhniy Lomov	good	RU	53.53041	26 Aug 2014
76.03889	Osmanabad	accep	IN	18.18158	2015-09-01
73.66633	Sojat	good	IN	25.92493	2019/01/17
-117.29198	Encinitas	building	US	33.03699	2018/02/03
-73.58248	Sainte-Catherine	good	CA	45.40008	2018/04/14
78.95693	Kashipur	excellent	IN	29.21399	08/29/2017, 00:00:00
-73.75335	Dorval	excellent	CA	45.4473	2014-08-13
-89.66123	Progreso	excellent	MX	21.28306	2017-10-26
-35.03333	Cabo	building	BR	-8.28333	2014-10-18
-71.05977	Boston	excellent	US	42.35843	05/09/2017, 00:00:00
26.01649	Sector 6	accep	RO	44.43579	2018/05/15
-13.68778	Camayenne	excellent	GN	9.535	2018/01/26
55.4504	Saint-Denis	accep	RE	-20.88231	2019/03/21
14.39024	Lanciano	accep	IT	42.22718	03/26/2016, 00:00:00
-99.73314	Abilene	accep	US	32.44874	10/20/2017, 00:00:00
42.54536	Kismayo	average	SO	-0.35817	09/30/2012, 00:00:00
24.99798	Kamina	average	CD	-8.73508	06/29/2013, 00:00:00
-79.62603	Veracruz	maintenance	PA	8.88988	2013/10/23
-82.46148	Lutz	average	US	28.15112	29 Apr 2019
4.7934	Saint-Genis-Laval	excellent	FR	45.69558	02/11/2015, 00:00:00
-13.68778	Camayenne	building	GN	9.535	18 Dec 2015
117.7	Dongdu	excellent	CN	35.85	02/14/2016, 00:00:00
-76.43941	Middle River	maintenance	US	39.33427	10/12/2018, 00:00:00
20.22625	Ajdabiya	excellent	LY	30.75545	2013-06-15
-73.25383	Iquitos	accep	PE	-3.74912	25 Jan 2021
72.93924	Uran	average	IN	18.87813	09/28/2015, 00:00:00
35.23388	East Jerusalem	accep	PS	31.78336	2019-07-14
38.01667	Debre Tabor	good	ET	11.85	02/05/2017, 00:00:00
-73.81669	Pointe-Claire	good	CA	45.44868	2021/07/17
5.55575	Lons-le-Saunier	accep	FR	46.67535	11/19/2021, 00:00:00
-71.8023	Fitchburg	average	US	42.58342	01 Jul 2021
-0.91979	Lower Earley	maintenance	GB	51.42708	16 Jan 2018
