TEMP	O3	C2H3NO5	CFCs	CH4	Pb	NOx	SO2	PRES	latitude	CO	warning	PAHs	NH3	PM2.5	PM10	longitude	H2CO
6.64254	6.04527	0.72583	36.06700	6.88581	56.45331	6.68996	6.27604	1069.58158	46.18396	8.34224	0.00000	5.42402	5.95703	12.26444	8.95712	6.10237	26.10321
1.28953	5.94082	0.26807	55.90706	9.61691	49.31801	6.79232	8.56462	1096.18139	41.24255	6.96250	1.00000	8.92538	7.65694	7.88266	7.08475	-82.61573	59.33810
26.75686	7.56779	0.21451	66.67203	9.52980	47.26341	6.76991	4.65827	1074.89401	-8.43333	6.63165	1.00000	9.95884	7.53705	8.61129	6.94882	114.33333	46.33990
20.24621	8.18396	1.42008	27.35483	6.42722	49.82570	6.54706	7.40744	1183.70997	11.50526	6.50363	0.00000	7.30129	9.62385	7.45791	9.82234	77.23826	47.34236
23.41346	7.71307	0.10831	61.94379	6.98736	63.68626	8.37611	8.50696	1105.27552	-2.13404	8.95144	1.00000	4.55371	8.61703	9.83496	5.24738	-79.59415	27.03214
19.45065	5.66104	0.13304	69.52175	5.04634	40.63420	6.93274	7.72228	1050.17934	-21.44345	8.33120	0.00000	5.78709	5.52377	6.64416	3.10031	-65.71875	66.35567
8.63381	6.74958	0.22372	73.13978	4.88452	61.00759	6.56750	8.43970	1093.79668	13.70167	6.35837	0.00000	7.82435	5.84863	9.47205	7.28968	-89.10944	46.77418
14.55187	6.31377	0.13547	40.51047	6.83282	30.00643	5.44635	6.59089	1126.34237	55.8736	9.33641	1.00000	5.43301	9.67509	9.12364	6.48722	85.4265	29.61708
17.98237	7.88854	0.14488	64.55605	6.39688	85.86515	7.34002	4.72744	1145.92703	-28.44917	7.20768	1.00000	6.36221	8.77800	8.11436	6.80578	-52.2	54.09420
15.60648	4.83184	0.16567	67.68617	6.34639	73.14579	8.71546	5.62633	1170.91404	-4.24444	10.32312	0.00000	5.74677	7.05713	10.53452	6.23380	-42.29444	58.99291
13.94181	7.55533	0.16023	52.30209	4.96542	71.84517	6.70693	9.00634	1109.32975	38.70734	9.62625	1.00000	4.99331	7.15743	8.51050	3.94323	-77.02303	46.98468
14.29868	8.19476	0.57630	61.65562	9.05750	79.47015	6.23089	6.42940	1181.04626	42.06166	9.30054	1.00000	8.30710	8.14648	8.79520	8.80232	-1.60452	46.28097
36.40218	7.25551	0.14544	71.60776	4.33963	72.50280	6.75512	6.60366	1195.67647	42.30865	10.95095	1.00000	4.51948	7.05126	9.25161	3.25546	-83.48216	56.26825
12.76456	8.44889	0.16253	42.50133	9.36859	57.23709	6.42156	8.09984	1177.72989	6.9909	9.84604	1.00000	10.57124	6.60821	11.68497	6.40881	79.883	29.22865
21.49145	7.40264	0.16432	71.93303	5.54076	43.24556	8.67575	6.11938	1098.10297	3.31332	8.68556	0.00000	5.37139	5.34250	8.00743	5.68950	117.59152	46.38294
23.13657	7.26844	0.22959	31.00501	5.62891	52.63426	8.61060	6.68169	1155.89692	49.13645	7.17205	0.00000	5.24362	4.41100	8.34349	6.94939	8.91229	32.44328
25.94014	8.76031	0.17686	44.95796	6.25200	53.67626	8.12724	8.02010	1134.05201	45.69558	5.61159	1.00000	7.40676	8.31159	6.36147	5.63687	4.7934	44.98464
4.77133	5.83643	0.06814	50.10013	5.62945	49.56747	9.85405	9.46522	1090.28318	53.53395	7.68489	0.00000	5.07489	5.13531	7.74882	4.30896	33.72798	74.46070
13.75513	7.64131	0.13990	45.39958	4.88900	44.90580	7.26726	8.70040	1165.11284	-4.26613	8.36914	1.00000	5.36898	7.66852	6.70509	4.07041	15.28318	40.29433
4.25421	6.74089	0.42181	58.78335	8.05764	39.99568	7.27092	7.27982	1115.26018	50.56149	8.43017	0.00000	8.60347	6.37919	9.46631	8.26312	4.69889	53.53683
18.19278	7.54290	1.69668	52.92691	8.71522	61.72491	6.80218	8.82676	1108.06083	44.22639	10.06554	1.00000	7.26764	4.93689	8.30450	9.98221	22.53083	58.85846
14.00479	7.43124	0.23014	35.59549	9.17856	78.06860	7.20400	8.42902	1123.83168	-1.9487	7.61727	1.00000	5.96976	9.35353	10.38513	7.10705	30.4347	42.30863
6.89980	6.69120	0.15189	65.35028	6.90235	82.03345	8.01615	6.35773	1174.06832	36.27462	10.72990	1.00000	4.65573	8.68172	7.94791	5.64811	4.85668	62.94902
4.19736	7.88319	0.26589	48.82021	9.48775	61.30046	6.63486	6.84335	1153.50119	9.535	8.52493	1.00000	8.67501	5.38515	8.46363	7.86896	-13.68778	68.14779
12.43875	7.23689	0.19494	64.38830	6.03238	57.84274	6.80999	7.86819	1055.41191	19.30157	7.55127	0.00000	5.24865	6.39035	10.30153	6.78820	72.85107	47.35006
15.98194	7.34313	0.08070	43.64372	6.43770	69.36649	7.04204	7.54469	1054.53322	34.14251	8.96100	1.00000	5.87638	8.56880	11.24644	5.60250	-118.25508	50.86121
-3.54202	7.48269	0.11968	60.11055	5.06581	59.03122	6.63534	6.36538	1115.22217	41.1053	8.02610	1.00000	6.06549	8.58833	6.96816	6.45939	-7.32097	56.50952
19.20818	9.42610	0.13766	36.75401	4.53032	67.37578	5.69238	6.72552	1084.21751	41.84364	8.81497	0.00000	5.15559	5.41842	7.94430	4.70125	-87.71255	39.74258
11.76296	8.91748	0.77190	59.52501	7.77362	57.56152	7.48888	7.75594	1152.95158	-8.73508	6.76842	1.00000	8.71721	4.74183	7.38549	9.10735	24.99798	39.55405
13.51603	5.60181	6.71368	50.40041	7.57705	57.97376	9.01654	8.14928	1117.47665	6.8485	7.25079	1.00000	8.09654	7.23820	8.50181	11.40834	3.64633	55.10933
8.91395	8.14719	0.15855	59.70448	4.14119	49.49551	6.59698		1148.34207	18.18158	6.53849	1.00000	4.96960	7.37632	6.58954	4.88640	76.03889	31.89544
17.60050	8.14485	0.41446	55.13639	9.36160	71.40924	8.47624	6.27607	1181.84237	43.91452	10.33818	1.00000	8.32840	5.59668	9.59194	8.10687	-69.96533	34.47011
-0.44392	6.83883	4.76313	47.15381	8.31692	28.17155	8.10088	6.71922	1165.56383	53.69786	7.24677	1.00000	8.12879	7.52356	8.28677	11.04146	-2.68758	52.77903
4.60977	7.40958	0.14941	64.10315	8.58815	76.67707	7.67734	7.04416	1157.20826	-2.13404	9.50004	1.00000	7.51417	3.93360	7.25169	6.27453	-79.59415	43.59185
21.28708	6.89431	0.37807	62.63014	5.65307	58.22920	7.48276	6.50213	1101.19112	-25.42778	8.85235	0.00000	8.45326	11.66427	8.23802	8.26930	-49.27306	52.63635
11.98699	6.97473	0.33706	44.74450	4.98088	64.99547	6.37847	7.46481	1155.07645	43.61058	9.24630	0.00000	2.29462	4.94321	8.60873	7.81153	1.33467	34.03882
38.00603	4.34233	0.13091	45.56340	5.12066	64.80494	7.46353	8.28134	1073.58112	41.85059	8.63116	1.00000	4.95276	7.80054	6.06887	4.59550	-87.882	28.81771
18.09274	6.14378	0.14540	63.41653	5.99716	53.75467	7.60151	6.39477	1179.97517	36.06523	7.84390	1.00000	4.81592	8.44102	7.89200	5.27810	-119.01677	44.08728
31.83789	7.80315	0.79946	35.68093	4.62564	68.37851	5.03384	7.72105	1142.39160	31.96258	7.89075	0.00000	6.99116	12.98710	7.39700	9.19649	73.97117	35.20764
21.52792	6.29705	0.20719	62.54934	5.98542	38.84509	6.45011	7.49011	1142.36760	27.9247	9.06018	0.00000	5.30632	6.41682	8.30191	6.93227	78.40102	61.82379
-4.48331	5.76543	0.08732	36.14749	4.65475	59.67852	6.51769	7.53769	1075.08307	6.33444	8.87140	1.00000	5.35892	7.53455	8.52583	3.91117	124.95278	25.75221
-1.30509	6.45778	0.26581	45.32657	12.43246	53.54578	6.61645	6.80979	1086.02541	44.75874	11.11070	1.00000	11.59369	5.82384	13.00308	7.75479	19.21437	44.40018
25.64099	5.57232	0.13444	68.20758	8.94606	69.20822	7.03045	8.18585	1119.39156	40.72816	9.81933	1.00000	6.65962	4.79332	6.61542	6.11919	-74.07764	29.81684
13.20686	8.08516	0.13284	57.39906	10.22619	83.37256	7.53039	7.69960	1148.44563	50.72043	9.10456	1.00000	10.01705	6.64110	10.43425	6.52230	11.34046	29.46076
19.12322	5.72734	1.28395	52.45014	9.02209	77.48274	7.08893	5.31357	1172.89709	40.66482	8.43213	0.00000	7.16929	8.46194	6.95195	9.68136	122.22833	30.43160
19.63994	6.25284	0.69719	57.06008	8.33534	47.94052	7.21331	6.35822	1126.52932	49.41029	6.79675	0.00000	9.12267	6.76181	8.61666	9.07755	38.15035	59.54800
3.89712	5.45995	0.30538	27.90208	7.43772	51.10151	5.53011	5.82300	1114.16907	44.35056	9.65858	1.00000	8.77486	5.30430	9.59629	7.75031	142.45778	66.24156
31.40771	7.45796	0.17895	84.87617	6.95444	61.08097	8.55323	8.63115	1146.08740	26.68451	6.65920	1.00000	7.12311	8.83877	9.02427	7.01835	-80.66756	43.05776
39.43653	8.16157	0.37558	81.15138	5.83623	43.31982	7.03579	8.90397	1188.69806	49.28669	9.08962	0.00000	2.71880	4.91607	8.98167	8.16112	1.00288	60.14759
19.58875	6.36932	0.35552	51.14929	5.26881	60.84143	7.91158	5.95180	1126.38911	12.74482	7.70878	0.00000	8.08234	10.43102	7.92592	8.19632	4.52514	41.18627
5.14567	7.58520	0.11750	34.34871	10.04535	51.98637	6.51789	8.17464	1164.37476	36.21544	8.25137	1.00000	9.28065	7.43174	9.14923	6.16644	65.93249	44.41958
-16.56315	7.97976	0.18993	61.51576	8.58386	29.84256	7.11298	7.81347	1102.22857	44.92801	6.94294	1.00000	4.55062	8.27635	8.51973	5.14268	4.8951	23.12364
7.60841	6.28827	0.17385	43.40942	5.30481	71.73000	8.08132	7.83517	1138.53553	42.35843	10.94040	1.00000	4.65298	8.54041	6.71050	5.78051	-71.05977	28.61175
34.71695	6.27385	0.98721	46.59779	10.23982	44.97654	8.29571	8.01055	1191.68314	52.41667	11.34075	1.00000	9.73471	3.43763	10.97382	9.33873	0.75	29.38531
31.72320	8.00799	0.18976	30.75914	9.88012	92.85475	6.63034	7.70522	1172.39168	38.06084	7.44899	1.00000	9.46854	5.70860	8.33327	7.54385	-97.92977	40.77963
17.06218	7.26096	0.14729	55.63638	9.37321	62.90550	7.95906	8.45333	1100.12744	34.25	8.44653	0.00000	9.79529	6.70804	9.52045	5.62828	135.31667	44.17578
5.42418	9.36887	2.42216	46.96451	7.28466	58.92755	7.18880	8.30331	1111.51131	14.53767	7.04666	1.00000	10.08966	8.88965	10.89096	10.33899	46.83187	54.02055
23.16641	7.63046	0.35082	60.72278	8.61304	62.17834	7.54741	7.52645	1068.26746	0.03813	9.42490	0.00000	7.44933	9.51915	6.15626	8.23962	36.36339	46.95652
22.09772	6.79761	0.45062	51.20709	4.52372	57.30639	6.13813	6.74773	1091.96815	34.86472	6.39845	0.00000	7.01620	6.47131	9.00391		117.55417	45.06211
6.29549	6.89463	0.10961	69.74466	4.95969	66.71148	6.76068	7.85188	1079.51271	39.08367	8.95960	1.00000	6.71553	8.15890	8.00491	6.60311	-84.50855	24.79452
25.04383	7.70091	6.55021	50.70994	6.59101	54.64436	5.81463	8.27619	1123.58062	14.67751	6.31292	1.00000	7.27476	5.44666	6.30112	11.38764	-60.94228	36.27271
22.97745	7.41758	0.78214	37.81249	8.94662	58.68368	8.08562	7.91331	1162.91060	39.32011	9.45510	1.00000	8.02540	4.55985	8.70744	9.12239	-76.51552	68.12203
5.36547	6.20260	0.13850	40.48325	4.81225	62.11616	6.19715	7.21423	1152.04026	50.76306	6.54944	1.00000	4.64238	7.23068	7.05239	3.05897	-1.29772	48.87851
24.59172	8.70035	0.54015	63.20760	7.04095	56.44396	7.30135	6.14069	1190.58074	35.88264	9.22381	0.00000	7.22066	10.44462	7.47539	8.64972	-80.08199	79.27886
9.69147	6.20663	0.17236	36.71972	5.66821	54.61402	5.39850	8.67318	1073.72532	40.72371	7.94245	1.00000	5.45555	7.70669	7.92779	4.34652	-73.95097	53.59049
9.98471	6.18450	1.05894	63.94971	8.13512	72.39222	7.55646	6.85537	1154.76566	46.32374	8.02689	1.00000	10.01270	4.91152	9.48646	9.47434	-120.00865	58.86466
-0.30166	6.09196	0.25826	49.25593	6.55572	69.14603	6.55363	7.71652	1077.14404	46.67535	8.13798	1.00000	6.83916	8.88964	8.85739	6.93511	5.55575	28.82143
5.55831	7.29647	1.03591	24.39620	9.28725	58.70340	7.80901	7.51523	1068.57109	6.25947	11.24138	1.00000	10.39828	5.11802	12.20799	9.43912	102.05461	52.74477
10.31557	7.51102	79.30257	72.52613	6.68002	43.69622	7.90104	7.31426	1181.25802	-21.42917	7.40511	1.00000	7.68118	5.08740	8.00820	13.89096	-45.94722	45.79340
13.46978	6.22087	0.62187	52.51701	7.98142	51.69920	8.22146	6.71340	1128.91513	51.78967	9.61007	0.00000	7.95137	9.80115	7.21633	8.88206	1.15597	50.06185
19.54172	5.30707	0.29203	47.90042	4.50538		5.53923	6.75332	1099.25215	47.76232	8.37042	0.00000	8.62267	6.25718	9.35799	7.78433	-122.2054	57.28145
12.07254	7.74993	0.17023	66.35449	7.26634	77.89153	6.34573		1068.38601	49.28669	8.28950	1.00000	7.90163	6.80544	7.88347	6.73003	1.00288	34.65606
21.29379	8.53782	0.26468	18.33171	9.79272	63.90856	8.50499	6.81788	1184.09134	50.71229	6.40703	0.00000	10.86694	3.82198	10.89752	7.62634	4.52529	33.73837
18.63217	7.82572	0.14392	69.83192	5.71226	64.79048	5.47428	7.75051	1136.09967	-1.9487	10.56085	0.00000	4.32069	6.79338	8.80549	4.10693	30.4347	43.98962
31.33852	7.09610	0.14067	45.28207	4.87953	42.08286	7.59954	8.45486	1089.89942	50.20528	8.56037	0.00000	7.45472	6.45489	9.08342	6.31191	19.27498	52.01794
7.14232	8.32088	0.20175	60.28284	5.74421	61.37897	8.51462	9.04485	1168.99774	47.83333	9.60185	1.00000	6.35470	7.17699	8.62843	7.12446	59.6	60.33090
13.81884	8.78236	0.64799	44.52347	8.51135	64.50622	6.71419	7.38090	1081.62369	31.84568	8.96180	0.00000	8.96386	7.92988	8.88487	8.83052	-102.36764	30.85194
22.80567	7.49146	5.37517	41.54080	10.72999	41.58130	9.43049	7.51177	1113.33027	51.78967	8.78318	1.00000	10.10811	5.88279	10.57543	11.19745	1.15597	52.79385
15.91705	7.97417	0.68478	38.98414	6.09378	45.06543	6.94447	7.68812	1094.39780	43.4125	6.42943	0.00000	8.31412	9.37259	8.12337	8.97178	23.225	41.73028
8.66031	7.62454	0.85897	53.10373	9.66126	50.80761	6.66525	6.00791	1183.33010	43.4125	9.27348	1.00000	8.10665	6.86562	9.00794	9.30579	23.225	50.25448
25.64765	6.39277	3.69369	66.09567	9.80037	52.56051	8.02225	5.69591	1170.79019	32.55531	10.22457	0.00000	5.97727	10.04547	7.70670	10.78876	76.12647	42.38314
-9.83827	8.36486	0.15893	51.13637	5.30905	63.57221	6.63365	5.41114	1066.79201	41.63976	7.20750	1.00000	5.02382	7.82433	5.92933	5.49688	2.35739	47.96674
16.39673	5.18844	0.10233	89.16049	5.72873	60.87355	7.73000	8.74793	1191.60608	-8.43333	8.38521	0.00000	4.28743	5.59825	8.66064	6.50505	114.33333	64.50532
20.55948	7.41425	0.07429	62.28515	4.20780	59.62699	7.52719	7.21328	1103.01041	4.73245	10.43535	1.00000	4.85755	8.88618	10.62556	6.03484	-74.26419	46.01315
12.16264	7.41542	0.07585	52.55139	5.17332	67.74184	6.85836	7.01138	1052.95908	35.06544	8.33546	1.00000	4.20952	7.68789	7.55976	3.96447	1.04945	56.39942
11.44932	7.28303	0.98910	55.91750	6.56939	56.15863	7.92974	7.10770	1153.19503	11.00599	8.95692	0.00000	8.42227	7.03814	10.67548	9.35600	77.5609	48.52700
25.00046	7.45473	0.11680	61.95507	7.70022	72.45749	6.46686	8.05577	1087.52243	-44.39672	9.61765	0.00000	5.33887	6.00151	9.33349	6.19190	171.25364	40.84727
23.28173	6.29873	0.14095	33.39187	8.60634	68.25115	7.99587	7.14174	1057.08808	-4.26613	10.27521	1.00000	7.98482	4.23639	8.48320	6.33697	15.28318	52.99188
19.88332	8.10761	0.12481	42.30851	5.73221	54.83758	6.67999	7.00202	1197.29724	42	5.91650	1.00000	6.03080	7.42007	9.04595	3.52689	21.32778	39.13226
16.06386	7.59065	2.29852	38.44019	6.61271	76.39734	8.74689	5.95922	1076.90367	34.86472	9.11777	1.00000	8.35783	4.21696	8.99813	10.32285	117.55417	46.46601
7.38197	8.60071	0.54374	66.64547	7.19285	63.23637	5.32443	8.52054	1080.79569	3.51667	7.60510	1.00000	8.60154	5.36211	7.93559	8.67801	11.5	52.90105
13.99391	7.53687	2.89686	29.12313	7.39029	54.11422	6.31330	9.71790	1075.86170	43.35071	6.08873	1.00000	8.86972	7.02466	8.10411	10.54192	46.10925	46.46276
9.25409	6.61555	0.21224	57.77720	8.92633	39.04970	6.92199	7.69882	1084.37626	27.9247	7.37842	1.00000	7.89371	3.16510	5.45753	7.32096	78.40102	37.13837
20.05247	7.17849	2.24570	40.75822	10.70512	34.07304	7.98210	8.64675	1181.71296	41.0051	7.57562	0.00000	7.83000	5.94875	8.54484	10.29862	-73.78458	40.50994
14.67237	6.79192	0.11806	40.27221	6.07454	55.10150	8.12654	6.31688	1178.85116	39.43534	9.97472	0.00000	4.64155	7.00940	9.37522	6.13704	-84.20299	33.02430
15.51755	7.88438	0.08910	53.20836	6.51112	67.13917	6.83711	8.61275	1097.64270	-1.9487	7.83504	1.00000	5.43920	8.83702	9.58027	6.61586	30.4347	49.58944
2.09062	6.26519	0.10178	32.78787	5.44762	47.76316	7.90639	7.13353	1114.99109	36.81667	9.88880	0.00000	3.24746	4.78536	7.74797	5.10497	117.81667	39.92491
13.22418	8.46104	0.34776	75.21212	10.87132	76.13612	6.33841	5.51338	1158.05117	60.2052	10.65756	1.00000	8.60811	3.33461	8.95874	7.87604	24.6522	63.45459
5.03723	9.25913	0.28972	14.48427	8.32324	54.06182	6.43845	5.89568	1169.97587	39.96348	7.82886	1.00000	7.86759	10.55499	10.49130	7.64838	-4.83076	55.97834
25.96153	6.13693	0.23274	68.48598	4.65556	46.09065	7.85566	6.62496	1084.28910	14.46693	9.56697	0.00000	3.05163	4.66325	6.79734	6.39138	75.92694	64.31289
-1.24303	7.98135	0.07891	46.30821	6.66930	57.24822	8.82152	7.94581	1168.81279	34.08565	8.52012	0.00000	6.46098	6.46861	7.56480	3.54476	74.80555	39.51608
7.07740	8.32002	0.37545	10.35432	5.15029	52.19375	5.54421	6.45256	1172.51156	38.96372	9.34838	1.00000	6.58160	9.43460	9.88108	8.33072	-76.99081	33.75346
12.41042	8.13378	0.15372	44.97747	5.84616	55.24343	6.77970	5.86163	1195.39949	32.54278	8.64441	0.00000	5.84557	5.26898	6.18647	2.45343	111.50861	21.86683
-12.49713	6.50905	0.10309	58.00964	4.77679	74.14189	6.96354	8.18478	1146.35580	46.08333	5.89274	0.00000	4.80137	5.04083	6.76544	2.84688	122.08333	48.76172
34.46039	6.82754	0.10711	38.70242		61.33670	6.98583	6.75048	1122.49244	4.94273	5.65363	1.00000	5.17960	8.09965	7.73036	4.63418	15.87735	65.31543
15.61153	7.46363	0.28854	70.26438	5.99501	44.87485	7.20215	6.54166	1144.22059	18.18158	9.13848	1.00000	6.68310	8.90137	8.46657	7.66562	76.03889	56.40129
10.05539	6.01719	0.21515	69.93668	7.83157	37.14789	6.00216	5.82179	1189.74567	51.78967	9.91940	0.00000	8.13064	10.69691	7.53632	7.07747	1.15597	34.89422
13.54607	7.34496	0.19120	53.08893	5.08896	43.11009	5.79352	7.21986	1138.79553	33.72255	8.31195	0.00000	3.80773	4.79471	8.54104	4.93154	-116.37697	42.83895
18.00379	8.01904	0.25565	60.20703	9.11639	63.93405	6.56468	6.71841	1056.70088	6.8485	6.66751	0.00000	11.03645	5.37379	10.37250	7.67505	3.64633	76.18259
18.15781	6.39786	0.28207	43.01480	8.06831	58.32881	6.55819	7.79312	1115.30920	14.46693	7.51856	1.00000	9.13403	5.20120	8.05589	8.01975	75.92694	52.71115
12.72285	5.83451	0.16871	51.23342	7.78481	56.54872	7.10823	6.87372	1166.03860	5.27247	7.40306	1.00000	9.81264	8.39335	9.84251	6.88008	-3.59625	43.66134
9.64725	7.94907	0.87433	50.77457	7.62352	48.24208	6.07873	7.52803	1069.54906	47.98372	8.26926	1.00000	7.13855	5.78393	7.17374	9.22778	10.18527	30.54177
31.18175	7.87732	0.27348	52.84234	10.70550	56.86610	6.57711	7.07236	1112.80090	5.90702	10.71838	0.00000	8.55340	7.83664	8.91964	7.24120	116.10146	24.47134
21.55316	7.34241	0.12119	52.03868	5.39221	68.86395	7.46240	6.93550	1197.51486	6.95194	5.67391	1.00000	7.72922	8.40860	9.23370	5.47435	121.96361	62.51207
22.52889	7.59061	0.11916	36.94659	6.04492	50.07058	6.57838	7.27062	1190.19547	44.73941	7.77690	0.00000	3.78387	3.98238	5.47269	0.26037	-93.12577	37.23419
4.76202	9.09925	0.07478	54.87140	11.24322	98.14428	6.23802	6.95101	1132.65978	6.25947	12.60544	0.00000	9.73294	3.98490	11.21716	6.16049	102.05461	58.61585
18.87816	5.56283	0.74126	65.33986	8.07277	57.34753	6.25460	7.99739	1176.81739	41.72063	9.09838	1.00000	9.11330	5.92113	9.88910	8.91818	12.6723	38.22862
29.73791	7.13456	0.14919	40.21139	3.76055	44.96259	8.17752	10.10068	1060.15213	35.05266	10.87035	1.00000	4.18435	7.15753	7.04958	5.18285	-78.87836	56.10417
0.85779	9.09261	1.45376	51.83901	10.03600	47.95277	6.00719	6.46329	1063.97533	41.14676	9.79887	1.00000	8.61398	5.24625	9.38448	9.83683	-73.49484	62.12819
-1.90086	7.36024	0.18800	43.19356	5.72083	32.26091	6.82530	6.73043	1185.10621	45.44694	7.69078	1.00000	6.90894	8.45435	10.58866	5.18094	8.62118	48.98216
14.12207	7.77981	15.05699	71.10900	7.05155	77.36761	9.41898	6.22574	1194.51960	54.52156	9.42212	1.00000	7.29441	4.76989	8.76148	12.22330	9.5586	30.28160
3.75148	6.53209	0.52057	49.11107	5.93202	46.43696	7.14345	4.63486	1077.75213	-8.05389	9.93857	1.00000	5.10055	7.03013	11.57191	8.51657	-34.88111	68.67761
22.10474	7.03098	0.14531	49.07531	5.68714	39.72271	7.76754	9.27875	1139.99492	36.75965	8.17584	0.00000	9.61008	7.52729	10.73261	6.68154	137.36215	73.14859
13.85684	6.18790	0.33884	35.15818	7.40939	70.23271	8.90793	7.18354	1142.92251	46.32374	7.57772	0.00000	8.98284	7.36052	10.22804	7.97676	-120.00865	57.50628
39.50439	7.08918	0.54030	16.14355	8.83515	68.67155	6.74400	6.66899	1124.35806	20.21322	9.56502	1.00000	7.19625	6.27842	8.06909	8.48758	-100.88023	64.89255
17.18571	6.49084	2.46127	55.08839	7.34768	60.74160	6.16354	7.04761	1169.63561	36.33011	6.66751	1.00000	7.77725	5.84325	6.98866	10.36085	138.89585	47.48757
24.98874	7.13807	0.32359	34.65405	6.79509	50.91610	6.54300	6.99225	1179.03194	6.95194	10.94570	1.00000	7.44598	7.82908	10.99130	7.84659	121.96361	47.74374
12.47747	6.45947	0.27802	41.52265	9.17556	39.98683	8.14323	6.92762	1130.45873	48.49144	7.42214	1.00000	10.17055	7.44143	9.68250	7.64085	9.20427	40.05566
8.32112	8.77767	4.29434	69.23261	8.19803	27.42826	8.31555	7.61352	1059.18667	37.65181	7.76137	1.00000	9.24477	7.02323	9.65021	10.94966	120.33063	40.98226
17.19012	6.20473	0.08403	62.40613	7.88467	46.68594	7.65170	6.86123	1119.43448	39.32011	5.61793	1.00000	9.42917	7.62739	7.28701	4.35833	-76.51552	40.88489
19.14647	6.52765		38.02294	8.37326	39.64329	8.31917	7.88636	1153.79401	34.9	9.39587	1.00000	6.21977	4.03802	6.23398	7.21223	137.5	48.80212
13.29597	7.43606	0.12239	61.04980	6.47639	37.19030	5.66411	6.75048	1194.98392	44.98901	9.35374	0.00000	4.08107	5.14542	8.76158	4.10205	38.94324	56.11626
18.29213	8.98143	0.23752	35.09329	7.69357	49.04830	8.26032	7.50160	1153.35707	-34.64167	8.21780	0.00000	9.62554	7.55509	8.35520	7.56426	-60.47389	45.76114
21.28010	6.95082	0.47767	54.56220	7.01824	51.13962	7.63897	8.13306	1145.25317	9.535	7.47296	0.00000	8.22269	9.42549	8.06160	8.56134	-13.68778	55.88491
4.13426	7.25137	0.85419	84.36675	9.82896	65.90840	7.21353	5.11068	1099.55176	6.15038	11.46545	0.00000	6.35959	9.18188	7.29574	9.15782	6.83042	63.44571
31.96272	7.44802	0.27983	39.10135		72.19908	6.07511	5.62566	1160.53523	-4.16694	6.83873	0.00000	9.53568	7.69863	8.60941	8.04512	-40.7475	32.27869
-5.65588	7.43032	0.23220	38.76072	8.91082	69.08328	6.58604	7.02976	1198.59343	43.31667	4.93112	0.00000	10.37131	6.20067	10.59901	7.59604	-2.68333	20.38861
24.01355	7.42212	0.16486	80.34960	6.44668	58.70003	6.49941	7.51037	1178.64169	52.31333	8.86536	0.00000	9.35291	7.12930	9.93342	6.20096	6.92917	60.07359
27.88685	6.13354	1.65023	41.74228	11.69079	51.93394	8.16309	6.74918	1073.80862	43.2907	5.90831	0.00000	8.89024	2.64507	9.53916	9.95544	5.4384	36.54506
