PM2.5	H2CO	CH4	latitude	Pb	longitude	O3	NH3	CO	TEMP	PAHs	PM10	warning	C2H3NO5	NOx	CFCs	PRES	SO2
8.18632	66.08994	9.06511	51.82721	49.61371	107.60627	8.53007	9.77093	9.78902	3.90655	7.78339	6.63694	0.00000	0.46769	8.72025	51.20116	1199.22380	11.33970
8.18946	70.22395	7.68245	41.27194	56.07880	123.17306	9.49452	8.94356	8.31332	15.13320	9.38270	7.88464	0.00000	0.62351	8.22989	51.74505	1191.87253	11.29249
11.60857	47.66875	8.83506	68.79833	38.03949	16.54165	10.99880	9.29550	10.25646	13.01051	8.82847	9.14773	1.00000	1.69424	8.57122	44.71734	1094.15372	12.12618
6.22569	45.29436	9.31924	34.15429	62.42123	3.50309	11.33136	10.18680	10.04104	24.73093	9.85672	5.76623	0.00000	0.21654	9.61633	31.82295	1086.51060	10.49379
8.76068	59.98785	8.76640	55.25	34.61547	24.75	11.58013	8.98074	10.99631	1.08447	7.34369	8.00442	1.00000	0.62526	9.57132	41.29321	1161.95701	11.89697
6.24202	55.87298	8.78431	51.30001	43.75063	13.10984	10.37220	8.50382	9.93465	12.98178	12.22545	9.41024	1.00000	2.29285	9.13949	61.21044	1101.26191	8.82924
9.64640	39.64882	8.09088	8.48714	58.67823	-13.2356	10.70583	7.28757	8.82693	27.21878	8.23293	7.10472	1.00000	0.53603	6.55212	55.05159	1101.08808	9.03457
8.05370	81.06418	10.00673	36.08497	43.87208	9.37082	8.05778	9.30126	10.61780	22.55313	9.25199	6.88174	0.00000	0.50557	7.68820	53.29122	1167.53991	11.57298
11.30609	62.55339	7.48032	19.64745	54.34093	-102.04897	7.85525	9.89018	8.89408	24.06761	9.70305	9.34135	1.00000	2.18473	6.81805	40.47467	1102.03885	9.99257
7.52142	34.64323	10.19730	33.43443	62.97875	-5.22126	6.92021	8.66586	9.74007	20.40543	8.81706	6.32289	0.00000	0.39665	8.11851	47.41376	1062.77682	12.82346
4.64363	40.97776	9.28905	-8.99167	65.22145	125.21972	13.43090	9.74344	8.60260	4.82297	9.44905	6.58988	0.00000	0.32251	8.96218	59.76892	1137.61223	9.99396
12.08886	41.46026	8.66123	34.08565	39.09454	74.80555	10.74043	7.72360	7.96177	32.41324	8.17530	9.69016	1.00000	2.79836	4.90671	57.01052	1119.90140	9.93605
9.05779	50.16638	9.44672	-19.32556	43.51519	-41.25528	12.05731	8.59778	8.23665	27.47634	10.07922	9.68312	1.00000	2.87615	9.01394	58.28524	1096.22474	11.14550
8.79557	51.39367	7.44992	30.5427	63.52885	-97.54667	8.43239	8.67989	7.88734	20.78482	12.68364	11.50420	1.00000	16.07589	6.76285	67.73174	1162.74533	9.69265
6.23366	64.83369	10.85119	42.64685	46.55230	-5.55835	11.84067	8.11039	9.33594	7.64258	11.01375	6.27190	0.00000	0.48197	9.72892	45.25307	1060.67069	10.33032
6.41286	76.24165	8.97492	43.41949	43.00162	77.0202	9.91731	9.79311	8.63261	15.01322	9.72421	4.78632	0.00000	0.27283	10.38509	22.14155	1078.97238	11.23385
13.95705	45.98431	10.52049	37.52487	48.73705	-77.55777	7.61916	8.44862	8.45335	1.98390	8.69997	8.95457	1.00000	1.41752	8.22298	53.89995	1118.65908	11.97075
12.57174	57.95250	8.96209	35.74788	51.38642	-95.36969	9.72269	7.82383	8.92839	6.25690	7.35160	10.36137	0.00000	5.32283	10.33075	72.33326	1185.13233	12.48606
10.59630	44.08775	8.91974	58.23583	36.74908	92.48278	10.97877	9.57212	9.42548	3.41116	8.19117	8.06135	1.00000	0.81233	6.64199	74.75511	1175.00874	11.75669
7.46036	47.83477	10.58613	-6.25	74.00672	38.66667	12.21452	10.16080	7.82461	24.81599	12.70561	9.70283	0.00000	2.86730	6.77025	34.04364	1117.37939	9.69615
11.09496	52.19816	9.27268	18.87813	64.73026	72.93924	10.40823	8.16326	9.43689	12.18109	10.68881	11.02993	1.00000	9.98158	7.71199	45.07811	1118.23685	10.40440
9.83118	54.41071	9.41761	33.92946	75.79500	-116.97725	9.07446	9.12654	8.34822	12.45961	6.38155	9.78495	0.00000	2.96096	9.41680	67.99546	1158.24669	10.82177
10.26554	53.70445	10.13123	37.35813	63.58224	-6.03731	9.82231	9.05764	8.54347	-19.02079	7.50686	8.03481	1.00000	0.78390	6.94437	50.70910	1094.24259	10.58511
10.40595	57.18386	7.38685	36.19278	32.75197	117.65694	12.08770	7.51164	10.69846	17.17456	9.68321	7.33437	1.00000	0.61264	6.08764	52.82406	1108.40516	9.12022
11.64510	70.30616	9.55008	6.33444	61.69196	124.95278	6.70399	8.96042	11.00453	5.39222	11.23065	10.86808	1.00000	8.61127	5.31223	53.38279	1164.08934	7.99478
10.90874	65.10473	8.80446	37.73604	51.62884	-120.93549	9.14131	9.17897	8.62430	11.51847	6.82799	7.29889	1.00000	0.50916	11.21316	45.51643	1171.86935	10.70441
10.11567	54.94614	9.81359	34.21639	51.06545	-119.0376	10.89953	9.50149	8.78751	-10.35759	9.15543	9.04035	1.00000	1.51312	7.32419	20.62246	1117.02238	11.12066
9.94232	33.39235	9.86747	17.54907	65.39066	82.85749	10.73901	9.40486	9.70625	11.58122	8.52119	6.43729	1.00000	0.22241	7.29955	66.81641	1184.97432	9.22888
9.60862	61.33931	8.77065	21.53889	56.37897	71.57737	7.91929	8.01001	9.16267	25.15030	5.63168	9.04776	0.00000	1.50071	11.71225	28.01975	1080.93570	11.29906
11.36590	72.49387	9.06745	-0.35817	43.89489	42.54536	6.83494	6.16782	10.72193	12.22054	6.96728	10.10077	0.00000	4.03445	12.39772	50.67634	1084.75647	10.51144
9.30919	55.68260	8.47930	43.67681	66.54411	4.63031	10.87558	9.67170	9.19763	21.16542	11.00778	9.77547	1.00000	3.06972	7.85188	46.05410	1083.05245	9.31688
9.55110	52.13849	8.97602	54.03876	44.77742	43.91385	8.27440	9.30258	10.11195	14.40114	8.63779	11.71512	0.00000	19.54671		56.77927	1137.51241	9.98191
9.84543	52.74398	6.93139	18.18158	42.88362	76.03889	10.95223	9.17774	9.17713	25.51996	10.62788	10.55589	1.00000	6.32826	8.05941	56.59923	1132.10033	9.80825
11.64997	48.71626	8.40411	14.0823	44.64891	98.19151	8.92557	7.75420	7.14988	21.53469	7.42453	11.25727	0.00000	12.55613	9.24231	47.20482	1068.43129	10.37034
10.59316	49.09888	7.22698	-3.14306	48.62824	-58.44417	11.63799	8.07926	9.68408	17.22101	9.83524	9.64694	1.00000	2.80967	8.83914	26.88210	1196.79891	10.18260
9.67208	62.71930	9.08502	-2.68333	41.38584	33	10.14815	7.15750	9.64087	-2.18248	8.84673	6.06487	1.00000	0.43206	8.55931	39.28821	1090.70891	9.18988
10.70325	58.71303	9.31073	48	54.32281	-4.1	10.27671	8.10266	7.49702	18.01966	11.01573	11.19683	1.00000	11.81824	7.37510	64.25906	1160.44737	9.39800
11.61193	38.08692	9.70322	47.38093	54.01443	-122.23484	10.66111	8.49831	10.08417	19.55370	9.03326	10.14904	1.00000	4.32814	6.59644	61.98057	1064.16200	12.02172
13.54969	58.21874	9.37683	4.2475	69.12771	9.00472	10.10189	8.88077	8.60907	18.23325	7.46558	8.92863	1.00000	1.44540	6.10033	38.05846	1124.67036	11.58056
11.74848	69.66443	7.94205	8.88649	70.34770	2.59753	11.82150	9.29239	7.57363	18.98884	8.95860	9.98175	1.00000	3.72716	8.37592	46.59377	1054.93439	11.99298
11.77279	15.10763	8.45996	49.28669	58.34612	1.00288	7.94046	7.89125	9.61217	19.30615	5.50871	9.22298	0.00000	2.04671	11.59087	56.11627	1058.15791	10.99614
10.57305	55.06709	8.52453	6.9909	33.51905	79.883	11.65770	9.53388	7.74479	26.84975	10.22895	8.64689	1.00000	1.17077	6.89769	52.21808	1118.86604	13.09838
11.44558	62.59995	9.28903	56.9083	98.27910	60.8019	11.47804	10.42024	9.68088	21.09683	9.13305	9.92163	1.00000	3.46801	7.63778	36.23694	1073.63366	10.96851
12.50858	51.61993	9.31664	40.72371	36.53761	-73.95097	9.87545	8.06572	9.72309	15.91047	9.36697	10.17208	1.00000	4.62019	6.52194	42.75327	1187.68917	10.86193
13.38192	52.96297	8.34374	44.59445	45.59606	11.04979	10.29000	7.90053	9.62639	-8.79390	9.11211	9.68470	1.00000	2.74278	5.92059	21.11064	1118.15996	10.09564
5.88536	31.59566	10.40892	40.70995	44.89078	0.57856	10.77238	8.92538	9.96294	6.62685	9.01487	6.59535	0.00000	0.53543	8.01672	51.56573	1164.71675	10.75341
7.26465	33.28861	10.07364	38.96667	44.16694	-0.18333	13.20385	8.07830	9.70917	6.49246	6.38270	6.26788	1.00000	0.42466	8.70695	30.31704	1078.35268	9.30183
9.20568	63.01871	7.55219	-0.71667	52.33441	-48.52333	8.85078	8.22446	10.18421	19.76335	11.83195	11.48695	1.00000	15.55251	8.13600	54.65681	1194.85076	9.31377
12.39222	58.00610	9.95034	39.33427	27.58607	-76.43941	9.01503	8.25857	9.76530	32.02595	9.07427	9.34193	1.00000	2.09994	8.07147	61.15030	1193.75144	
11.74911	55.92990	8.33731	13.73417	47.46901	-89.71472	9.66133	7.90618	8.70830	6.27973	10.20622	10.80154	1.00000	8.13077	6.60416	59.88308	1160.48650	10.15560
9.69017	44.67171	10.86062	53.14657	36.37319	140.72287	7.56212	7.99657	8.68340	23.63457	7.03876	11.08254	0.00000	10.59447	10.14616	28.56393	1058.72138	9.29928
9.13528	56.37685	10.33012	33.7207	55.42986	-116.21677	8.70984	9.99025	9.08020	8.82823	10.71388	10.08757	1.00000	4.16461	7.87038	63.59270	1127.96038	10.27585
9.91223	49.20116	8.40808	39.71734	55.99700	-74.96933	8.81490	7.92247	7.62738	-0.59131	12.62452	12.14000	1.00000	29.85806	8.13204	31.24700	1139.67162	9.29766
12.25614	41.35573	9.05140	18.57677	66.35705	-72.22625	9.95174	8.88242	8.85152	15.55873	8.55140	9.17511	1.00000	1.83533	6.37419	54.51133	1117.66784	10.82919
7.75420	66.51887	11.12277	11.85	28.29727	38.01667	11.44225	9.84205	8.95759	12.90121	10.06949	7.45269	0.00000	0.60297	8.57759	40.23683	1180.57512	9.71862
12.53014	41.22946	9.35228	52.68333	23.65581	0.93333	9.40432	9.23935	8.17518	3.39264	10.19003	10.84718	0.00000	8.47757	5.92949	69.08649	1134.01227	9.98065
7.55202	85.24559	8.83419	-25.54073	49.62496	152.70493	10.72769	9.59458	8.86662	10.27366	9.89211	7.85338	0.00000	0.90335	7.21441	39.44411	1145.54686	9.97481
10.66869	49.68480	10.55534	4.96667	58.91555	10.7	9.30869	8.76480	8.89468	28.74507	8.94691	9.87270	0.00000	3.42739	8.20342	79.63770	1161.32924	11.17845
4.30268	74.69677	9.14218	-54.8	53.57357	-68.3	13.73364	8.71311	7.76210	35.08395	10.48488	7.03778	0.00000	0.48652	8.82010	22.89909	1106.98464	9.75484
8.47682	58.50649	10.39707	47.4943	55.10636	-122.24092	8.91158	8.02996	9.54831	16.46716	8.62456	6.59206	0.00000	0.34396	9.52969		1168.01887	11.52259
11.23220	57.78083	9.77443	43.4125	71.37533	23.225	7.62694	8.54044	7.21445	23.87888	6.02897	7.74992	1.00000	0.59123	8.40861	79.10275	1115.62529	9.81301
8.52270	63.18522	10.51237	43.71032	49.90474	-1.05366	10.16762	8.39011	9.44908	9.56267	6.96500	7.98971	0.00000	0.84178	8.76500	24.98970	1194.63553	11.46196
10.44001	47.03575	7.88466	45.16024	49.14148	-93.08883	11.13709	7.64588	9.15537	7.36788	7.80920	7.19249	1.00000	0.53744	6.57896	63.18840	1098.16019	8.63511
7.71507	43.72261	9.24115	46.08333	64.91685	122.08333	14.04320	8.27743	9.62976	14.01588	8.86604	4.51260	1.00000	0.33589	8.02118	33.79563	1199.39717	8.20674
7.87808	45.17495	11.38801	50.18545	62.61293	27.06365	12.10642	8.59666	9.52319	9.91484	11.51872	8.05288	0.00000	0.77526	8.60223	62.00726	1096.12818	9.76028
13.20080	66.64318	9.91480	41.15612	75.68598	1.10687	8.58878	7.67140	9.29523	21.53457	10.30834	11.17174	0.00000	11.53493	5.15335	29.77731	1165.52344	9.61249
9.91798	57.95682	8.70477	53.83333	59.85034	-2.98333	9.63747	7.86294	7.86357	8.45784	9.90730	9.59658	1.00000	2.56931	7.38955	28.81134	1094.18716	10.27138
10.12057	48.32935	8.80757	26.2649	31.22316	81.54855	12.70527	8.20275	9.84871	14.11643	7.58629	9.54420	1.00000	2.37269	6.23231	63.29353	1143.84589	11.40014
13.46469	53.67049	7.52166	-8.99167	65.51276	125.21972	12.63312	9.41310	7.65114	11.16626	7.25858	10.03061	1.00000	3.84810	8.22858	74.41320	1120.50382	13.15955
7.90519	37.14411	9.50569	36.75965	54.80053	137.36215	12.61795	8.62088	8.59084	-1.16069	7.34978	5.14295	1.00000	0.38288	7.97231	44.92157	1073.40351	8.64504
5.13465		10.19999	-6.48167	56.54917	106.85417	14.88227	9.12910	9.84077	26.68958	10.35036	7.59101	0.00000	0.45709	8.48941	36.65253	1064.65158	8.72052
10.82773	43.70235	9.02391	14.93333	20.81724	-91.11667	11.82340	8.23578	10.74587	13.90368	9.14611	9.28036	1.00000	1.96100	8.49399	52.32202	1097.29036	11.86102
10.64444	61.29396	8.28899	32.87533	66.14044	71.57118	10.64609	9.74475	7.96911	15.86276	7.38755	8.42932	1.00000	0.99687	8.03966	59.10372	1196.41904	11.99877
12.81931	23.21631	9.42159	50.09019	29.46961	8.4493	8.38822	8.81986	10.52198	4.77628	8.38784	8.27838	1.00000	0.79453	5.81200	41.82254	1054.73117	10.06768
10.50798	67.19162	6.07066	1.6561	57.36858	103.6032	5.26782	6.92491	8.47816	10.90358	8.26660	5.53285	0.00000	0.41173	9.85834	23.16175	1093.27082	12.44561
11.49207	60.12615	8.67261	4.02219	69.50010	101.02083	7.58394	7.97095	9.55483	18.69700	8.30910	10.61346	0.00000	6.73218	10.56981	32.82484	1181.13434	9.90200
8.42489	45.37767	8.33470	21.53889	58.45204	71.57737	10.10510	10.74936	9.17166	24.15170	8.92787	6.34361	0.00000	0.25264	9.49367	52.93299	1080.74386	10.20857
10.44819	63.26950	11.25177	2.41669	32.92130	30.98551	8.61743	7.56976	7.74220	20.19125	8.48717	9.20739	0.00000	1.68892	8.46958	56.77643	1130.22870	9.61776
11.92610	53.71083	9.30449	32.5007		-94.74049	11.68693	8.12263	9.90580	12.45675	7.60755	9.92523	1.00000	3.56367	5.91287	59.80109	1191.62017	12.37166
7.47448	58.90393	6.21102	-10.91722	68.69470	-37.65	9.00925	8.14782	7.72635	12.98467	12.87167	10.85317	1.00000	8.52014	8.10210	42.30770	1139.48728	9.39202
8.47250	39.76026	7.72077	58.04254	42.33472	65.27258	13.01128	11.38954	9.55678	-6.07430	11.22043	10.02355	1.00000	3.95487	8.68929	53.85937	1060.19985	10.09788
12.91620	53.11213	9.28414	45.73333	65.21112	4.91667	7.53289		9.79257	16.39392	7.28838	10.87222	1.00000	8.66236	11.53496	38.95010	1180.10763	10.85622
11.98024	46.76960	8.28307	25.75728	44.50379	75.37991	12.11922	7.54523	9.22182	37.52218	8.57248	9.82706	1.00000	3.12559	8.02078	34.09375	1105.53383	10.91005
10.86945	46.95777	9.25586	34.8825	77.91570	128.62667	13.02600	9.08715	11.01172	28.51055	10.59730	7.57421	1.00000	0.63301	8.62361	55.98907	1102.58852	10.61273
10.37031	40.77576	7.65455	35.06544	33.54653	1.04945	11.78440	10.65180	9.96978	14.37717	8.84231	8.38978	1.00000	1.04482	8.30221	71.80987	1072.35880	11.83679
4.98871	60.43132	9.34546	45.69558	52.49879	4.7934	13.86140	9.83738	8.66793	16.82693	14.38293	10.21540	0.00000	4.63873	4.26920	49.04704	1135.90694	8.91079
11.71819	64.78191	8.05820	35.30889	47.14470	139.55028	10.11218	8.39416	9.12945	14.39463	10.40690	10.49981	1.00000	6.04950	7.47921	39.31158	1149.92825	8.11251
12.09361	37.59158	8.96622	53.14657	62.64920	140.72287	7.26132	10.05696	8.98338	20.81133	6.26275	11.51797	0.00000	16.03246	11.49319	43.40508	1147.08979	10.92372
10.11842	44.06310	10.72269	41.85059	72.94409	-87.882	8.43786	10.62554	6.23627	5.73285	10.13708	9.71717	1.00000	3.15434	7.01392	32.92149	1078.67536	10.02539
9.94814	51.68407	7.69918	35	67.16309	136.51667	10.76887	10.03816	9.72390	34.62845	8.67749	7.90182	1.00000	0.61756	8.05042	62.69117	1132.00882	10.93468
11.23085	62.96835	7.29170	50.50301	55.18653	13.63617	9.60205	11.27624	9.87281	19.19059	7.35917	8.28977	1.00000	0.99822	8.51203	31.65234	1130.16858	10.55847
12.68231	49.85668	9.68769	51.82721	33.31992	107.60627	9.48870	8.76390	7.54164	17.68717	6.71677	11.04951	0.00000	10.27466	9.01358	30.99146	1097.24839	11.79545
10.67731	61.60383	10.78851	51.67822	45.65753	33.9162	7.42887	8.32613	8.72950	10.52375	7.32935	5.80849	1.00000	0.20701	9.81298	41.63483	1062.68501	7.35907
10.85207	45.53855	9.63692	6.84019	58.56853	79.87116	9.30637	9.43280	9.48856	18.33601	11.87156	11.27125	0.00000	12.83422	3.97159	61.00266	1132.83671	9.12326
10.89621	74.68032	10.33845	5.90702	71.94188	116.10146	8.98097	9.55609	8.12531	23.64767	9.24550	10.08935	1.00000	4.11385	7.65744	37.23134	1108.40449	11.67659
9.88675	56.11462	9.35027	53.30972	30.97419	83.62389	10.10656	9.78003	9.00389	4.99589	11.75511	11.12442	1.00000	10.89973	7.25943	34.98123	1159.30345	8.25325
10.17802	49.61303	10.71136	7.50251	44.74051	5.06258	10.77231	9.57028	9.60386	17.46639	7.06541	7.05716	0.00000	0.54240	5.69443	54.16750	1153.67832	8.92168
11.17337	44.34378	8.01077	52.26083	51.32845	7.00417	8.26147	7.98104	10.04584	4.26789	7.74679	6.02272	1.00000	0.43128	8.26778	58.33606	1160.37753	7.63262
10.20718	53.46473	9.81679	15.46063	51.15445	99.89166	7.57531	8.92618	11.56282	2.10691	11.19659	10.39056	1.00000	5.37886	6.79127	36.29284	1115.10277	9.59119
7.82667	26.66219	7.09863	42.30865	51.86433	-83.48216	12.33097	9.53203	9.50302	-0.70352	12.03272	10.65367	1.00000	7.12298	9.12133	45.52465	1066.80309	9.16342
9.62692	74.75256	8.51156	26.9423	51.66393	68.11759	9.95120	10.85586	7.96021	11.24235	8.11904	6.22708	1.00000	0.50825	7.15051	65.31926	1185.12109	7.74169
9.59308	67.00114	9.07812	55.54028	68.18931	89.20083	9.65775	7.33072	9.17806	21.92189	12.71573	11.84322	1.00000	22.38092	8.12143	58.92444	1095.48436	9.25414
10.02112	39.15903	9.33247	9.57046	64.07909	76.32756	8.77462	7.58753	9.98554	37.83721	6.20674	7.83996	1.00000	0.67033	10.49305	40.20571	1120.00403	10.51986
9.03925	33.59599	9.51940	23.9028	39.72162	89.11943	12.65814	8.33067	8.85502	7.43078	9.62514	6.76168	1.00000	0.44221	7.40830	50.38480	1070.19276	9.67391
7.24140	55.12180	10.17053	26.9423	30.66947	68.11759	13.72798	9.72392	9.94388	19.59344	12.34898	9.52431	0.00000	2.43811	5.55734	38.57230	1111.97521	7.52213
9.02549	43.77998	11.27954	-32.45242	83.12634	-71.23106	12.04112	9.59212	8.82386	12.43445		9.79113	1.00000	3.22472	8.88592	51.64589	1158.71402	10.07536
8.42425	40.59665	10.03499	41.24255	28.10096	-82.61573	11.94969	8.21388	8.02241	24.11598	10.51734	9.61047	1.00000	2.64300	8.53696	79.03980	1174.10700	10.97710
10.82665	52.60601	9.27258	45.47885	47.46419	133.42825	9.48831	9.90735	11.10440	28.14883	6.83436	6.79778	1.00000	0.46133	6.98928	50.78835	1111.09252	8.14215
9.26222	45.92193	8.29472	9.58126	72.68989	8.2926	11.28959	9.32135	10.33484	2.82883	12.66472	9.34873	0.00000	2.09615	6.46705	59.93352	1158.83835	8.85505
9.74985	72.46023	7.25191	8.88649	52.61659	2.59753	13.12880	11.84309	9.27783	21.68144	8.80012	9.04996	1.00000	1.62191	5.08579	31.27360	1188.58723	11.44600
8.73910	78.78069	8.56109	9.91861	50.32816	-68.30472	8.12282	9.26053	11.06264	15.25160	8.72767	6.25729	0.00000	0.36391	9.48423	21.66829	1192.17301	11.81016
10.01158	69.50332	8.46730	-34.64966	57.13441	-58.38341	9.08903	9.07525	7.57523	19.82162	6.93908	7.13808	1.00000	0.41492	8.07881	46.14459	1084.67645	9.10108
11.95097	46.28561	9.70986	-4.16694	50.89573	-40.7475	7.02445	6.58736	8.97462	6.42485	6.33664	7.52923	1.00000	0.60424	10.93032	25.64539	1191.57264	9.86847
7.67000	48.31393	10.02216	47.48444	40.25724	36.25361	11.46508	8.79323	9.87839	20.36069	11.71087	8.94518	0.00000	1.49020	6.59879	26.77138	1114.05547	9.59394
9.95988	42.65980	9.46410	50.50301	46.86691	13.63617	8.91418	9.22716	9.58408	19.22469	12.07959	11.84290	1.00000	22.22511	7.07241	57.36997	1182.73403	9.61278
10.91115	52.78115	8.62532	53.37596	46.50903	51.3452	11.35031	9.14055	10.57881	9.56113	8.10202	8.30871	1.00000	0.90670	4.97925	18.02416	1162.80979	11.42335
5.05250	35.38675	9.78966	21.34222	64.85453	71.30633	12.34243	9.22472	10.46478	18.31144	12.04050	6.32623	0.00000	0.40927	9.41122	41.06905	1153.94246	10.66861
9.22738	38.48240	8.03095	47.48444	40.34365	36.25361	8.38450	8.88435	9.11489	4.64755	8.66355	10.22230	0.00000	4.67488	8.88225	46.94161	1078.72335	9.99005
6.27401	69.24677	9.60212	40.53123	65.74484	17.58522	8.87153	9.20753	11.49143	10.70649	9.67208	5.84625	0.00000	0.26828	9.05010	25.31612	1178.54511	12.50377
8.37665	57.29883	9.40375	40.56754	40.01346	-89.64066	9.40546	8.44171	8.15761	11.82767	5.00462	10.25733	0.00000	4.64235	8.79219	42.17134	1095.06011	10.35902
9.82432	49.46250	9.67712	31.84568	56.84523	-102.36764	8.41119	8.46531	9.75120	12.70951	9.00943	7.33532	0.00000	0.42982	8.26812	51.67816	1154.41674	10.71598
10.72070	47.33707	8.89481	47.76232	56.53305	-122.2054	6.74712	9.06289	10.52232	5.39790	10.25521	11.59116	0.00000	17.34766	9.64739	81.68311	1056.57156	8.82652
10.51541	42.55742	8.76006	10.58806	67.81657	77.24779	10.59853	7.47535	9.95251	9.06181	9.14772	8.52848	0.00000	1.06647	7.62063	40.70622	1174.71278	11.35408
7.94502	37.61709	10.45347	48.43174	37.77897	17.8031	12.15546	8.31341	8.07159	37.43012	13.03835	8.04365	0.00000	0.92362	8.21204	48.84096	1050.12202	9.08241
12.52176	53.28656	9.28400	-34.64966	48.57299	-58.38341	8.01835	8.33820	9.47121	8.81899	8.06688	9.14352	1.00000	1.89237	7.00203	55.90338	1070.85566	11.56584
10.21263	44.28399	9.61759	42.22718	47.31495	14.39024	8.68164	9.33274	7.40702	7.72388	6.13989	10.02323	0.00000	3.76319	10.21028	45.74470	1159.91810	11.87744
11.68085	48.99874	10.27516	-19.32556	67.33085	-41.25528	10.50918	8.55442	7.98157	2.18664	8.79794	9.67315	1.00000	2.75771	3.16466	30.62407	1161.77010	10.51512
11.86228	53.19297	7.75406	8.88649	59.24054	2.59753	12.49900	9.31557	8.72732	34.64241	11.03445	9.05941	1.00000	1.76115	4.60543	53.51531	1105.32214	11.03749
11.24991	53.88838	10.77607	51.30001	46.93166	13.10984	11.11211	11.82134	8.11801	9.26029	10.00846	10.84313	1.00000	8.44169	8.20865	26.44511	1120.65166	11.12239
8.72356	34.86371	9.30645	40.63316	35.58979	-74.13653	11.30418	7.88088	9.84206	6.18551	12.52597	12.39845	1.00000	38.61683	9.00171	61.68408	1091.67200	10.84550
9.72772	34.44650	8.32743	29.69221	41.17041	72.54566	9.01282	8.55295	10.92818	4.49527	11.11158	10.43759	1.00000	5.68219	8.24844	81.85322	1073.82536	9.81411
10.44787	49.03493	9.93779	49.13645	32.31120	8.91229	10.29750	9.40113	9.36024	3.09413	6.79427	6.94324	1.00000	0.51728	8.63448	37.86713	1056.81441	9.12118
8.01579	38.62275	7.75525	45.44868	47.54459	-73.81669	7.77212	9.03902	6.90448	24.68560	10.46109	7.34307	0.00000	0.62632	8.30459	50.70828	1072.45718	12.40193
10.93625	50.82013	10.66434	33.08014	44.26443	-83.2321	10.26678	8.42787	10.92248	11.57072	8.47388	7.26984	1.00000	0.48136	6.02975	51.51730	1056.27269	9.70869
