latitude	PAHs	NH3	NOx	Pb	warning	SO2	C2H3NO5	longitude	CFCs	CO	O3	PM2.5	CH4	H2CO	PRES	TEMP	PM10
32.42067	9.62860	10.64709	7.73116	24.16952	0.00000	7.71631	0.04258	-104.22884	54.14986	6.24561	10.52335	8.34102	10.45113	23.88633	1050.69109	-3.56015	7.25087
55.75556	11.57311	13.25988	7.72504	40.78807	1.00000	10.38484	0.05828	60.70278	58.62640	9.28406	8.71179	9.15521	9.23254	38.10274	1056.76765	15.72153	8.05699
52.21099	10.90298	9.74683	6.99977	62.21327	0.00000	5.74045	0.13697	7.02238	46.83244	8.10243	8.97198	9.52665	8.29367	60.70410	1190.44769	14.72585	9.13695
41.0051	7.15811	8.89295	8.13565	39.91309	0.00000	9.29708	0.07235	-73.78458	55.34253	7.31431	12.19956	5.95440	6.08797	65.11322	1111.40875	16.94031	8.19064
48.79325	10.81588	6.35391	10.50919	43.89232	1.00000	8.31620	0.13405	2.29275	39.07118	9.03518	7.85959	9.22949	6.99183	61.14979	1153.36202	18.74215	9.09586
24.28859	10.07098	7.20827	8.16602	33.63845	1.00000	10.96907	0.02453	116.11768	44.04919	10.60645	7.45402	10.72447	5.25036	52.56934	1078.91048	8.10424	5.49872
-44.39672	11.79073	10.02186	7.80756	50.71003	1.00000	9.87200	1.58253	171.25364	41.00153	9.52022	7.86308	9.87161	9.11226	49.91869	1198.78245	21.55433	11.66970
55.63711	10.73921	8.93724	6.55011	73.50322	1.00000	5.23667	1.19844	37.38115	66.16726	10.10016	8.86612	8.43937	6.13542	66.30378	1115.34399	-3.77347	11.39661
36.61954	7.86233	10.14620	6.97441	28.25943	0.00000	8.18850	0.05170	4.08282	52.59543	9.68338	9.18673	9.82782	10.94494	55.11845	1140.52032	20.04769	7.91115
-6.25	11.94182	9.61694	7.91978	58.45577	1.00000	9.18411	0.06513	38.66667	40.65346		11.43155	9.78915	7.36723	70.62446	1170.09066	15.63355	8.10479
41.50343	5.63293	9.95437	8.69350	60.16255	0.00000	10.79582	2.09649	-74.01042	44.86075	7.75283	8.34056	8.94205	6.32882	38.34508	1149.14657	19.34593	11.95944
-0.35817	8.56007	10.34634	8.97606	36.31057	1.00000	10.65030	0.03608	42.54536	47.94547	9.49557	8.87947	10.35358	7.86052	53.12971	1126.47847	26.52714	6.83599
48.25	10.74624	9.36048	9.61200	40.13254	0.00000	7.69129	0.02494	16.4	46.34686	8.78670	10.66551	7.73111	11.44271	40.22748	1144.46069	24.20118	5.88641
45.47885	8.49671	8.02157	9.22205	27.81594	1.00000	9.20076	0.04398	133.42825	58.23776	9.13736	9.87557	9.36432	7.11882	33.55999	1159.08345	23.52200	7.67885
53.16167	7.99737	9.28372	8.10984	58.63190	0.00000	8.71784	0.05186	6.76111	17.27314	9.44851	9.58718	10.12619	9.81292	31.97108	1192.11528	2.07103	7.27522
15.45144	8.62121	7.55689	10.95917	48.66617	1.00000	8.11239	1.34896	78.14797	42.51565	9.01142	5.75443	7.32541	8.61055	42.86052	1191.77253	7.52458	11.51349
-28.81833	7.51162	9.97802	10.05660	57.18342	0.00000	10.92333	0.19534	-52.51028	50.36435	9.56274	9.97125	9.24241	7.32065	65.59348	1153.03557	-2.01161	9.51113
50.75	10.46617	10.23910	9.35242	64.84442	1.00000	13.17367	0.02123	2.25	38.83562	9.68340	8.40043	8.57952	5.71429	69.91849	1141.69950	4.46682	3.93916
50.80904	10.00484	9.89429	10.08389	43.82736	0.00000	7.36652	0.01688	8.77069	46.63451	8.01203	9.91487	9.06482	10.53808	38.64764	1173.63085	24.03686	6.55674
-1.26424	11.69761	7.52392	8.38465	55.07753	1.00000	9.37674	0.69203	104.09701	46.16345	8.40951	8.29224	10.36452	7.37944	27.51297	1118.99450	30.75318	10.84532
1.6	8.81030	8.48347	7.96087	48.00210	1.00000	10.35174	0.03827	103.81667	67.78292	8.58577	6.28614	8.20035	7.12372	27.86725	1090.18146	10.64442	6.73189
23.0072	9.85871	8.11082	8.29379	43.21511	1.00000	10.34520	0.02703	-82.4017	59.04079	7.83080	7.41046	7.86390	6.10195	36.91001	1148.29425	-8.65885	6.55067
-4.24444	11.83039	11.42891	8.77905	44.13241	1.00000	10.79782	0.02370	-42.29444	60.77029	8.97194	7.99823	7.71169	8.85512	46.94103	1072.66540	24.15217	7.01715
13.65805	7.34737	4.86561	7.85724	61.86458	1.00000	5.26446	0.06312	102.56365	39.41363	8.85393	5.83379	9.67869	6.77652	43.72582	1175.17140	12.86971	7.67545
37.49073	10.35420	11.37186	8.16313	72.43099	1.00000	9.08937	0.09889	-2.77259	51.93829	8.39161	11.04995	8.33743	8.35011	60.12607	1156.20343	18.11480	8.67646
38.54491	7.79853	10.06836	8.71556	54.89508	1.00000	6.87428	0.99757	-121.74052	48.57286	8.67969	6.38888	7.39722	7.97704	37.52351	1101.39928	24.45796	11.20010
40.67705	12.19577	10.39487	9.52408	64.88640	1.00000	10.78039	0.03310	-73.89125	49.00562	8.23254	9.97681	7.41203	7.18129	41.49399	1151.78608	3.96588	6.64543
31.78336	10.81681	6.72707	6.55095	53.69373	1.00000	7.60409	0.76600	35.23388	58.70510	9.43088	8.44143	8.81440	5.95228	26.01321	1137.32128	10.59551	10.93728
23.1959	6.39752	11.09228	10.09377	39.70683	0.00000	9.16204	0.03698	86.51499	46.83604	8.16334	8.88389	8.68826	11.26689	44.29184	1144.76007	9.48709	7.71856
14.95472	6.79205	8.79750	8.33334	45.11910	0.00000	10.43902	0.28619	120.89694	72.92119	9.69872	11.22306	8.73606	5.97313	27.51795	1133.10899	6.01639	9.86540
33.50921	9.84538	11.71537	9.85612	31.67492	1.00000	8.95025	0.14643	-111.89903	51.42523	8.60303	9.65079	8.93378	10.49282	69.15438	1160.91555	31.81334	9.13914
14.64056	9.30457	7.24439	8.52211	40.33738	1.00000	9.03464	0.20977	104.64992	44.52038	8.33084	5.30610	8.85128	10.14791	61.30201	1109.09187	12.63192	9.57221
46.08333	10.33211	6.51568	7.83873	51.28217	1.00000	7.10376	0.48575	122.08333	60.07349	8.58954	6.81750	7.91450	8.25035	52.34664	1147.25809	13.99077	10.44910
50.8	9.53142	10.35513	9.15379	60.19872	0.00000	7.72945	0.05610	3.16667	33.01604	8.40239	10.89891	8.65838	10.43594	43.76812	1109.02683	-6.06967	7.70125
40.65538	9.74579	7.79728	7.55827	52.99690	1.00000	5.68771	0.06108	-74.38987	41.37435	8.18468	7.75533	8.70755	7.08007	37.76312	1128.71864	2.19915	7.92140
50.82882	7.18694	11.38191	9.31134	53.98693	0.00000	11.86799	0.65205	-0.32247	41.14634	8.12131	9.35722	5.83404	7.66327	38.71245	1070.01168	11.81328	
12.97389	8.26357	9.22251	9.08548	25.24843	1.00000	8.57072	0.53260	123.99333	57.38767	8.94315	6.14035	8.91399	8.52236	74.53675	1056.97334	23.35752	10.55900
-54.8	8.80328	4.35625	8.48481	46.81316	1.00000	7.47991	0.06102	-68.3		7.50215	6.03537	8.95681	7.53231	28.21057	1118.92854	16.34879	7.80103
-21.205	12.73376	9.60944	10.32972	26.12374	1.00000	7.01040	0.41706	-41.88778	44.60513	10.11609	10.21683	8.80429	6.23649	47.86708	1052.23862	14.77565	10.29519
35.815	6.42755	8.44025	9.82146	57.30480	0.00000	11.76177	0.67967	139.6853	49.59394	6.86108	8.09668	8.13618	5.88749	46.33486	1161.43032		10.80953
40.65995	10.24927	10.21598	7.70686	44.14853	0.00000	6.45616	0.02499	-111.99633	55.48430	9.21233	8.24326	8.83314	11.67827	27.04999	1141.74039	2.16723	4.56196
6.46346	9.01412		7.62013	54.99952	0.00000	5.94093	0.12252	-2.31938	25.59045	8.96684	10.06836	8.13593	9.68013	41.02442	1160.89612	16.11784	8.93220
48.49144	6.27840	9.44217	8.21286	31.83932	0.00000	13.73893	2.94618	9.20427	41.90846	9.09687	5.17037	11.02161	7.00106	59.85931	1112.28620	2.73115	12.30068
22.37066	8.83687	8.39486	7.95004	62.19706	0.00000	9.95055	0.04639	114.10479	48.70069	7.70669	12.27783	10.71284	7.15462	45.96802	1121.96906	21.77381	6.59348
33.08014	11.70917	9.81242	8.29878	42.31013	0.00000	6.61426	0.02991	-83.2321	37.39890	8.16807	9.61814	9.02971	9.51024		1131.64514	4.16790	7.36226
-1.26753	10.91384	8.11952	9.20664	64.13393	0.00000	6.28405	0.05679	116.82887	49.50188	8.48765	9.93556	8.09150	8.23481	51.21594	1150.29843	1.23998	7.85937
-7.0981	11.34470	6.63364	8.93633	74.63402	1.00000	6.52098	0.04799	109.3243	42.99256	9.20809	9.51729	6.28164	5.28209	47.96769	1176.97779	18.16779	7.07671
6.33444	11.80615	4.03280	10.01775	41.32389	1.00000	8.19143	0.06051	124.95278	59.90373	9.30044	7.24563	9.75666	8.17746	50.32535	1096.18655	-3.12110	7.92323
9.6531	8.64560	6.53471	8.16098	24.08977	1.00000	9.05580	0.15467	124.3697	44.88701	9.79799	4.66321	8.64981	10.33813	63.33399	1173.84556	16.00831	9.21340
45.49428	9.13122	9.80651	9.19344	50.62475	0.00000	8.70184	0.04314	-122.86705	43.50514	8.85060	13.55404	8.91319	7.89036	44.59612	1173.34444	17.46456	7.47531
41.0051	5.62896	8.20813	9.17416	23.23233	0.00000	11.53757	1.20279	-73.78458	54.26169	10.45815	7.59511	10.80318	5.53224	53.27462	1136.37310	30.97607	11.39775
46.09273	9.66455	8.22872	10.09104	57.13505	1.00000	6.56564	0.23827	-88.64235	27.19438	9.97609	6.74322	8.10348	8.59453	24.12841	1194.76853	17.17734	9.72114
-3.74912	7.23766	11.08619	10.16442	44.45003	1.00000	5.75278	0.43878	-73.25383	43.22814	9.05628	6.03774	8.94285	8.71765	46.03678	1063.62792	18.74222	10.33815
39.09112	8.90061	9.32152	8.53905	31.74451	1.00000	8.79049	0.11267	-94.41551	44.24689	7.84854	9.47318	9.39452	8.83442	43.33900	1099.69973	35.78392	8.92226
11.00599	7.04143	8.11014	9.20057	59.70909	1.00000	11.07627	0.02031	77.5609	72.45896	8.24345	6.74697	9.58862	6.19986	40.05845	1127.70573	15.53244	5.47863
27.71809	11.27258	9.31067	8.07941	42.46082	0.00000	7.31089	0.07242	-82.35176	41.09904	9.63945	10.69597	9.37041	8.60916	37.46222	1064.72445	8.42661	8.35205
31.20176	8.82294	11.64857	8.85634	54.62105	0.00000	10.77565	0.24916	29.91582	56.86664	8.96089	11.36218	8.65203	8.87917	56.13002	1194.01663	17.55053	9.76515
53.37596	11.75809	7.31520	8.85725	45.29359	1.00000	8.52004	0.05200	51.3452	41.01589	8.67837	8.07020	7.75286	8.17734	34.30344	1061.47057	25.78096	7.86840
29.69221	7.45857	10.43168	10.75407	44.09987	0.00000	10.87879	0.14396	72.54566	55.36065	7.87355	9.95099	8.39742	7.18722	42.40551	1129.20326	17.48285	9.22976
36.65	8.26891	6.46427	9.73769	38.84432	1.00000	11.96556	0.01277	138.31667	36.14089	8.55679	5.42710	9.26335	4.37710	59.81723	1079.17937	5.12150	3.83501
26.68451	7.82726	9.84001	7.84020	52.12088	0.00000	10.52985	0.22775	-80.66756	39.87736	10.13341	10.03215	7.56311	7.62176	55.30868	1056.70043	4.94567	9.63799
56.11281	6.58239	9.17377	9.89716	68.15597	0.00000	9.84502	0.32889	69.49015	50.84161	6.76506	10.07233	8.44461	6.37274	46.25102	1096.22065	11.47183	10.06638
32.5007	11.11695	10.55119	8.24868	26.49606	1.00000	11.04659	0.02945	-94.74049	58.24657	10.17385	10.86208	7.45637	6.77594	51.74879	1056.04924	24.53756	6.20592
-21.98333	6.39429	10.10467	9.51496	28.44602	1.00000	4.05565	0.35802	16.91667	36.24999	7.33375	6.68779	9.64366	6.38943	53.60143	1145.63123	15.42403	10.17166
22.37066	10.23143	8.50730	8.51429	35.66499	1.00000	5.94308	1.67302	114.10479	55.43964	9.14892	11.35319	8.68141	9.76971	31.24046	1192.34384	10.37719	11.72757
43.32686	7.15697		7.42175	39.41084	0.00000	8.21749	0.12523	-2.98884	53.97269	8.47740	9.24842	9.64068	8.94838	52.35074	1078.54813	10.14834	9.10630
-33.88096	8.93209	8.73753	9.01142	31.39405	1.00000	5.43920	0.89886	151.07986	26.52908	9.45662	7.66920	9.07153	6.44575	64.36840	1081.67659	9.06163	11.10965
40.49748	8.46334	9.61341	8.47663	49.30310	1.00000	9.52761	0.07100	44.7662	74.74442	7.16183	7.96502	9.18937	8.21281	60.57591	1051.71140	28.85430	8.03412
35.21222	14.38392	8.07513	10.70072	42.86085	0.00000	5.71364	0.01344	2.31889	44.17768	7.88485	10.21737	9.26981	8.86457	50.90538	1070.42659	18.66543	5.94751
52.86147	11.49077	12.37719	7.77913	40.89468	1.00000	9.02523	0.18329	9.5926	32.40704	9.34375	10.66067	8.93967	9.60565	31.96951	1152.30515	1.71366	9.40362
20.88953	10.01624	9.92995	9.76153	42.17303	0.00000	7.05529	0.03907	-156.47432	34.00050	8.55275	11.01425	6.68597	11.42636	26.33322	1115.43643	31.07824	6.87144
27.52948	9.75819	6.27557	9.02036	57.69782	1.00000	11.00561	0.01895	68.75915	36.92029	7.76218	9.02915	8.25013	5.37954	32.56767	1074.82573	10.27390	4.91829
45.39402	10.93973	7.98702	8.72132	40.14510	1.00000	6.99304	2.18401	9.29109	44.42789	9.04031	7.76567	10.32483	7.61274	61.03576	1126.20464	10.96793	12.00314
42.62833	8.63186	7.87920	7.60815	71.72908	1.00000	9.58804	0.03820	20.89389	60.05979	7.72145	11.60686	8.08228	5.42831	33.98171	1160.28899	17.56375	7.09248
38.37255	13.33978	10.71344	8.29795	74.10829	0.00000	7.68424	0.02283	34.02537	38.17844	8.61846	12.02657	9.10350	10.60823	42.30155	1157.63046	22.34508	6.40689
45.43341	9.56535	10.37319	9.35077	37.65707	1.00000	7.78926	0.36484	-73.86586		8.73254	11.20826	10.68494	9.37648	27.21573	1081.75567	12.89432	10.15387
55.82737	9.39032	8.68694	9.60994	61.06734	1.00000	8.27666	2.06833	-4.0573	24.63659	9.07804	7.12214	8.03601	7.52891	45.58859	1193.48041	13.30724	11.94874
4.92675	11.69274	7.73802	9.55702	56.96171	1.00000	11.77634	0.02793	6.26764	59.23764	8.08495	6.13002	8.62505	6.29858	53.91668	1184.82386	20.01381	4.59815
41.09822	6.29454	9.06274	9.21509	43.18930	0.00000	10.33124	0.32997	120.74792	33.67400	8.95077	9.46149	8.08808	5.98194	23.88388	1074.37100	21.58475	10.05018
48.8449	10.44032	9.60872	11.19886	46.76847	1.00000	9.80575	0.05132	17.22635	64.66351	7.91738	13.57088	7.18432	5.46431	38.96101	1135.03763	0.62626	7.18174
36.20829	11.19316	7.53284	9.00223	55.52240	0.00000	5.95498	0.02790	-115.98391	60.25905	8.89997	7.17299	9.35951	7.82635	54.62012	1105.91773	9.23891	6.15761
27.76056	9.62255	8.59529	8.92928	20.09709	1.00000	8.76361	0.07983	-15.58602	39.41034	8.64585	8.77553	8.97753	8.19628	23.07432	1068.31038	5.99668	8.42581
12.25282	7.78638	12.67045	8.92132	61.74449	0.00000	11.37405	1.69099	79.41727	50.80193	8.19758	10.25889	8.72799	9.16731	28.04040	1072.00084	24.25274	11.74741
-33.59217	7.34049	9.45381	9.01441	42.94288	0.00000	10.82220	0.27488	-70.6996	64.27497	9.08870	7.98860	9.84209	7.29074	33.21474	1183.14647	-0.21178	9.83414
53.49389	9.03340	7.91845	8.22848	36.69643	0.00000	5.33354	0.05606	-1.29243	59.59775	9.13753	8.28926	7.46444	9.22502	44.72227	1050.17397	9.15944	7.92140
10.98778	12.92884	9.36044	9.75879	51.29586	1.00000	6.86369	1.16995	-74.95472	61.08958	8.44669	10.26583	8.42777	6.14818	71.32754	1129.12876	6.11251	11.36616
26.67319	8.61650	11.46659	9.97656	45.61947	0.00000	9.35759	0.03945	31.4976	42.81515	8.12524	10.49720	8.25596	11.42008	35.04573	1135.63599	14.36648	6.72573
-33.75881	10.70208	7.33981	9.23360	38.54162	1.00000	7.54675	0.30776	150.99292	33.20715	8.69516	8.11976	8.37033	6.79543	35.87464	1160.00445	38.61497	9.96622
45.53929	12.52988	6.65122	6.79739	66.82595	1.00000	8.60244	0.24434	-122.38731	72.49859	8.28947	8.59817	8.57500	7.40760	45.09352	1058.20507	30.72014	9.71876
41.29444	9.36827	10.43789	7.93321	28.46782	0.00000	6.70365	0.06666	69.67639	67.46431	8.79769	11.39585	9.15355	9.35128	48.79042	1098.34521	10.94198	8.23125
6.15038	9.27857	10.60945	9.85215	43.72811	1.00000	8.90218	0.10879	6.83042	63.78085	7.46026	11.40040	10.36997	8.65115	54.77903	1117.95379	14.10867	8.76295
51.64316	9.18990	12.01572	9.29499	36.88720	1.00000	10.46385	0.04454	-0.36053	42.42200	9.78198	10.30060	7.49032	7.64019	33.35167	1167.13572	35.93923	7.48656
35.61452	7.64402	8.32184	8.04581	49.73958	1.00000	9.96093	2.99277	-88.81395	43.02302	8.99756	4.47034	9.41655	9.95455	40.88781	1178.12014	11.63444	12.32333
41.20485	9.96833		8.37860	43.96372	1.00000	6.34667	0.05173	-8.33147	32.74391	9.26971	7.89902	11.05863	6.83569	68.34385	1060.08113	16.88622	7.85850
61.78491	10.20474	8.59981	8.51768	38.13435	1.00000	10.87486	0.02046	34.34691	60.20602	6.69021	9.15569	7.03535	5.36337	39.46078	1106.83325	14.55708	5.80145
40.92298	8.98110	9.96119	9.12910	49.96092	0.00000	6.65776	0.03004	14.30935	32.08115	9.50677	12.97192	8.44570	7.98154	47.32858	1134.17623	26.10900	7.06872
52.47774	9.48864	9.16155	8.96814	41.57379	1.00000	6.44742	0.34360	10.5511	54.92215	7.85674	7.27970	9.09547	7.93496	42.28321	1145.65271	-0.16097	10.10821
-19.32556	7.63799	9.83636	8.98994	48.72224	0.00000	9.59641	0.18680	-41.25528	49.94314	8.27280	10.39268	8.74595	7.45358	45.44039	1062.05632	30.72235	9.44462
43.1122	8.94190	7.36592	8.14110	33.78243	1.00000	7.89401	0.27636	12.38878	51.27751	9.49231	6.56687	7.88481	7.77428	47.42407	1054.93839	23.51480	9.86945
36.64852	7.87173	8.24256	9.81880	41.68193	1.00000	6.49108	0.14382	51.49621	46.93387	6.71828	5.53843	8.61858	9.00528	67.58339	1121.32073	18.45954	9.09521
29.21399	10.16861	7.03905	8.68795	67.87801	0.00000	6.48157	0.02026	78.95693	54.88817	9.62067	9.48813	8.95321	9.94830	52.46574	1119.61319	10.69756	6.21032
40.72586	6.52932	9.23830	9.47632	21.15542	0.00000	9.99471	1.53650	8.55552	51.84065	8.96033	7.83041	7.40107	6.97174	49.44599	1090.89927	12.92941	11.64351
41.57721	11.61148	9.67358	7.95378	39.45356	1.00000	9.34529	2.26553	-93.71133	47.22264	8.25581	8.20054	9.30003	8.16372	30.19585	1082.13985	9.32256	12.03834
57.14369	10.50797	9.24584	9.32686	60.41118	1.00000	11.39087	0.01681	-2.09814	27.53694	9.40338	9.67930	8.83480	6.47627	48.19004	1168.58049	-4.90023	5.53100
12.37169	10.96604	9.17478	8.75892	44.08737	1.00000	10.86674	0.02656	123.62494	32.35113	9.27733	8.15920	9.28401	5.94983	57.69146	1068.32284	10.68375	6.13555
46.65581	10.83402	6.40183	9.05733	50.73227	1.00000	7.45081	0.34539	32.6178	58.50279	8.60893	7.90045	9.42964	6.82236	46.40706	1169.73343	29.98833	10.11506
-33.59217	7.38199	11.87549	6.28487	34.56586	1.00000	7.45868	4.20375	-70.6996	57.02912	7.14783	5.60611	7.27092	9.42371	36.00289	1062.74010	11.53632	12.66301
18.20854	8.09195	8.49985	7.88115	40.96924	0.00000	9.64903	0.03857	-71.10077	41.87975	6.93996	8.21958	7.31461	6.44053	50.73534	1141.78737	27.75119	7.30984
9.3337	10.31427	8.51452	9.57313	61.06646	1.00000	9.21877	0.44657	122.8637	62.26796	8.76120	6.72102	9.78211	9.11282	38.72823	1066.40809	19.53460	10.39109
36.91023	9.00466	6.18178	8.30442	25.05405	1.00000	7.88910	0.90716	-121.75689	57.77471	8.96827	5.82299	9.08535	8.31283	42.03864	1103.85415	25.29123	11.10396
11.00599	7.51271		8.04330	44.23797	0.00000	9.40225	0.47971	77.5609	46.45641	9.55606	10.74743	8.51257	7.83877	46.39543	1143.81796	15.77639	10.44927
50.86079	10.35429	5.65096	9.05968	28.37486	1.00000	5.49211	0.26501	17.4674	50.81971	8.59454	7.98453	9.61471	6.10231	38.91219	1171.56807	28.91773	9.81000
23.02677	11.76970	8.59028	8.50407	55.14870	0.00000	6.40356	0.09321	113.13148	35.44442	8.90709	9.47158	7.07943	7.37557	41.25259	1085.76109	-6.63645	8.46168
41.20485	7.96767	9.17029	8.58684	26.45452	0.00000	9.70206	0.14372	-8.33147	58.01301	10.01624	9.50835	9.42742	7.82202	57.25484	1168.66132	23.52684	9.15895
29.65163	12.11677	10.85900	9.95327	67.75402	0.00000	6.76692	0.03565	-82.32483	61.12737	9.01455	11.14334	7.60520	11.01935	29.54680	1185.87164	19.65269	5.99279
44.92934	10.15658	9.41460	6.95803	32.08884	1.00000	10.93616	0.03046	37.99117	58.96772	8.84475	9.32378	8.98755	6.38093	43.79681	1071.65149	21.58310	6.10798
13.56667	8.49907	7.80305	9.25481	19.16114	1.00000	7.40952	0.12344	-15.6	77.68461	9.26316	6.41254	8.87574	7.91606	35.93745	1123.01883	16.63845	8.97207
4.73245	6.59969	6.38869	10.01430	49.39827	0.00000	10.78200	0.57684	-74.26419	57.62438	10.42281	7.65212	8.52667	5.72720	39.15396	1157.04380	18.83497	10.63746
41.09822	11.99289	3.88252	9.50153	32.86513	1.00000	9.88116	0.09187	120.74792	49.97803	8.34818		8.46780	7.72750	41.63020	1176.80445	8.57001	8.73692
48.8449	10.62361	10.10130	9.02848	43.06833	1.00000	8.93360	0.09156	17.22635	73.02175	8.53251	9.24249	8.44903	8.43850	15.77341	1071.33242	11.00287	8.49298
13.70167	10.08967	11.35877	8.85981	59.87702	1.00000	11.63010	0.02923	-89.10944	48.46943	8.33615	8.54494	8.69820	7.28012	47.26401	1053.16167	28.01050	6.18726
37.31309	10.09475	9.74107	7.98058	72.80462	1.00000	12.16470	0.02529	40.74357	44.11430	7.92401	6.91272	9.87813	7.12717	48.01473	1075.10385	16.03042	5.01650
34.95303	9.50997	8.84149	9.33792	58.45672	0.00000	9.06703	0.06077	-120.43572	48.48090	7.16159	9.76450	9.49317	7.24652	38.10368	1083.66782	-4.33518	7.94853
50.75932	11.62997	8.63117	9.03413	35.28861	1.00000	8.79173	4.01950	25.34244	58.09596	8.72103	8.20210	7.03309	7.66648	37.97732	1052.60586	11.42425	12.61627
51.62907	11.84258	6.83214	8.34940	46.83158	1.00000	8.78150	1.41112	-0.74934	42.61853	8.51537	8.07505	8.23943	7.36548	62.21535	1123.22142	10.46675	11.57269
12.74482	5.92581	9.09958	7.92400	41.16650	0.00000	12.88889	0.63876	4.52514	52.83900	10.39554	9.72222	8.53155		56.83472	1152.45199	21.47698	10.74998
51.40944	9.10126	11.39455	10.67200	41.65798	1.00000	6.12200	0.59470	46.04833	36.80627	10.25679	7.50315	7.50667	8.02982	42.79486	1069.15957	-7.15618	10.66648
53.83333	11.11561	4.53540	8.84754	64.49574	1.00000	9.92685	0.17346	-2.98333	67.07828	9.30876	6.76896	7.96251	8.16634	44.68889	1141.38723	13.98634	9.38165
45.47885	8.02337	11.79645	9.88912	37.20460	0.00000	10.10434	0.87429	133.42825	52.97681	8.33105	8.05262	7.59183	9.34075	52.97163	1167.25624	28.46747	11.07664
5.6561	10.47137	11.06610	6.60354	50.27891	0.00000	9.14802	0.06941	-75.87877	46.23196	9.16915	12.87628	7.50741	10.40381	55.34911	1144.40251	5.61917	7.97106
-8.73508	12.51822	8.93740	9.05017	58.30694	1.00000	6.22758	3.22869	24.99798	62.49773	7.44109	10.58776	7.06131	4.87176	24.82752	1118.18639	5.12726	12.39291
-37.32167	9.45900	8.92876	7.46182	50.45508	1.00000	6.68177	0.63510	-59.13316	47.22925	7.61114	7.17123	10.12965	7.88425	32.28765	1099.67793	28.59815	10.73686
14.93333	13.31245	13.76976	7.24779	29.57257	1.00000	10.17843	0.06545	-91.11667	37.90082	9.10685	12.52947	9.02820	9.31828	28.24635	1120.92868	12.59844	8.19712
11.86064	6.77602	8.15788	9.34466	53.72521	0.00000	9.07098	0.16563	9.0027	63.94694	9.52723	10.27098	10.17933	5.97310	51.45175	1168.19715	18.41947	9.30972
9.82564	10.93734	4.54354	7.32127	23.66216	1.00000	7.06096	0.17702	78.25795	35.53642	7.22527	8.21139	9.66453	5.73451	59.79734	1140.06284	11.42382	9.34822
57.14369	8.10834	10.74963	7.48275	44.01404	0.00000	6.80343	0.17389	-2.09814	54.94897	8.85819	11.02702	9.03321	8.25560	30.15906	1124.69830	1.42170	9.38697
3.27833	10.86495	8.81393	7.73593	66.61959	0.00000	6.75046	0.02269	32.88667	51.49867	7.98893	9.05069	7.03194	9.34461	68.31903	1177.58715	7.28066	6.65919
