PM10	CO	Pb	C2H3NO5	CFCs	H2CO	O3	TEMP	NOx	SO2	latitude	longitude	NH3	CH4	PRES	PM2.5	warning	PAHs
8.70505	6.37918	61.29955	0.85003	44.97760	70.90347	6.69305	-2.96517	8.37327	8.18169	40.81	-73.9625	8.42356	6.99211	1055.50303	7.38979	1.00000	9.16805
7.73721	7.32001	33.69461	0.43465	51.11864	46.60992	6.21199	10.16047	7.92756	9.06511	55.82885	-4.21376	4.89698	6.66866	1080.10035	10.59285	0.00000	10.00255
8.78056	7.36958	30.98574	0.91838	35.05599	31.65395	8.78499	7.01892	9.42130	8.78151	59.37722	28.19028	8.99637	6.77990	1123.23722	8.87650	1.00000	8.65610
8.63831	6.19892	36.26593	0.84830	42.00015	75.71515	10.04969	16.93415	8.23200	9.55027	31.71667	73.38333	9.31082	7.49689	1074.81262	9.24044	1.00000	8.46943
7.11548	7.36064	41.39075	0.28326	40.97664	54.43872	8.22680	24.38132	5.46195	8.26346	55.39485	43.83992	5.51030	9.30476	1181.28751	7.56086	0.00000	6.22028
8.45922	7.21884	59.88885	0.68423	50.07902	56.48428	9.77956	18.29428	8.27614	5.80608	58.1908	40.17171	8.62865	7.66960	1095.87737	8.22310	0.00000	6.36051
6.84771	6.49579	52.95587	0.10180	32.31263	54.01037	5.51481	7.84926	8.71243		41.63976	2.35739	9.16034	6.18805	1144.65418	7.55960	1.00000	9.48637
6.85689	6.67093	31.68410	0.26746	37.74989	37.76555	9.16549	17.50751	7.76943	9.39215	34.85	117.33333	6.90319	7.99044	1138.58010	7.87240	0.00000	5.67093
8.09524	6.77416	67.97504	0.50977	38.87813	52.40969	5.78125	-10.00692	8.71878	8.35588	33.08014	-83.2321	6.63686	6.41623	1088.09995	8.60617	0.00000	6.22172
6.20890	8.60127	28.39559	0.25437	69.63938	52.34200	8.36114	14.09377	7.80473	8.61738	16.06213	76.0586	5.58440	8.20946	1138.47923	11.18498	1.00000	8.89766
6.20850	9.67553	15.68646	0.23204	43.20300	48.57870	5.81847	20.11515	7.72852	8.13733	11.15583	42.7125	5.96265	5.30325	1184.23916	7.01459	1.00000	8.39272
10.85655	7.69004	49.27455	6.57289	41.04115	47.20537	8.71077	21.67734	8.06278	7.72462	3.27833	32.88667	7.56800	2.01558	1112.35225	11.42766	1.00000	12.46678
10.96200	9.15118	54.36430	7.27702	43.19001	21.11541	7.59330	6.91018	10.55969	7.44481	58.1908	40.17171	8.42129	4.49705	1160.47754	10.08671	1.00000	11.46861
6.96055	8.41234	66.04527	0.23677	46.11415	38.62887	5.61541	7.66526	9.10064	9.66276	30.81383	75.16878	5.25367	6.66334	1143.88974	7.93151	1.00000	8.16339
6.58359	8.76186	30.42204	0.16682	52.91681	33.03495	7.21140	6.89814	7.00090	6.72052	-1.9487	30.4347	9.11609	5.52061	1067.38107	9.36786	1.00000	9.83834
6.81785	6.29071	12.58832	0.19301	33.94075	23.61407	4.69162	22.42764	6.51921	8.77488	52.26083	7.00417	5.48140	6.21445	1124.60879	7.08622	1.00000	8.49519
5.23639	8.20171	33.83111	0.08717	38.07669	57.45564	8.21802	23.15217	6.59366	8.05495	43.96222	43.63417	6.66500	5.73228	1193.92655	9.73708	1.00000	8.77626
9.84914	7.68977	27.34792	2.35155	41.24520	37.55010	12.72214	11.78074	8.00585	7.22292	-22.53722	-42.98194	10.95612	6.74861	1129.61939	10.13158	1.00000	9.47824
11.09754	7.56992	38.67808	8.16910	32.87343	49.19629	8.88854	-2.41822	8.53082	8.68215	20.88197	85.83334	9.64653	4.11256	1057.91158	9.47252	1.00000	11.67390
9.13383	7.52210	37.62806	1.26954	40.54912	53.11924	7.61663	-1.62247	7.71665	7.58070	32.57756	71.52847	7.83053	6.50909	1198.26243	9.89896	1.00000	8.93044
4.62129	8.80781	39.54147	0.13930	30.58642	58.60822	8.88476	15.07473	8.53143	7.91129	40.56754	-89.64066	6.03940	6.48862	1057.28423	10.49083	1.00000	9.12100
7.68908	8.37313	48.83372	0.46508	78.92574	63.92245	1.97148	-11.96317	6.83017	8.51356	41.72059	-87.70172	3.74010	4.05775	1101.37280	8.94506	0.00000	9.61291
8.57873	8.67397	52.74223	0.86121	45.99239	38.51710	7.45950	21.83712	6.62158	6.93491	44.98901	38.94324	6.59827	4.88106	1165.29622	9.93265	1.00000	10.25892
10.43374	8.57944	27.25020	4.28364	50.32216	53.37184	6.09006	26.84347	7.93499	10.51910	0.76755	24.43973	6.68879	6.23748	1138.19475	7.97600	0.00000	5.80040
10.16138	7.24444	18.78853	3.33845	32.24354	83.55003	10.80652	-3.80863	6.88023	6.54374	-44.39672	171.25364	10.23084		1108.21536	9.53627	1.00000	10.42692
8.48318	5.74909	50.27964	0.54052	65.93492	55.34994	4.72991	21.28218	8.60757	6.87761	41.75338	-86.11084	5.34145	4.77938	1139.02142	8.97678	0.00000	6.25772
5.64001	7.38355	42.36355	0.08534	37.26925	47.39707	8.27645	19.05639	10.70215	8.41088	39.96097	-75.60804	5.13705	6.21970	1147.32539	11.15713	1.00000	8.82379
5.61383	6.56974	28.08033	0.16841	55.57560	58.86538	7.88055	9.69880	7.93301	6.60960	4.02219	101.02083	7.03688	7.65084	1135.60591	9.72362	1.00000	9.11089
7.86998	8.83469	34.69120	0.51074	47.25543	52.00114	4.32672	9.76711	7.46052	8.96927	-20.25333	-43.80139	5.15223	6.10918	1199.73856	8.88285	1.00000	8.63107
6.69270	8.53545	70.90120	0.20445	51.56155	35.88560	7.27509	16.89776	8.05983	7.72141	19.8173	-97.35992	8.45311	6.58642	1110.37462	10.04912	1.00000	9.55231
9.68902	8.13120	48.53012	2.10231	25.20625	55.11298	9.45907	0.69085	8.40798	8.51766	44.89784	8.86374	8.03697	8.01917	1097.63333	9.69839	0.00000	5.67106
7.41826	8.03223	47.89137	0.41561	58.88323	40.28708	5.12223	5.13659	9.00652	7.34808	41.9001	-71.08977	6.90080	6.73957	1083.37717	7.92016	1.00000	8.94009
9.53053	7.61683	35.14258	1.80461	53.92271	59.93121	9.78618	14.80556	6.12514	7.38711	2.41669	30.98551	6.90984	8.60150	1190.74154	8.84750	0.00000	6.02243
9.95800	7.83262	19.66807	2.70514	33.56485	50.55073	8.48265	13.78092	8.07227	8.19421	32.5007	-94.74049	6.32098	6.73639	1132.29143	10.68354	0.00000	6.97431
7.15563	7.82146	34.43422	0.27725	44.81992	36.70510	5.16119	11.09676	9.39478	8.14640	37.13548	-3.67029	5.24977	7.13217	1160.68810	8.80854	1.00000	9.02729
10.81008	8.60260	48.45551	6.23447	36.64258	55.71340	11.38929	7.97671	7.72017	8.80042	48.98693	2.44892	10.45492	3.88332	1128.13052	10.21612	1.00000	11.17915
10.15070	8.45238	32.35835	3.30599	56.26640	31.84658	7.76552	25.15462	8.87066	7.25166	-38.16604	145.13643	8.91288	5.83007	1094.83850	9.94046	0.00000	7.56392
8.13558	8.09818	46.14313	0.49045	56.56501	35.76111	10.19192	8.26757	7.74697	9.21747	27.92333	118.53333	5.68248	8.10534	1196.35218	9.16391	0.00000	4.57188
9.50788	8.61439	58.16507	1.74607	38.17611	38.03904	4.51340	28.89537	5.78567	6.01426	54.39304	53.26023	4.56570	6.48625	1186.81316	7.53844	0.00000	5.94103
6.45435	8.53429	33.63744	0.17162	59.76661	29.06168	8.12829	22.61914	6.46792	7.92090	48.77644	2.29026	8.40311	6.10184	1080.30727	11.60718	1.00000	10.08855
12.15911	8.51808	48.73395	23.51936	23.73517	51.30332	9.77007	16.42567	7.65591	8.35586	50.82882	-0.32247	8.91359	1.96537	1091.32021	11.26662	1.00000	13.81745
9.95081	9.13571	46.39058	2.76268		29.38555	9.77278	17.12335	7.62868	8.72294	40.72816	-74.07764	9.63436	6.76396	1139.79167	8.73115	0.00000	3.86296
8.12046	8.09106	31.59988	0.46243	37.23150	18.98432	8.37236	17.65611	6.86514	7.98832	35.88264	-80.08199	9.65940	9.16375	1180.50824	7.53999	1.00000	7.18937
6.88727	8.50450	59.20653	0.25643	51.43420	40.60594	5.01408	-1.36036	7.47814	6.68190	-22.57306	-47.1725	7.39159	5.24939	1193.63713	6.42912	1.00000	7.92744
8.37707	7.80800	55.53957	0.70076	48.67162	72.40813	7.74553	23.84259	6.66338	7.64180	-28.81833	-52.51028	7.73437	7.16094	1157.24039	8.84353	1.00000	8.76651
8.77305	7.72884	20.89264	0.91911	40.51342	38.77067	8.34590	-1.83634	7.28721	7.97440	55.39485	43.83992	7.07699	9.03520	1132.37034	10.09061	0.00000	5.93779
8.80249	5.39923	35.36592	1.04009	43.28415	43.25801	9.21054	-0.66376	8.64935	7.60969	49.65186	26.97253	9.27230	6.98018	1121.20001	8.50452	1.00000	8.77000
10.45825	7.44995	43.80247	4.46382	49.08502	46.66392	6.91563	22.54747	9.34235	8.44038	46.65581	32.6178	9.28640	4.82826	1133.58613	7.64613	1.00000	11.46799
6.90577	7.40319	59.79942	0.25720	47.98382	37.34171	10.09038	31.46878	7.69272	8.75377	19.64745	-102.04897	6.09520	8.39841	1104.59989	8.44454	0.00000	5.37442
7.90735	7.15505	31.15776	0.53003	49.66065	48.83727	9.23524	29.08661	8.32814	8.11340	41.29444	69.67639	7.97629	7.39676	1136.69983	7.12022	0.00000	6.12151
7.83240	8.81337	32.76394	0.43147	47.78729	62.40362	10.89233	4.01405	8.70062	8.34415	24.96334	10.18003	10.24911	9.05811	1084.00286	9.50751	1.00000	5.49220
6.41146	7.87180	42.86480	0.23605	31.97172	53.40848	6.56722	18.33871	8.94464	6.60591	13.70727	9.15013	7.13793	5.08962	1184.12618	8.23642	1.00000	8.37423
8.92567	8.39998	57.15851	1.02247	57.05486	35.06704	8.34756	9.10253	8.75372	7.43874	31.20176	29.91582	6.46357	10.07097	1194.77567	11.96881	0.00000	6.64911
9.47169	8.19190	40.00189	1.73188	28.49279	46.06251	6.43302	17.34112	4.98589	6.91244	38.06084	-97.92977	7.99939	4.55352	1070.48774	8.53277	0.00000	6.36067
10.68128	7.32477	20.48984	5.54811	42.20739	32.95097	7.89644	4.68099	8.92094	8.08009	32.55531	76.12647	8.85185	4.61802	1164.80123	9.15571	1.00000	11.70084
7.67875	7.58678	46.72076	0.49810	39.52159	55.26455	9.01506	11.52440	7.80697	8.44766	41.15612	1.10687	8.26975	7.68390	1164.98834	9.33001	1.00000	7.32781
6.26007	9.36238	56.74966	0.29037	36.43643	52.00695	6.88732	18.75513	9.30182	8.49112	42.24113	-88.3162	6.69641	7.31411	1191.97975	9.33227	1.00000	9.13469
6.69592	7.05509	38.47116	0.34916	51.23748	51.83980	6.84477	5.04743	7.33268	8.98322	32.42067	-104.22884	7.74936	6.17605	1087.72541	9.44741	1.00000	9.60473
8.43580	6.41588	56.67275	0.69911	57.52749	45.92555	6.74677	6.41700	7.95550	8.27993	16.06213	76.0586	6.66291	6.48648	1197.83298	9.20230	0.00000	7.36814
8.21615	7.61763	42.55251	0.49989	50.97825	64.48583	9.17305	14.09507	6.82266	8.89475	41.77583	140.73667	8.85704	7.54873	1155.82511	9.54638	0.00000	5.35291
8.87737	6.96788	27.63477	0.99527	46.96821	45.76507	9.56131	11.04436	7.89868	8.64041	32.05971	34.8732	7.68077	5.99033	1151.92707	10.84507	1.00000	9.68878
9.54166	8.66346	56.38437	1.91158	44.11738	39.26360	9.42697	9.23504	7.69538	8.01645	48.8449	17.22635	5.46731	9.80498	1060.98895	9.69035	0.00000	6.74206
6.85254	8.67132	29.27325	0.21830	45.53205	45.99173	6.10935	1.59046	7.82190	6.59408	-22.9	44.53333	7.75754	6.18210	1056.51756	8.97668	0.00000	9.67014
9.86061	9.15127	49.55926	2.54729	60.12178	53.59131	5.64469	31.12053	7.29958	7.61862	33.76446	-117.79394	6.26615	5.09101	1174.00606	9.75103	0.00000	6.64149
6.47234	9.15421	21.93377	0.23037	57.78493	48.09433	6.41681	12.63148	7.25994	9.74530	4.02219	101.02083	7.15960	6.14032	1122.19650	9.49442	1.00000	9.26683
