TEMP	CO	C2H3NO5	NOx	PM2.5	CFCs	warning	PM10	Pb	CH4	SO2	H2CO	longitude	PAHs	NH3	PRES	O3	latitude
6.74774	5.64619	0.31788	7.96268	7.08090	16.36481	0.00000	4.96276	48.54418	5.58942		56.76070	2.08333	5.56485	6.74523	1190.57858	6.88630	48.86667
7.19633	6.31736	0.27165	3.65217	7.13371	43.28980	1.00000	6.92322	34.34266	9.73812	4.26851	59.53029	-0.2	6.89869	8.81597	1114.80480	6.12366	51.65
16.38598	5.92323	0.28216	6.43438	9.07729	56.38842	0.00000	5.26881	60.04612	5.89597	10.26556	24.68733	-82.00919	6.37631	7.07591	1190.55706	5.74418	23.04419
25.44061	6.82189	5.57748	9.59420	4.74141	39.52012	0.00000	10.57791	68.87191	10.76074	6.36729	66.52474	100.04427	8.49429	6.51650	1093.68809	5.30535	13.8196
15.62440	5.99744	0.32520	7.07555	7.37416	37.96819	0.00000	5.74136	31.65654	7.77002	6.58767	58.50845	117.65694	8.90573	6.13225	1143.29294	7.04262	36.19278
8.16033	5.43045	0.91600	4.72370	8.46620	64.09611	1.00000		58.09267	6.63985	8.98425	33.03543	-113.3187	4.30651	6.75790	1061.48866	6.89620	53.51684
24.20296	7.07961	0.63264	5.64187	6.97838	71.81839	1.00000	8.08178	51.02808	8.82518	5.35221	38.90802	11.5	7.32651	6.58603	1081.15755	4.90317	3.51667
13.77919	6.66384	0.67023	6.75716	5.05222	50.38730	0.00000	8.21309	54.87277	4.84665	3.23390	54.95900	53.26023	5.74968	7.66366	1143.35451	7.80108	54.39304
17.00100	7.75531	0.82150	5.42028	8.79394	57.84897	1.00000	8.57835	57.81554	4.95132	4.72711	39.69915	13.44275	4.53427	6.64785	1051.60322	6.88960	38.07789
-3.40874	6.79658		4.78270	8.72869	60.71872	1.00000	9.56309	44.61581	9.54686	7.23218	52.01021	-0.29825	1.30953	6.76928	1191.22599	7.13645	51.39148
3.66314	5.21767	0.46079	4.55143	8.31333	59.27390	1.00000	7.51615	39.75975	7.44582	8.32117	77.61426	-1.64295	5.77014	6.59631	1071.01427	6.37519	42.8139
0.13727	6.98881	0.79407	4.65100	8.66842	45.89418	1.00000	8.36149	44.29020	9.65322	7.72839	32.37755	146.05093	3.15938	6.79806	1135.03097	4.68827	-34.28853
23.03955	7.59046	6.85465	8.61124	5.48498	43.19681	0.00000	10.79222	52.99960	11.54435	5.48093	47.38751	-84.67837	7.77914	6.99889	1133.77855	8.15687	34.06635
10.95750	6.97463	0.20921	7.09081	8.55284	70.06293	0.00000	4.60287	47.76696	5.21554	7.97887	61.45719	-86.58208	5.68459	7.31447	1145.81255	6.72277	13.48082
1.49411	8.00593	0.19328	7.96935	8.81025	29.92973	0.00000	5.06489	49.88218	5.97646	6.98139	49.47853	28.88222	3.70324	8.01146	1061.88854	6.43850	40.37528
28.02357	8.10595	1.12725	4.74900	7.97072	46.39320	1.00000	8.61996	29.58337	7.38059	8.86062	41.80232	27.46153	4.50834	6.69910	1108.54366	7.36587	-21.44236
31.41149	8.01204	0.22303	8.30295	9.29604	57.50111	0.00000	5.41695	66.45004	6.47114	7.93332	36.62779	38.66667	3.42435	5.50785	1186.16112	5.21409	-6.25
9.06209	6.71767	0.13153	8.47428	7.15957	54.90807	0.00000	4.73011	68.36367	2.73772	5.30323	52.91461	-117.23991	8.09985	6.59833	1130.67051	6.15068	47.64995
2.07291	5.51216	0.34759	3.92888	6.82787	52.53213	1.00000	7.42641	81.92791	5.70179	4.69193	30.36727	-48.59278	6.62649	6.60266	1102.01625	5.06499	-23.7975
11.89887	7.67927	0.49928	7.48008	5.05731	36.65948	0.00000	7.28301	19.53148	6.10102	4.50288	57.26520	-80.38297	6.71024	6.60964	1193.80757	7.84304	42.8334
14.63417	6.02041	0.41420	5.35354	7.50976	51.49102	1.00000	7.03415	53.10817	6.90429	5.87012	55.39133	103.6032	6.28296	5.97636	1177.21708	8.38843	1.6561
-1.32708	7.26411	0.24204	8.63764	7.65303	73.33581	0.00000	4.76732	55.75128	4.72044	6.07958	54.47753	24.71204	5.84385	7.23131	1194.65166	7.95936	41.57439
16.76576	8.90093	1.01714	5.86184	6.46441	76.68965	1.00000	8.81006	75.94083	7.59733	7.75098	52.42618	-95.44744	6.85501	5.79015	1144.47761	5.72423	29.53885
16.03810	6.45507	1.43799	7.01806	6.03722	58.12101	0.00000	9.05421	45.89899	5.77111	5.37527	23.98867	38.94324	6.46723	9.31183	1149.39126	5.85094	44.98901
25.19121	6.87794	1.41254	7.32504	9.30846	40.91150	1.00000	8.99693	37.48417	4.87036	5.94365	62.39201	77.5609	4.91116	7.41843	1096.12117	6.94479	11.00599
18.33737	6.88394	1.23780	7.32388	9.27936	47.47739	1.00000	8.98130	42.11646	6.32351	6.24008	62.14843	43.38531	4.39619	6.07536	1106.16080	6.35080	9.89206
14.53919	6.46347	0.20019	5.15385	7.10110	50.26475	1.00000	6.66831	40.39605	7.59570	6.67683	53.36464	101.18445	5.84804	6.63054	1060.52512	8.65183	13.44581
11.02845	7.05588	0.33883	7.13399	7.76040	60.93959	1.00000	6.92869	49.63618	7.74912	8.67905	43.01097	9.72749	8.16057	7.21975	1137.12714	7.26322	48.28259
23.52931	6.23650	0.40988	4.89008	7.98926	40.52490	1.00000	6.98507	62.42605	4.72473	4.14176	61.06633	-86.78777	7.45915	6.05945	1169.23391	5.98196	33.44872
18.05123	5.45246	0.22758	7.70639	7.84225	55.85204	0.00000	3.74393	50.38220	6.53469	7.96574	56.42045	-1.5443	4.44801	8.37012	1192.69207	7.84522	50.75767
34.66263	7.36210	0.28088	3.46781	6.44158	48.24255	1.00000	6.05527	3.23995	5.15951	4.90950	51.93661	135.21667	7.41433	7.69625	1162.14837	7.17195	35.06667
9.15331	6.44211	1.23589	5.31811	8.94948	69.14407	1.00000	8.92440	39.51711	8.99248	7.85690	73.23884	101.02083	2.75717	5.34040	1115.52421	6.08868	4.02219
8.53324	5.74263	10.13171	6.04608	4.41995	32.50919	1.00000	11.21203	23.99466	8.10322	9.01801	38.55118	-121.75689	5.41128	6.65660	1197.79685	6.34774	36.91023
13.37450	5.68710	2.36093	6.32970	8.80213	41.16046	1.00000	9.69438	54.89580	3.74804	5.40242	52.24831	-75.23266	4.20253	6.13674	1051.59242	6.79182	43.1009
14.47361	5.94149	0.30930	4.20286	8.27066	55.43795	0.00000	6.41178	47.03509	4.92523	3.91569	24.53313	98.50893	6.85519	5.05983	1187.88613	6.16574	16.68911
3.74257	7.57026	1.57930	5.96984	7.14952	34.60219	0.00000	9.21749	31.15604	9.57727	7.34396	46.38193	-1.64295	4.84225	4.78347	1097.18987	8.06383	42.8139
4.76169	7.60893	0.33227	6.99826	9.98488	41.95936	1.00000	7.56131	57.86518	6.45157	4.47480	58.50870	5.4384	6.50259	5.65498	1072.96817	7.12001	43.2907
20.28789	6.68668	0.33244	8.56980	9.77675	54.37020	0.00000	3.92941	66.59010	6.38609	7.17797	52.68805	3.64633	2.32876	6.38162	1122.55379	5.09666	6.8485
19.00871	6.33814	1.08888	4.06133	7.40918	53.90440	1.00000	8.59454	47.66498	5.37938	6.57456	39.18430	-74.07764	5.59220	8.04563	1132.00368	6.46614	40.72816
5.04788	4.96311	0.41967	5.35010	8.53288	53.90276	1.00000	7.61564	42.96643	5.71355	5.36715	48.42583	46.04833	5.86569	6.03902	1181.94781	7.59362	51.40944
-9.06795	6.31224	2.61090	7.27021	7.60498	57.14064	1.00000	9.81109	41.69152	7.82120	8.43254	39.06259	-123.02621	4.72440	5.30182	1061.14712	5.62613	44.99012
19.12356	6.91576	2.98695	6.89571	6.44158	52.18395	1.00000	9.94057	49.79136	9.79678	9.17445	50.00627	23.225	5.22752	6.20069	1167.80332	7.75556	43.4125
7.40576	8.50942	0.23278	9.12156	8.77662	52.91871	0.00000	5.34953	58.25052	5.03778	5.77991	54.41540	-73.9614	4.57875	6.41995	1163.79958	6.70047	10.15031
12.51640	7.64032	0.35180	2.76652	5.37858	55.85903	1.00000	5.44864	62.51843	7.52940	4.42899	62.37611	76.0586	8.23477	6.77599	1093.44010	7.61197	16.06213
-3.00188	7.04933	0.26858	8.61150	10.02613	64.34450	0.00000	6.61441	60.36060	6.46195	9.18818	33.70441	10.18003	3.11132	6.45451	1193.25931	6.55103	24.96334
20.93552	6.94350	1.51435	8.22087	4.07306	57.26443	0.00000	9.21067	70.94193	7.80552	4.75955	58.69843	121.06761	7.07418	4.72995	1174.08703	6.76912	12.35275
22.77782	5.11733	1.17949	6.21395	7.45373	58.74917		8.87563	27.02357	7.34662	7.55455	42.56525	120.56528	6.13471	7.09090	1094.93512	6.86812	14.66
41.32728	5.75703	0.65554	6.38982	8.13036	23.12295	1.00000	8.04300	69.44446	8.85221	8.75919	33.67706	-77.70066	5.50732	8.27855	1063.65711	6.81229	43.16547
5.64408	5.46618	0.39353	6.05473	8.16638	54.07115	1.00000	7.50060	22.03111	5.87263	5.33412	57.78123	-122.2608	6.52802	6.14759	1085.95099	5.92218	38.17492
26.72825	7.72933	0.49287	4.76431	7.53866	48.15539	1.00000	7.65653	37.64240	6.23261	4.75252	39.86361	99.89166	5.92110	5.82551	1152.19911	6.16364	15.46063
18.66253	7.97220	0.41255	7.14838	9.32939	47.71683	1.00000	7.37249	65.59834	6.41053	5.70855	51.32102	10.18003	6.47492	6.05113	1060.07515	6.58496	24.96334
19.86958	6.16990	0.28172	2.79366	8.10875	51.98790	1.00000	6.31152	24.67192	8.90134	7.51078	67.62402	114.33333	5.42950	5.62599	1082.51871	6.11585	-8.43333
26.85356	5.99538	0.31815	5.11179	8.43450	56.61450	1.00000	6.50091	59.97812	9.45797	7.83570	56.10156	30.91105	5.91536	5.24889	1128.11855	5.96394	3.02013
28.85070	6.68605	0.26857	3.17735	5.24676	46.92034	1.00000	6.76757	49.59943	7.43280	5.71466	53.64055	-81.23621	6.14626	5.18065	1194.29870	8.10864	33.98154
3.76705	5.36036	4.22482	6.08983	6.86297	47.91784	1.00000	10.31649	58.61179	8.17708	10.10621	41.75320	8.63333	3.73377	6.63519	1108.60889	7.46911	52.2
11.42657	7.18659	0.21378	5.81495	10.66759	37.03440	1.00000	6.99103	33.99277	5.30386	2.76693	46.14573	12.70038	6.88737	5.93554	1182.62693	6.96477	45.9836
5.19667	6.24875	0.26016	3.75795	8.93966	46.71978	1.00000	6.75920	28.60907	8.70316	7.67469	52.43386	-82.61573	4.81617	7.64226	1172.81283	6.35903	41.24255
6.90774	5.92270	0.35025	6.73129	9.69461	40.32335	1.00000	6.58551	11.72648	6.39792	4.78494	61.65258	77.23826	6.85523	7.02547	1159.63814	5.30159	11.50526
14.14857	6.39716	0.23997	7.22690	6.58282	51.70389	0.00000	5.36656	52.67025	4.94066	10.71450	45.44076	-96.39774	7.70767	6.39930	1076.29551	7.01294	30.16688
23.79912	6.48144	0.56388	5.35993	9.44851	67.51148	1.00000	7.91797	51.32688	3.52137	3.79760	39.65468	60.8019	5.74307	7.20198	1080.77855	6.29834	56.9083
26.07314	5.94252	0.35784	4.16907	6.83161	67.75218	1.00000	6.47173	54.59328	8.56875	5.44521	82.40611	98.50893	8.11293	5.28397	1155.31264	6.68486	16.68911
7.33763	8.52851	0.38548	10.40086	8.07768	48.45112	0.00000	7.37059	46.61576	4.47028	9.26578	53.86752	102.3278	5.88584	7.09171	1057.99794	6.00495	2.2139
13.59751	5.92861	0.95251	7.90136	7.89097	42.55300	1.00000	8.55556	59.68417	7.68053	9.42373	58.53271	14.43865	6.72100	6.89717	1125.08374	6.12901	40.87329
30.57011	4.89804	2.17381	9.85468	4.35253	34.50378	0.00000	9.56651	42.83558	9.21981	6.48827	57.54956	-84.13722	8.49023	5.39096	1166.37940	6.03154	9.92787
29.21629	8.08988	1.30360	5.77959	7.72575	44.56006	0.00000	9.10407	43.38390	4.80363	6.12124	44.14967	14.66737	4.67066	6.34914	1118.51195	6.18150	41.55947
7.34526	7.78924	13.92847	6.65574	8.64072	62.71328	1.00000	11.52945	88.33039	4.88757	6.89831	72.18906	114.10479	0.88878	9.25688	1184.94490	7.17979	22.37066
6.90220	5.93631	2.58731	8.15645	4.17853	59.27684	0.00000	9.76001	53.15573	7.56270	4.58032	45.75373	114.33333	6.29294	7.93865	1161.95823	7.24771	-8.43333
25.23695	7.17410	0.93928	4.94910	6.26468	39.82598	1.00000	8.61802	61.66038	8.01393	5.68874	32.89871	-48.29694	5.18812	6.11430	1129.78979	6.49511	-20.87306
23.06210	7.75533	1.12793	5.45301	8.82630	56.93674	1.00000	8.71341	53.11961	7.92236	7.02143	54.87187	36.7138	3.94138	7.96638	1089.03120	5.88892	35.95664
3.78441	4.26375	0.34531	8.71744	4.78393	56.20902	0.00000	5.79368	39.40822	7.39258	6.33594	60.57552	88.28637	10.71220	6.80500	1163.66942	6.89633	23.07492
30.81556	7.03632	0.14535	8.58250	9.05906	44.21576	0.00000	5.30518	22.99092	3.39106	6.75664	52.11069	-94.41551	6.62980	6.24668	1053.04831	7.24295	39.09112
10.23074	4.77429	0.52609	7.71481	4.28210	44.41165	0.00000	7.86319	75.47344	5.10720	5.34471	41.61320	-98.11889	7.33441	7.95630	1059.05670	6.82407	19.04222
23.43723	6.32923	1.85440	7.59123	7.25321	51.45419	1.00000	9.41589	48.07041	7.02988	8.05414	40.70888	-1.06667	4.29882	7.89105	1198.29486	3.83237	53.78333
11.36601	6.68677	0.33147	6.59644	8.53417	37.72655	1.00000	6.13343	40.98334	6.74753	8.27717	49.49217	118.9707	9.14878	6.32377	1150.35808	6.97526	-3.5403
9.17165	7.06647	0.56305	5.09665	5.79856	63.74811	1.00000	8.10214	66.82610	7.59501	7.09492	66.41508	4.47124	5.48143	7.23561	1115.06291	8.39362	51.95838
24.77356	5.84659	0.63199	6.65293	8.23582	35.70431	1.00000	8.15345	52.93000	6.92754	9.69839	51.74679	-83.55521	5.90185	7.71907	1052.23322	7.41473	41.66394
-12.14631	6.01076	0.20568	6.25923	8.85743	54.72966	0.00000	4.02392	53.16252	6.97651	8.16802	56.42276	101.02083	3.32019	5.23464	1148.53390	8.07886	4.02219
18.67763	6.79267	0.20390	7.82987	8.88214	61.97938	0.00000	5.40000	61.89319	4.57568	6.73279	49.34113	128.62667	4.95690	7.04052	1070.48606	7.00578	34.8825
20.71363	6.87971	0.18119	6.03735	8.89908	47.41931	0.00000	3.87818	59.33405	5.48713	6.78873	41.92685	-121.74052	5.57620	5.83186	1116.70016	7.11089	38.54491
27.75859	5.51912	0.64104	3.73966	7.93607	55.25015	1.00000	8.07904	27.91797	6.70257	9.50543	36.75036	144.23058	4.44544	5.32546	1189.68751	8.78509	-5.85746
11.77453	6.72069	0.35643	7.97583	5.94300	46.70790	0.00000	6.02041	41.46329	7.63212	6.18484	28.89349	78.95693	9.85587	7.92435	1056.39428	3.98339	29.21399
-5.02433	7.30079	1.14661	6.22790	7.18422	58.72656	1.00000	8.98198	41.05102	7.63768	9.19024	62.22392	85.83334	5.10297	7.23936	1102.76387	7.33151	20.88197
15.61729	6.29240	0.93690	7.50677	5.46811	35.41183	0.00000	8.72340	33.29664	7.23000	5.61346	58.22017	117.33333	7.13930	6.78521	1153.26380	7.68383	34.85
33.70575	6.00338	12.12857	7.29283	9.56811	62.51150	1.00000	11.38711	37.42701	4.15146	6.84327	65.74369	35.34722	1.15874	6.13083	1084.71544	5.82472	-23.85972
2.74364	7.28255	0.65310	4.65131	9.44102	56.99664	1.00000	8.37329	34.95747	3.06181	3.46323	29.64052	-73.58248	5.20322	7.71876	1052.08006	9.66676	45.40008
5.12364	6.72700	0.60244	5.35870	7.61503	62.18517	1.00000	8.07270	46.02886	10.82816	5.78257	65.76976	0.57856	4.86260	5.75829	1150.53460	7.86026	40.70995
2.96013	7.62503	0.35881	3.09765	6.90025	64.85761	1.00000	6.56267	32.20623	4.79593	3.91669	53.69240	15.28318	6.82921	5.65470	1181.95893	6.55833	-4.26613
17.46643	6.60492	0.04276	6.87302	7.79291	40.95580	0.00000	5.04229	46.18240	6.00989	8.23924	45.09358	31.3237	5.71998	7.05866	1178.20302	6.29478	52.4089
21.94134	6.34593	2.41710	8.31257	5.71248	63.66202	0.00000	9.71032	21.99169	10.71027	5.65503	54.90420	8.77155	9.36968	7.15797	1160.75951	7.49594	50.23019
22.67792	6.41008	0.19182	8.18911	8.74626	54.27667	1.00000	5.54277	55.68002	3.29204	5.27883	66.22841	-77.96389	7.41919	6.89403	1142.10935	6.65727	39.45621
16.94019	5.60422	0.27795	6.74849	7.74043	62.04806	0.00000	4.47643	61.95081	6.73209	9.06635	42.47643	-102.04897	5.13105	6.36037	1178.87905	6.31402	19.64745
12.46460	6.99964	0.41355	5.12477	7.14077	42.09181	1.00000	7.14070	24.20107	6.37162	6.11565	42.97729	29.65806	6.15302	5.69988	1146.58134	8.37195	-4.83
22.15723	6.67864	0.25362	8.76008	8.52523	35.14149	0.00000	5.65816	70.95456	5.26988	5.69830	64.32541	4.08282	4.11124	6.17903	1052.80101	7.15006	36.61954
29.12449	5.95729	0.45293	6.89921	7.49120	54.05063	0.00000	7.04827	56.50953	6.22497	6.30632	50.94764	-51.50361	8.31204	7.54794	1115.39151	5.48569	-29.2975
37.09802	7.10060	0.39382	7.97834	5.67419	57.78389	0.00000	7.14959	47.39161	7.78943	5.04127	28.38213	-2.68333	8.27451	8.01670	1147.51275	6.51502	43.31667
2.75864	7.10407	0.34074	7.45752	7.64670	57.83648	0.00000	6.58026	62.58712	7.22160	6.57342	40.73469	-52.51028	8.88687	5.87977	1172.32418	6.45527	-28.81833
8.88799	6.23971	0.16205	7.56811	7.27656	39.27151	1.00000	5.87317	47.39240	4.72149	9.33583	58.09169	24.75	6.81610	5.58094	1176.60867	6.94859	55.25
12.25081	6.17730	2.52737	6.09282	6.51752	28.84540	1.00000	9.83003	61.86706	8.64329	8.35869	52.92432	-86.19903	4.40465	6.64337	1178.05725	5.17249	11.84962
19.19820	6.37055	0.33453	9.13524	10.08585	83.46470	0.00000	6.22967	48.73883	6.14934	8.74796	59.94911	136.61667	3.40960	8.20637	1192.32372	4.34229	36.53333
18.10893	6.69956	0.24724	3.39261	9.52326	39.26452	1.00000	6.74648	53.30919	7.46247	6.04305	63.87777	76.92421	5.32885	5.46535	1076.92043	8.22231	60.97944
21.38182	6.35836	0.38174	9.83193	6.47344	45.62323	0.00000	7.47447	69.22936	4.04536	9.95994	50.87322	51.49621	8.07866	7.65647	1127.55380	7.23004	36.64852
3.96716	4.95438	0.28897	7.83805	8.88898	34.98217	0.00000	5.64773	49.68866	5.13944	7.90779	62.19368	136.51667	5.75919	6.58956	1112.81899	6.95849	35
22.49873	6.98810	0.47191	4.60246	8.95636	52.90532	1.00000	7.30443	53.71423	7.81347	8.21486	61.39169	125.51176	5.11997	6.90807	1177.69287	5.19063	42.64031
9.87044	5.86997	9.97707	5.85500	7.08871	72.80945	1.00000	11.17192	71.02187	9.23196	9.63512	51.43148	-2.98333	2.44575	9.35636	1065.02577	6.97184	53.83333
7.66115	8.26641	0.55463	6.18333	8.16137	28.17039	1.00000	8.01485	60.30552	9.85070	9.29888	62.15135	-97.90308	4.74284	7.55795	1109.65874	7.13559	31.12406
11.33100	7.03049	0.82574	6.73305	5.58596	53.16880	0.00000	8.28278	55.21317	6.33474	3.94483	28.83839	-100.88023	5.70573	4.55996	1086.72252	5.28078	20.21322
12.25824	5.40464	0.50214	4.33017	6.09030	58.84335	1.00000	7.96014	65.85138	6.46369	5.54525	42.27218	4.85668	6.06561	7.95254	1100.65198	6.94795	36.27462
32.16080	6.32122	0.45807	6.36654	8.90800	32.13810	1.00000	7.14800	70.48625	8.16484	8.06376	54.65456	7.02238	6.26555	8.28472	1119.41618	6.27443	52.21099
16.52643	6.25999	3.26943	6.26176	7.20386	58.83062	1.00000	10.03368	41.31067	6.11217	7.15804	27.05101	-89.99038	3.75425	8.75829	1105.52632	5.62613	38.58894
1.43064	7.45439	0.17295	9.21563	7.47193	59.81988	0.00000	5.67473	51.42537	3.21881	8.26501	57.53364	-86.58208	7.32313	6.47234	1118.74267	7.02613	13.48082
16.31988	7.55809	0.25715	4.78258	6.15130	53.37022	1.00000	6.41859	39.72921	9.95579	6.10410	49.96724	70.96699	8.93434	5.83687	1107.02872	6.60848	30.46907
7.08369	7.19515	0.26513	3.67171	8.26079	70.91805	1.00000	6.25100	75.15120	8.03393	4.76146	57.38283	-58.38341	6.48014	6.26998	1176.14710	7.56167	-34.64966
-3.39866	7.36271	0.15741	6.59412	6.96972	48.68233	0.00000	5.26124	50.64761	6.61251	11.30683	51.96855	118.53333	7.00925	5.95742	1135.02623	8.32959	27.92333
13.00009	6.09352	0.33458	8.73829	8.88357	64.33718	0.00000	6.64251	39.47699	4.60644	6.50129	56.80565	46.5813	5.55514	7.99831	1086.17975	7.97519	54.8421
25.03471	7.75577	0.37345	7.15442	5.60795	61.53254	0.00000	5.73293	53.03227	7.65295	4.35103	34.03364	-74.95472	8.93009	7.45594	1053.94594	7.72396	10.98778
20.72176	6.43256	3.19889	5.60700	6.71074	61.63061	1.00000	10.02410	41.15265	5.38007	10.37732	57.20396	150.60036	4.57747	6.37390	1184.91472	6.22464	-34.88422
8.84912	6.82722	0.22141	7.42666	6.21357	34.67693	0.00000	5.39197	61.06875	8.08995	4.73666	39.58332	-3.05814	10.47197	6.77380	1087.42801	6.54843	53.00974
34.15217	6.04598	0.29553	6.70149	8.00330	48.20569	0.00000	4.31654	80.59517	5.67688	6.39556	38.42269	-97.03285	5.66381	6.52245	1105.19147	7.01349	47.92526
12.88832	4.98243	0.51871	5.38739	8.35919	62.68141	1.00000	7.51473	75.28182	5.70913	4.88380	59.57141	2.2469	5.82551	6.22763	1101.75184	5.58189	48.90472
-3.99775	4.35376	0.79803	4.98565	8.65620	64.92593	1.00000	8.37750	59.49538	8.06177	8.52145	50.83399	48.87498	3.73088	6.73408	1078.69937	7.49900	38.45598
6.44922	7.14341	0.36699	7.17043	5.72989	42.33625	0.00000	7.12241	42.43169	6.51744	4.47293	45.49982	10.58082	7.64509	6.80819	1069.19863	6.93254	35.72917
11.46913	6.98525	0.95238	8.70635	5.76448	35.79758	0.00000	8.70247	53.30756	10.64548	5.78857	33.31967	121.96361	8.14616	7.62910	1065.14515	5.90763	6.95194
19.80441	8.13815	7.57144	8.98935	5.77305	49.39749	0.00000	10.90086	45.71534	12.51982	6.49628	36.50246	102.3278	8.07121	5.09066	1197.09751	6.91878	2.2139
2.28194	6.60397	0.78812	5.65009	9.77375	33.07782	1.00000	8.38725	49.77018	6.48025	10.49773	43.99842	71.57118	3.06297	5.46959	1143.56241	7.47636	32.87533
24.29294	5.36354	0.58438	6.71942	8.94059	35.86715	1.00000	7.83316	57.86760	5.62735	6.18326	62.07966	3.20639	5.08592	8.32489	1078.36968	5.99371	50.74497
22.15238	6.46628	0.50899	3.76313	7.92912	36.95667	1.00000	7.69287	60.42120	9.67557	7.18150	53.23801	77.70636	4.37699	6.65451	1177.17884	6.80947	28.98002
22.95855	6.06231	0.26381	7.57833	5.74437	58.31760	0.00000	6.11459	77.96202	5.92216	10.76802	57.13785	-58.38341	8.08225	6.28859	1174.78089	8.35233	-34.64966
10.17031	7.46162	0.24636	3.92644	6.85893	43.18043	1.00000	6.61110	60.49750	6.34674	4.58227	62.32747	-73.25383	7.39959	6.94632	1175.01164	7.11060	-3.74912
16.98616	8.18083	0.62404	5.22298	6.41552	58.88451	1.00000	7.88892	48.86080	7.74438	7.20410	54.31723	-73.0515	5.02925	6.08821	1181.24097	6.97506	41.55815
17.78152	8.29803	0.39999	4.64353	8.87243	44.72654	1.00000	6.94513	45.82841	7.08867	8.95406	34.73665	119.58627	5.43364	5.47864	1135.39676	7.88432	23.5654
24.89409	5.70469	0.98002	6.05295	8.77703	56.23896	1.00000	8.63658	53.25756	7.00853	8.76988	30.06420	9.15013	4.72127	8.09023	1107.59668	5.36677	13.70727
9.02673	6.80062	1.09884	8.46712	5.40565	40.91213	0.00000	8.85283	66.62092	9.31559	6.15904	53.89302	-82.61573	9.15869	5.78934	1089.53830	7.38136	41.24255
16.59173	6.54134	0.49099	7.24418	9.94910	32.22190	1.00000	7.99345	39.57412	5.48661	11.39501	27.88711	-84.13722	5.09469	8.00365	1054.15372	5.00550	9.92787
23.40058	6.90916	0.25773	9.05515	6.30551	46.16889	0.00000	5.83021	72.13906	4.87582	8.12856	36.39851	10.5511	7.12715	8.02220	1101.68855	7.06885	52.47774
42.49637	5.37410	0.67731	7.23696	8.43749	53.51109	1.00000	8.25989	58.46778	5.80102	6.51192	55.62724	-72.97261	5.98915	5.34348	1160.74023	7.94707	43.61062
8.17407	6.38789	1.30212	4.00308	6.51257	51.58313	1.00000	9.02738	53.76006	8.65712	7.62321	38.78388	-77.37331	4.48505	8.29869	1064.23089	6.76231	37.60876
27.53225	7.40251	0.47153	3.98689	8.40690	50.04310	1.00000	7.10525	52.11271	4.87881	3.76896	66.23078	-73.02841	5.73253	5.34189	1104.72679	7.53075	-36.9256
10.71772	6.32505	1.13666	9.16057	5.99630	57.91705	0.00000	8.83016	63.67021	10.51801		36.87738	38.01667	7.76888	5.55153	1128.37501	6.10304	11.85
17.25121	7.56430	0.18145	7.99193	8.31572	59.85523	0.00000	5.29891	69.73335	3.70024	7.52224	28.27519	99.89166	7.06008	7.03031	1133.12579	6.42205	15.46063
