TEMP	O3	CO	CH4	NH3	C2H3NO5	warning	PAHs	H2CO	NOx	CFCs	PRES	Pb	longitude	PM10	PM2.5	SO2	latitude
9.55075	8.97018	7.49034	9.29300	5.34547	0.35740	1.00000	7.83236	55.44690	8.28973	44.23174	1177.82235	63.12946	178.00417	9.11080	7.01038	8.81762	-38.65333
19.87694	10.60831	8.57070	9.12971	7.13804	0.13436	1.00000	10.40437	50.23347	8.17294	22.66299	1100.90456	54.00907	-84.13722	7.67842	6.69582	7.04757	9.92787
-22.69899	3.99969	7.41079	5.43128	7.26996	0.04443	0.00000	9.97871	63.61704	7.86690	52.55392	1171.10881	31.83628	101.44167	4.48455	5.97236	7.62927	0.51667
38.45344	8.39396	6.45663	7.48408	4.11107	0.16095	1.00000	10.39989	62.59461	8.19867	25.66906	1107.30972	53.57644	-73.25383	7.92730	6.79517	8.03239	-3.74912
20.59214	7.72202	7.10901	5.90111	7.00920	0.09593	1.00000	5.95416	44.07409	6.91512	46.46651	1063.15095	26.68028	86.00214	7.18161	7.26956	8.69149	46.51872
19.20912	9.27066	8.25698	8.11115	3.99611	0.15204	1.00000	8.44316	43.40194	8.89266	30.20600	1173.96960	50.23390	9.15214	7.50109	5.40913	7.28575	49.97704
13.88490	7.05278	5.70128	7.69717	9.80081	0.72818	1.00000	9.24800	53.34853	10.07040	36.79052	1117.76070	44.93246	-59.13316	9.96401	8.24329	5.76806	-37.32167
14.87713	5.76020	7.91550	8.74554	8.51321	0.19799	0.00000	5.80389	38.30336	6.06854	37.04524	1163.29359	35.54178	-88.27205	8.52754	7.32504	5.99863	44.27804
8.03669	6.57571	6.84902	9.39880	6.85123	0.11381	0.00000	5.55651	48.39652	5.65718	37.17126	1179.66434	63.58978	-1.47217	7.60302	8.51159	8.20116	53.46506
15.86507	7.93625	6.23673	8.79648	6.25119	0.52706	1.00000	7.74919	66.13704	8.83052	57.09617	1193.09623	47.35978	117.33333	9.62945	7.68945	5.53200	34.85
18.20372	5.64247	5.58081	9.36891	8.65461	1.27699	0.00000	7.25975	75.44411	6.06340	71.91134	1107.87011	58.70752	-7.35	10.58565	6.59304	6.50755	53.53333
15.80334	5.94080	9.93143	8.02211	8.92350	3.54321	0.00000	6.63402	44.69664	5.43336	27.54978	1084.48916	56.90277	-71.19901	11.60939	4.36998	9.55824	-30.60106
25.00727	3.38569	8.21703	5.37626	5.72316	0.04867	0.00000	8.38054	31.58333	7.64514	16.78479	1099.53575	65.11290	9.15013	5.46411	6.41689	8.17084	13.70727
24.51717	8.16143	6.18019	7.95380	4.97641	0.23307	0.00000	8.73039	47.17772	6.37611	36.65016	1100.28207	50.75639	70.96699	8.61347	4.43523	6.56672	30.46907
8.70907	6.38186	7.55139	5.99637	6.88082	0.09301	0.00000	10.19028	62.33262	6.77964	61.30561	1084.61806	48.33949	15.07041	6.52590	7.26901	7.72347	37.49223
16.04056	8.39805	7.24356	9.44987	5.64040	0.10878	1.00000	8.85056	53.63686	8.04243	65.85381	1182.92985	36.16778	1.6	6.86380	6.97450	6.84557	43.11667
39.44509	8.34482	6.95866	8.87646	7.03193	0.51494	1.00000	7.87405	33.72145	9.01884	45.81579	1187.21693	56.81003	-1.325	9.56201	7.85934	7.84557	38.47917
17.05929	8.79476	7.21561	5.66025	8.50722	0.30035	1.00000	6.83012	42.91218	9.70047	26.56345	1086.22721	55.04832	-73.89125	9.10973	7.37960	6.39164	40.67705
41.59037	8.16118	6.96823	6.53681	7.80781	0.04873	0.00000	10.52045	44.72052	6.56613	31.63974	1096.66248	83.43478	17.80774	6.39786	5.02347	7.98705	40.55851
31.61199	5.65831	8.16979	5.64728	8.03831	0.04632	0.00000	10.59126	30.08715	7.48286	55.91891	1102.06874	41.55905	1.15597	5.09888	6.58265	7.33125	51.78967
13.40959	7.01781	6.72507	6.53681	8.85315	0.13930	1.00000	7.81087	41.28156	9.07915	44.24434	1102.92466	57.04661	-52.67056	8.29779	7.69456	7.86390	-26.22861
22.52202	3.86777	7.45721	4.22816	6.75037	0.06432	0.00000	8.55730	40.57707	6.84277	34.91293	1097.88376	61.44890	0.30367	4.86869	9.53847	8.07506	51.38673
13.00486	6.39385	7.40031	9.43430	7.11559	2.09044	1.00000	5.59485	76.87335	8.75116	67.69234	1074.10145	45.48915	14.51472	11.07595	6.37538	4.35988	35.89972
12.76665	7.93653	7.91895	7.84606	9.58731	0.87624	1.00000	8.02974	51.30494	10.23183	52.40773	1095.68091	60.03840	9.85	10.14332	7.32422	4.64617	53.63333
16.84152	3.62415	7.13005	7.78504	11.12438	0.63961	0.00000	6.12106	45.92420	6.26213	51.15989	1179.62360	69.14113	-81.24441	9.82893	6.88434	7.60083	23.15678
-1.69372	7.44554	7.37243	7.73401	8.98438	0.56855	1.00000	8.10101	59.88214	9.24217	54.47574	1192.65883	55.18700	-116.37697	9.70196	6.16772	5.07222	33.72255
13.40927	6.68101	7.78360	8.36460	8.12712	0.20776	0.00000	5.13394	64.34954	5.18415	54.41435	1117.96069	57.89645	5.22778	8.49401	7.36491	5.90908	51.955
20.21608	8.50904	5.24326	6.84859	8.30958	0.07475	1.00000	4.38425	48.67803	8.66480	65.39890	1160.80029	45.03623	-116.37697	6.99211	7.96452	8.29661	33.72255
13.29515	4.41299	6.51359	8.79476	9.83461	2.27399	0.00000	7.51350	63.28995	5.52095	39.12987	1185.98896	63.67634	139.55028	11.16099	5.87450	7.81715	35.30889
26.91315	7.66527	6.06914	6.74793	7.86905	0.09082	0.00000	5.37008	41.84509	8.15541	28.64338	1082.49586	36.67873	115.8614	6.91550	7.32495	7.53441	-31.95224
11.85001	8.35754	6.97163	4.70119	9.50492	0.08544	1.00000	3.85781	44.00094	9.22936	51.75377	1114.28607	58.67406	122.9666	7.06567	6.84992	7.43954	10.7375
15.49715	7.24410	7.19853	5.81200	9.29766	0.11025	1.00000	5.07709	46.87814	8.33356	57.50176	1116.54078	70.35589	24.71204	7.49849	7.10702	6.85559	41.57439
3.70047	9.31745	7.00678	6.20693	5.17352	0.23666	1.00000	10.16311	36.20259	8.57123	52.47960	1059.10873	49.20138	-4.0573	8.72283	6.26205	5.77350	55.82737
29.46498	9.29721	7.50703	8.46879	3.96896	0.15728	1.00000	8.98692	53.16048	8.94070	66.92260	1093.66504	42.70227	-97.90308	8.14278	7.71476	7.31587	31.12406
12.01567	7.21846	8.60353	8.14174	6.66845	0.32023	1.00000	7.14662	59.67631	8.93635	55.27821	1143.98948	61.95012	98.6738	8.94678	5.87290	7.67499	3.7278
24.02491	8.26895	6.83768	8.53231	5.75098	0.11128	1.00000	8.06457	28.92922	8.83807	69.71929	1078.72403	59.66261	38.07083	7.45068	7.92923	8.77581	54.90083
26.09432	9.18707	6.52524	9.57378		0.12661	1.00000	9.14890	38.98150	8.30754	47.40211	1163.79151	33.02914	75.11937	7.93936	8.94860	8.37987	20.88098
13.44280	7.33104	4.65105	8.32757	8.98618	2.09853	1.00000	11.12808	32.41844	10.28423	56.44783	1153.49642	59.49163	-74.95472	11.08971	7.18866	8.23752	10.98778
6.91857	7.49791	7.62423	7.30404	7.29086	0.12796	0.00000	5.03447	67.36049	4.70105	75.30297	1104.46485	34.14177	32.86389	7.68575	8.81480	7.79902	53.95278
16.92262	6.05529	10.84264	9.46373	7.31319	0.11388	0.00000	7.49823	33.80394	6.83696	33.06142	1088.17207	74.85291	116.11768	7.77605	5.82009	7.01293	24.28859
15.31210	9.29390	7.73940	9.38472	5.22461	0.13268	1.00000	9.49007	41.04908	7.25218	60.75605	1141.95884	42.60553	24.71204	7.66708	8.72376	7.52140	41.57439
-3.03685	5.65602	8.00546	8.31008	5.80497	0.05602	0.00000	9.70116	44.22952	7.65376	39.25786	1074.03639	47.71916	-84.67837	5.33204	6.51222	4.91996	34.06635
13.55592	8.27886	7.32074	5.34825	9.03937	0.10372	1.00000	3.58173	46.58858	7.80943	45.62909	1195.21578	62.16074	-42.98194	7.16664	9.88969	7.40145	-22.53722
4.06988	11.66975	7.91106	4.61042	9.28724	0.90492	1.00000	5.32781	51.91774	11.68189	39.41942	1153.47378	43.20209	-101.2591	10.19002	8.63422	6.83043	21.01858
-13.18314	7.94321	7.03324	5.38060	10.03195	0.56286	1.00000	8.99746	44.97412	12.57732	55.63645	1193.34361	62.35462	13.44275	9.69319	9.30016	8.20849	38.07789
4.45750	9.33434	7.95234	5.80712	8.51124	0.38366	1.00000	5.72703	59.42920	8.55149	51.86918	1188.25201	65.85223	111.73861	9.25308	7.62968	7.78866	35.20889
7.07006	7.44895	8.23980	8.30184	6.71905	0.13612	1.00000	7.96946	51.65707	8.08633	77.17196	1190.41664	69.97948	9.15214	7.91433	8.86588	8.14931	49.97704
0.47384	4.91947	7.22054	10.18147	8.96710	0.07468	0.00000	4.71304	44.27259	7.13079	32.25015	1182.67377	65.55591	0.75	7.16061	8.42736	7.81618	52.41667
21.12374	9.63607	6.89799	6.19493	5.82266	0.27422	0.00000	8.91786	38.01630	4.42100	37.97781	1094.20154	72.96779	-5.22126	8.86260	7.14468	6.75545	33.43443
-4.54355	8.53008	8.33114	11.91632	8.53608	0.80971	1.00000	6.17605	60.80246	7.68548	58.09161	1137.92000	40.08392	-88.3162	10.11787	7.91239	8.11562	42.24113
26.02468	8.49821	6.69671	6.80150	6.86043	0.17487	0.00000	5.45504	59.84324	5.21866	45.46035	1159.50959	41.47438	7.2278	8.20998	7.06123	8.45986	50.64336
6.94504	8.22137	8.26895	4.89934	5.16284	0.22710	0.00000	7.54989	54.26558	3.45560	62.48439	1055.50988	57.84202	85.83636	8.61687	9.27879	6.39940	25.66795
12.57157	9.64977	8.61960	8.19879	4.07186	0.05466	1.00000	9.51962	40.99103	7.94106	48.47279	1140.03145	21.65283	-113.3187	6.62519	6.19970	7.37934	53.51684
13.88777	9.38151	5.41181	3.38608	8.60271	0.04905	1.00000	2.15692	44.15142	8.80235	46.61422	1097.97603	69.49471	5.23333	6.39237	8.16122	7.25253	52.09
10.56421	7.53492	7.27218	8.65002	2.57920	0.07623	1.00000	8.77730	49.26657	6.61315	69.48043	1057.52572	56.09007	-51.87389	6.07606	6.82085	7.46666	-23.44361
	10.69200	8.72760	7.14336	6.75606	0.29850	1.00000	6.69453	56.23239	9.10918	44.59696	1183.79171	47.26357	-47.53028	8.86303	8.20696	7.01576	-22.45667
20.30126	7.87914	7.24277	7.65024	8.05858	0.13332	1.00000	6.73676	73.25170	8.11648	79.61682	1184.58413	57.56831	130.57211	7.96717	8.59222	8.32922	45.75279
-6.83741	7.70924	6.13291	5.03076	8.15458	0.05802	1.00000	5.71118	57.82234	10.99113	76.87304	1102.68268	48.91443	-77.02303	6.22242	7.28138	8.45533	38.70734
20.68534	7.00124	7.86312	9.16564	7.02505	0.19104	0.00000	6.51949	61.52269	6.27477	47.05195	1073.53607	68.31648	26.01649	8.38387	9.82313	7.10770	44.43579
30.20775	5.91759	6.82899	8.26578	8.30652	0.13168	0.00000	5.63443	51.77098	6.09915	41.99895	1166.70450	40.04222	13.57661	7.74814	5.93894	7.14400	37.31065
9.66156	10.29249	7.53361	8.47040	5.19179	0.39709	1.00000	10.16187	51.37129	8.48357	47.44869	1051.03775	48.80650	123.17306	9.23574	6.94742	8.92147	41.27194
17.40144	8.20564	6.88621	5.27472	5.43320	0.17723	0.00000	7.89126	59.86220	4.06070	48.49286	1171.27470	57.71623	13.39954	8.22635	8.16912	7.06023	43.62558
15.26024	9.21156	8.55035	5.34992	9.84930	0.99974	1.00000	7.12749	43.86749	10.33717	48.55712	1124.51635	21.02681	115.88782	10.30697	6.42579	6.33122	-32.05251
19.12502	6.67250	7.50189	8.44376	6.47090	0.11938	1.00000	8.86525	58.20963	7.46376	36.60354	1101.30657	66.97484	-44.31389	6.85936	6.71586	6.37265	-19.7625
19.36401	6.18422	6.84991	5.60554	6.91595	0.07166	0.00000	8.12835	31.84488	6.71318	68.12952	1066.24344	61.74252	6.51352	5.92713	6.52363	7.40261	51.19139
0.01891	7.31644	6.77846	8.21822	6.20002	0.09174	0.00000	8.43215	42.82785	8.20975	36.40354	1102.67131	57.75861	-77.37331	7.34109	6.44637	7.02009	37.60876
2.73099	6.18319	5.37004	6.46078	8.63633	0.12355	1.00000	7.91926	49.38733	9.98374	49.65762	1153.62597	53.52701	29.00974	7.33329	6.26923	6.90116	-24.19436
10.89007	7.71232	8.21045	8.26204	12.37027	4.74553	1.00000	7.15993	35.25056	7.38311	29.41943	1131.40781	45.67001	34.33825	11.90581	7.07536	8.47232	53.59782
15.52278	6.09648	7.82698	8.83567	7.88122	0.11963	0.00000	5.34788	44.24097	5.58781	42.57314	1060.27135	41.54830	7.20769	7.27171	8.76337	7.90173	50.80019
3.46296	6.65086	7.08570	7.03414	4.31708	0.05344	0.00000	7.81523	64.29685	4.89321	29.63930	1063.49611	30.77011	29.91582	6.63468	7.82608	6.69431	31.20176
13.14676	9.27004	9.38205	5.28787	7.92936	0.06660	1.00000	1.33563	56.52641	3.72805	46.25798	1134.17632	55.03547	-116.37697	6.62563	5.24165	6.58042	33.72255
-5.06124	11.49395	6.06285	6.13784	10.83727	10.30004	1.00000	6.14398	63.45147	9.30185	55.15930	1112.23237	61.44979	4.07601	12.68802	9.39321	5.64757	50.88506
3.49639	9.77486	7.06273	9.37211	5.97980	0.44895	1.00000	8.49676	53.59799	8.63228	49.10616	1055.80550	52.30555	12.38878	9.40615	7.60192	6.34207	43.1122
24.29693	5.35350	8.58024	5.56844	7.67171	0.04014	0.00000	11.08722	57.02591	7.74481	55.96167	1057.07276	38.52597	-73.95097	5.57483	6.43549	7.66504	40.72371
0.70820	10.53109	8.31149	7.79702	5.86191	0.76444	1.00000	9.14151	59.28867	10.51878	53.80271	1115.06325	38.50560	120.97844	10.00697	7.58491	6.20860	14.8361
10.17940	5.84188	6.93371	8.02299	5.78314	0.06140	0.00000	8.46646	46.03879	8.11843	50.69474	1057.69670	45.44821	83.36889	5.89430	6.04520	6.61707	26.76628
30.73368	5.68315	8.11079	8.60317	9.60380	0.40065	0.00000	6.29129	37.49635	6.61673	58.33234	1077.96953	57.13417	78.14797	9.36376	7.52140	9.12447	15.45144
30.00189	5.50771	7.54012	9.55157	8.28782	0.06433	1.00000	4.92802	43.90314	6.59439	33.15569	1159.79495	43.10200	-3.59625	6.77304	8.85872	6.44457	5.27247
40.43705	9.27323	6.40594	6.42605	6.94666	0.06442	1.00000	4.05222	48.13421	7.44889	44.76506	1165.37337	41.93842	86.59509	6.82963	7.46677	8.01380	26.11527
2.01240	6.87668	6.48521	8.97242	7.90893	1.40481	0.00000	6.71767	55.54045	4.94941	46.67767	1083.49349	54.25255	9.29109	10.65376	5.99860	6.23537	45.39402
25.88849	8.54269	7.25817	7.74724	6.92652	0.22286	1.00000	9.81574	54.69928	10.17798	62.59697	1137.93219	52.34363	72.85107	8.62884	6.52263	7.55769	19.30157
17.74130	7.40195	5.12087	6.08441	7.53970	0.14205	0.00000	7.00043	64.00257	5.61580	51.75415	1174.94690	28.62685	-0.91979	8.19428	7.64590	8.01624	51.42708
13.53503	11.73572	10.15254	5.41573	8.94491	11.16400	1.00000	7.19343	73.65276	9.94653	46.67508	1130.03257	35.34263	101.02083	12.76877	7.15113	7.64243	4.02219
21.32420	6.68138	5.94001	10.42708	6.92408	0.08545	0.00000	4.76135	46.59049	5.87603	59.08361	1100.13766	43.03642	24.14662	7.30249	7.94432	6.26268	65.84811
5.56483	8.88559	7.51115	7.02066	4.56700	0.20757	1.00000	10.14361	50.54694	10.94460	49.01092	1090.24416	49.45137	84.87144	8.52463	6.64764	7.57662	47.46657
-4.54932	4.66905	7.35834	5.53032	5.55405	0.06721	0.00000	8.62394	43.59816	6.57149	54.21280	1190.08929	48.62744	122.22833	6.44579	7.45415	8.35550	40.66482
15.94981	3.80654	6.66527	5.49773	8.95083	0.06125	1.00000	8.07960	61.41731	8.17861	45.74658	1090.58912	48.30202	-15.58602	6.17297	8.06177	7.53581	27.76056
1.82294	8.80022	7.63007	7.34380	8.21577	0.46892	1.00000	7.41341	39.88961	9.05343	33.60509	1112.95134	50.40348	42.54536	9.45559	6.63309	7.63527	-0.35817
6.62854	4.65839	8.12795	5.74040	5.31010	0.04220	0.00000	8.54252	59.19560	4.42412	59.52190	1071.07113	23.32903	138.31667	3.62630	6.35793	8.72739	36.65
31.50366	6.28300	7.88468	6.47248	6.30871	0.03136	0.00000	8.89722	44.16492	6.31018	49.71891	1175.43568	60.66177	120.56528	5.68322	10.58155	7.27980	14.66
7.68891	6.10768	7.74652	9.47751	8.49938	0.42161	1.00000	6.96955	59.21853	7.58991	51.13370	1059.39035	59.38735	4.47124	9.36509	7.20965	6.79282	51.95838
6.41797	6.29970		9.38853	8.02659	0.06533	0.00000	9.09152	47.43027	9.03420	69.97899	1080.79676	50.50424	-71.08977	2.98569	6.77716	8.23183	41.9001
16.86333	7.70942	7.18582	10.24841	5.18663	0.08331	1.00000	7.10613	55.69030	6.80326	53.10872	1185.10705	48.49498	-84.67837	6.93938	6.56602	8.13156	34.06635
33.55800	5.16630	8.20435	11.84153	8.75893	3.06008	0.00000	7.75705	54.58010	6.35910	48.71184	1110.79809	45.34922	2.95924	11.45840	8.37437	6.89621	36.76775
11.56595	10.11963	5.90257	9.80032	6.26702	0.19772	1.00000	8.13720	52.04528	7.65451	69.54899	1132.03496	37.29955	101.96857	8.53696	7.57866	6.92178	4.88441
1.45763	4.71089	8.34038	4.91392	6.47840	0.06225	0.00000	9.19398	69.91374	6.10164	59.83508	1191.37929	54.87873	5.23333	5.27708	8.05150	7.34417	52.09
-0.04740	8.21486	7.18614	7.73339	6.30026	0.07389	0.00000	7.61016	35.05910	6.46616	39.71881	1166.37479	47.97128	28.28489	6.59961	8.94401	6.44803	48.15659
7.41965	9.11667	7.63738	4.81978	8.18029	0.07042	1.00000	3.08328	45.53446	10.24647	55.34042	1183.31821	47.10336	22.53083	5.80109	6.59209	7.72068	44.22639
20.59476	7.61661	7.11417	4.94820	10.18261	0.28092	1.00000	5.77566	43.61618	8.63254	47.75331	1140.60165	32.38047	44.02488	8.87428	6.11931	7.41597	32.61603
24.49894	5.99844	7.99358	6.46497	7.71579	0.05135	0.00000	10.58711	63.31966	8.00171	63.05240	1099.57574	59.91339	44.7662	5.75556	6.73986	5.34735	40.49748
0.61525	9.55102	6.67740	5.97205	8.94874	1.30000	1.00000	6.33072	47.15263	7.53258	51.72804	1102.60106	70.55571	14.51472	10.59741	8.57067	7.32312	35.89972
9.94209	9.33246	8.05036	9.14795	5.55953	0.07604	1.00000	9.82527	38.39043	7.30275	48.17835	1198.65280	78.89932	12.38878	6.92978	7.09857	8.48459	43.1122
17.13586	7.89814	5.70127	9.06825	5.36746	0.34999	1.00000	7.53027	39.24398	6.78452	67.66428	1188.31709	54.50424	68.21204	9.18842	7.78707	6.42757	27.55898
-1.14954	7.90926	6.59851	7.28821	9.08295	0.75301	1.00000	8.46002	38.88326	9.50252	52.41885	1088.87791	51.80661	-0.33525	10.01474	7.39403	7.48678	53.7446
19.08102	8.18377	8.66857	10.14013	7.05898	0.32671	1.00000	8.07940	49.15220	8.51450	46.41887	1129.45711	65.49852	78.23456	8.99461	6.23490	6.68262	28.92694
8.62613	9.49439	5.46407	7.70077	8.97953	5.48804	1.00000	9.06978	56.16687	11.59707	35.81716	1185.72940	43.29520	-73.95958	12.05484	8.56760	5.87018	40.57788
16.03683	9.32367	6.61424	4.08377	7.91485	0.07225	1.00000	4.96264	50.65849	10.07591	54.76540	1131.03854	35.30360	-0.91979	7.22173	8.80980	7.86665	51.42708
17.30129	7.79965	5.44832	5.85539	8.12759	0.04616	1.00000	4.71393	58.12496	6.26920	33.37825	1101.14597	51.31779	88.28637	6.70586	8.57625	7.97460	23.07492
29.14586	7.41388	6.38795	9.43304	7.46489	0.19984	1.00000	7.85575	51.45233	6.62382	71.57277	1051.58871	41.81131	-71.8023	8.34973	7.31311	6.47910	42.58342
13.07609	7.55467	7.04366	5.88013	10.53414	0.35759	1.00000	5.74459	40.30380	8.78525	47.36988	1092.73177	56.76523	9.40531	9.20302	9.31560	7.96091	45.53069
20.59837	11.05626	7.20006	8.43307	6.61527	0.30854	1.00000	10.12024	56.16357	8.72451	52.95630	1087.14846	17.84400	-72.86843	8.93885	7.88902	7.22086	41.27621
-3.46254	7.01999	7.38854	8.05636	7.28510	0.08000	0.00000	4.71971	56.48242	6.46771	87.40041	1072.18989	49.62173	2.29026	6.16960	7.51770	7.22829	48.77644
4.21416	6.17113	8.38186	5.68105	4.62959	0.04731	0.00000	7.03332	63.84089	3.68556	50.88167	1068.54889	45.45049	-65.61427	5.52947	8.27140	5.90266	-27.4338
23.15842	8.82278	5.73541	10.89443	8.09871	1.67474	1.00000	6.58742	46.86352	7.39826	75.35945	1134.73473	65.50060	-102.04897	10.84331	8.21352	6.61049	19.64745
13.45399	8.07379	7.63310	5.81393	10.62261	0.44237	1.00000	6.00719	58.28282	8.96719	49.90657	1187.40760	45.73904	88.28637	9.35298	5.54740	8.53826	23.07492
17.69773	7.08497	7.31050	8.12324	6.19303	0.08721	1.00000	9.12666	55.34286	8.30119	38.77469	1094.70326	50.97926	-97.92977	7.31936	8.28042	7.52489	38.06084
10.50171	7.32021	7.06805	11.04848	8.70645	0.32084	1.00000	5.84836	31.61632	7.41126	48.48110	1166.36167	51.88663	30.91105	9.10751	7.33845	4.45026	3.02013
12.28700	5.73952	9.19471	7.67134	5.00936	0.03975	0.00000	6.93985	46.81182	6.99114	45.98512	1095.02369	53.88704	5.4384	5.89008	5.81196	7.13304	43.2907
30.33906	7.64378	7.33510	6.28089	8.31806	0.13147	1.00000	5.33064	47.24014	7.27172	38.19109	1106.01028	36.64222	-62.64102	7.82037	7.03721	7.03114	8.35122
4.09999	6.33680	7.80930	8.64634	8.22302	1.26983	0.00000	5.82549	46.00179	5.85116	65.85740	1099.93012	59.25122	9.02596	10.56917	7.85105	7.61542	48.21644
4.66252	9.76147	7.07850	9.76331	5.65898	0.23821	1.00000	7.23885	51.80265	8.10097	51.56449	1123.67129	63.40792	-119.48568	8.82171	6.03028	6.49207	49.88307
2.84618	9.26195	7.53575	6.43375	6.91467	0.15423	1.00000	6.90598	43.49462	9.96231	43.81147	1166.62858	55.85209	42.7125	8.17657	4.56229	6.86803	11.15583
18.95865	7.91356	6.27209	5.51876	4.64245	0.38800	0.00000	8.46570	44.90072	4.40274	28.67524	1185.75603	59.38969	-117.70755	9.21797	5.43644	5.89352	33.52253
8.82986	9.63797	7.71038	6.68068	4.81208	0.27523	1.00000	9.68550	69.79110	10.41082	49.42265	1103.63663	53.20801	19.21437	8.70118	6.22523	6.55872	44.75874
26.94601	8.89383	6.85414	5.85134	8.41868	0.42513	1.00000	7.23744	54.19216	9.42606	58.76622	1156.01665	48.61390	17.4674	9.38151	8.52683	6.61802	50.86079
12.04280	4.61105	6.51441	9.69551	7.07538	0.02964	0.00000	8.90765	66.06188	9.49083	54.46977	1071.83473	53.17002	-67.15407	2.34776	5.02558	7.88554	18.42745
-4.46705	9.26003	8.23121	9.65069	5.83126	0.12417	1.00000	8.18296	43.06630	7.07697	50.79486	1123.27657	46.92869	44.02488	7.67358	7.03972	8.89033	32.61603
11.74326	5.63163	8.63869	8.84453	8.21024	0.63155	0.00000	8.39271	54.30480	6.33888	44.13366	1067.49074	62.22829	-67.15407	9.81335	7.47896	6.24455	18.42745
19.45464	6.44164	7.12951	9.78196	7.93574	0.50217	0.00000	6.43011	44.01270	5.51144		1096.80429	45.59688	2.29026	9.60545	6.77038	6.60705	48.77644
8.42460	7.20943	6.75577	7.46544	6.84694	0.36097	1.00000	8.30578	44.08421	10.41742	81.78047	1082.10052	42.18929	-0.29825	9.20594	7.33431	7.38230	51.39148
19.03652	6.16059	6.74598	4.82276	6.63115	0.07596	0.00000	8.63753	68.33466	5.31030	53.80642	1181.69136	57.83127	138.31667	5.56435	7.14613	7.28439	36.65
7.45359	9.26476	8.22852	5.50409	9.41038	1.12769	1.00000	6.78248	42.28261	8.62603	61.76501	1162.43194	36.97206	124.3697	10.44704	5.32286	6.43565	9.6531
17.98570	9.18045	6.11488	4.70850	9.60104	0.27884	1.00000	5.97578	52.24457	11.13254	69.15123	1198.18487	63.55020	-41.45861	8.83288	7.88778	8.36801	-4.42472
24.12832	6.53960	5.96804	10.83483	6.85697	0.06653	0.00000	3.93410	42.49267	7.03549	57.45798	1072.44509	43.03849	2.95924	4.30003	4.05005	8.57337	36.76775
20.42782	9.10371	6.63486	9.48091	6.32558	0.18756	1.00000	7.45627	54.62959	8.70046	57.24692	1175.00567	48.60082	-73.47429	8.42530	6.44159	7.01205	40.68066
15.77192	10.02309	7.78565	2.68131	8.39071	0.16178	1.00000	4.32182	53.00550	9.35738	43.02423	1077.79755	69.16735	85.83636	8.14986	7.80298	5.66306	25.66795
