TEMP	CFCs	PM10	warning	NH3	Pb	PM2.5	O3	PRES	CO	longitude	H2CO	CH4	C2H3NO5	PAHs	NOx	SO2	latitude
5.63791	41.11007	5.18943	0.00000	7.92520	43.17732	9.29669	8.47666	1123.07924	6.53667	29.41824	70.05860	6.47603	2.48205	9.08672	6.87922	6.22105	45.99194
20.94267	48.62833	8.98624	0.00000	9.19254	38.65737	5.03400	7.97322	1121.07387	6.95928	-77.03116	42.17019	7.31546	10.97859	7.68794	8.23521	10.07125	3.8801
0.09249	37.08043	7.92303	0.00000	6.28815	36.96156	7.96550	6.89556	1189.02242	9.76307	100.48528	32.55994	7.71333	4.92076	8.70955	9.47743	5.47970	14.37395
7.38030	37.11752	5.79790	0.00000	6.54883	30.70781	9.04433	8.05096	1088.61465	7.74964	34.34691	48.11610	7.30642	2.62091	8.84937	9.53345	6.74026	61.78491
24.15852	70.69896	6.38814	0.00000	7.07517	63.29745	6.81530	10.39298	1123.12397	5.02283	72.54566	38.65353	9.67518	1.67337	6.80287	8.55443	8.27843	29.69221
9.07712	43.61468	6.27336	0.00000	6.72836	60.98591	9.93078	7.53807	1183.58098	6.95462	29.47306	29.41753	7.01949	1.16973	8.70820	7.24298	6.56891	0.49113
13.62049	61.49764	7.33390	0.00000	6.28256	42.26791	6.05281	7.36194	1107.55320	6.71984	42.7125	45.54721	8.03250	3.40814	8.46700	8.29302	9.12834	11.15583
10.17828	53.06531	7.09329	1.00000	7.27845	41.76900	9.34181	8.90117	1152.83342	8.35909	32.86389	55.10843	8.20168	2.23365	4.68083	6.88102	6.68919	53.95278
4.66364	26.93079	8.65725	0.00000	5.99987	41.67822	6.37440	6.88343	1158.50087	6.68677	9.29109	81.43102	6.74105	7.31769	9.11797	8.17136	10.05574	45.39402
18.98209	58.35852	7.98652	0.00000	5.86414	44.94835	9.02412	8.44661	1152.40414	9.48727	121.96361	29.24237	7.80319	4.02558	8.36474	10.84640	5.37565	6.95194
-1.07105	43.36380	6.81373	1.00000	6.69601	64.42875	6.84484	8.72956	1135.40315	7.11244	77.40858	43.42602	7.54800	2.06390	6.80119	5.03675	7.06911	24.05979
22.92381	60.42882	8.56103	0.00000	7.32725	54.56899	4.55312	6.25922	1058.53391	6.91399	150.60036	55.58942	7.22194	7.10957	6.30417	9.28718	9.14851	-34.88422
11.23706	50.08119	8.12384	0.00000	6.78934	33.05650	11.96662	7.93511	1142.94005	6.19922	7.11393	47.28337	8.01949	5.13144	6.67832	7.07518	4.24127	51.08468
13.02176	51.66072	6.53634	0.00000	6.09954	61.19269	5.64179	8.44322	1141.72720	6.67186	33	46.36933	7.32517	1.91747	7.07400	8.67371	7.64653	-2.68333
6.29713	26.68851	7.97362	1.00000	6.81122	52.53237	9.60986	7.94275	1142.17622	7.75488	-4.1	66.04890	7.61835	5.38962	10.02197	7.18502	4.67303	48
11.77394	43.38301	8.14243	1.00000	8.02282	44.11198	10.40618	8.68473	1086.76554	6.25425	115.8614	54.37378	5.75752	5.83313	9.58393	5.34375	5.82305	-31.95224
26.10310	56.13396	5.24912	0.00000	6.14405	49.86381	9.65640	7.33922	1081.11718	9.27821	37.99117	28.16307	8.81500	1.21095	9.82846	9.20427	6.81913	44.92934
19.18510	36.75011	8.44533	1.00000	10.14243	40.15937	5.65418	7.52635	1075.03912	4.19680	26.01649	42.80648	7.45619	6.49610	7.32460	6.14834	8.57356	44.43579
10.56837	69.17061	7.77666	0.00000	4.26713	46.12319	7.84168	7.44975	1091.57283	3.29687	-73.97069	45.85138	6.28981	4.39411	10.43153	10.84579	7.37052	40.64621
11.24153	30.61495	6.81113	0.00000	5.12375	46.69064	6.30586	6.34306	1190.39502	6.01106	-97.03285	45.51105	8.48217	2.12466	9.95667	9.74718	9.96919	47.92526
12.38223	58.66657	8.16379	0.00000	6.30059	46.97479	10.19758	8.18540	1171.52778	8.28082	9.5586	50.24828	6.79231	5.81364	7.52119	8.60312	4.43972	54.52156
12.79780	57.59205	6.10376	0.00000	9.34308	56.20110	5.26338	7.57670	1093.17348	5.24255	19.27498	44.75281	8.27904	1.42963	8.94482	9.99826	11.69356	50.20528
19.00498	37.92885	6.32800	0.00000	7.01387	63.83105	9.76872	7.38362	1121.95649	9.18928	-66.8499	57.56628	9.02897	2.25079	9.98535	7.85325	5.96349	18.03496
-1.58108	38.40295	7.30986	1.00000	6.57814	62.20649	8.88942	6.47275	1193.67809	6.36223	8.51667	36.83907	7.92907	4.22623	8.97299	6.32098	8.26879	51.88333
12.25835	64.90235	7.34435	0.00000	9.47061	60.52088	4.89898	7.80179	1135.59467	7.00888	-85.43772	57.81965	9.49241	4.16219	8.81916	8.46164	12.01979	10.63504
16.30129	56.40245	6.31256	1.00000	6.45152	47.57810		6.59087	1112.91822	5.97289	19.21437	78.68435	7.87185	2.39431	5.81099	7.01888	9.59427	44.75874
9.71824	73.26508	6.94630	1.00000	7.86310	39.89148	6.91978	8.37908	1117.60871	7.02117	152.70493	73.11363	6.27366	1.54535	9.53981	6.38626	6.95244	-25.54073
3.46926	56.87791	6.89290	0.00000	5.97388	49.66006	8.04112	5.82087	1143.08694	9.92686	-0.91979	70.47140	6.71197	2.71154	9.83102	9.32256	6.83100	51.42708
13.20610	60.18488	5.37617	1.00000	5.23469	33.15695	9.53634	6.72074	1180.45074	6.90257	-46.99583	49.27747	6.94978	1.92325	6.78170	6.42235	8.10181	-22.97056
18.21010	35.51534	7.60213	0.00000	5.65530	67.34422	7.54922	8.11265	1083.54819	4.57483	-88.27205	41.92036	6.75364	4.65270	6.88740	8.71470	7.47439	44.27804
2.63148	48.52161	6.12545	1.00000	8.95842	52.97307	6.90755	6.65028	1090.21011	4.84996	-37.07167	95.81666	8.42652	1.14346	7.83975	7.43210	7.32792	-10.91111
18.98513	48.75656	7.06396	1.00000	8.00702	44.96332	8.78296	7.82371	1084.95029	7.48387	34.34691	48.35292	7.68562	2.65912	6.82725	6.43756	7.21233	61.78491
15.20266	54.07181	7.13194	0.00000	6.28859	62.76939	10.12432	6.74310	1053.29227	6.79196	-73.58248	58.42046	7.22044	2.36863	8.34399	7.37299	6.83859	45.40008
28.97139	39.62202	8.25745	1.00000	9.24386	31.49714	10.12201	6.27032	1117.83262	5.03521	6.51352	36.18597	4.55017	5.46182	8.52234	4.60388	6.28034	51.19139
27.47778	38.85370	7.02349	0.00000	7.46141	26.93567	5.75028	6.56226	1121.41036	3.92752	74.12286	43.53774	7.58021	2.84071	10.31527	11.87645	10.02661	30.76468
18.10880	45.60018	7.69491	1.00000	6.47753	60.87776	11.90444	8.67976	1088.84078	7.72711	-8.2503	54.02385	8.36056	4.68394	4.73929	7.18545	8.43600	37.08819
21.88609	61.36652	5.98615	0.00000	6.28723	50.01534	11.69955	8.46698	1116.72948	7.52109	3.1631	48.79053	6.36046		7.50410	10.29238	5.06094	41.91738
43.35983	29.17641	7.69444	1.00000	6.37559	55.77412	8.47777	6.67357	1187.55469	4.92674	-58.44417	35.01126	6.60173	3.25205	6.38824	6.45678	9.06444	-3.14306
8.11626	30.92348	7.52709	1.00000	6.10161	45.03310	9.17571	6.92938	1142.50707	5.40669	2.1699	26.31623	6.14941	3.33578	7.53127	6.99399	9.13443	48.98994
7.61131	29.54400	5.32670	1.00000	6.82483	85.31319	6.78760	6.30596	1099.14140	4.64294	26.01649	58.58226	8.12403	2.05782	6.48357	5.93684	8.87332	44.43579
13.09213	50.76453	6.82458	1.00000	7.56305	26.61278	10.18866	6.34563	1102.13627	7.38606	91.00632	59.84911	4.67042	2.10135	9.56049	6.79060	4.47713	26.32293
20.82237	57.25892	7.25406	0.00000	3.12000	39.00232	9.50556	7.82270	1077.19297	3.04647	120.03308	64.61585	7.54180	3.07079	11.03420	9.43712	6.42848	28.88162
5.98452	52.09428	5.67858	1.00000	4.08598	53.50055	5.67287	7.19433	1109.40820	4.65246	-25.66689	29.36082	7.92818	0.65229	6.49374	5.69759	8.05369	37.74615
24.91501	62.43942	7.61122	1.00000	7.24242	51.04499	9.94628	7.78024	1162.63759	6.31635	38.02486	60.04668	8.91240	3.33517	8.95810	5.85078	4.00357	55.64776
17.75252	28.78981	7.74926	0.00000	7.05747	35.05333	7.22761	8.88351	1069.19641	5.22209	36.73307	30.68439	6.68697	4.61021	8.19591	8.06430	10.18380	55.38752
6.02325	52.20648	6.76558	0.00000	7.20471	50.97336	10.90997	7.31529	1152.79421	6.09180	-117.23991	65.26628		2.31141	7.27540	9.33624	5.02020	47.64995
25.10650	81.53086	9.01419	0.00000	6.61937	53.64556	8.04823	10.17683	1164.76872	7.92657	-52.51028	43.16448	7.31334	10.82616	8.04343	5.24940	5.61356	-28.81833
19.37845	47.35793	7.14822	1.00000	7.41883	69.36607	9.29035	8.77391	1191.41927	8.29992	34.34691	59.71989	6.42584	3.01135	6.50404	6.60555	7.26383	61.78491
31.23055	62.44207	5.58111	1.00000	6.25584	67.86947	10.07181	6.08156	1193.27514	8.70858	-35.71667	53.14469	8.61517	1.20469	6.44205	7.12333	7.36351	-8.66667
7.54986	28.47503	8.90257	1.00000	5.56438	53.18165	10.42496	8.66611	1078.06250	6.43750	77.5609	39.87950	7.55342	10.04302	6.09486	6.00897	9.79503	11.00599
22.55766	52.18571	9.18122	0.00000	5.50263	41.71279	6.52733	8.57044	1132.10921	7.09681	-82.07842	74.67930	5.47914	13.49501	8.79774	7.28041	7.67241	26.91756
18.90539	67.61669	8.48538	1.00000	6.70643		9.55929	6.34808	1188.17491	5.52717	97.01124	60.97005	7.77994	6.85614	5.54020	7.12819	8.42269	17.30858
25.52774	58.88271	7.42233	1.00000	8.90660	64.25242	7.62624	6.79606	1121.94190	6.34479	78.27539	56.25766	6.32891	3.20537	8.92378	6.49639	7.18777	12.95629
17.14645	21.55242	7.50095	1.00000		59.07763	8.68491	7.82120	1143.30285	4.89129	140.11667	55.28876	8.62762	3.41775	6.57139	6.89731	9.47137	37.56667
17.72730	35.83231	6.64389	1.00000	5.75469	51.01184	9.19503	7.20525	1103.01710	5.63662	-122.2054	49.47466	8.26543	3.13971	6.28809	5.89721	9.00701	47.76232
15.05969	32.30660	7.42719	0.00000	5.67174	47.88968	10.79380	6.85464	1089.23657	6.54617	115.8614	50.59719	6.51134	4.19949	7.87075	6.73833	6.88740	-31.95224
2.72147	46.71160	8.83401	0.00000	10.00079	46.72591	11.31061	5.89748	1124.50680	6.31802	-58.70072	44.54577	7.50905	9.81863	9.43940	6.04239	7.24016	-34.74785
9.22991	56.49777	7.04429	1.00000	7.48850	28.66614	4.15001	6.54941	1135.03106	6.05462	38.16694	46.05782	6.92035	1.98861	9.58408	5.98716	9.18543	54.84444
9.79682	61.16937	9.22031	1.00000	6.45164	34.53888	9.73390	7.26294	1054.02575	6.90926	-1.47217	75.42608	6.71871	12.95554	8.34666	8.08309	6.65322	53.46506
14.72027	49.31592	8.59308	0.00000	7.59964	44.22276	5.99092	6.76115	1185.41164	5.61954	28.67582	67.83440	8.28522	8.70655	9.33454	9.18523	8.70065	40.98894
-9.30339	58.30727	8.16643	0.00000	5.53336	76.77541	8.79618	7.68856	1131.52077	9.40628	113.82465	84.09345	7.28458	5.94578	7.95900	6.91576	5.35873	23.29549
12.43484	41.02811	5.96948	1.00000	6.45362	60.52162	5.53024	7.06485	1088.68744	5.80576	-122.40433	57.72112	8.69370	1.74074	6.82864	6.22255	6.61383	37.71715
19.63327	22.81800	8.68806	0.00000	7.16033	80.35091	4.25670	7.87965	1164.67474	8.13228	-97.03285	50.36420	8.87962	8.50948	7.06176	8.59195	10.15985	47.92526
20.38291	58.91926	6.34930	1.00000	8.85167	55.95019	9.71026	6.91994	1134.84615	8.39162	24.71204	64.69469	7.30207	1.24848	10.59442	4.33836	6.48638	41.57439
11.88221	46.42272	7.57192	0.00000	6.40775	46.84365	5.34278	8.28022	1113.53627	6.71340	-89.66123	36.74192	7.95997	3.27185	9.93402	9.41418	9.34673	21.28306
19.83503	27.86218	6.77956	0.00000	6.56773	57.59588	9.74246	8.00118	1053.97402	9.51090	6.83042	43.96823	6.53100	2.43953	8.46028	10.45747	4.30699	6.15038
15.20346	28.25816	8.92331	0.00000	6.32445	33.39463	7.57605	6.98955	1156.35265	10.56138	-60.93173	52.35922	6.72766	9.78254	9.38696	9.07878	5.55462	-31.4488
35.55001	34.94540	8.16850	0.00000	5.36573	20.41920	7.75327	7.76419	1194.22555	5.16419	-89.64066	55.34422	6.91332	4.34064	10.12403	7.92607	8.18424	40.56754
9.62091	52.90477	6.45119	1.00000	6.56039	38.63778	9.40671	9.53180	1186.14890	7.59998	123.33471	42.51485	8.82272	2.60514	7.13978	6.97853	8.37609	8.56697
18.00210	57.24397	8.63216	1.00000	9.06878	68.22052	5.52269	9.75583	1137.22450	6.63606	-15.58602	42.56531	7.39672	8.32328	8.94881	4.59917	7.56756	27.76056
4.11944	45.21528	8.88726	1.00000	10.04486	68.17680	7.33106	7.22446	1181.11530	3.37518	123.89071	44.39328	8.46538	10.62961	6.51194	7.06452	6.96752	10.31672
17.54446	64.19409	6.84318	1.00000	5.35765	59.17042	9.98559	7.66956	1098.79835	6.40146	-38.79084	73.15862	7.65091	2.27878	6.68546	5.91022	10.37480	-10.95817
12.48243	64.03361	6.28525	1.00000	6.03867	44.31468	10.00637	6.73847	1067.43783	6.87339	9.00472	59.21921	8.99560	1.76039	5.14460	5.69108	9.03262	4.2475
-10.41600	54.17458	5.93166	1.00000	9.54039	41.87801	8.46596	6.40855	1069.31901	9.03946	68.88871	66.67592	9.13352	1.67760	10.17389	5.92928	6.71135	25.95533
-2.04414	56.31470	8.01929	1.00000	10.22721	54.56720	10.83012	8.42411	1127.45320	4.43168	32.86389	39.19897	6.38386	4.73347	7.76292	5.36802	6.13797	53.95278
19.21378	66.59622	7.98124	1.00000	7.98649	56.97024	9.10520	8.41564	1183.37092	6.17933	-38.79084	44.52026	6.69928	4.90737	8.36289	6.71621	4.43934	-10.95817
22.01543	53.73873	8.40166	1.00000	10.51110	22.51894	6.64981	6.69872	1159.76011	6.04810	-2.58736	50.17923	7.54694	6.62197	8.97808	4.77946	9.39125	56.56317
5.89414	53.16728	9.03392	0.00000	4.16696	40.90625	7.53087	6.30704	1144.75989	4.96555	24.14662	59.76161	10.42861	11.13008	8.23025	8.78501	4.62637	65.84811
32.95542	38.71088	7.95757	0.00000	6.34288	53.97107	4.37757	6.15478	1074.47176	7.44279	98.19151	59.13500	8.32666	5.30892	8.98549	9.85086	9.11944	14.0823
9.65963	73.84284	7.94679	1.00000	8.32790	56.72230	9.27877	7.42984	1188.12541	6.37745	-0.32247	56.50304	6.55534	5.19061	8.62852	6.10173	4.79919	50.82882
8.76540	18.90298	6.81124	1.00000	6.56801	50.27866	6.97453	6.82211	1159.94570	7.18387	-82.90375	48.04735	8.73595	2.98482	6.39332	6.69369	6.27147	32.54044
15.11686	42.22887	7.06418	0.00000	6.28894	70.93512	7.83134	6.66791	1059.36315	10.25530	-0.45877	66.59764	6.54476	2.70821	9.72106	9.69791	6.35651	46.32313
32.05386	26.16635	7.19536	1.00000	7.37125	64.66323	7.97708	7.59207	1121.75010	6.45413	-35.03333	59.79014	6.19747	2.56604	7.45823	5.19394	8.26547	-8.28333
8.88020	40.49600	9.17035	0.00000	4.99728	46.87043	7.62736	7.27898	1078.46729	11.62602	75.16878	47.42794	8.93457	12.46274	9.61049	10.25261	6.60807	30.81383
16.30528	57.03301	7.09543	1.00000	8.01824	48.43910	8.50079	9.18593	1090.37691	5.27384	-73.97069	62.89927	7.11412	3.11868	7.96857	7.58734	5.21837	40.64621
7.42389	51.69428	6.09021	1.00000	7.45586	34.04399	10.49030	8.25595	1138.26489	7.66363	17.4674	45.81490	7.72161	1.65030	8.31756	5.39294	9.77954	50.86079
8.61630	68.74068	6.94566	1.00000	8.28983	59.23762	7.64416	7.60733	1066.00232	8.54655	91.84128	43.37478	6.87724	1.92677	11.07828	4.93882	8.02113	22.83957
13.88773	70.11760	7.12218	1.00000	9.30902	67.76088	10.00020	8.71516	1062.25751	3.80724	142.45778	60.02441	7.89277	3.07306	6.91348	7.54074	5.35031	44.35056
25.20563	63.15423	8.42760	1.00000	8.41936	45.54348	9.34891	8.10555	1076.58118	5.94387	-1.325	38.14512	8.23712	6.31640	7.58621	7.51118	3.66360	38.47917
18.88699	55.84953	7.48911	0.00000	6.37278	82.25481	9.10672	7.47747	1067.47002	11.21730	-67.33122	57.63416	6.69459	3.99156	8.39292	11.54752	3.58794	10.22677
7.34182	63.61050	7.95261	1.00000	7.35270	46.92852	8.29619	7.34588	1076.10300	7.64902	128.63083	56.29698	8.19843	4.16869	6.64930	6.56997	6.51314	36.82167
28.66093	47.25190	7.15537	1.00000	6.72239	48.59001	8.80556	7.35825	1104.38590	6.98292	-60.1831	31.15985	8.08869	2.93395	7.53511	6.82169	7.40415	46.1351
24.90222	72.80390	6.59590	1.00000	7.31852	57.98962	7.47453	7.40968	1170.08533	5.68270	3.1631	41.82477	7.49173	2.07164	5.00120	6.04818	8.52841	41.91738
11.31170	53.09151	8.17259	1.00000	7.53365	58.39733	9.76227	8.29826	1145.22124	6.13538	8.70745	49.69890	7.09883	5.85730	6.61841	6.77885	8.75731	49.03685
22.74535	29.07591	6.75615	0.00000	4.81734	33.32357	9.12356	6.94459	1076.58686	9.97599	46.5813	55.74314	6.63778	1.87928	8.75318	10.42457	6.64685	54.8421
24.87745	71.85578	7.67400	1.00000	5.60597	43.45066	8.86299	8.24667	1142.18525	6.23573	101.18445	46.88252	9.19628	3.54805	5.68906	6.44078	8.48432	13.44581
-3.26095	62.50450	7.50590	1.00000	7.18873	56.76551	8.52243	6.23392	1060.40351	6.82785	-85.43772	62.92584	7.66175	3.05289	9.23093	6.89471	4.95927	10.63504
28.09579	73.21830	7.40835	1.00000	5.10830	52.82357	10.01317	7.45254	1156.60828	7.99039	60.8019	58.43033	8.21189	4.16494	9.73380	8.44214	8.36881	56.9083
13.68491	45.98888	8.42354	0.00000	6.57116	42.00916	9.12820	6.27919	1170.81648	7.52518	2.95924	51.95781	8.04312	5.32769	7.68666	9.48960	5.61496	36.76775
22.83105	40.27428	8.51000	1.00000	8.52801	22.64248	9.75306	8.03441	1116.97975	9.01476	-68.30472	44.78483	7.45511	7.63944	7.67361	4.91423	8.89837	9.91861
0.14180	61.59348	6.68245	0.00000	6.57574	59.79108	5.32770	4.96843	1076.18492	7.30161	92.48278	40.54905	7.59236	3.05231	7.95775		9.54228	58.23583
39.86426	54.56005	8.43292	1.00000	6.35932	34.90054	8.33611	8.85677	1098.52041	6.24973	38.15035	47.34801	6.97588	6.85276	6.61707	4.31546	9.81739	49.41029
16.71755	53.63011	8.12125	0.00000	5.71261	35.76517	5.41546	8.03822	1139.14450	7.70182	122.20488	54.21631	7.74749	4.24552	7.93559	8.17353	9.25687	29.98869
5.41074	41.96911	7.14273	1.00000	7.05638	50.38126	9.95155	8.28556	1094.94646	7.31688	-111.99633	22.21056	6.62049	2.91771	8.96940	8.65592	3.50062	40.65995
12.87954	55.14882	8.79598	1.00000	4.64812	66.95423	8.19288	4.94719	1165.80246	4.22696	77.40858	71.25739	7.43857	8.36498	7.31754	5.70310	9.78495	24.05979
14.69000	48.21372	8.10556	0.00000	6.00780	60.93735	9.26746	8.11668	1076.49357	8.82973	5.22778	49.87086	6.75936	4.54070	9.03017	10.88421	6.69038	51.955
15.02728	62.21713	6.27410	1.00000	4.39612	29.84791	8.42498	7.79322	1091.50000	4.85574	-1.5443	38.82526	6.98147	2.05896	7.00569	6.48874	8.30980	50.75767
13.39272	35.24650	9.02346	0.00000	5.01422	50.20641	6.67785	6.30779	1193.12011	12.51023	8.52462	47.13787	7.08051	9.81957	8.82526	12.86168	5.08995	47.30997
16.18384	42.68941	8.95565	0.00000	7.82110	49.93827	8.79689	7.66524	1111.37900	7.50087	113.82465	57.86961	7.73341	10.02842	9.06780	6.24843	5.75622	23.29549
13.78471	43.42001	8.11067	1.00000	9.21608	33.40485	7.99618	6.83308	1140.97406	5.85382	7.20769	33.69921	8.67873	6.36154	8.66749	5.41909	7.00647	50.80019
6.86938	62.42486	7.83648	1.00000	8.82530	51.15581	9.83297	7.54290	1198.29845	7.03622	14.43865	34.83208	5.97086	4.17508	9.33534	5.12694	5.45179	40.87329
28.99032	38.64100	9.12150	1.00000	4.35060	46.00102	10.22761	8.57624	1183.94127	5.97534	9.40531	48.91712	6.80002	12.13780	7.37747	7.88035	9.91418	45.53069
1.86412	59.14413	6.75344	0.00000	6.36009	39.83341	12.01287	6.96753	1115.05863	5.90736	35.96944	81.25324	7.79350	2.09686	7.30667	9.14926	5.86011	56.03361
5.60699	46.86964	6.63487	0.00000	7.18849	40.24114	8.94285	6.61543	1141.13223	7.65383	-3.52751	66.69598	9.25709	2.67427	8.27733	6.04626	5.39564	50.7236
20.31224	39.03699	6.22043	1.00000	5.48252	39.38925	8.21048	7.35859	1121.20282	3.68114	-86.77917	49.05406	7.39023	1.83458	5.89229	5.11664	10.98005	36.02506
27.98622	56.60611	6.92432	1.00000	11.13671	58.00468	9.77214	5.77453	1138.59016	4.38654	100.04427	56.47739	8.76407	2.85268	7.56694	5.59419	7.59439	13.8196
20.55679	53.81645	7.24083	1.00000	8.33577	53.02981	9.00408	7.58176	1103.84247	7.91276	-0.91979	65.13875	6.27299	3.42576	10.83370	3.82654	7.21811	51.42708
20.64244	33.56339	8.74107	1.00000	8.41439	47.28403	10.25413	6.95485	1153.93980	7.97568	128.62667	71.41521	7.90545	7.74541	10.04615	6.88009	5.72714	34.8825
3.26965	72.20572	7.00181	1.00000	6.70356	29.23772	10.40902	9.17876	1115.10263	5.21801	78.95693	49.51615	6.56057	2.34022	5.05359	4.68107	11.23813	29.21399
25.02098	47.08870	6.41187	0.00000	6.68691	46.11522	11.38701	8.59322	1057.63407	7.46089	2.29275	53.09965	7.99251	2.47312	8.41571	6.90724	5.27236	48.79325
8.50857	53.77369	6.64802	1.00000	8.04410	33.35523	10.99126	8.67412	1168.91028	7.30952	68.21204	45.46817	6.12882	1.96931	9.92618	5.94692	5.07738	27.55898
1.50334	30.27179	8.37446	0.00000	6.53980	48.98598	9.60681	7.64287	1073.06378	7.55719	47.31667	59.56974	7.88731	5.92274	8.12395	7.12345	5.63921	-19.65
0.57477	41.55408	6.65896	1.00000	4.33786	28.60152	9.05436	9.14392	1142.00200	7.20343	29.47306	33.11803	7.15253	2.44368	7.24840	6.47287	9.46234	0.49113
20.41182	58.48839	7.34800	1.00000	8.80811	42.54355	8.86837	8.53411	1149.02901	4.62198	37.49338	54.30539	7.96285	3.31707	7.57478	6.23480	5.33354	55.62047
15.91683	63.24335	7.14123	1.00000	9.27673	68.54017	7.73862	6.85788	1199.31567	7.35273	40.17171	58.04993	6.67338	2.39183	9.27414	6.04031	6.83554	58.1908
20.85588	40.71451	6.35450	0.00000	6.33327	16.55894	5.23994	6.78001	1125.32389	5.89562	2.08333	52.17738	5.38220	2.00908	9.28894	10.42681	8.76163	48.86667
19.34609	45.58095	7.42894	0.00000	5.55927	46.22561	5.13628	8.46434	1125.46026	8.53990	30.38167	50.39705	8.18112	4.09685	7.10007	7.57611	8.41380	59.80917
19.97091	66.56715	7.64666	1.00000	8.11061	20.06050	7.32612	6.24601	1103.39326	4.96745	-122.2608	57.44870	8.46168	3.89614	7.76889	6.69618	5.69648	38.17492
18.49320	51.57022	6.99017	0.00000	6.95670	57.67574	11.55130	7.10768	1159.37597	6.82812	51.67462	62.58349	6.83654	2.47405	7.93650	4.77018	4.82538	32.65246
