TEMP	Pb	C2H3NO5	SO2	CFCs	warning	PM10	latitude	O3	PRES	CH4	NOx	PAHs	longitude	H2CO	CO	PM2.5	NH3
17.06632	72.22821	0.58387	10.02363	36.25435	0.00000	9.97504	-7.51611	6.97277	1099.66555	4.99844	3.45754	8.89773	109.05389	64.72191	10.00811	7.06582	8.45317
23.93998	67.08851	0.10904	4.63308	49.94674	1.00000	7.74551	8.88988	6.63794	1196.30208	9.07162	8.58728	7.46142	-79.62603	66.72664	8.13806	8.51144	7.92326
9.58301	52.27680	0.05231	7.86539	36.36940	1.00000	4.69875	-7.01833	9.43135	1178.19915	4.81136	11.28077	7.68789	107.60389	52.39445	5.02349	7.84337	8.71568
11.89176	67.55273	0.18400	12.42378	39.39424	0.00000	8.71450	53.83333	7.89926	1093.35213	5.10400	5.06839	12.11167	-2.98333	53.39192	8.10955	5.78520	7.20883
14.83409	72.60411	0.05157	8.48987	62.31710	1.00000	3.22275	42.819	9.57578	1159.35892	7.33662	10.21784	6.31953	47.1192	52.93560	5.97930	8.15061	6.52234
25.13862	59.21040	0.07787	8.01913	49.50235	0.00000	7.29062	53.16167	6.76598	1063.41088	8.51984	6.57101	4.97812	6.76111	40.17627	7.03397	8.15142	7.50641
-1.49080	60.65366	0.05841	7.43157	48.32104	0.00000	7.02187	37.58105	7.74337	1061.52795	6.04099	8.04345	8.75653	29.26639	39.25431	6.03176	8.68293	8.70942
16.89107	46.37041	0.07043	6.76788	32.44392	1.00000	6.58770	41.0051	4.75300	1066.19983	7.20778	8.49414	10.01690	-73.78458	50.69492	7.55611	6.88897	8.94614
24.29306	69.09347	0.05719	7.51425	29.61594	1.00000	6.97968	43.62558	7.86851	1079.54092	6.38708	10.55975	9.84130	13.39954	62.52882	6.42643	7.78806	9.32520
-3.60020	77.30473	0.03904	7.95312	57.64593	1.00000	4.60890	20.88953	8.99175	1140.02147	7.16026	8.92567	7.55070	-156.47432	66.08667	6.56856	9.08353	8.16485
33.02646	35.70227	0.26845	9.38074	35.58693	0.00000	9.12416	19.8173	7.97655	1157.59786	5.69301	5.14294	5.24918	-97.35992	29.90801	5.19949	8.43043	7.82002
10.57210	64.67948	3.48596	9.14674	54.14684	0.00000	11.84763	-23.85972	9.00890	1137.58660	8.65317	7.21744	8.50024	35.34722	57.00748	10.86528	6.54931	6.83103
21.56592	53.30308	0.12507	6.99514	67.45976	1.00000	8.24700	41.24264	7.44385	1065.45548	5.42981	10.35418	11.05979	16.50104	42.05501	6.25428	7.18341	7.52035
28.51684	35.24502	0.30516	5.82080	53.25973	1.00000	9.30000	23.18	6.62648	1063.31687	7.79558	7.13291	11.89110	88.58	54.60045	8.49017	8.55961	8.63425
20.62865	66.15642	0.11099	3.81563	58.24697	1.00000	7.99048	35.05266	6.71835	1096.43383	6.61808	9.87867	10.52496	-78.87836	81.71679	7.21808	7.13638	9.88504
1.41193	32.80274	0.08757	8.86934	53.40131	0.00000	7.57427	8.56697	8.98213	1138.53729	6.05342	6.03833	11.30656	123.33471	51.90647	6.67941	6.87118	7.46416
33.25665	45.86701	0.06470	4.25481	56.88680	1.00000		41.80753	6.42000	1088.82157	6.22179	10.75161	9.69210	-87.65644	68.77390	6.83637	6.26606	9.52120
23.98510	83.45312	0.17302	5.64596	48.89898	1.00000	8.63744	8.56697	7.88920	1105.66689	6.00301	8.29780	9.50244	123.33471	51.07768	5.74958	6.89973	9.50356
12.87973	33.28576	0.04225	8.01187	57.20308	1.00000	4.83603	34.95303	8.43526	1095.74810	9.86434	10.11731	9.49448	-120.43572	10.28123	6.00243	7.50704	7.70300
14.02358	42.92576	0.04067	6.88375	45.39079	1.00000	5.89690	-23.44361	8.21967	1067.33916	10.75845	7.18839	8.58493	-51.87389	50.70936	6.06955	7.77018	8.28550
6.53520	27.11595	0.86016	7.99865	58.09692	0.00000	10.41163	20.21322	7.88399	1136.67229	8.14681	8.67573	6.17048	-100.88023	34.59774	13.20452	9.04601	8.32769
28.45284	29.36275	0.03300	5.11479	49.08080	1.00000	5.06928	-6.8	7.51321	1188.64231	7.60757	10.18376	8.58569	39.25	63.24484	7.54123	8.62515	6.94826
17.28274	75.28344	1.95595	8.04970	50.54824	0.00000	11.27001	0.51667	7.22341	1088.74007	9.18685	9.61925	9.95766	101.44167	49.66031	8.22037	7.67577	9.12575
9.52839	48.90320	0.07868	7.05042	71.66494	1.00000	4.75349	55.85	7.77249	1055.51796	7.64070	8.79459	7.55061	37.56667	88.48874	6.91111	8.06387	8.10706
28.30074	64.71751	0.04322	6.90785	35.30303	0.00000	5.67874	42.52787	7.73297	1161.33576	7.65400	6.24498	6.71589	-70.92866	39.77769	7.36182	6.83565	8.36905
15.88308	26.46260	0.37980	9.93274	74.24213	0.00000	9.55961	42.28639	6.05982	1079.98693	8.96383	11.93827	9.73827	18.84	45.19190	9.16496	7.01364	9.27394
16.92179	50.44878	0.02958	7.80851	23.59420	1.00000	6.17305	7.65649	7.71499	1138.06417	6.61911	7.92027	8.57037	4.92235	50.60566	6.39451	7.99295	6.09376
9.54088	46.16783	0.08564	8.12435	65.53929	0.00000	7.42769	9.92787	8.53810	1122.71414	5.68478	5.51956	7.94248	-84.13722	32.53417	10.66252	7.07480	7.81947
22.70132	60.05424	0.03319	6.40699	41.55203	0.00000	5.42448	-8.99167	7.16129	1081.27166	5.76478	5.54241	7.39509	125.21972	64.01814	7.76311	8.64819	8.62323
25.38416	64.38610	0.18081	4.23974	41.99147	1.00000	8.68153	42.4251	7.16950	1171.02792	6.62213	11.35393	10.14853	-71.06616	60.35146	6.83590	10.01014	7.84890
32.49987	55.19840	0.05772	6.80274	49.81168	0.00000	6.39199	5.84752	7.01123	1123.67781	11.23751	9.82952	6.48515	-5.682	44.55859	5.82900	7.68955	8.78616
15.08997	47.69397	0.04838	7.60207	57.89015	1.00000	5.60129	29.84576	9.12138	1186.18627	10.15443	7.48460	9.86901	-90.10674	46.94423	5.00316	5.67238	9.59484
20.63546	54.19934	0.09309	3.91266	68.68849	1.00000	7.52132	19.8173	7.84984	1092.53735	9.46997	10.95429	8.95796	-97.35992	40.54727	7.06184	9.67954	8.21270
32.90656	50.93782	0.02789	7.09193	35.25918	0.00000	4.50322	34.9	8.79899	1089.82894	8.70192	7.54862	6.84639	137.5	40.22247	7.67562	7.94202	7.67317
18.72127	57.23768	0.36472	9.22795	46.27212	0.00000	9.47919	42.55308	9.88794	1062.69282	6.55254	6.98472	9.36680	-87.93341	39.81805	8.73835	7.95141	8.37247
5.89925	41.80525	0.05965	6.29566	49.07185	1.00000	6.96840	39.08367	9.32384	1127.13622	6.77575	7.45146	9.51761	-84.50855	31.08487	7.22128	7.49004	9.21571
10.25135	44.75523	0.05764	5.33937	51.48934	1.00000	6.69691	14.93333	9.50417	1111.86622	8.62007	9.34932	11.34187	-91.11667	33.17693	9.26348	7.53401	7.34460
18.14525	46.24605	0.08230	5.44997	42.56547	0.00000	7.39080	24.28859	9.73657	1178.05071	12.58664	6.88389	6.36098	116.11768	63.02267	6.38726	7.93439	9.02529
23.07838	89.13420	0.06027	6.59696	56.86795	1.00000	5.98867	5.84752	7.46993	1106.00192	9.96377	9.68781	10.18671	-5.682	52.50000	6.49079	10.40775	9.08851
10.50221	72.67686	0.04935	5.51392	63.00991	1.00000	5.88911	17.30858	7.83495	1100.11429	11.78316	7.49056	7.81910	97.01124	37.12435	7.17963	6.84699	7.75199
23.67977	58.46601	0.31786	9.49184	26.08895	0.00000	9.35189	35.06667	8.50668	1192.76139	6.90438	6.92066	8.97232	135.21667	43.37626	10.08435	7.02805	7.70362
23.38168	56.42995	0.05482	7.49865	85.59841	1.00000	7.03058	55.85	7.98074	1181.20762	7.03023	9.38920	9.70390	37.56667	62.47940	5.33139	8.18938	6.38377
-4.28565	48.47795	0.13028	7.21883	39.81753	1.00000	8.02836	26.91756	6.88252	1067.26788	7.33183	10.21009	8.85542	-82.07842	47.49031	6.84288	7.93099	7.71213
-3.17825	44.87104	0.43615	10.32096	37.71530	0.00000	9.66099	-7.01833	7.54376	1192.01312	6.20284	6.84071	9.12366	107.60389	75.77520	10.20611	7.20088	8.23116
18.91729	40.23111	0.04950	4.03407	45.42796	1.00000	5.40498	-1.6	8.28165	1184.14832	6.13561	10.85183	7.35858	103.61667	49.99198	5.64567	9.59624	8.92425
18.40169	68.62800	0.15001	4.86463	38.44328	1.00000	8.24643	41.57721	9.59090	1145.16888	7.94425	11.33371	8.94962	-93.71133	71.51420	7.00468	8.73001	8.31663
28.05798	41.34899	0.07547	5.08796	48.96847	0.00000	7.43457	14.0823	9.65441	1189.73952	11.02352	6.57926	7.09697	98.19151	36.55088	6.19759	8.50773	7.96146
23.48203	48.81596	0.04447	7.30787	36.70215	1.00000		41.91738	6.51419	1135.52711	10.04313	7.93816	8.89195	3.1631	42.44602	6.29753	7.95428	8.00193
17.93070	47.37347	0.12876	4.57976	37.14919	1.00000	8.09999	5.90702	7.37754	1186.34043	8.23796	8.57343	10.22826	116.10146	52.16767	7.87417	7.20637	8.02504
39.83546	57.44179	0.09409	5.44762	56.20150	0.00000	7.95196	4.92675	7.90705	1053.07153	12.63821	4.44084	6.48501	6.26764	59.24563	6.02222	8.50783	9.59741
14.93659	53.02986	0.06882	6.32581	46.57531	1.00000	6.67409	29.38242	6.50486	1133.11418	6.81398	10.97051	11.12729	70.91106	71.61880	7.72902	7.03105	8.94343
20.62308	69.85093	0.04306	6.01913	51.57811	1.00000	6.68128	51.64316	7.72114	1100.97629	4.38270	10.62539	8.31556	-0.36053	17.79409	4.64028	8.58505	7.23970
4.13985	62.81865	0.12865	6.52651	47.68090	1.00000	8.03886	45.47885	9.00880	1104.84719	6.62996	8.69642	11.03285	133.42825	42.17502	7.20486	7.25576	8.21818
9.76716	72.68082	0.09465	7.32827	43.61008	0.00000	7.61888	45.47885	9.90283	1199.35611	10.10772	7.19221	5.59931	133.42825	56.08307	6.01093	7.37794	7.88924
9.21708	43.38148	0.07336	5.28147	81.04247	0.00000	7.21793	19.8173	8.41543	1189.27100	8.08607	4.05025	7.78426	-97.35992	64.06421	6.36312	8.24640	7.01584
11.95376	53.55278	0.08964	7.14585	40.72144	1.00000	7.57443	-21.44345	8.48163	1105.61970	7.67865	8.54984	9.20121	-65.71875	28.87145	7.64990	6.09323	6.52389
19.07719	54.91586	0.11686	5.45747	55.67175	1.00000	8.07448	45.75279	7.41956	1197.11671	9.42362	6.55852	6.93026	130.57211	39.80514	9.12313	7.80382	7.37300
11.56549	59.85474	0.06221	8.29716	46.08992	1.00000	5.05777	35.06667	8.29418	1142.24184	10.71224	8.43809	8.21612	135.21667	44.39042	7.22066	8.08549	8.63762
16.69012	34.26845	0.03960	8.78742	81.96432	1.00000	5.28721	-7.54972	8.07511	1061.21074	11.33653	6.33587	6.65799	110.71639	24.66515	7.29794	7.21101	9.92564
19.29460	57.42989	0.20613	6.01447	57.57566	1.00000	8.70348	51.78967	7.56226	1075.42814	5.48707	9.06056	9.76577	1.15597	69.15783	5.29456	8.07150	7.66367
12.79685	48.25002	0.05269	4.88350	32.53440	0.00000	5.53848	52.09	8.46808	1118.76661	12.01580	6.93927	8.04035	5.23333	42.03290	6.38629	7.95820	6.74857
-3.22705	60.96390	0.04192	4.55601	56.67800	1.00000	5.82783	23.18	6.82731	1176.50239	10.26378	13.49416	9.39134	88.58	70.53657	6.68215	7.13893	5.95213
-10.12627	54.70783	0.03152	8.95263	35.86647	1.00000	3.34786	65.93381	6.69149	1146.19133	8.32989	6.36757	3.44376	111.4834	42.37570	4.96719	8.70008	6.19187
33.15069	78.57392	0.11906	5.52824	12.74965	1.00000	8.03830	55.67938	6.38388	1146.97824	9.05050	7.29588	9.74552	12.53463	25.31021	7.15682	6.99801	7.24765
28.31789	42.17386	0.04652	10.63491	40.06397	1.00000	3.85800	35.06667	4.84256	1080.26035	6.64387	7.75397	5.69127	135.21667	36.08884	5.02122	6.85464	9.40113
6.85071	47.21976	0.04702	5.75452	41.70189	0.00000	6.03618	11.86064	6.83145	1158.96599	8.57475	7.23800	7.76166	9.0027		6.54231	8.15041	7.23760
21.39981	61.98949	0.04645	5.61748	38.61863	1.00000	5.94941	10.29085	9.56660	1166.89592	9.57395	11.19214	10.33228	105.75635	36.48399	6.07891	6.54612	7.52548
12.70190	52.28829	0.04096	4.98327	55.97966	1.00000	7.03691	10.22677	9.52958	1184.86793	8.42764	11.47630	9.76707	-67.33122	51.12543	6.57682	8.32191	8.10465
11.45172	56.31997	0.03517	2.58182	57.84966	0.00000	2.93448	53.93361	8.05369	1191.74520	12.37259	7.19820	9.24807	37.92792	64.33203	8.28352	6.61982	9.86340
4.64599	55.17719	0.07386	8.64004	74.86950	0.00000	7.37027	53.53395	6.09152	1122.47185	7.01482	7.37624	5.69447	33.72798	38.53190	5.88947	9.73665	8.48537
40.46797	65.49880	0.50246	8.60127	44.80813	0.00000	9.80462	26.91756	9.51789	1062.52102	7.93771	7.13657	8.54355	-82.07842	34.42430	10.28256	9.17586	6.41868
7.04584	53.55493	0.27354	7.23860	56.26163	0.00000	9.20429	43.91452	8.82842	1065.24958	6.70010	5.14440	8.66602	-69.96533	36.12118	9.24542	6.98560	9.18786
-3.92535	41.66025	0.09428	5.59686	50.77332	1.00000	7.86031	28.54944	8.18232	1190.87370	9.35795	8.76441	8.35399	-81.77285	33.34665	7.96295	8.88442	6.32930
10.99785	42.66085	1.49080	10.73661	36.03970	0.00000	10.97571	36.20829	7.02987	1149.68539	8.24387	7.66724	9.96745	-115.98391	54.98290	9.00422	7.98638	8.99394
20.91144	52.68846	0.06601	6.09703	48.70223	1.00000	7.06158	-11.78333	7.47875	1174.78927	9.91501	9.24225	8.28694	19.91667	58.40878	7.55469	8.23345	7.57624
20.15020	24.75110	0.44154	9.45455	48.17643	0.00000	9.72538	32.65246	7.27949	1120.06129	7.13405	6.92737	8.53691	51.67462	32.98662	8.02918	7.72999	8.22440
28.05603	59.83777	0.06693	7.67902	49.39921	1.00000	7.39602	43.67681	8.15301	1121.19891	5.47586	8.17759	8.12971	4.63031	53.61331	4.59600	7.67608	7.95083
23.77001	55.01679	0.05431	7.23845	31.62790	1.00000	5.55725	41.48199	8.07898	1161.63242	8.82306	7.33815	8.15537	-81.79819	39.18725	7.82627	8.42759	7.24611
36.95377	42.52494	0.09024	4.15901	55.82810	1.00000	7.57722	23.04419	9.01527	1108.51788	7.90138	14.29774	11.93563	-82.00919	33.61034	5.70787	7.92508	6.78579
27.68836	65.45775	0.04730	9.33924	74.82298	1.00000	4.68603	25.87972	6.68426	1112.04464	10.34639	7.41315	8.42170	-97.50417	54.56460	5.76688	9.18100	9.05442
26.25220	51.58876	0.44726	8.70297	21.39670	0.00000	9.70327	45.69558	8.30333	1128.04327	7.98889	7.98291	10.60539	4.7934	37.75986	7.76093	6.07509	7.84556
31.01723	24.61761	0.19685	4.70921	52.57337	1.00000	8.57199	3.3285	8.56185	1075.04120	9.10775	8.25117	7.04756	99.1625	53.19851	9.10383	8.96482	7.73292
3.90153	65.20544	0.05004	7.46484	44.46083	1.00000	5.44407	51.78967	8.66892	1068.44395	6.46474	10.34934	9.67910	1.15597	35.28921	7.25257	8.40275	9.59863
23.15942	67.66496	0.03961	9.07459	59.21594	1.00000	4.62767	20.22816	6.24389	1195.62919	10.24615	6.03750	8.86236	-103.5687	54.19458	5.72507	7.64295	9.64280
16.96181	61.59961	0.05353	7.41246	58.50815	1.00000	6.58125	30.81383	8.18749	1108.62663	8.21633	10.33600	10.81475	75.16878	53.96536	5.57988	7.22940	8.14254
14.14615	44.71934	0.07994	7.91248	54.07982	1.00000	7.34406	25.13915	7.17891	1056.49987	3.68670	9.41707	7.89942	73.06784	39.65508	3.31547	8.68754	6.33365
15.98844	53.15296	0.03458	5.67612	50.77878	1.00000	6.51690	36.08497	6.69688	1159.35425	10.64866	10.02385	7.64151	9.37082	44.89109	7.56221	6.74964	4.97528
14.22198	53.28005	0.05301	6.62797	31.01229	0.00000	4.64269	38.40917	8.52761	1055.07455	9.48513	8.29960	7.28479	112.73333	38.34930	7.17976	7.16238	7.16333
9.66461	60.31141	0.61989	1.81266	42.32079	1.00000	10.09575	-1.63333	8.02037	1106.39517	7.49133	13.39102	9.18744	13.58357	57.01785	8.90746	8.63500	7.69907
11.87116	57.62272	0.07173	5.56055	30.66223	1.00000	7.33218	47.56494	6.98668	1163.55711	7.15966	9.83491	11.74567	31.33078	87.72059	8.44839	7.76955	7.42194
5.99661	73.18906	0.07399	5.57881	19.85471	1.00000	7.33942	-21.44345	7.78739	1186.20805	8.51835	7.67942	10.37814	-65.71875	47.06256	8.74661	9.03080	8.89883
30.19648	50.57124	5.56734	13.39551	34.26829	0.00000	12.32099	46.08333	7.96058	1081.98082	8.20511	8.22068	10.87528	122.08333	40.40923	9.25524	7.55759	8.96549
-4.66812	42.54652	0.05309	4.17661	61.31074	1.00000	4.16802	10.63504	7.43991	1187.66660	9.49275	8.90019	7.67296	-85.43772	49.68267	8.66988	6.46955	7.55106
		0.05526	4.97459	38.00184	0.00000	7.32884	10.63504	7.97333	1092.88985	10.73769	5.46794	7.11103	-85.43772	37.75564	6.37926	9.19135	8.65840
4.14154	52.79388	0.07339	7.60471	31.71647	0.00000	6.58797	50.75767	7.68870	1095.95022	3.39109	4.82326	7.56689	-1.5443	48.32017	6.39518	9.05148	8.13191
9.57246	83.49978	0.07559	6.33695	69.28088	1.00000	6.94185	42.4251	7.26136	1187.39095	8.20665	10.04235	9.85605	-71.06616	49.50000	6.27035	8.25751	8.14029
6.28979	46.41122	0.04690	9.85322	53.56929	1.00000	2.83757	12.1277	7.37238	1085.66925	11.20216	10.22732	8.99993	78.15794	59.15734	4.13734	8.79611	9.39047
28.23819	60.93157	0.04368	8.99889	49.77774	1.00000	5.07092	-38.16604	8.04182	1177.30996	8.80527	8.33691	8.98138	145.13643	45.25900	6.11680	8.04336	7.44521
8.30347	58.45736	0.10025	6.79877	34.25361	0.00000	7.57978	22.19303	8.73802	1064.64852	9.14443	5.36082	6.48917	88.18466	37.48282	5.90261	7.37060	7.48681
29.06402	31.46256	0.09571	8.34949	48.10199	1.00000	7.89040	0.76755	7.47331	1073.62953	4.75729	9.96567	11.24917	24.43973	28.21145	5.87980	9.09824	7.60045
-14.78703	38.62241	0.07229	7.19772	31.49600	0.00000	7.01006	28.15112	7.73712	1172.01202	5.90922	7.72518	8.82801	-82.46148	35.92849	9.14442	7.63351	7.48853
9.31024	59.88787	0.12155	9.91649	34.54771	0.00000	7.71483	53.78333	8.68611	1071.62184	9.47817	8.61816	3.70389	-1.06667	36.33054	6.29266	7.00588	7.50538
1.11800	46.35368	0.06863	6.19588	64.78457	1.00000	6.95096	30.76468	7.01822	1112.77150	8.02352	9.81319	12.07078	74.12286	49.76261	9.36911	8.62767	6.85326
16.39101	69.42137	0.03918	8.88532	46.95163		4.82232	54.52156	10.10394	1100.27159	9.01968	7.80052	11.01799	9.5586	56.92560	4.52027	9.82848	7.45140
21.88990	37.69991	0.05500	9.66343	69.17394	0.00000	6.88425	54.03876	8.95946	1065.52809	5.26410	6.38954	9.66819	43.91385	36.99699	10.24250	7.54319	7.29439
6.77483	60.21677	0.04071	5.94431	53.34774	1.00000	5.86013	48.79325	7.63735	1099.52011	7.71574	10.00918	10.42289	2.29275	56.35907	8.12000	8.23795	7.31028
4.03986	39.23919	0.06454	10.77607	45.83073	1.00000	6.68336	34.95303	8.89785	1179.63085	1.80223	10.85182	7.13650	-120.43572	59.39492	1.60297	6.85848	8.51974
-8.08996	74.90105	0.07860	6.87665	69.40704	0.00000	7.23941	8.62261	8.53324	1192.81639	9.69274	7.26535	7.05522	-70.20749	56.28281	5.46889	8.91855	7.69498
8.93359	51.44645	0.09056	8.60463	77.83724	0.00000	7.56422	34.4833	7.35524	1095.29497	7.41423	6.16310	4.95896	136.84186	70.55707	6.86525	7.56872	9.10797
21.94703	73.55490	0.04759	7.15459	49.69435	1.00000	6.39018	53.46506	7.40603	1168.18112	8.14684	9.11890	10.80812	-1.47217	49.74509	5.86827	8.64055	7.47189
0.59053	59.41081	0.03550	8.34650	34.70061	1.00000	3.83223	41.9001	7.94689	1183.30779	6.69351	11.02864	7.40516	-71.08977	54.89887	6.24197	9.38219	7.48947
17.71582	31.06177	0.29599	4.07882	53.02248	0.00000	9.28933	40.98894	6.98988	1066.29302	6.41438	10.31756	12.67332	28.67582	40.53166	7.79356	6.76181	7.56349
16.77442	49.65980	0.04957	6.62804	48.35308	0.00000	6.54099	-23.85972	8.19917	1154.17849	9.13722	5.48102	6.10806	35.34722	28.23586	7.32114	8.54638	9.34088
20.38613	53.07012	0.07861	7.89695	50.38699	0.00000	7.25295	10.31672	7.59677	1168.88347	7.97466	6.34295	5.43332	123.89071	46.07383	6.84899	7.78258	11.15457
-5.13825	62.49693	0.05432	8.61835	34.66129	1.00000	3.81639	54.8421	6.91911	1083.66113	10.45643	7.93952	9.60478	46.5813	48.50297	4.14000	8.32159	8.45921
15.89665	61.63466	0.19736	7.10635	52.25993	1.00000	8.83854	52.71083	8.19205	1087.24419	7.96152	9.15989	13.68623	5.74861	57.88708	9.62137	8.32324	10.02755
6.47364	54.65167	0.04556	8.11343	55.75946	1.00000	5.57817	40.53123	8.05786	1189.94986	10.41488	7.25483	7.76123	17.58522	29.99344	6.32658	7.19173	8.26566
21.14266	55.36795	0.07092	6.70788	42.25479	1.00000	7.39630	18.65297	8.68188	1116.62664	7.35193	9.73010	9.45238	-72.09391	39.69506	5.10414	8.35912	8.82778
17.15743	62.38014	0.08338	5.94248	26.85713	1.00000		47.4943	9.23297	1180.01828	5.78567	11.54120	10.99625	-122.24092	40.37618	6.85877	6.51060	9.00570
23.87282	51.36691	0.31716	8.96776	40.69622	0.00000	9.31924	4.92675	6.97830	1132.19940	5.71825	4.56456	7.83962	6.26764	60.65840	9.90784	6.45370	8.73463
11.37728	42.92806	0.06379	8.03993	48.90659	0.00000	6.96446	-28.24	7.82732	1151.69743	9.42710	8.16069	4.50760	-48.67028	36.42644	7.12374	7.10159	7.33431
19.66866	59.53328	0.05739	7.67738	64.66229	1.00000	7.20287	-7.51611	9.12881	1099.93289	5.85709	9.68201	9.82078	109.05389	33.06653	6.04611	8.37849	6.78696
28.83025	41.76349	0.05872	8.87177	66.29263	0.00000	6.92195	41.82143	9.04657	1126.31296	12.34419	9.18924	4.24866	41.77921	31.30390	6.74118	8.73427	7.05598
8.07337	59.66856	0.07187	9.19386	44.54035		6.53234	51.65333	8.37278	1062.14933	6.87674	8.13627	10.14799	5.2875	57.32286	5.46775	8.30274	8.95732
21.81972	33.26979	0.11930	8.46755	33.23554	0.00000	8.35848	43.1009	7.41062	1093.56218	7.67824	9.38159	10.15941	-75.23266	54.47932	7.01850	6.40410	7.17144
-0.20057	29.68691	0.07656	6.48299	68.76514	1.00000		56.9083	6.93568	1165.94180	5.35551	9.16299	9.18508	60.8019	29.88164	5.36728	8.21581	7.37422
26.91829	59.78050	0.03955	5.41447	49.32205	1.00000	6.86525	50.82709	7.92343	1108.62534	8.64790	10.45624	9.66813	6.9747	63.60446	6.68564	7.05055	6.93227
1.68123	37.72227	0.50794	6.95297	53.63145	1.00000	9.85130	51.03427	7.85726	1095.74740	6.58933	4.08724	7.81728	5.37429	67.75380	8.97883	8.04753	9.28623
21.16641	38.29612	0.17794		56.89801	0.00000	8.72360	-28.81833	11.08877	1133.25729	6.30386	6.93440	10.73324	-52.51028	50.15841	8.57333	7.93896	7.81091
23.83334	41.02187	0.03455	4.96973	40.74169	0.00000	6.20094	50.18545	8.34887	1152.41541	8.36214	5.01412	8.78387	27.06365	49.36875	6.15901	7.43734	8.76939
0.64217	41.55890	15.06771	9.56645	30.32966	0.00000	13.32242	34.8825	7.19138	1176.40168	8.95901	6.72313	9.75653	128.62667	53.49799		8.75162	7.30064
7.90652	76.42766	0.04987	7.65853	60.72263	0.00000	5.50313	-13.7804	8.96548	1110.71425	10.33338	9.56206	5.79704	34.4587	46.51953	7.10114	7.42155	7.72398
