TEMP	PM10	CH4	PRES	longitude	H2CO	NH3	NOx	PM2.5	PAHs	SO2	latitude	CFCs	warning	CO	C2H3NO5	O3	Pb
17.47094	6.17945	7.85861	1070.44289	28.88222	40.46382	8.12925	8.78175	7.69784	8.06497	5.46990	40.37528	45.94694	0.00000	6.86145	0.08372	8.18110	68.99363
6.94568	7.20223	5.30852	1123.37538	-82.07842	30.62307	9.51166	8.26069	6.76146	6.55297	8.45311	26.91756	38.98786	1.00000	9.37846	0.09275	7.64849	41.96659
23.49753	10.79562	9.68661	1190.87860	-71.06616	53.61367	8.89152	6.91918	8.01850	7.79561	8.52320	42.4251	47.71456	0.00000	7.40569	1.45771	10.75035	57.97702
16.60831	4.59990	6.38249	1187.96127	-13.68778	54.70253	11.88396	7.39330	8.02073	6.38170	8.77619	9.535	32.68305	1.00000	8.08809	0.04434	7.94758	59.81150
-5.89574	9.24039	8.98274	1182.53607	88.18466	70.37813	8.60653	9.34555	6.52895	6.47878	8.72838	22.19303	42.30966	0.00000	7.08787	0.31411	7.18579	60.51734
31.45516	7.12413	6.45432	1158.62412	13.10984	47.42227	9.85973	6.59025	8.73849	8.72201	7.95049	51.30001	28.93574	1.00000	7.29968	0.06992	7.75252	61.11648
12.34235	10.56627	9.00760	1105.66065	109.05389	56.12067	11.55272	8.98766	7.04376	5.80708	7.80340	-7.51611	51.99576	0.00000	7.38439	1.16579	9.09357	43.73558
21.25762	7.54089	8.44144	1122.53007	-73.9614	41.04516	6.65566	8.22822	7.64187	9.25031	8.50078	10.15031	41.10224	1.00000	8.14401	0.11549	8.13554	69.89346
12.21912	7.90577	6.32955	1058.68568	-2.58736	50.89687	8.38100	7.17709	7.53151	5.83073	7.70963	56.56317	52.18895	1.00000	10.15388	0.13786	9.14987	39.16649
24.80396	8.80140	8.00970	1094.21534	-117.14392	70.87985	9.52507	10.10832	8.06086	8.29837	9.78614	32.9156	27.42481	0.00000	5.45714	0.25124	9.51354	54.12926
31.55266	4.82647	8.16667	1162.30059	126.665	32.02914	10.05975	6.68696	7.62684	5.90725	7.56300	36.6009	30.08648	1.00000	9.66452	0.03195	8.20291	62.19827
7.18047	8.96430	8.38142	1131.09908	130.94098	51.58904	5.64998	9.34772	8.51047	8.39106	7.98529	33.3213	67.77150	1.00000	7.44416	0.27143	7.26153	52.00104
14.98507	10.90411	8.68518	1064.30138	-99.32556	52.58327	10.19101	8.48091	5.91514	7.41951	7.65361	19.32889	52.47814	0.00000	5.87055	1.60868	8.47238	33.79840
12.39265	6.99470	8.59051	1193.95212	73.7553	15.22441	6.32185	8.81931	6.15493	8.77576	8.67224	15.5439	65.71361	0.00000	4.94868	0.06261	6.53497	69.08517
1.46802	6.66149	11.93672	1170.61188	122.20488	55.97416	5.51305	6.29696	7.43211	9.18503	6.81856	29.98869	29.58423	0.00000	3.38477	0.08293	7.86732	46.26102
11.65222	7.91947	7.78115	1188.17581	20.22625	32.82339	5.80758	8.99654	7.65235	7.73193	8.03303	30.75545	37.77299	1.00000	4.86519	0.12879	7.58883	51.25016
8.72855	5.36310	8.95900	1123.78958	103.61667	66.18480	12.49797	6.24774	8.45092	6.02631	7.74218	-1.6	43.59845	1.00000	8.46869	0.03170	6.44474	66.56483
-5.14954	8.43913	1.51336	1095.51817	9.5926	66.82148	5.95275	8.54822	6.61794		6.62226	52.86147	13.18416	1.00000	11.37357	0.18713	9.79091	55.64769
17.88309	9.89347	9.60649	1109.37613	36.7138	48.29295	10.57886		7.44341	4.86210	7.27855	35.95664	47.86128	0.00000	6.03701	0.60859	6.04026	58.44142
8.71599	6.81554	8.87601	1173.81836	16.91667	57.86451	4.57770	6.97173	8.75075	9.71892	8.26637	-21.98333	24.05780	0.00000	3.95970	0.07698	7.49406	48.86558
19.02992	10.01050	11.53115	1114.30215	29.26639	59.11764	7.87948	9.33616	7.63133	9.73688	7.94383	37.58105	52.43374	1.00000	9.96983	0.70452	6.70690	52.81919
26.02290	5.09786	5.66456	1059.45224	-122.86705	62.14361	8.78650	7.24474	6.01035	2.22766	8.33930	45.49428	49.64420	1.00000	12.28703	0.05861	7.56132	45.45353
11.61053	10.52510	10.67263	1197.69453	4.74161	78.40153	10.38368	8.05303	7.81880	4.70646	7.69108	7.62789	44.41502	0.00000	7.14788	1.12484	8.14201	67.94835
14.35971	6.96345	6.36093	1070.82429	-78.04471	60.22099	8.36930	5.85244	8.77958	6.96653	8.23175	34.25628	53.12122	1.00000	9.27643	0.09323	7.05647	74.49916
20.34640	10.36612	10.62753	1099.50308	78.14797	55.00104	7.35748	9.78483	9.29304	9.50808	6.55174	15.45144	62.32492	1.00000	11.75676	0.95081	6.71045	52.53632
9.47398	5.78630	6.78590	1192.76979	-51.50361	30.40096	8.94234	5.51010	9.01745	5.11231	8.29482	-29.2975	55.38936	1.00000	9.89757	0.05657	7.32050	61.88742
-0.15184	6.54668	10.96227	1100.84213	79.883	58.01225	9.57255	11.28293	7.58478	3.63546	9.79988	6.9909	31.91899	0.00000	5.92645	0.06489	8.72612	52.47064
12.51141	7.76220	5.19548	1155.18977	71.57118	35.95944	7.50886	6.20764	7.47597	5.99650	7.40386	32.87533	45.87411	1.00000	9.83630	0.11365	8.19745	43.56389
28.29876	5.78734	9.32117	1066.64680	-1.64295	42.14729	7.45796	10.06877	8.34213	9.09354	9.76062	42.8139	69.85335	0.00000	8.14472	0.04135	6.05380	34.18599
13.52910	6.64538	11.56570	1050.30856	113.82465	83.37911	4.52836	11.21714	8.24193	10.56307	7.30675	23.29549	57.78465	1.00000	7.69263	0.06672	8.65353	49.66387
27.37974	7.51107	10.53092	1138.06964	6.92917	53.52352	5.86897	7.55353	7.76696	9.55319	9.54205	52.31333	54.68450	0.00000	4.51120	0.09588	7.30039	58.70149
-3.14833	8.49679	8.57691	1199.25150	119.58627	49.80790	5.68364	8.78366	8.45336	9.43600	6.77785	23.5654	5.10565	1.00000	10.42972	0.19204	7.36326	63.61502
20.81144	7.86694	7.36149	1115.32339	-3.59625	36.20340	8.12189	5.90493	8.01680	7.33903	7.66546	5.27247	42.89270	1.00000	8.89860	0.13458	8.97771	53.54252
29.42510	9.53668	9.70349	1194.83592	-73.97069	48.00023	9.37461	9.17441	7.14334	5.17100	8.31928	40.64621	64.39109	0.00000	6.37938	0.45878	8.54260	60.33107
29.16553	10.42743	4.09864	1161.69130	4.69889	45.26808	6.09071	5.64454	8.19153	7.18018	8.30490	50.56149	23.89426	1.00000	9.39848	1.00023	7.57438	50.14825
19.56652	8.50822	11.88655	1105.66125	-74.15987	65.81899	5.91761	10.26484	7.90726	10.47733	9.98284	40.82232	32.06200	1.00000	6.60825	0.16026	8.93796	58.95318
24.39991	7.53982	5.12066	1071.48438	-59.13316	39.37853	7.26840	6.44804	6.33713	6.29799	9.43125	-37.32167	69.38589	1.00000	9.98299	0.10147	7.71699	50.61274
1.18836	3.76647	6.44550	1189.17642	0.93333	51.79670	7.07695	8.58655	6.58999	6.07248	8.28033	52.68333	52.84949	0.00000	6.99146	0.06028	7.22114	40.58905
21.63865	8.35167	5.80142	1134.83983	15.07041	46.69709	9.26756	6.37311	7.32440	8.22889	8.62265	37.49223	32.06463	1.00000	7.51325	0.18750	6.24445	66.99623
5.81596	7.66622	10.80246	1064.24751	-15.6	59.68359	5.49948	10.35872	5.88904	11.55226	7.99780	13.56667	58.93212	0.00000	7.85184	0.09746	8.18730	31.82754
9.35871	8.23434	7.90953	1087.54848	-95.30106	47.74797	7.10731	11.16266	7.29365	9.20003	7.74681	32.35126	32.19993	0.00000	6.79109	0.15304	7.20964	58.88827
12.18022	8.08711	3.04762	1171.80156	51.3452	46.70735	5.24931	8.29932	7.94530	3.76554	7.47584	53.37596	30.89081	1.00000	12.85512	0.13491	8.47043	67.57011
20.81929	6.02014	9.34334	1127.15186	122.22833	42.13120	6.22376	7.69145	8.80761	7.71322	8.37145	40.66482	30.66001	0.00000	5.43521	0.07555	5.48471	51.62073
12.94991	5.52360	6.47607	1066.99313	26.01649	52.97593	9.32263	7.00369	7.15524	6.11998	6.59639	44.43579	52.29502	1.00000	9.69160	0.05484		26.69665
10.52700	8.73325	9.31223	1066.37983	75.16878	32.64681	6.75631	8.73732	4.75179	10.78447	8.53660	30.81383	42.36442	1.00000	9.53185	0.22653	7.60295	43.51242
18.39387	4.91895	6.99955	1154.27405	-5.682	32.22394	7.72565	9.77460	8.40416	6.41668	6.94825	5.84752	58.98490	0.00000	8.96528	0.02750	10.06380	36.76131
17.50922	8.93775	4.00089	1152.55246	51.67462	59.19121	5.12405	7.20439	7.91572	6.03315	7.84227	32.65246	32.90051	1.00000	11.20016	0.28655	7.35684	60.33277
-1.24324	7.04156	4.14431	1109.77386	0.93333	55.57072	6.57904	5.75217	9.54863	4.52893	7.24355	52.68333	37.52371	1.00000	11.16244	0.08024	6.35340	19.47168
6.40965	4.38192	7.73355	1128.83628	8.77069	67.87158	6.79745	10.48517	8.42069	8.02400	8.27603	50.80904	39.46148	0.00000	9.21459	0.03280	8.95076	50.64993
4.72577	9.03272	10.58891	1193.94498	-74.15987	70.75194	5.53994	10.42926	6.17038	10.09391	9.10567	40.82232	36.19459	1.00000	9.22841	0.28233	8.23864	57.63258
16.24648	3.69300	9.93786	1197.36263	-95.30106	66.55977	9.50887	6.77908	7.89009	7.56005	7.06384	32.35126	59.20072	1.00000	9.41354	0.04065	8.86268	44.70124
14.62097	7.62375	10.85626	1052.23804	-98.1664	52.52297	7.21339	7.39333	7.29819	7.94582	9.10982	19.32932	28.09532	1.00000	5.76406	0.11881	6.59968	49.37542
19.38748	9.51699	9.67053	1052.65802	77.656	36.42487	6.02536	10.56956	7.49970	9.34389	7.44745	28.71271	42.27549	1.00000	8.01818	0.44849	7.90529	64.72497
21.28483	6.57664	8.64099	1057.85434	51.3452	29.75039	7.60217		9.04670	11.10479	7.27190	53.37596	40.95241	1.00000	8.19121	0.04937	7.24105	49.36406
24.50405	8.00068	7.82322	1176.81293	34.8732	34.75109	11.51387	5.53737	7.86419	8.31614	6.87710	32.05971	30.14122	1.00000	6.43027	0.12861	9.17158	53.43454
2.10183	6.97200	10.09837	1134.39698	-73.86586	42.80226	4.68584	8.71345	7.27665	10.62207	6.21795	45.43341	35.38734	0.00000	4.84707	0.09096	8.22449	59.53248
19.69851	3.92089	8.08817	1080.74586	77.9129	47.84398	7.28121	8.11339	8.33519	7.52305	5.94898	25.6439	47.45943	0.00000	7.28401	0.07777	6.17142	62.30263
17.88472	4.00747	9.82792	1182.96391	-120.93549	66.73200	7.26690	9.43611	7.21711	8.48346	7.01476	37.73604	60.43256	0.00000	8.41155	0.05359	8.29469	28.23658
12.77894	9.82142	8.40910	1134.85320	-0.76667	51.42412	6.84841	8.72061	8.97299	8.24365	8.15868	53.38333	62.02227	1.00000	9.32213	0.57992	8.49163	45.51481
14.02733	6.62083	6.43669	1156.32351	91.84128	53.34411	9.84951	6.81035	7.31851	5.09890	10.71166	22.83957	63.30095	1.00000	9.72667	0.07188	7.33964	44.31757
14.19441	9.93548	9.61645	1054.19086	2.12213	56.93074	10.62436	9.21586	9.44807	5.72651	8.55077	48.8222	59.10885	0.00000	5.63829	0.65163	7.54193	71.40854
-4.25829	9.44877	9.87672	1137.33917	-85.43772	40.78826	10.10490	9.64297	9.38220	5.16268	7.60591	10.63504	57.93661	0.00000	5.59882	0.40087	11.69716	73.76711
21.28615	5.90790	10.46330	1167.57357	-1.08593	50.79626	6.64291	9.43107	9.52059	9.36552	9.08204	50.79205	59.77579	0.00000	8.06697	0.06482	7.47357	56.72524
30.86779	6.25494	7.88563	1106.13958	70.96699	41.15729	7.37445	8.78398	8.67849	12.84710	9.62131	30.46907	32.12991	1.00000	10.51832	0.07916	6.72341	44.62647
3.68093	6.47125	7.18863	1089.80269	9.40531	63.61836	6.83420	10.95685	6.29108	7.91661	7.48619	45.53069	42.08188	0.00000	7.87991	0.05811	7.77072	78.45544
22.32963	8.41803	7.41894	1051.01731	-0.74934	49.75987	7.44395	9.17157	9.64512	10.21888	8.17204	51.62907	42.25587	0.00000	6.79497	0.15795	8.07255	50.77295
16.37903	5.34704	6.98905	1057.25826	-0.45877	83.69030	9.65472	6.41579	8.63215	7.89411	8.25581	46.32313	56.46841	1.00000	8.23892	0.05723	7.68104	51.84111
19.50711	10.43254	8.65178	1053.42715	59.4839	44.24901	8.48097	8.47388	5.36374	8.31412	8.13508	58.7002	54.48263	1.00000	6.64346	1.03604	8.25473	56.15427
1.16008	9.80181	9.93100	1196.84983	-1.99421	45.78720	5.00799	10.36004	8.02763	9.07959	8.31608	51.35084	24.75956	1.00000	9.23973	0.55187	8.54575	64.88656
3.70712	7.29525	10.61909	1092.48743	74.85849	42.65138	5.16533	6.82121	7.08724	8.10066	8.14777	31.28092	29.49608	1.00000	7.96253	0.10245	9.14559	41.90839
17.49421	9.37793	9.61421	1083.79912	-120.00865	71.21923	6.03357	9.98179	6.49654	8.03865	7.65165	46.32374	30.47687	1.00000	9.46898	0.38754	7.93972	60.08088
12.09564	9.54340	10.54161	1088.56575	44.7662	43.97056	9.56191	8.44587	8.71955	5.29281	8.91880	40.49748	32.85493	0.00000	7.27895	0.44171	5.66167	29.80531
13.49238	6.98323	9.62530	1144.64380	-84.20299	61.42568		10.60046	9.16382	10.65430	9.12383	39.43534	62.63272	0.00000	8.23744	0.06348	8.12455	46.77890
17.64568	5.77055	7.41037	1056.30381	16.91667	57.50412	9.82674	7.84511	8.20847	8.65309	7.49806	-21.98333	64.58635	1.00000	8.23648	0.08297	8.06995	58.76854
9.68540	7.15666	9.04470	1090.85899	-1.05366	62.82811	6.61430	7.25694	8.96971	9.88189	7.47992	43.71032	63.22563	1.00000	8.67421	0.08910	6.44837	66.47938
5.74103	3.83587	10.64504	1185.51847	-74.26419	61.75900	12.81029	6.31947	6.30622	8.40837	7.76987	4.73245	50.41137	1.00000	7.14902	0.05569	7.46921	58.05592
12.10064	5.37627	6.59666	1134.13852	-73.89125	46.44099	6.74990	6.64379	8.61485	4.62576	7.61971	40.67705	42.25795	1.00000	11.88329	0.02955	9.59767	54.07963
2.72413	9.63937	11.33427	1147.89404	-77.43532	77.53513	6.24512	10.86354	7.40834	7.63443	7.41850	20.14298	40.95140	1.00000	7.96625	0.50733	8.42517	52.98124
13.72522	7.25436	6.31318	1136.59089	79.883	56.11569	9.18658	5.01497	7.00243	5.47543	8.75588	6.9909	28.98630	1.00000	9.22039	0.08773	7.95182	55.56592
11.02698	7.76089	8.39404	1136.42653	35.96944	62.58140	7.82209	10.24997	6.97900	9.30501	6.51646	56.03361	53.01685	0.00000	7.40973	0.11695	7.12515	44.69171
11.46123	10.75883	8.74027	1078.86304	-48.29694	65.62964	6.67235	9.74265	9.16807	10.19871	7.24197	-20.87306	19.52360	1.00000	9.00963	1.39953	8.83450	67.47787
18.78288	7.78345	8.94783	1079.05848	89.20083	43.08358	5.32768	7.90417	8.28085	10.31564	7.11888	55.54028	59.78414	0.00000	3.38823	0.13353	9.11193	38.16870
8.96951	8.07023	9.35078	1105.50089	8.52462	62.45202	8.75459	8.84112	8.55725	8.87534	6.80489	47.30997	59.92013	0.00000	6.62233	0.12997	8.30182	47.70274
14.19504	12.73440	11.50380	1181.63383	-50.00639	44.78582	6.78862	12.18655	6.49101	7.80250	7.59427	-25.42944	54.45012	1.00000	9.28390	9.78584	6.97474	63.58289
10.75539	6.19095	7.05666	1105.11474	107.60389	49.44706	8.12074	6.55294	9.31552	7.30848	9.70015	-7.01833	33.18572	1.00000	9.28763	0.06441	7.61725	71.24862
13.82827	8.44710	7.77827	1198.10038	125.51176	28.57285	7.26659	8.43491	10.28738	10.33654	6.98486	42.64031	36.14321	1.00000	8.95742	0.18378	8.38165	67.96337
14.33178	7.68975	7.15085	1114.95685	122.05228	50.04208	10.09246	5.10112	7.19436	5.07750	7.71646	37.19723	75.00397	1.00000	9.15184	0.10362	6.95315	29.88875
-1.98982	9.68444	9.81643	1058.99937	-52.2	42.31195	8.81631	7.94449	6.91313	7.48912	8.81672	-28.44917	47.59353	0.00000	6.22366	0.50885	6.52257	67.13732
17.65974	10.50719	9.66641	1191.61588	13.39954	55.26925	9.61114	7.03785	9.65051	7.77180	6.94319	43.62558	20.19931	0.00000	7.89979	1.10821	7.56371	46.83088
14.59221	9.75294	10.85235	1094.29267	144.09638	46.56548	4.80860	9.58391	8.43577	6.20512	8.96306	43.82634	33.75135	1.00000	7.77322	0.55656	7.04157	57.15946
25.93510	6.45664	6.11294	1141.22015	-99.32556	38.38394	6.93299	7.52533	6.51109	7.07064	7.39209	19.32889	54.93158	1.00000	10.33810	0.06933	6.70193	45.45616
22.86911	6.87877	11.09734	1092.80279	127.08472	41.29214	6.42598	8.86502	7.69358	10.27174	7.16560	36.20389	19.47484	0.00000	6.53693	0.06594	7.91078	54.94162
15.58740	8.47792	5.81892	1063.34693	7.00417	61.39878	5.38804	9.01182	7.30098	9.91137	10.20516	52.26083	55.24501	1.00000	9.86906	0.20509	8.07055	85.62362
-6.28453	9.31948	11.41676	1148.90714	4.52514	55.27071	5.77613	9.69858	8.06723	11.14750	6.88821	12.74482	65.16696	0.00000	4.97310	0.38148	8.12379	28.66145
-2.86098	7.17556	7.84616	1121.05707	-122.2054	67.43598	7.36155	6.94706	7.84134	9.97238	7.27725	47.76232	65.04372	1.00000	9.69255	0.09178	9.48174	43.13024
24.33424	7.33033	8.56667	1126.95342	53.47103	64.95174	9.81901	6.48522	7.51121	8.12239	8.41018	54.48147	43.28554	1.00000	7.97958	0.10811	7.09517	58.34554
21.54449	5.45266	8.67898	1143.80635	-5.682	43.69395	6.14046	10.81158	9.15482	9.80992	7.41482	5.84752	31.60208	1.00000	8.59933	0.04994	7.42350	55.90765
30.98988	5.45664	8.56043	1154.96698	73.97117	48.62516	10.75460	5.99444	7.29486	5.63666	7.15509	31.96258	52.32209	1.00000	9.39921	0.06778	9.09731	63.36081
8.02556	7.20600	5.78416	1084.81245	103.6032	41.88959	7.89625	6.49894	8.11063	5.10108	7.36960	1.6561	49.15405		10.44773	0.08242	7.66396	19.30605
1.46952	9.26839	8.50705	1077.37705	15.07041	46.15454	6.72229	10.66776	4.57389	10.41474	7.82569	37.49223	49.81453	1.00000	7.76464	0.34087	6.69461	46.80653
0.10142	11.91829	10.93388	1155.34705	-73.97069	51.64480	5.95355	9.42286	8.74046	5.56968	6.25822	40.64621	55.51682	1.00000	8.53058	4.36720	8.11646	45.50919
22.11574	10.06838	10.94072	1126.29044	-77.03116	31.85813	7.51773	8.73001	7.93295	6.44321	7.17468	3.8801	35.28249	1.00000	8.40447	0.72372	9.73618	59.67697
19.09429	6.98607	7.42289	1142.61303	9.02596	48.71050	9.12009	7.61374	8.81529	10.91450	8.11612	48.21644	45.04364	1.00000	7.01389	0.08038	7.90838	75.67675
11.65344	6.80127	6.40173	1167.68868	-93.75018	27.96533	10.81637	5.84480	7.48214	4.59475	10.35832	32.52515	28.74616	1.00000	9.02467	0.07418	7.37921	42.24005
-6.48553	8.81476	11.57895	1083.91857	-72.86843	74.77173	5.08254	8.45262	7.05378	6.91268	8.11351	41.27621	56.74257	0.00000	8.28566	0.23492	8.81548	41.29732
1.82302	9.50336	9.74302	1170.11455	34.37389	56.55579	5.81174	11.71924	6.53784	10.52480	6.43533	40.1675	31.43279	1.00000	8.06560	0.44202	7.56282	52.18191
21.92414	9.88368	10.22934	1158.64853	78.15794	35.28917	9.43241	7.46574	9.41777		9.30515	12.1277	43.54964	0.00000	7.87352	0.60649	7.88234	56.36658
12.40606	6.93920	9.48788	1139.67833	68.11759	32.50431	6.05127	9.77666	8.01919	9.77492	6.44731	26.9423	39.55969	0.00000	7.35078	0.10033	8.97614	57.54147
11.13984	6.98736	11.74420	1117.67657	-5.22126	39.13644	6.23890	9.08230	8.03947	8.79604	6.62187	33.43443	19.63940	1.00000	6.46971	0.07298	9.43716	75.12910
12.51561	5.75240	7.70156	1054.57373	-3.05814	56.01558	10.89092	5.90915	5.63496	6.36047	7.62198	53.00974	66.17261	1.00000	8.47498	0.07516	8.59697	49.22996
21.73277	5.27091	3.28743	1140.74654	36.36339	37.81616	7.80921	7.17167	8.37764	2.91108	6.10113	0.03813	58.53498	1.00000	11.90694	0.04329	9.60887	39.16965
16.77850	5.30507	7.34902	1178.59492	-4.1	31.82606	8.95868	9.80526	7.66715	6.31665	6.83444	48	41.18652	0.00000	8.54879	0.05928	8.15717	66.43257
24.42458	9.88867	10.50485	1121.95462	37.56667	45.72114	5.93713	9.44365	6.42889	8.90386	7.57287	55.85	69.66793	1.00000	9.22239	0.60413	8.56265	65.17663
23.52861	10.22686	10.02532	1186.19789	-15.6	42.12555	5.09496	9.97944	9.68870	7.94071	7.14593	13.56667	56.75146	1.00000	8.29347	0.84553	9.59316	49.41882
4.91030	7.06213	7.60340	1163.61099	112.9	73.66645	6.04065	7.77173	7.00327	9.28193	7.22853	27.85	67.53536	1.00000	9.26149	0.08715	7.71565	60.86204
7.66311	9.23425	9.29185	1060.08696	-117.29198	64.99404	7.94147	10.45735	8.57406	11.15847	11.08432	33.03699	55.98981	1.00000	10.63118	0.35693	7.45155	55.19342
10.08261	11.07416	9.89080	1172.32630	-76.43941	42.44013	10.46000	7.86246	8.80624	5.08664	6.90882	39.33427	57.05048	0.00000	7.16213	1.89725	8.56429	71.45139
12.75392	9.39973	10.94989	1051.67738	11.04979	22.87105	6.15048	11.31228	7.51309	9.31301	8.27992	44.59445	50.72212	1.00000	7.79778	0.38168	6.95392	56.12895
12.33043	9.57587	11.79377	1197.57562	-76.99081	57.18664	5.25336	8.21677	9.94760	8.46691	7.39139	38.96372	37.81314	1.00000	9.27478	0.47363	8.14857	75.55959
5.44574	8.01159	5.68271	1078.92594	76.32756	63.41374	6.56192	6.92930	8.15378	6.81405	7.76690	9.57046	63.19530	1.00000	10.27222	0.15685	8.07003	44.41603
18.89645	7.20091	5.76460	1094.57485	-13.68778	85.49293	9.06810	7.72041	7.02899	7.36374	7.45959	9.535	54.59889	1.00000	9.02626	0.07771	7.80681	39.38454
7.12916	8.83025	9.41380	1111.10654	17.22635	60.76255	6.89120	8.44554	10.41732	10.31192	8.12697	48.8449	60.04930	1.00000	10.84961	0.28246	9.71705	40.26496
10.79371	10.32194	11.00108	1111.46078	85.83636	22.22060	7.54165	10.01643	8.89177	9.83604	7.55185	25.66795	21.63791	1.00000	8.29208	0.92332	7.55412	76.05457
17.92378	5.54334	6.39907	1100.06864	13.44275	57.41561	8.41243	6.89150	7.84263	3.41887	8.51428	38.07789	31.63085	0.00000	11.88717	0.02805	6.59714	44.94250
10.61874	8.70477	2.77500	1135.44829	128.9889		6.10778	7.06082	7.04554	3.99551	8.22015	37.1759	32.14746	1.00000	11.62606	0.23784	8.89359	30.86886
6.23300	6.22352	10.38117	1055.06802	-80.58556	36.15153	6.26309	7.93256	7.11182	10.01504	9.21871	22.98212	27.93815	0.00000	6.20903	0.03973	7.51123	39.81919
33.59870	5.73537	7.89414	1108.49151	32.6178	62.53831	10.06257	6.19700	9.13194	6.52531	8.79904	46.65581	40.33789	1.00000	9.05431	0.06931	6.91192	60.72417
27.50375	8.09951	7.31122	1122.99699	-99.73314	42.50308	8.20801	8.90618	7.91234	9.63415	8.20153	32.44874	61.60479	0.00000	8.10782	0.12343	6.77103	47.57897
18.28212	9.47600	9.80332	1160.52511	41.00817	45.42600	7.33145	8.14106	6.84597	9.25376	6.74215	38.13708	65.47712	1.00000	9.25913	0.44854	8.02251	50.86410
-1.08564	8.23193	4.04702	1192.71163	-82.46148	51.25576	7.21353	5.66991	6.36272	5.56495	7.51030	28.15112	54.07633	1.00000	9.86059	0.14990	7.46623	50.55809
17.33436	7.75580	8.92232	1084.42202	3.39467	64.55239	8.94656	9.69391	8.24052	7.54525	6.07768	6.45407	29.28372	0.00000	7.60109	0.08354	7.95516	49.92798
10.60683	6.10640	7.44261	1061.77522	-34.88111	46.97511	9.24142	8.68774	8.35539	9.62494	6.79117	-8.05389	40.56636	1.00000	8.15015	0.07192	9.41513	66.08265
12.52305	8.96817	8.80887	1067.67575	71.57118	41.45680	6.18588	8.85029	7.84987	10.05412	7.78472	32.87533	59.41392	1.00000	9.20087	0.27026	8.22666	59.49639
23.45003	8.53180	11.11497	1177.87361	140.11667	48.68941	7.44374	6.47124	8.41482	8.06539	8.79859	37.56667	44.25224	1.00000	7.69505	0.20967	7.26561	51.77130
