CH4	TEMP	PRES	PM10	H2CO	warning	Pb	SO2	CFCs	CO	PAHs	NOx	PM2.5	latitude	C2H3NO5	longitude	O3	NH3
6.62316	10.64322	1117.66332	8.96855	61.25118	0.00000	39.63280	7.29888	66.31671	6.51787	9.23916	6.12643	9.83602	53.83333	11.73678	-2.98333	7.62725	6.46329
7.11461	19.83681	1120.56448	6.15279	48.04806	1.00000	57.99540	5.70922	53.32741	7.95948	5.23544	6.72126	4.23967	47.38093	2.20535	-122.23484	5.62692	8.23561
6.71438	14.47943	1160.46275	8.25832	56.18361	0.00000	47.24398	7.84353	68.53993	8.15085	5.42080	5.71388	9.03479	37.49073	7.35890	-2.77259	7.10002	6.66880
6.82921	-1.23473	1132.54343	8.09135	52.26255	0.00000	32.98405	7.83724	55.51372	8.22733	6.85859	6.48292	8.54662	42.24113	4.67610	-88.3162	4.97091	6.69024
8.42116	6.88529	1135.02958	7.38919	25.39105	1.00000	58.63935	5.64682	57.76353	7.02594	8.58188	6.36771	7.55592	42.50729	3.10445	1.53414	7.28370	6.83231
7.97568	4.03330	1139.33869	8.86372	46.48449	1.00000	42.31265	7.91571	60.10010	7.21975	6.43179	5.51293	7.50096	50.8	9.97481	3.16667	5.85443	6.42374
8.31578	24.50869	1136.03241	7.94109	53.58083	1.00000	55.33976	4.52708	77.45711	6.77169	9.50791	6.78708	7.13588	6.9909	3.77080	79.883	6.63318	6.09011
5.55138	35.70079	1151.37857	9.75518	38.80504	1.00000	47.21423	6.80492	64.40369	8.46578	8.19353	5.72603	5.02290	43.67681	24.28584	4.63031	8.41080	7.67327
7.90096	4.95959	1172.89358	7.92496	36.56894	1.00000	44.61910	6.34302	73.72166	6.89001	5.24900	6.90681	4.18850	53.83333	6.16610	-2.98333	6.23665	7.23852
7.16687	13.26228	1190.62909	6.92526	57.84794	1.00000	29.29963	6.46070	70.65192	8.24896	6.87726	6.13645	6.89432	53.83333	3.77338	-2.98333	4.78727	8.01903
8.27763	10.14071	1077.98035	7.64262	54.23969	0.00000	54.99875	7.68551	55.22094	7.29852	7.01744	5.83503	8.73839	57.47908	4.10299	-4.22398	6.61600	6.79714
5.94844	33.06042	1080.37499	8.30592	46.26334	0.00000	46.85551	5.95543	64.69602	7.00465	9.35382	7.86725	9.29660	45.47885	4.50120	133.42825	7.86346	7.10555
8.06504	6.51608	1192.69187	9.34042	68.28841	1.00000	39.33157	7.07152	55.40781	5.99138	7.00952	5.72592	7.43275	43.62558	16.47256	13.39954	6.97376	7.42032
8.43911	1.57874	1151.82179	6.92311	39.16809	1.00000	38.16495	7.53239	54.88140	6.19181	9.34758	7.64163	6.94777	48.25	3.35826	16.4	4.80286	4.51694
8.16195	16.82407	1127.11975	6.67529	35.65743	0.00000	49.87735	8.20713	76.35306	5.56084	6.72252	5.79130	8.85026	7.65649	3.90770	4.92235	3.39299	7.50137
	-11.36345	1146.88789	8.60982	39.61796	0.00000	63.37400	7.62856	59.21083	8.03993	6.76875	7.92410	10.32019	24.81757	8.50428	84.63445	7.45287	5.71639
8.41015	15.59756	1173.43796	7.16963	31.27413	0.00000	49.42218	6.48959	56.99843	8.88273	8.19455	7.89562	8.58920	51.65333	4.57993	5.2875	5.61378	8.87004
8.81489	13.97660	1117.04208	9.14653	22.75252	1.00000	50.49844	4.93418	61.94222	8.82762	9.37154	6.07658	6.29757	13.70727	14.41327	9.15013	6.80371	6.46019
5.82246	18.51200	1127.76227	6.75202	42.13190	1.00000	59.86868	6.26779	66.65829	7.98897	6.24544	5.76409	6.68190	40.55851	3.79611	17.80774	6.02369	6.31893
7.28041	13.89152	1057.06074	7.84523	47.06865	1.00000	58.12431	4.37708	70.52215	7.18400	5.18847	7.40121	4.11492	32.57756	4.80209	71.52847	6.53345	9.82090
5.16349	15.96487	1129.26716	7.26096	43.71365	0.00000	49.11898	7.50564	49.25465	7.17569	7.00240	10.01975	9.21288	52.4089	3.04061	31.3237	7.36146	5.28261
9.43675	16.55149	1065.44541	9.38573	40.43713	1.00000	57.05181	10.05217	65.48807	6.68464	8.64789	6.49786	5.98197	-21.205	17.90011	-41.88778	7.44068	8.65950
9.68999	22.15425	1191.94667	7.71678	55.09640	0.00000	39.47390	8.16126	54.60962	10.19953	9.89325	6.06675	10.35200	14.62072	3.51613	74.83554	8.98477	3.94394
6.25826	22.12283	1094.12024	7.97530	57.47490	0.00000	60.00526	5.49980	70.56899	8.29184	8.82625	10.36976	8.91430	7.6	5.11665	4.18333	9.72311	5.93283
6.31820	4.32501	1180.37821	8.66563	74.65532	1.00000	49.79288	6.73678	58.41664	7.68582	6.20694	6.87737	6.19040	22.49396	10.00266	-105.36369	5.54261	7.86432
8.15330	15.21837	1146.91474	8.55674	40.38143	1.00000	40.35140	5.56894	63.69077	7.18986	6.91206	7.96032	5.25956	52.41667	8.71525	0.75	6.72653	8.21887
7.53125	13.05352	1155.58278	7.09831	51.78229	1.00000	66.16122	5.75571	71.36719	8.58674	6.33853	5.60393	6.42854	34.4833	3.14596	136.84186	5.43571	10.13296
7.97237	32.44406	1168.58210	5.75863	55.03769	1.00000	35.29590	6.64525	56.04285	7.09381	7.00634	4.87116	8.13406	-33.79176	2.87952	151.08057	5.93704	8.65532
6.56953	6.26188	1145.07771	8.11876	42.06543	1.00000	60.08800	7.35166	49.87915	7.23264	8.27670	6.57370	7.29733	7.06273	6.06460	-1.4001	5.79129	6.85799
7.70117	16.85083	1163.15904	7.26812	56.79471	0.00000	26.97112	9.56017	59.57368	6.41177	8.33677	5.95827	6.91281	40.55851	3.50669	17.80774	4.83282	8.59410
7.75207	23.21570	1163.45893	8.95499	57.75737	1.00000	46.15946	8.29963	79.58955	6.64776	8.30136	6.55777	7.12338	40.93333	12.05570	73	6.92019	5.69104
8.41989	-0.57418	1176.18080	9.17475	49.21952	0.00000	71.94028	9.43178	53.69619	7.71067	8.72872	7.37579	6.71747	58.1908	13.85373	40.17171	5.78565	5.44582
4.76974		1141.37981	7.46072	63.33783	0.00000	69.70005	9.08915	64.66344	8.31109	4.52724	7.91814	12.10610	6.45407	3.79358	3.39467	9.18170	3.37319
8.90040	27.95757	1158.55346	6.76674	38.04268	1.00000	35.07879	8.92814	62.88753	7.46330	6.17657	6.58017	7.36250	42.50729	2.78998	1.53414	8.56279	7.23678
6.29610	16.14347	1140.73507	6.25529	36.62637	0.00000	65.19718	6.94411	72.11209	7.89461	9.06830	9.93257	8.70317	-7.54972	2.91830	110.71639	10.19280	4.63120
8.58732	15.11009	1090.95934	7.42984	55.67120	0.00000	43.83403	10.56161	69.74318	7.31435	6.87890	6.37410	8.27976	35.8	4.38002	137.23333	7.00509	5.74709
7.19090	0.77831	1122.20038	7.08223	60.26618	0.00000	47.92275	6.78180	54.61788	7.62974	6.10832	7.51837	10.48769	51.82721	2.64506	107.60627	7.96115	7.38782
6.92444	32.86076	1126.65040	7.07658	65.95256	1.00000	90.09634	6.80262	54.91904	7.45095	5.85447	6.96219	5.07598	13.51825	2.81689	99.95469	6.50979	9.50875
7.93770	23.77541	1196.99355	7.11126	35.66904	0.00000	55.55156	5.44991	59.31931	6.99077	8.65796	12.13039	7.95008	-0.71667	2.76861	-48.52333	9.77627	5.80157
6.60558	21.03852	1091.03310	7.12347	53.07607	1.00000	41.57345	6.61187	58.94744	7.09702	8.51024	6.96002	7.93090	39.09112	3.15828	-94.41551	6.64919	6.27823
8.35357	-2.67891	1185.06863	6.53935	32.16798	1.00000	67.53092	6.14929	70.08862	7.74277	10.29785	6.17246	5.49333	45.53069	2.16448	9.40531	4.60386	4.38615
8.92647	8.08418	1077.66355	6.83013	50.20036	0.00000	40.93488	6.83539	70.71331	8.07666	9.77278	7.05495	9.79647	3.3285	2.73416	99.1625	7.70242	5.69779
	-2.53474	1104.29474	6.19881	36.10568	0.00000	59.43784	7.91447	53.96642	8.54962	6.49763	6.94169	9.90037	52.48173	2.37146	-2.12139	6.24737	8.38789
8.15492	27.49950	1196.67828	7.23210	53.43652	0.00000	43.66182	9.94308	64.50817	7.68624	8.24335	7.58359	7.34162	-21.15	4.08732	46.58333	7.99555	7.42866
9.35987	20.70439	1065.28627	6.75905	40.47019	1.00000	46.27503	6.09235	67.31383	6.92442	5.70095	5.78502	6.23563	20.88197	2.85292	85.83334	5.55977	10.92928
6.69952	5.46328	1199.44502	6.98488	39.49478	0.00000	42.64869	6.88912	70.92046	7.33168	8.05875	7.39173	7.29086	35.05266	2.73024	-78.87836	6.64377	7.77063
7.53814	15.05255	1071.78085	6.72907	53.30747	1.00000	55.40401	7.39915	60.75900	6.56283	6.41546	6.59160	6.72179	-19.32556	1.46703	-41.25528	5.72298	11.03200
9.49173	23.19121	1164.60303	9.16722	50.66683	0.00000	47.05084	5.68696	53.38045	8.45709	6.93145	5.14236	8.17663	23.1959	13.97122	86.51499	5.59579	7.84196
8.32647	25.33940	1119.89738	6.77243	38.40221	1.00000	48.03295	6.87018	59.40037	7.77995	8.17970	6.92502	7.50431	-10.95817	2.69102	-38.79084	7.84007	6.63091
7.95071	19.57518	1171.11834	5.92609	39.20007	1.00000	58.56423	7.12017	62.35493	9.01587	8.91572	4.78416	3.66950	32.54278	1.55056	111.50861	6.55683	6.91968
7.77537	33.99922	1085.32391	8.22139	49.93717	1.00000	64.03495	4.71949	63.97969	7.26990	5.95344	6.40097	5.75251	40.58654	7.10073	-122.39168	8.40578	7.58729
5.40666	26.47737	1181.01706	5.14437	47.95526	0.00000	42.58441	10.58825	67.80946	7.04659	8.90543	6.25921	6.72804	14.46693	1.42215	75.92694	4.80211	7.33670
9.03813	7.77158	1059.58658	8.05100	65.50745	0.00000	47.04328	8.21902	60.12303	7.39826	9.31046	6.20829	9.46875	50.80904	6.46454	8.77069	6.65964	5.82126
7.51387	24.04659	1138.44479	6.92533	53.01069	1.00000	38.09741	5.67489	75.47261	7.07911	9.02778	7.58982	7.75459	40.11583	3.07035	67.84222	6.08414	5.77696
8.84542	12.56903	1111.79759	8.59236	51.52872	1.00000	53.73228	7.89468	85.13038	8.52560	8.39658	6.75069	6.85314	17.06542	9.18570	-96.72365	6.22689	5.90138
