SO2	C2H3NO5	CH4	NH3	O3	H2CO	TEMP	PM10	warning	PRES	Pb	PM2.5	CFCs	PAHs	latitude	longitude	CO	NOx
8.44338	0.07521	5.89325	5.07617	6.83353	76.83230	9.35662	7.01965	1.00000	1171.47771	55.79496	7.34753	60.02054	8.70013	51.40148	-1.32471	8.42832	10.26460
10.91442	0.26343	5.42059	10.77073	9.95643	44.86058	15.93515	9.00211	0.00000	1137.83664	66.40395	10.93543	74.19046	9.08085	47.80527	-122.24064	9.00725	8.89163
6.30828	0.21396	8.37631	10.78453	8.37840	57.82290	12.34963	8.77313	1.00000	1134.90800	28.43268	8.18886	73.77478	9.00248	38.06084	-97.92977	10.54671	8.91790
10.47321	0.99042	8.00944	11.92719	9.01722	48.70612	27.03091	10.42168	0.00000	1126.99022	41.29847	10.32242	62.71969	7.56513	43.62558	13.39954	9.50992	7.24702
7.15444	0.19942	10.89312	7.86479	7.68788	41.65957	6.23014	8.57508	0.00000	1173.41659	47.08664	9.49431	68.10572	9.05453	55.82885	-4.21376	9.23904	8.12967
6.19599	0.04456	11.20087	8.43773	6.24037	49.85136	-0.62463	6.29639	1.00000	1097.33020	55.22724	4.82598	59.47668	8.63464	3.31332	117.59152	7.72396	7.84865
5.90123	0.34245	11.35624	7.17770	7.35673	46.91064	12.01982	9.32799	0.00000	1051.75633	49.92719	8.37559	56.73204	10.35684	48.73218	11.18709	8.29816	8.70698
6.22396	0.16536	8.82000	10.56358	7.59953	62.54845	24.95012	8.35914	1.00000	1094.13686	31.58652	8.39894	60.14409	9.75483	14.66	120.56528	9.20859	8.05799
8.00187	0.12552	8.85013	5.65513	7.26616	59.99306	16.40999	7.71897	0.00000	1195.84676	52.59812	10.21444	48.33881	9.25230	53.7446	-0.33525	7.83170	8.37002
10.23361	0.35709	6.41277	9.20113	10.93449	80.02872	-7.69059	9.36389	0.00000	1199.74442	56.98423	10.73820	57.00289	7.35303	-17.83333	48.41667	7.82261	7.94251
6.78062	0.40886	8.22480	10.83456	4.61056	60.57872	30.03145	9.38689	1.00000	1109.78281	54.82391	6.69794	63.84508	9.08107	50.82709	6.9747	8.77523	8.45488
6.57816	0.17355	9.67808	7.90495	9.48007	43.71191	10.85372	8.37266	1.00000	1069.11287	30.67766	6.12451	92.71673	8.88725	19.32889	-99.32556	8.59477	9.41610
11.05275	5.20705	6.61287	8.10172	7.68225	62.60334	14.95252	12.14324	1.00000	1140.96297	50.19540	7.77869	75.19145	9.12920	-27.50578	153.10236	8.14210	8.55247
6.77047	0.58367	10.70325	9.40868	10.08017	54.09150	6.06753	9.84707	1.00000	1163.21591	46.25654	7.52320	50.60790	7.44353	33.98154	-81.23621	8.17261	8.70147
6.42277	0.93676	7.12798	9.81206	6.91393	29.58217	8.58938	10.38427	1.00000	1136.64807	52.27832	6.05416	89.51454	6.66730	37.65639	126.835	8.67322	7.68385
10.14682	0.30695	8.04419	7.36678	6.75260	53.86705	-1.73914	9.10704	1.00000	1149.21920	57.27585	10.28596	41.32468	7.63389	35.815	139.6853	9.57054	9.16319
8.64637	0.06124	10.98144	10.07083	8.15984	35.55687	-4.10520	5.33914	0.00000	1176.19757	38.95745	12.66798	52.74728	10.33804	28.88162	120.03308	8.42693	7.73247
6.66513	0.39753	7.50590	11.47802	7.24202	78.76707	1.80246	9.43735	1.00000	1071.93267	32.85394	7.89303	15.10031	8.20043	49.97704	9.15214	9.04448	7.98819
5.72068	0.14687	8.24794	8.95035	3.77540	53.61235	-4.73252	8.21427	1.00000	1146.45765	37.88864	8.64984	60.36122	9.89983	29.98869	122.20488	8.10237	9.22911
6.10764	0.05229	9.77533	7.28119	8.81262	59.23422	10.90685	4.93360	0.00000	1177.61361	30.76761	10.46716	25.52112	9.43961	4.94273	15.87735	9.03250	7.07358
11.18028	0.02813	6.99420	8.49702	7.38852	71.76644	9.42014	4.59651	0.00000	1055.64106	57.29383	12.35761	50.27451	8.58551	43.86682	-79.2663	9.29969	9.25634
10.97113	0.72856	7.20407	12.18169	8.26525	54.04743	6.46928	10.13144	1.00000	1133.33938	39.99823	8.77748	71.03751	8.33334	50.23019	8.77155	8.82249	7.63344
8.16012	25.87701	4.64031	11.35417	8.23537	8.87713	27.26637	13.75361	1.00000	1125.88092	24.77527	5.07202	64.14372	8.91878	52.21099	7.02238	8.11099	8.11529
6.70229	16.68694	3.79471	12.75804	7.26487	49.63426	-1.76541	13.31379	1.00000	1066.55904	57.27708	3.01389	37.77106	9.45213	9.535	-13.68778	9.80158	9.51928
7.32642	0.55906	8.22178	8.22730	6.27761	60.25228	18.54662	9.87634	1.00000	1160.83750	36.21970	9.79418	42.96775	8.81936	17.54907	82.85749	8.10485	8.57093
7.81415	0.11102	9.72747	6.17424	5.96975	43.45741	15.43701	7.21859	1.00000	1099.35588	53.11948	6.67483	38.23371	7.65289	41.41204	2.18247	5.88879	8.83870
6.89891	0.06167	10.25561	7.16117	7.45701	64.47512	7.27262	6.36861	0.00000	1124.91821	27.57374	9.75880	48.09702	8.19841	53.53395	33.72798	9.61551	8.48597
9.74909	0.11437	7.62997	7.54655	7.16855	52.12288	24.96822	7.63199	0.00000	1196.62061	53.48190	10.08855	38.19895	8.04677	35.815	139.6853	9.53779	8.48683
6.89320	0.46270	7.55001	10.81228	8.10941	39.88215	15.05570	9.65295	1.00000	1158.33530	33.07553	6.92115	62.04951	8.78184	9.535	-13.68778	9.15268	9.77151
6.74506	0.98570	6.29207	11.02123	6.07353	48.25658	13.35495	10.44749	1.00000	1094.51547	49.59873	7.29025	54.70818	9.72123	34.08565	74.80555	9.21154	8.50303
10.52993	0.90254	8.09080	9.09979	10.60973	64.94732	-4.02419	10.34359	1.00000	1110.76551	44.15685	8.25472	70.33369	8.61947	48.21644	9.02596	7.73385	9.64537
6.15037	2.97984	5.80199	12.59323	7.41008	65.46575	15.08460	11.57115	1.00000	1133.14972	54.57379	3.22302	58.13155	8.34592	40.65995	-111.99633	8.62378	8.70170
7.10353	0.07420	9.28132	7.10484	7.38976	57.63940	29.49181	7.30035	1.00000	1058.57779	34.28118	6.28138	24.97519	8.54339	48.8449	17.22635	7.89481	9.58881
6.83293	0.19397	10.98167	6.37777	6.14099	40.15032	25.13834	8.46942	0.00000	1095.32000	54.97557	8.40070	72.71037	8.97241	-33.59217	-70.6996	7.20274	10.88117
8.30508	2.56859	7.06477	8.46742	8.64710	36.03277	16.97505	11.43845	1.00000	1195.38327	46.20746	10.87521	51.33590	9.46984	46.65581	32.6178	9.81115	9.51755
8.27103	0.25514	8.40511	9.26933	7.80985	63.71337	17.26597	8.87838	1.00000	1143.94364	41.98854	7.20297	37.64153	9.39079	10.98778	-74.95472	6.44764	7.95518
4.32454	0.44645	12.01501	6.72270	7.42606	66.47084	20.72521	9.56995	0.00000	1099.88198	37.78462	7.12652	55.90808	9.16540	10.61285	12.19458	8.27555	9.23856
6.92967	0.31826	7.92617	10.06859	7.26045	28.75466	25.89980	9.14246	1.00000	1070.00257	31.99319	7.24673	44.11615	7.89123	30.29184	71.67164	8.67878	8.02597
8.00960	0.08463	5.95784	7.09447	6.40594	56.96832	19.92554	6.20639	1.00000	1082.67699	42.52206	7.90155	43.18009	8.95712	43.32686	-2.98884	9.83977	9.65847
8.04736	0.11672	6.25322	6.81003	7.52742	47.04309	7.70709	7.74928	1.00000	1103.48718	27.66470	8.40173	55.60870	8.16733	44.27804	-88.27205	11.67719	11.54386
8.02482	0.10945	9.01646	6.85946	6.65323	60.44001		7.79964	0.00000	1091.64544	46.78522	8.71346	73.09928	8.41027	43.71032	-1.05366	8.94863	9.13333
6.42065	0.35359	11.22278	5.80614	6.12412	80.64750	20.31209	9.27186	0.00000	1138.84645	39.48129	9.54174	54.74359	11.15484	45.53929	-122.38731	8.72505	8.72636
8.46257	0.07040	10.13893	8.46153	7.10741	72.88414	7.73516	7.07519	0.00000	1126.13404	26.95060	9.91973	43.71806	11.87455	52.4089	31.3237	10.55406	9.63005
12.67975	1.14336	6.90956	13.84463	8.41145	41.24447	20.98667	10.57906	0.00000	1165.37913	37.52304	9.85617	45.58979	9.34984	16.0438	120.4861	10.85733	9.57423
3.41904	0.11710	13.71276	7.17956	7.43321	33.86948	16.55169	8.02615	0.00000	1153.11259	56.07009	8.69228	66.57963	9.69512	-14.66463	-52.35558	10.52835	9.08799
4.80704	0.27788	8.25466	10.02116	5.45838	63.33430	21.68401	9.14409	1.00000	1088.90895	51.70219	7.29305	81.97536	9.00692	26.68451	-80.66756	9.83052	6.80218
8.29512	0.06650	7.26700	5.12794	6.54722	65.72282	5.12148	5.60958	1.00000	1127.36258	49.75904	6.18395	57.60255	8.28155	42.22718	14.39024	6.33118	10.35940
7.71704	0.06324	8.14246	5.52476	7.50536	66.12225	17.48041	6.20936		1111.17735	58.09295	5.59518	29.87260	8.94192	48.21644	9.02596	7.98406	7.51172
7.12129	0.04952	7.65843	7.05583	4.56395	62.03110	34.11646	5.42263	1.00000	1172.11215	44.89116	6.54092	47.09674	7.42342	48.90472	2.2469	7.97613	10.10126
9.03752	0.06741	5.70401	3.77117	4.95637	44.40421	26.75541	4.25203	1.00000	1096.49605	76.72661	6.45072	39.16259	8.23884	5.84752	-5.682	10.43793	7.86048
6.27224	3.63956	11.00145	5.96977	6.32980	53.31598	24.41774	11.78374	0.00000	1176.69383	54.64080	7.40537	35.38816	8.54565	42.67164	14.01481	7.44012	10.07354
8.37668	1.42286	6.91833	9.43785	8.48735	49.55087	-3.10677	10.81321	1.00000	1156.94212	73.94322	7.99825	54.09830	8.08203	42.819	47.1192	9.89412	9.64117
9.57441	0.60808	8.38137	10.25874	8.17601	44.69686	23.04594	9.88468	0.00000	1118.58293	37.52909	7.98142	51.45399	8.01910	40.67705	-73.89125	8.91931	9.55605
8.23042	0.23757	8.35037	11.76471	8.20118	62.14630	4.20835	8.81550	1.00000	1198.83142	47.35803	6.21320	51.75231	6.89440	-23.85972	35.34722	9.28256	10.79600
7.71593	7.88829	5.93262	12.03365	8.70759	62.97986	33.37702	12.56066	1.00000	1122.19569	38.30629	4.09318	62.85398	7.84287	43.71032	-1.05366	8.99369	10.24149
5.73125	0.06990	12.56051	10.58966	8.98104	65.02511	25.49999	4.20122	0.00000	1156.71667	47.95898	11.71065	36.33711	7.87320	50.9803	11.32903	9.06815	8.97872
10.94636	3.18221	5.61334	9.31657	12.75448	60.61766	7.07062	11.64032	0.00000	1090.82546	61.68984	11.09861	60.67452	7.95167	41.94175	123.50266	7.67649	8.22258
7.11543	0.41190	10.46161	7.35699	7.38875	64.24979	22.43397	9.53543	0.00000	1054.35421	62.98032	9.19273	31.56472	8.86181	55.85	37.56667	9.55733	10.62476
7.23381	2.64641	5.51789	10.42893	5.18702	64.49798	15.50344	11.44532	1.00000	1182.84697	50.60992	5.48924	83.11530	7.88972	27.0174	49.62251	8.51740	8.58889
8.31857	0.24337	5.22150	6.20523	8.85483	40.30737	17.18994	8.89561	1.00000	1079.84023	36.18930	8.87603	54.42150	8.72703	50.09019	8.4493	9.63983	6.12962
11.19456	0.07161	6.35365	7.07553	6.97218	43.25028	18.03302	6.00467	0.00000	1166.18274	74.56980	11.61873	59.98767	8.46297	40.1675	34.37389	8.14683	10.02046
10.40754	0.98020	6.92857	10.73152	11.04433	48.76090	4.58093	10.43341	0.00000	1106.41066	47.47227	11.33518	26.79808	9.64494	41.80753	-87.65644	7.82479	8.91696
7.28356	0.28873	6.83851	9.00523	7.59918	35.38339	18.21076	9.01882	1.00000	1057.97778	42.16765	9.15176	42.56416	9.58238	17.94979	-94.91386	6.68716	9.47997
6.03706	0.62361	7.14328	10.84176	6.92928	46.38611	7.64356	9.95718	1.00000	1130.98270	67.67126	7.36573	58.06239	8.22150	9.82564	78.25795	7.93369	8.72190
11.75349	1.14991	6.52849	11.60090	10.97739	62.81380	27.95380	10.59105	0.00000	1161.86824	51.70992	11.61293	62.92419	8.10902	53.14657	140.72287	10.07918	10.35345
6.57339	0.25507	8.04696	9.36326	8.13684	57.31145	15.84123	8.98214	1.00000	1116.71367	64.88120	8.44020	63.75522	10.92347	52.68333	0.93333	8.54386	8.66641
6.93552	0.14508	10.59257	7.59430	6.96835	45.17982	10.14658	8.22603	0.00000	1189.43583	72.45454	9.52743	52.73153	10.25363	-4.26613	15.28318	8.85334	11.04616
11.22664	0.51092	9.06766	10.24919	11.27689	46.36566	8.76958	9.75295	0.00000	1100.16305	37.26434	12.35288	48.61117	8.70838	47.80527	-122.24064	8.34044	9.15026
7.16953	0.09677	9.69685	7.71193	8.19368	28.45972	18.49398	7.70495	0.00000	1099.35395	58.42544	10.12370	52.49573	9.63635	53.19146	-2.52398	9.36792	10.33254
8.65432	0.00000	9.27753	9.07368	7.87497	78.47077	1.32811	4.84131		1067.06629	46.81848	11.84708	68.83829	8.43336	51.955	5.22778	9.46882	10.64529
6.18703	0.22363	9.72555	8.84144	9.86190	41.70840	24.26821	8.76177	1.00000	1177.03429	43.86832	6.32432	88.67774	7.93545	26.2649	81.54855	8.46786	7.08469
9.54743	0.05839	8.47215	7.63597	7.07624	63.77965	10.53741	4.45614	0.00000	1081.80493	48.84700	11.88569	55.51071	6.74118	35.89972	14.51472	8.07121	8.18731
10.68758	0.64393	8.16182	9.54349	10.16350	58.72184	42.09665	9.94625	0.00000	1150.70175	37.96480	10.23233	47.40021	8.64074	40.55851	17.80774	7.71729	8.12845
4.28833	0.75483	6.84381	11.71400	6.06953	53.23739	17.21212	10.11372	1.00000	1107.67142	50.91098	7.01896	44.60467	9.99868	26.18924	-98.15529	8.70288	7.32275
8.60727	0.23109	4.34147	6.86209	7.17251	68.61753	20.67922	8.72349	1.00000	1150.19210	72.83131	10.03155	67.93510	10.28631	32.05971	34.8732	8.24833	9.73489
6.18948	0.26722	9.32917	10.63799	7.12030	55.73347	23.41216	8.92948	1.00000	1129.24923	39.52527	8.32517	63.85541	9.10142	52.4089	31.3237	8.16401	9.15954
7.20482	0.36892	8.25294	9.68617	6.71455	36.14060	21.09617	9.38232	1.00000	1116.38216	56.52268	8.19205	66.07738	6.65391	51.04962	12.1369	9.49690	9.35559
10.79149	0.81655	9.36644	9.20098	11.61190	61.21721	8.84062	10.27656	0.00000	1088.75469	35.25984	11.67966	44.78174	9.08178	55.62047	37.49338	8.33914	8.54543
6.21040	0.13713	9.74777	9.99946	7.81614	50.72037	19.62971	8.12437	1.00000	1185.70266	43.43653	7.29672	67.42165	8.82119	-6.91806	106.92667	10.00307	7.79706
8.27034	0.15929	6.78606	8.13022	5.50011	48.63758	26.97793	8.29165	1.00000	1114.37641	43.29548	9.54582	47.89526	9.99830	45.99194	29.41824	8.55432	7.24608
6.70552	0.05327	10.25326	7.93783	8.78556	41.77492	12.87616	5.57360	0.00000	1090.42140	43.47090	10.67890	50.86908	8.90242	37.16911	10.03478	8.07002	9.06965
7.61308	0.04577	10.35194	5.99172	6.29187	80.92796	29.73935	5.53144	1.00000	1106.51663	49.67330	4.97050	52.43771	8.94127	18.51957	73.85535	8.35598	8.69513
11.08278	0.06344	8.19875	9.07670	7.74307	70.23361	16.65072	6.18060	0.00000	1081.96700	50.80145	12.59494	52.57499	8.65889	36.08497	9.37082	9.54553	10.14729
7.34999	0.38906	7.65126	8.59800	4.14071	77.45620	19.35368	9.37701	1.00000	1142.56556	43.03554	8.38892	22.99553	7.95270	-0.71667	-48.52333	10.92896	7.85878
7.93051	0.07644	8.04404	6.83080	6.17639	60.02107	8.29329	6.71606	1.00000	1151.58936	41.61661	7.25788	47.20856	8.85745	23.29549	113.82465	7.36231	10.76074
6.67409	1.10968	7.17107	9.71052	8.46425	36.11293	29.88139	10.55654	1.00000	1059.27937	51.71316	8.65999	79.59908	8.35935	51.19139	6.51352	8.25578	7.60020
6.64892	0.22149	11.69940	7.69815	5.91789	52.07230	2.06250	8.76364	0.00000	1188.67890	38.73377	8.34444	69.92882	9.19717	15.45144	78.14797	9.00143	7.44977
10.27721	0.24396	9.17631	8.78941	9.74411	47.74594	20.75229	8.90693	0.00000	1196.13777	44.58931	9.98665	48.79444	9.76665	54.8421	46.5813	9.13247	8.82377
7.68628	0.20333	8.52192	8.86976	8.42687	32.33316	29.24295	8.63160	1.00000	1122.84116	35.00716	9.45765	39.26859	7.15395	33.45122	-86.99666	9.10821	8.06553
7.51808	0.21937	6.38009	7.25445	9.07422	65.51081	15.44012	8.70304	1.00000	1144.97780	48.83237	7.96478	22.51025	8.64509	50.20528	19.27498	8.76519	10.03418
6.92236	0.63042	8.23296	10.02459	6.73800	67.53239	22.29523	9.98792	1.00000	1127.75014	49.69401	8.34216	57.28723	9.21197	34.09611	-118.10583	9.40392	8.26438
6.09989	0.22508	8.55011	10.06924	7.68000	40.96817	21.15714	8.84347	1.00000	1065.05932	33.32394	8.44418	51.16739	7.55249	44.80477	-0.59543	10.04307	9.34332
7.62250	1.16522	6.47725	10.08842	7.60905	48.60418	10.80727	10.61255	1.00000	1061.50010	39.20065	6.95147	80.54592	6.66829	13.56667	-15.6	9.00650	9.64909
10.15506	0.36075	10.65461	8.22684	8.12576	55.67836	14.69378	9.30684	0.00000	1131.80233	68.84872	8.30788	86.09424	7.72348	-5.41667	38.01667	10.96566	8.48132
10.35976	0.30926	7.12823	10.22360	9.31325	61.84089	15.52504	9.08377	0.00000	1170.05088	32.70145	9.52320	54.23809	7.84670	24.41288	76.56719	9.59848	8.12470
8.55150	0.07836	9.82367	9.42349	8.99853	34.78732	8.16578	6.27337	0.00000	1100.91414	55.16262	11.65046	45.96549	9.21331	-23.44361	-51.87389	9.28558	9.75925
12.19485	0.06184	6.44846	6.37495	4.86987	47.99580	6.04844	5.94536	0.00000	1127.68218	48.43141	10.79143	30.61173	9.89585	30.17746	-81.38758	8.31430	9.79146
7.59617	0.13518	6.85860	8.18204	7.53106	49.80950	-0.23887	7.81082	1.00000	1064.46827	65.01954	8.58249	47.20158	8.79104	36.6009	126.665	8.01061	9.00560
7.42700	0.03613	9.97100	8.16976	7.89318	60.48586	13.65974	5.07947	0.00000	1158.68029	37.09135	11.47184	46.05645	7.67363	-1.6	103.61667	9.49169	7.62669
7.61903	0.18016	6.56559	7.64832	8.09601	54.12744	24.82282	8.30990	1.00000	1128.88467	44.09549	8.44266	48.55229	9.13164	17.94979	-94.91386	8.13077	9.51765
8.17351	1.23028	7.76299	11.33106	8.97038	44.87479	7.00049	10.67380	1.00000	1108.32209	40.88788	6.03889	65.73654	8.23826	26.91756	-82.07842	8.09648	8.57353
9.56896	0.08887	3.78331	5.20372	5.70775	67.42704	15.61267	7.06150	1.00000	1072.42376	69.31212	9.71474	49.65650	8.83411	26.91756	-82.07842	9.37143	10.63278
10.41289	2.12777	6.62306	10.49590	9.87443	40.10065	8.72102	11.23617	0.00000	1161.07462	68.74595	8.93882	37.66895	8.40962	55.54028	89.20083	10.06481	7.44818
8.78790	0.53780	7.75434	7.45690	12.11420	61.32729	9.10951	9.77715	0.00000	1174.28027	60.34792	12.00255	45.84388	9.89225	46.1351	-60.1831	8.74821	7.87441
11.09535	0.97379	6.05769	10.04443	11.49301	52.34373	33.19704	10.43643	0.00000	1189.97338	66.84487	11.43131	81.97661	8.93889	48.90472	2.2469	8.42890	8.97772
7.30488	0.08914	5.36493	8.30082	7.79727	68.87438	25.93089	7.56489	1.00000	1160.47230	50.62668	8.32686	63.45833	8.10232	-8.05389	-34.88111	8.55819	7.49276
9.89612	0.04650	8.40495	9.16812	8.33055	56.46434	19.00105	5.13513	1.00000	1063.75996	37.21119	12.32145	57.58340	9.00160	14.14989	121.3152	7.66259	7.08795
8.24252	0.16524	6.62769	7.20634	6.89011	96.63599	25.65817	8.28155	1.00000	1162.89288	42.97063	8.91688	52.03194	8.30753	-24.19436	29.00974	9.64055	9.01900
7.04263	0.09837	8.01080	8.01502	8.96005	69.83014	27.07585	7.67777	1.00000	1168.41629	40.82177	6.94225	60.95084	7.45671	51.30001	13.10984	9.26523	9.72324
7.05908	0.18367	5.92016	9.95691	7.29770	55.84086	14.84514	8.57957	1.00000	1150.01825	39.75184	9.64360	60.83015	7.50425	56.9083	60.8019	6.88669	10.14357
10.97759	0.28008	6.36810	9.71679	10.61399	83.67827	17.43905	9.04246	0.00000	1108.07961	22.69534	10.81809	61.98572	10.88407	6.9909	79.883	9.85171	7.71203
11.03145	0.72087	7.72174	11.26407	9.32255	57.07839	22.47373	10.11352	0.00000	1129.85757	33.66388	10.31549	40.40218	6.97515	40.87363	14.34085	9.36441	8.11731
11.92689	0.22711	8.29241	12.92955	8.19898	52.72364	5.31001	8.64574	1.00000	1128.53661	51.62179	10.79256	57.38593	9.99104	34.56861	105.89333	8.83152	8.34968
7.62447	0.98937	7.08178	9.39967	6.92422	44.41819	13.66941	10.45367	1.00000	1088.08221	59.98657	7.06069	39.97817	7.82104	46.51872	86.00214	9.01323	7.84265
8.79030	0.19071	9.95869	7.81967	5.96100	60.10935	8.80576	8.69629	0.00000	1191.71634	62.92956	9.18249	50.02051	7.62819	26.18924	-98.15529	8.16705	10.27667
8.19627	2.88776	7.58136	10.35764	10.48633	50.33236	11.47030	11.54467	0.00000	1199.99959	59.70101	10.40325	54.87369	9.78811	32.61603	44.02488	10.52087	8.54838
7.91428	0.75033	7.79754	9.41184	6.90565	54.22654	19.27933	10.14402	1.00000	1173.03239	54.60950	7.51869	70.23725	9.03899	41.55815	-73.0515	7.36593	9.02981
6.86531	0.20790	9.60690	7.19742	8.90331	44.68262	12.26987	8.61228	0.00000	1062.32991	69.96782	10.27981	69.22026	8.35501	41.82143	41.77921	8.81805	8.66981
7.46500	0.26712	8.23569	8.08124	8.25004	33.21764	17.08898	8.93252	1.00000	1196.42605	55.96667	8.38045	41.98720	9.39236	51.955	5.22778	8.75036	8.87238
9.25193	0.08216	8.69050	8.07344	8.18432	60.69428	14.61043	7.37223	1.00000	1065.86137	29.44793	11.63690	55.41059	9.31225	58.63667	59.80222	9.49077	8.88904
4.48276	1.30326	11.72096	5.59325	6.88841	61.05540	16.64256	10.72892	0.00000	1110.70152	44.16347	7.13418	43.85351	8.40854	44.27804	-88.27205	7.27621	8.05139
7.41136	0.09170	8.91754	7.30080	6.66403	63.33912	17.91254	7.48205	1.00000	1158.57190	33.02745	7.05839	59.66210	9.81389	53.14657	140.72287	8.47500	10.31244
6.55357	1.43827	6.65829	10.71608	6.93715	63.96860	14.90980	10.81308	1.00000	1143.56329	46.74602	6.13004	49.39396	9.71372	43.35071	46.10925	7.90196	9.23119
9.14184	0.06872	8.81926	8.06346	8.12678	60.09404	23.75446	6.02420	1.00000	1187.16887	46.83223	12.45606	43.02322	7.34554	-20.25333	-43.80139	9.56182	8.15622
4.43106	1.95374	5.89124	12.66992	6.31147	75.39027	19.55574	11.14158	1.00000	1063.89269	52.06673	3.99212	58.39111	8.08611	37.35813	-6.03731	8.69520	8.89965
11.09798	1.77588	7.19130	11.14328	10.12017	21.71098	15.98563	11.04852	0.00000	1144.74713	42.05762	9.93902	41.56859	8.40457	25.49043	85.94001	8.81041	8.16258
10.37926	0.20627	6.80081	10.81434	9.72373	54.22856	4.31330	8.33191	0.00000	1165.44038	78.94645	11.00100	22.75230	8.51909	59.80917	30.38167	6.75771	8.59573
9.33830	0.09454	8.59752	7.42640	7.08514	54.56082	1.03955	7.63014	0.00000	1065.82857	31.45422	10.03726	34.58787	8.42128	33.72255	-116.37697	8.79031	
9.72816	0.12466	7.77868	8.84542	8.87670	55.36361	8.17127	7.81929	0.00000	1154.10357	35.54437	9.26609	34.90326	9.29282	-1.63333	13.58357	8.54071	10.02857
7.12332	0.09176	9.21746	8.38939	6.85499	42.82570	7.21126	7.29338	1.00000	1191.05352	48.54791	6.89335	48.49102	8.52305	41.15612	1.10687	9.26045	7.60703
11.05410	0.72764	8.45656		7.12891	38.59285	7.06637	10.11236	1.00000	1104.26608	20.53540	5.60459	48.38853	7.40264	-22.45667	-47.53028	8.09665	10.15105
7.13590	0.07447	9.90028	7.43314	6.39065	72.12070	26.84342	7.03635	1.00000	1079.98843	41.69022	6.31119	72.27146	9.44599	48.8222	2.12213	9.92684	9.11526
8.40648	0.23437	8.13053	9.72045	7.93026	68.28853	9.92247	8.75331	1.00000	1121.44017	25.42769	8.28719	51.02682	8.97584	16.68911	98.50893	9.29872	8.39706
9.93941	1.08136	7.13422	11.70541	8.40640	54.36471	24.36179	10.52361	0.00000	1108.09630	57.03931	8.33905	24.76123	9.64586	50.8	3.16667	8.58001	9.64351
9.16218	0.26025	8.22808	9.26381	7.93285	50.87354	21.89579	8.81139	1.00000	1168.15126	49.26887	8.84419	43.55271	8.12516	50.26729	-119.27337	8.18174	7.87126
7.63818	0.38926	7.22967	8.37800	8.19153	51.36933	18.39478	9.40331	1.00000	1127.39145	45.21079	9.12525	79.38393	9.37294	48.77644	2.29026	9.04713	8.45531
5.58644	1.82231	6.67204	11.99801	5.94473	17.75960	14.78351	11.05992	1.00000	1136.88723	55.31959	6.23768	46.88687	8.73218	23.1959	86.51499	10.55570	9.07702
7.50684	0.10183	6.66102	7.71714	7.24752	52.63267	14.61328	7.56758	1.00000	1153.01942	62.14508	8.05282	57.70647	8.44838	20.88098	75.11937	9.05465	8.47600
6.56641	0.91411	7.91645	8.89144	9.30155	59.58416	6.71522	10.36443	1.00000	1126.80050	66.12346	9.63041	46.84865	9.31690	34.25	135.31667	7.36855	7.94428
