TEMP	PM10	NH3	C2H3NO5	Pb	CH4	O3	warning	SO2	latitude	longitude	NOx	H2CO	PRES	CFCs	CO	PAHs	PM2.5
18.12474	8.67265	7.51531	0.14307	71.95048	7.94649	6.07341	0.00000	6.24318	22.98212	-80.58556	5.77947	51.69163	1102.53132	31.05800	9.95561	9.09584	6.55588
27.83779	8.94694	9.28881	0.19390	45.51801	6.91735	7.15766	1.00000	7.27450	28.71271	77.656	5.94817	37.97912	1081.37225	28.31264	7.76191	7.71098	8.62919
20.65603	10.36695	7.32616	0.68528	54.96216	7.50818	6.68638	1.00000	7.36103	38.07789	13.44275	4.19734	58.49867	1056.15006	52.18468	5.26738	8.73709	6.44140
25.95916	8.70194	9.33962	0.16185	61.14815	8.30248	7.18311	0.00000	7.64734	17.94979	-94.91386	6.35351	34.61834	1174.37347	56.99034	8.15540	8.42595	7.85817
14.27852	9.44151	7.45122	0.28798	54.16220	5.84517	5.13204	0.00000	8.46735	36.72544	3.55665	7.84455	47.31585	1103.02565	40.50509	8.91824	9.36608	5.40873
19.74640	5.08203	6.96422	0.04934	73.83752	7.72792	6.56125	1.00000	8.41091	25.6439	77.9129	10.15720	18.85794	1109.51478	60.53618	10.79592	7.52142	8.19141
19.88235	10.08355	6.13547	0.51711	21.96204	7.95864	6.68535	1.00000	10.66335	-21.98333	16.91667	5.02845	53.01139	1061.39656	39.39001	6.43350	8.98706	8.03285
9.24496	11.56178	7.56286	2.20399	50.71271	8.14846	5.92076	1.00000	6.86885	41.91886	8.73812	5.54166	40.72594	1179.04468	37.55043	5.59203	8.26817	8.54521
22.41202	8.46631	6.85805	0.12797	61.03123	8.83436	7.26848	1.00000	6.79976	5.20856	-74.73584	6.00032	42.38305	1177.35865	51.71252	7.33281	6.62956	8.04592
27.36491	12.56012	7.58335	5.87459	38.95795	7.83495	5.62020	0.00000	8.82353	37.31309	40.74357	5.78493	48.93123	1173.34131	47.65818	8.01810	10.49077	8.33277
10.61699	7.34123	7.67594	0.07960	78.91117	7.36555	7.37303	1.00000	8.10648	34.77453	-96.67834	7.77005	51.38316	1179.65248	64.63312	8.85648	10.15994	8.66029
11.98599	7.53738	7.79894	0.07372	53.61550	5.58810	8.71786	0.00000	7.09324	-3.14306	-58.44417	8.33924	42.20710	1135.18272	66.34905	8.29424	5.60428	11.32200
10.99951	10.48212	7.72124	0.76185	59.91059	8.07094	7.70766	0.00000	6.40272	16.06213	76.0586	5.29623	44.92664	1176.04161	35.72873	6.92746	10.24480	8.58189
15.55091	10.06947	7.69633	0.51257	45.59690	7.51562	3.30316	0.00000	10.36627	50.9803	11.32903	6.33042	39.94262	1103.73640	35.91380	7.88827	8.77478	7.67953
25.24629	4.54983	5.42658	0.02939	54.29595	9.30975	8.49015	1.00000	9.25627	-11.94306	-76.70944	9.81147	35.99782	1056.48851	57.92693	11.13739	7.54496	7.79994
14.75389	7.23662	9.42477	0.06309	43.18541	7.12742	3.85259	1.00000	7.68055	45.53069	9.40531	6.95758	31.68377	1195.17865	30.31024	6.19361	8.02453	9.38757
14.96247	9.23693	8.51783	0.24318	45.46515	8.63220	4.51784	1.00000	10.85050	51.95838	4.47124	4.70580	40.31998	1055.14549	45.72980	6.62558	8.82097	9.60847
-0.22594	7.07220	9.24243	0.07134	65.22166	7.95618	5.51818	1.00000	7.66057	45.51667	4.86667	11.34724	47.34396	1185.12202	43.36152		7.28361	7.07317
10.85912	9.21799	8.24234	0.24619	14.72222	7.91654	8.19248	1.00000	8.79522	37.73604	-120.93549	7.22791	62.10410	1193.17126	40.67583	5.74759	11.66380	10.76772
1.87907	9.06658	9.16816	0.20816	60.92501	8.16483	7.12006	1.00000	7.76929	11.93381	79.82979	6.53845	69.32129	1196.40232	53.44133	6.85006	7.52838	9.26566
15.18679	8.90326	6.97152	0.18722	34.03740	7.06916	6.17570	0.00000	8.32073	-5.41667	38.01667	6.40041	48.66406	1078.97592	35.18851	9.09098	9.31438	6.61660
28.91660	8.68935	9.06698	0.14348	58.84679	7.60382	3.37310	1.00000	7.22060	52.71083	5.74861	4.32167	32.83686	1102.52019	29.42666	8.84175	8.88805	11.41932
13.01026	8.71835	8.58044	0.14904	45.63189	6.47902	8.25371	1.00000	7.83776	-28.81833	-52.51028	8.30789	35.01671	1118.84901	33.67101	5.71091	9.26128	8.83082
18.85932	8.38045	5.38764	0.13780	66.91645	8.04911	8.25323	1.00000	7.10779	36.91023	-121.75689	2.28005	34.28937	1094.03215	32.69586	9.22607	6.52840	7.61087
22.47485	9.18350	8.46122	0.22854	28.50907	8.30191	7.22816	1.00000	7.63273	14.64056	104.64992	8.29534	55.07270	1106.22745	50.77558	8.01981	11.55059	3.49240
15.77704	11.61764	8.74741	2.30204	62.38371	6.26884	2.08429	1.00000	6.54698	35.61452	-88.81395	6.52273	43.67232	1151.23413	45.97981	3.73393	9.76253	9.10480
-2.51333	11.33679	8.18395	1.74639	62.96439	8.67564	4.60669	1.00000	9.61212	32.35126	-95.30106	9.05286	52.92807	1178.91589	40.31092	6.05283	10.03089	10.04021
15.81815	10.03487	8.96661	0.52286	38.64537	6.76138	3.87834	1.00000	9.85532	48.86667	2.08333	8.03393	30.13409	1176.19878	38.40278	3.73732	9.77843	9.11776
16.96377	4.23108	6.01224	0.04443	53.09642	8.27732	7.74805	1.00000	8.64291	39.43534	-84.20299	6.81191	41.77719	1147.33119	51.05783	8.75968	8.29957	8.24287
20.79079	6.23167	7.83525	0.05166	53.85134	6.27773	4.72222	1.00000	5.79039	55.38752	36.73307	10.96258	49.99185	1144.23455	40.96603	4.44748	11.55616	9.69789
12.96361	10.39365	8.30077	0.69851	34.98361	8.11065	9.43241	0.00000	8.82477	17.94979	-94.91386	5.81214	38.61688	1093.95825	44.02722	9.14166	6.53784	6.23606
0.67649	10.19729	6.95589	0.58290	50.07628	8.62287	5.14372	1.00000	7.17064	9.3337	122.8637	5.50901	48.66148	1165.96186	40.35377	6.17780	9.37507	10.42957
27.29775	7.00975	7.80693	0.06547	78.85693	7.78238	7.96941	1.00000	8.69625	0.49113	29.47306	8.37330	38.81346	1164.80154	34.30587	7.78659	10.54780	5.64704
26.48763	9.36179	8.33812	0.26559	31.40179	9.10622	9.58304	0.00000	7.75773	22.49396	-105.36369	5.94839	32.89391	1061.87706	29.22520	9.64087	7.52744	9.81553
13.21529	9.32448	9.29409	0.27392	53.53650	7.51916	8.41819	0.00000	7.39538	41.50343	-74.01042	4.95014	68.55205	1060.51743	19.41871	9.25358	6.30125	9.56394
28.30164	8.15773	8.34596	0.10021	50.73334	7.00448	7.71760	0.00000	7.87550	48.25	16.4	7.38390	37.77111	1127.26258	50.29678	7.78419	8.12079	7.36538
14.27332	9.77529	8.00688	0.36786	81.07021	9.18812	6.38386	0.00000	8.10274	30.81383	75.16878	8.07941	39.12592	1161.66192	51.60983	9.85232	8.54735	5.84654
9.43821	7.40814	9.47313	0.06748	62.41101	6.87957	8.70069	1.00000	8.37338	39.46667	141.95	7.91183	30.19242	1076.65935	41.09318	8.63792	10.45307	4.48393
0.13185	9.08652	8.13879	0.23861	52.85494	7.42287	8.01844	0.00000	6.61851	51.78967	1.15597	7.27938	31.90949	1196.17316	37.66467	10.80978	6.60777	10.99279
23.17413	5.70905	7.41007	0.03698	40.29743	8.54106	8.64287	1.00000	10.02131	41.91738	3.1631	9.28243	46.20592	1141.05099	45.98333	10.44905	8.58346	6.42197
24.13394	7.78003	7.29909	0.07727	45.77528	9.75856	9.17298	0.00000	8.92835	42.7392	-84.62081	6.68441	30.38344	1089.35536	39.50703	6.84069	5.50360	9.64706
17.56543	9.52860	9.58837	0.32106	38.94534	6.79785	3.41159	0.00000	7.57611	5.4709	100.24529	6.86007	43.94326	1081.19678	57.39450	9.76508	10.02123	5.04294
5.67033	10.68748	7.26961	0.90927	62.78705	7.50786	5.36370	0.00000	6.30001	-7.51611	109.05389	4.67941	64.23949	1063.48177	43.11193	9.14287	9.88337	7.84721
3.63337	10.63012	8.07420	0.86425	47.58811	6.46573	7.09895	0.00000	7.09565	-4.16694	-40.7475	6.05929	58.37305	1106.39661	54.97442	8.70418	10.60063	6.97621
26.15547	8.22562	8.23768	0.09780	26.35415	6.32777	4.76436	0.00000	8.17691	25.95533	68.88871	6.28925	33.80158	1094.84676	41.55063	11.40549	8.06059	5.99324
21.45391	10.03590	7.30661	0.50048	43.51792	6.46877	5.97402	1.00000	9.23518	22.98212	-80.58556	5.69320	53.04681	1099.52857	46.89544	8.69115	9.39096	7.74814
8.21179	11.41077	9.18015	1.88601	33.38038	6.50459	9.68960	0.00000	8.59512	4.88441	101.96857	6.87496	17.62896	1067.82493	56.85099	13.20029	9.84688	7.99630
27.77048	10.64391	8.54687	0.91245	65.36204	9.40937	7.79894	0.00000	8.38602	41.20485	-8.33147	5.23500	48.12056	1062.73398	30.81288	8.88306	10.07714	7.97414
26.87406	11.25156	7.35361	1.59968	48.06029	7.72415	5.33294	0.00000	7.89665	51.95838	4.47124	6.63266	45.75405	1168.99716	51.71498	6.33181	9.42030	8.25477
24.93618	7.01575	8.24063	0.04648	64.85804	6.90993	8.52369	0.00000	7.93526	-7.0981	109.3243	6.11884	47.99287	1105.30002	26.53366	9.17672	7.85641	7.25440
20.66239	9.78511	7.40242	0.40057	44.02730	9.59542	6.71412	1.00000	8.27108	-8.43333	114.33333	5.15970	48.14283	1070.69606	39.79134	6.82318	9.78220	9.72640
17.73170	7.26887	7.08355	0.05230	50.46335	8.20200	4.75790	1.00000	6.80519	37.71715	-122.40433	7.68415	51.19405	1134.09966	57.31734	7.25374	10.08242	6.74511
20.68722	8.16972	7.14029	0.10176	38.22509	7.39062	6.59380	0.00000	7.53366	24.41288	76.56719	8.17422	27.86190	1142.45370	44.32569	8.44917	8.54693	5.86095
12.82185	7.53207	9.42759	0.08081	56.73166	7.61010	9.48508	0.00000	8.77367	10.7375	122.9666	7.50774	43.15460	1178.66028	51.65771	5.62097	5.21879	7.08838
14.10846	8.23014	9.33285	0.09045	47.20292	8.62311	5.84811	0.00000	8.73910	41.82143	41.77921	6.63914	46.64363	1139.30530	50.39474	11.59020	8.16279	5.43089
18.67239	5.05779	8.48323	0.05194	46.40558	6.45847	6.90720	1.00000	6.47304	38.47917	-1.325	8.54208	28.06658	1176.29606	21.69532	9.49415	7.77574	7.86667
11.87979	9.94631	7.22672	0.47008	55.14489	7.84135	6.61684	0.00000	6.21054	51.64316	-0.36053	5.47424	35.95175	1053.14892	29.71146	8.42536	9.85571	7.52512
8.44310	5.84627	8.14264	0.03529	49.25066	8.37174	5.80724	1.00000	7.65916	33.44872	-86.78777	8.76369	38.17584	1066.22027	60.93803	6.53203	8.01594	7.53408
19.13804	8.24470	8.57218	0.09358	45.07079	8.01422	4.28943	1.00000	9.30289	42.50729	1.53414	8.61258	40.60333	1138.76757	61.39341	6.92951	9.47780	5.89824
14.33961	9.11050	6.77923	0.21628	37.05728	10.46835	3.61993	1.00000	8.43179	40.65995	-111.99633	9.54398	40.41096	1111.18569	62.44861	9.29297	9.85552	5.06927
19.41623	9.53445	8.95517	0.30562	53.41411	8.65468	8.83465	1.00000	7.87515	53.51684	-113.3187	2.08626	47.92750	1066.01528	68.96245	10.31550	6.36232	9.15201
4.12579	9.69308	8.93551	0.37075	57.61128	6.79441	9.30367	0.00000	8.68727	43.2907	5.4384	8.40206	50.64486	1057.88769	36.24720	10.04675	6.79869	7.48289
23.06184	5.59792	8.79231	0.00659	42.91217	6.91871	8.10836	1.00000	8.36943	47.46657	84.87144	7.59909	45.42110	1169.80663	56.57540	9.72467	9.91821	6.63507
10.16645	10.75195	7.78566	1.00119	25.56480	7.14832	9.69690	0.00000	8.42621	45.39402	9.29109	6.75862	50.08913	1154.05608	42.66688	11.18709	6.90659	9.04665
7.97373	8.96318	8.55395	0.18098	52.01262	7.13527	7.36310	0.00000	8.61974	46.65581	32.6178	7.99053	61.88426	1098.53053	34.24593	6.45342	8.46300	7.55417
-11.88416	9.43076	8.67427	0.28520	60.27588	7.37704	7.08884	0.00000	7.77475	36	139.55722	7.68451	52.60991	1054.15165	53.93923	7.81983	9.41930	6.39737
15.27944	8.26266	7.27414	0.09818	46.19588	9.07815	3.06886	1.00000	7.43057	45.79377	8.88104	12.20238	42.02916	1059.76667	41.95074	7.53859	6.82415	7.13446
25.01865	11.28651	9.16831	1.67320	36.54289	6.96878	9.30767	0.00000	7.64245	23.9028	89.11943	2.65490	40.06467	1180.56992	52.83782	10.24797	5.74243	9.91990
13.17867	8.30549	9.28860	0.11562	50.24332	7.65377	7.36033	1.00000	9.31509	50.86079	17.4674	5.21125	54.25942	1105.43074	60.97398	8.18087	9.05449	10.50696
28.59894	8.77162	8.60126	0.15277	58.77348	7.60627	5.50388	1.00000	7.14330	-8.28333	-35.03333	11.86932	33.60733	1155.47355	39.28919	8.47256	8.49289	5.21919
12.86711	6.53045	6.55909	0.02791	65.47913		6.61844	1.00000	5.88414	19.32932	-98.1664	9.34648	38.65864	1057.61990	27.13736	10.15461	9.93808	6.63530
11.89497	9.58919	7.22638	0.34312	50.70392	8.61971	8.13857	0.00000	6.08479	53.30972	83.62389	5.40000	47.14285	1130.99243	27.19670	11.42807	7.27690	12.21860
18.92774	6.98709	8.65408	0.05630	29.88850	9.13183	7.20114	1.00000	6.16789	10.13361	124.84472	10.01227	66.38323	1058.50766	29.83691	5.42612	9.07236	6.68766
-16.86460	9.93518	10.06531	0.44946	43.40616	7.74782	7.00297	1.00000	5.54080	-32.45242	-71.23106		34.40741	1197.87517	38.17735	8.02086	13.12674	10.73082
21.17958	7.19443	8.57990	0.05802	39.80515	8.47170	2.93525	1.00000	7.43451	-19.32556	-41.25528	8.74705	45.48554	1050.04529	18.15654	5.56473	13.20480	9.82572
8.69382	9.41041	6.59111	0.28287	32.23747	6.62145	8.07293	1.00000	8.13230	44.59445	11.04979	5.16407	31.78571	1122.44514	41.57146	9.52118	6.99340	10.09870
41.70600	5.55777	7.97545	0.02271	73.49257	8.01526	5.24171	1.00000	7.37189	-21.44236	27.46153	8.47236	28.89826	1159.61767	43.75502	7.07139	7.67090	8.44081
11.20427	10.05095	8.12234	0.51442	34.17498	6.91944	9.55012	0.00000	8.51020	43.2907	5.4384	9.05930	31.26644	1147.38932	63.23754	12.99716	9.48744	10.21935
27.23710	5.82900	7.93816	0.04592	52.26579	7.84284	7.04523	1.00000	7.04750	9.58126	8.2926	9.27754	34.99223	1149.27551	43.42105	7.19620	8.31078	7.75065
2.74304	5.69384	9.29790	0.03996	59.85150	8.70587	7.83688	1.00000	8.91171	-33.79176	151.08057	10.17165	46.54548	1142.10984	57.51038	11.62200	8.06735	6.81424
14.16557	9.56853	9.03967	0.33298	65.22254	8.62629	4.78471	1.00000	8.06529	47.48444	36.25361	6.85943	39.16832	1097.35275	45.02747	7.11618	10.49827	10.66157
7.84330	9.61167	7.77592	0.33061	60.62405	10.01463	3.40311	0.00000	9.40676	43.48961	-8.2194	5.81446	21.12677	1089.43575	33.06123	9.03186	9.33201	7.17214
2.76880	6.00842	6.80929	0.01681	36.00184	5.42100	6.48035	1.00000	7.06293	44.98901	38.94324	9.53898	58.91903	1183.10100	27.31778	10.46522	9.77597	7.32223
14.09020	10.83203	8.28890	1.06147	23.95935	7.60609	6.33484	1.00000	7.79640	34.56861	105.89333	1.71859	29.76443	1160.95536	51.87352	10.08753	7.00566	11.40762
10.58297	9.87828	7.23575	0.43207	39.44295	6.39078	7.81251	1.00000	6.81866	45.79377	8.88104	6.43782	28.45659	1168.73597	54.15104	5.28843	7.47443	9.18564
0.31730	9.04295	7.86430	0.21508	56.88779	7.27962	7.94123	0.00000	7.63183	41.0051	-73.78458	6.96647	45.54362	1121.20806	63.44671	10.41289	9.10703	5.76744
24.94919	7.32848	8.93214	0.07299	49.61317	10.02721	6.89378	0.00000	9.47361	46.1351	-60.1831	6.61186	30.54588	1092.05700	45.35073	12.94344	7.66779	5.15625
