revision	code	QoS	latitude	station	longitude
2013/03/09	DZ	average	36.76639	Boumerdas	3.47717
2019/08/07	US	average	34.09611	San Gabriel	-118.10583
2018/11/07	MX	excellent	17.94979	Acayucan	-94.91386
10/18/2012, 00:00:00	GB	good	51.40148	Newbury	-1.32471
10/01/2019, 00:00:00	TR	excellent	40.37528	Mudanya	28.88222
2022-09-01	US	good	41.48199	Lakewood	-81.79819
2019/04/20	PK	average	31.71667	Sangla Hill	73.38333
2013/04/17	AR	accep	-34.64167	Chacabuco	-60.47389
06/05/2014, 00:00:00	PH	accep	10.7375	Talisay	122.9666
06/20/2020, 00:00:00	TN	accep	36.08497	Siliana	9.37082
2019-05-03	RU	maintenance	60.97944	Izluchinsk	76.92421
05/31/2014, 00:00:00	RU	maintenance	58.04254	Tavda	65.27258
03 Oct 2016	DE	excellent	51.20219	Radevormwald	7.36027
2014-11-21	ES	average	37.35813	San Juan de Aznalfarache	-6.03731
2013/02/19	FR	excellent	44.80477	Talence	-0.59543
17 Dec 2013	DE	maintenance	52.61131	Hermsdorf	13.31783
2017-08-22	IT	excellent	44.31771	Chiavari	9.32241
11/23/2012, 00:00:00	BR	good	-8.76194	Porto Velho	-63.90389
2013-08-31	ZA	excellent	-27.76952	Vryheid	30.79165
19 Dec 2019	CN	maintenance	37.30553	Zhuangyuan	120.82747
06/09/2020, 00:00:00	US	excellent	41.16704	Bridgeport	-73.20483
2020-10-06	RU	accep	43.35071	Gudermes	46.10925
02/20/2022, 00:00:00	NI	excellent	11.84962	Jinotepe	-86.19903
2013-07-16	US	accep	41.55838	Collinwood	-81.56929
2020-12-04	GB	accep	51.64316	Bushey	-0.36053
2018-08-31	CN	maintenance	23.73333	Heyuan	114.68333
01/12/2015, 00:00:00	FR	average	44.80477	Talence	-0.59543
17 Jun 2017	US	good	38.17492	American Canyon	-122.2608
26 Feb 2016	US	excellent	33.52253	Laguna Niguel	-117.70755
03 Jul 2021	AU	average	-37.9	Wheelers Hill	145.18333
23 Mar 2017	NI	accep	13.48082	Somoto	-86.58208
10/01/2018, 00:00:00	US	excellent	41.27621	East Haven	-72.86843
12/02/2014, 00:00:00	BR	building	-23.44361	Sarandi	-51.87389
10/14/2015, 00:00:00	CA	excellent	42.8334	Norfolk County	-80.38297
2015/01/19	FR	maintenance	43.83125	Cavaillon	5.03586
20 Oct 2016	MG	good	-19.65	Antanifotsy	47.31667
26 Feb 2014	TW	excellent	23.5654	Magong	119.58627
2014/06/30	ID	excellent	-7.0981	Randudongkal	109.3243
05/04/2021, 00:00:00	ID	maintenance	-6.8048	Kudus	110.8405
2013/02/09	US	good	41.85059	Westchester	-87.882
06 Sep 2019	US	maintenance	42.4251	Malden	-71.06616
08/02/2017, 00:00:00	RE	accep	-20.88231	Saint-Denis	55.4504
2020-01-16	NI	excellent	13.48082	Somoto	-86.58208
2016/05/13	CH	accep	46.18396	Onex	6.10237
13 Apr 2015	US	good	41.85059	Westchester	-87.882
14 May 2013	DE	good	50.09019	Hofheim am Taunus	8.4493
2020/02/10	RU	excellent	55.38752	Naro-Fominsk	36.73307
09/30/2021, 00:00:00	PK	accep	29.38242	Alipur	70.91106
07/20/2021, 00:00:00	TZ	maintenance	-5.41667	Chanika	38.01667
2021/11/29	US	average	41.80753	New City	-87.65644
2014/10/04	US	average	39.43534	Lebanon	-84.20299
2019/09/23	US	accep	34.14251	Glendale	-118.25508
2017/04/17	FR	good	44.80477	Talence	-0.59543
2022-05-06	UA	accep	49.65186	Krasyliv	26.97253
06/11/2016, 00:00:00	IN	good	15.5439	Calangute	73.7553
01/20/2016, 00:00:00	JP	accep	36.33011	Annaka	138.89585
2017-06-01	US	good	33.41012	Greenville	-91.06177
2017/04/22	IN	accep	30.81383	Moga	75.16878
2016/07/25	DO	maintenance	18.20854	Santa Cruz de Barahona	-71.10077
2016-11-09	US	excellent	33.93113	Norco	-117.54866
2022/08/10	US	accep	43.61062	Rutland	-72.97261
11 Apr 2019	GB	good	53.78333	Selby	-1.06667
2017/12/01	CN	good	24.28859	Meizhou	116.11768
12/26/2014, 00:00:00	GB	average	55.82885	Rutherglen	-4.21376
2017-01-17	BR	good	-22.97056	Valinhos	-46.99583
01 Aug 2016	BE	good	51.24197	Lille	4.82313
17 Sep 2021	IT	excellent	44.31771	Chiavari	9.32241
04/23/2019, 00:00:00	US	average	33.44872	Vestavia Hills	-86.78777
2019-09-28	BR	good	-26.22861	Pato Branco	-52.67056
2015/09/28	RU	average	55.64776	Malakhovka	38.02486
21 May 2020	TR	good	39.22493	Patnos	42.85693
08/19/2016, 00:00:00	FR	maintenance	48.98693	Gonesse	2.44892
10 Sep 2017	NL	good	51.65333	Vught	5.2875
09/02/2014, 00:00:00	CN	accep	23.29549	Licheng	113.82465
2017-10-12	UA	good	47.48444	Polohy	36.25361
2019-04-19	FR	good	46.32313	Niort	-0.45877
09/10/2016, 00:00:00	NL	accep	52.57583	Hardenberg	6.61944
2013-09-23	IN	good	19.30157	Bhayandar	72.85107
11 Sep 2019	GB	accep	53.78333	Selby	-1.06667
07/25/2014, 00:00:00	BR	good	-26.22861	Pato Branco	-52.67056
2015-12-28	ID	building	-3.5403	Majene	118.9707
2016/06/22	US	building	47.64995	Opportunity	-117.23991
2016-06-25	US	good	20.88953	Kahului	-156.47432
06/30/2014, 00:00:00	KZ	average	44.85278	Kyzylorda	65.50917
11/21/2013, 00:00:00	IN	building	21.34222	Kundla	71.30633
13 Mar 2017	US	good	33.52253	Laguna Niguel	-117.70755
2020/04/12	IN	average	18.18158	Osmanabad	76.03889
2015/05/06	US	average	39.57582	Ken Caryl	-105.11221
2018/09/25	US	average	41.15376	Bourbonnais	-87.88754
2013-02-25	IT	average	45.79377	Malnate	8.88104
12/23/2021, 00:00:00	MM	excellent	14.0823	Dawei	98.19151
2021-05-02	ES	excellent	27.76056	Maspalomas	-15.58602
09/30/2012, 00:00:00	NG	building	7.65649	Efon-Alaaye	4.92235
02 Oct 2015	UA	excellent	49.41029	Svatove	38.15035
03/17/2015, 00:00:00	MX	accep	25.87972	Heroica Matamoros	-97.50417
08/22/2014, 00:00:00	IT	accep	45.44694	Novara	8.62118
01/03/2013, 00:00:00	NG	good	7.50251	Igbara-Odo	5.06258
05/29/2014, 00:00:00	IT	average	41.24264	Bisceglie	16.50104
13 Feb 2018	US	accep	40.24537	Pottstown	-75.64963
26 Jan 2013	CN	accep	23.02677	Foshan	113.13148
2022/07/30	US	excellent	33.44872	Vestavia Hills	-86.78777
05/23/2016, 00:00:00	KR	average	37.1759	T’aebaek	128.9889
2017/08/19	MX	average	22.49396	Acaponeta	-105.36369
09/02/2021, 00:00:00	DE	average	51.88333	Verl	8.51667
2012/10/22	IN	accep	22.10194	Barbil	85.37752
08/23/2020, 00:00:00	CR	average	9.92787	San Rafael	-84.13722
03/31/2018, 00:00:00	UY	building	-33.38056	Durazno	-56.52361
10 Dec 2015	FR	average	48.79325	Fontenay-aux-Roses	2.29275
11/14/2013, 00:00:00	DZ	excellent	36.76775	Cheraga	2.95924
09/18/2018, 00:00:00	CA	average	45.40008	Sainte-Catherine	-73.58248
08/06/2013, 00:00:00	IN	excellent	32.55531	Chamba	76.12647
2014-05-06	SV	good	13.73417	Sonzacate	-89.71472
2014/08/10	CN	average	45.75279	Boli	130.57211
2019/12/19	DZ	building	36.27462	Bordj Zemoura	4.85668
2022/01/22	CN	good	27.85	Xiangtan	112.9
06/08/2022, 00:00:00	CA	accep	43.86682	Markham	-79.2663
06 Feb 2019	DZ	maintenance	36.27462	Bordj Zemoura	4.85668
15 Apr 2013	XK	accep	42.62833	Glogovac	20.89389
2019/05/26	NZ	good	-38.65333	Gisborne	178.00417
16 Aug 2020	DE	good	48.46458	Pfullingen	9.22796
2020-09-08	RU	average	58.1908	Danilov	40.17171
2013-07-29	ID	good	3.3285	Tebingtinggi	99.1625
2016/01/06	US	accep	41.72059	Evergreen Park	-87.70172
08/13/2021, 00:00:00	US	average	40.5576	Woodbridge	-74.28459
07/09/2016, 00:00:00	IT	maintenance	44.31771	Chiavari	9.32241
10/29/2021, 00:00:00	ID	excellent	-7.73379	Besuki	113.69785
14 Oct 2014	BR	average	-22.97056	Valinhos	-46.99583
2020-03-28	SO	excellent	-0.35817	Kismayo	42.54536
2015-06-01	ES	average	38.38479	Novelda	-0.76773
05 Mar 2022	PT	average	41.20485	Paredes	-8.33147
2017-09-24	BR	excellent	-19.32556	Resplendor	-41.25528
29 Jul 2020	CI	building	5.27247	Bonoua	-3.59625
2018-06-24	BR	accep	-26.22861	Pato Branco	-52.67056
05/31/2019, 00:00:00	RU	excellent	55.64776	Malakhovka	38.02486
2022/02/17	IT	maintenance	40.92298	Afragola	14.30935
04 Mar 2013	US	excellent	35.88264	Thomasville	-80.08199
2012-10-01	US	excellent	41.6764	Coralville	-91.58045
2016-06-30	FR	acceptable	46.32313	Niort	-0.45877
29 Apr 2019	UA	excellent	50.18545	Shepetivka	27.06365
2021-07-11	GB	accep	53.7446	Kingston upon Hull	-0.33525
2018-09-18	DE	average	52.59319	Wittenau	13.32127
2015/04/07	IN	building	21.59983	Amreli	71.21169
22 May 2021	FR	building	48.77644	Sceaux	2.29026
2015-05-18	KE	maintenance	3.11988	Lodwar	35.59642
2016-03-03	IN	good	29.21399	Kashipur	78.95693
2018/10/08	GB	accep	51.26	Westbury	-2.1875
2020/12/02	DE	average	48.07667	Trossingen	8.64409
28 Sep 2019	MY	maintenance	1.6	Ulu Tiram	103.81667
2021/01/31	PH	accep	12.37169	Masbate	123.62494
07/24/2017, 00:00:00	ES	average	41.63976	Cardedeu	2.35739
2020-01-13	US	accep	44.99012	Keizer	-123.02621
01/26/2022, 00:00:00	UA	building	47.48444	Polohy	36.25361
03/24/2022, 00:00:00	CN	excellent	36.19278	Laiwu	117.65694
09/05/2013, 00:00:00	ES	good	39.96348	Talavera de la Reina	-4.83076
26 Apr 2013	BR	average	-28.44917	Marau	-52.2
08/04/2014, 00:00:00	US	average	47.64995	Opportunity	-117.23991
2020-03-19	SL	average	8.48714	Freetown	-13.2356
2016-04-18	US	excellent	42.24113	Crystal Lake	-88.3162
2013-09-29	RU	maintenance	46.7055	Yeysk	38.2739
01/09/2016, 00:00:00	CM	accep	4.2475	Idenao	9.00472
2020-12-07	US	good	38.96372	Chillum	-76.99081
11/04/2018, 00:00:00	US	building	34.25807	Tupelo	-88.70464
2018-02-21	KZ	maintenance	43.41949	Otegen Batyra	77.0202
2016/03/07	TR	good	40.37528	Mudanya	28.88222
29 Jan 2020	IN	accep	12.1277	Dharmapuri	78.15794
2016-08-17	US	excellent	38.17492	American Canyon	-122.2608
2019-06-18	PK	accep	27.55898	Larkana	68.21204
2018/10/03	TH	accep	13.8196	Nakhon Pathom	100.04427
2015-04-13	RO	accep	44.43579	Sector 6	26.01649
2016/12/24	TZ	good	-4.83	Mwandiga	29.65806
11/30/2017, 00:00:00	NL	excellent	52.71083	Emmeloord	5.74861
05/14/2017, 00:00:00	NG	good	6.45407	Lagos	3.39467
2019/12/25	ES	accep	39.96348	Talavera de la Reina	-4.83076
2013/11/13	CD	average	0.76755	Yangambi	24.43973
2022-06-15	CA	excellent	46.1351	Sydney	-60.1831
2013/11/10	VE	maintenance	10.22677	La Victoria	-67.33122
2018/11/29	DE	excellent	48.21644	Albstadt	9.02596
2021-01-20	DJ	building	11.15583	'Ali Sabieh	42.7125
2016-07-14	RU	good	56.85836	Tver	35.90057
2017-04-25	IT	accep	45.9836	Cordenons	12.70038
24 Aug 2020	DE	average	53.6052	Barmbek-Nord	10.03988
03/16/2022, 00:00:00	TN	good	36.46917	Beni Khiar	10.78222
2017/07/14	IN	average	22.19303	Diamond Harbour	88.18466
2021-02-07	DE	average	48.28259	Ehingen	9.72749
2014-02-21	BR	good	-23.44361	Sarandi	-51.87389
11/21/2017, 00:00:00	CO	accep	10.15031	El Copey	-73.9614
2021-04-21	HT	maintenance	18.65297	Thomazeau	-72.09391
2021/08/27	IN	accep	14.46693	Davangere	75.92694
2022/06/11	AU	average	-33.79176	Eastwood	151.08057
10 Jul 2018	RU	accep	51.78771	Saraktash	56.36091
2014/11/27	DE	excellent	52.86147	Walsrode	9.5926
2015-10-11	CU	average	23.0072	Boyeros	-82.4017
2018-06-17	US	average	40.72816	Jersey City	-74.07764
11/04/2017, 00:00:00	US	excellent	40.56754	Pekin	-89.64066
18 Mar 2022	MM	average	14.0823	Dawei	98.19151
16 Jan 2016	IT	accep	37.49223	Catania	15.07041
2016/12/20	RU	building	53.77166	Bogoroditsk	38.12408
08/20/2018, 00:00:00	VE	building	8.35122	Ciudad Guayana	-62.64102
2015-10-19	TL	building	-8.99167	Maliana	125.21972
2021/05/28	US	average	28.90054	Deltona	-81.26367
09 Mar 2018	SK	good	48.43174	Hlohovec	17.8031
09/08/2022, 00:00:00	PT	building	41.20485	Paredes	-8.33147
01/19/2020, 00:00:00	IT	good	44.59445	Castelfranco Emilia	11.04979
09 Aug 2015	IN	excellent	11.50526	Sathyamangalam	77.23826
15 Jun 2014	MX	excellent	21.28306	Progreso	-89.66123
2013-08-11	FR	good	44.80477	Talence	-0.59543
2022-03-22	IN	good	28.71271	Pilkhua	77.656
27 Dec 2018	IT	good	40.87363	Volla	14.34085
2013/11/23	US	acceptable	38.54491	Davis	-121.74052
2018-12-02	IE	average	53.53333	An Muileann gCearr	-7.35
07/12/2014, 00:00:00	VE	maintenance	8.35122	Ciudad Guayana	-62.64102
2017/12/15	UA	accep	49.07866	Zvenihorodka	30.96755
2021-11-28	IN	accep	23.1959	Kenda	86.51499
2021/07/14	RU	good	44.98901	Yablonovskiy	38.94324
02/15/2020, 00:00:00	FR	average	48.77644	Sceaux	2.29026
2014-10-04	PH	good	10.31672	Cebu City	123.89071
2018/01/07	DE	building	52.53048	Charlottenburg-Nord	13.29371
26 Dec 2021	DK	accep	55.67938	Frederiksberg	12.53463
2021-05-03	GB	good	53.78333	Selby	-1.06667
27 May 2018	GB	good	52.68333	East Dereham	0.93333
19 Nov 2021	BR	accep	-21.205	Itaperuna	-41.88778
03/01/2014, 00:00:00	CZ	good	50.50301	Most	13.63617
2014-01-19	SV	average	13.73417	Sonzacate	-89.71472
07/11/2021, 00:00:00	CO	average	3.8801	Buenaventura	-77.03116
09/02/2019, 00:00:00	US	average	41.75338	Granger	-86.11084
2013/01/16	FR	accep	43.83125	Cavaillon	5.03586
2016/07/14	DE	average	53.63333	Halstenbek	9.85
2016-11-15	DE	accep	52.53048	Charlottenburg-Nord	13.29371
2016-06-16	ES	average	38.10558	Caravaca	-1.86343
05 May 2020	NL	average	52.57583	Hardenberg	6.61944
2022/03/06	KR	average	36.6009	Hongseong	126.665
03 Nov 2016	DE	good	52.61131	Hermsdorf	13.31783
12/17/2017, 00:00:00	BR	good	-12.91667	Muritiba	-39.25
2014-11-30	BR	average	-21.205	Itaperuna	-41.88778
06/22/2019, 00:00:00	BR	accep	-20.25333	Itabirito	-43.80139
2016/07/14	TT	building	10.66668	Port of Spain	-61.51889
2017/06/29	US	building	47.92526	Grand Forks	-97.03285
10/30/2012, 00:00:00	DE	good	48.46458	Pfullingen	9.22796
2016/08/29	US	average	39.33427	Middle River	-76.43941
2022/06/10	CU	maintenance	20.14298	Media Luna	-77.43532
2014/01/11	CU	accep	23.15678	Varadero	-81.24441
25 Dec 2018	MX	accep	19.32932	Contla	-98.1664
2017/10/20	BR	good	-22.97056	Valinhos	-46.99583
2018/01/16	MW	accep	-13.7804	Salima	34.4587
2021/11/26	RS	average	44.22639	Negotin	22.53083
2013/06/30	DE	good	50.23019	Karben	8.77155
2013/09/21	US	average	42.24113	Crystal Lake	-88.3162
31 Jul 2019	US	building	37.95143	Rolla	-91.77127
2018/12/21	IN	good	20.88197	Bhuban	85.83334
06/19/2016, 00:00:00	US	maintenance	34.06635	Acworth	-84.67837
2020-08-20	EE	accep	59.37722	Narva	28.19028
2015/06/29	UG	accep	3.27833	Kitgum	32.88667
10/13/2016, 00:00:00	US	accep	39.78504	Greenfield	-85.76942
2014/09/13	ID	good	-8.43333	Muncar	114.33333
12/25/2021, 00:00:00	DE	maintenance	49.13645	Eppingen	8.91229
2018-01-20	NA	maintenance	-21.98333	Okahandja	16.91667
11 Jan 2014	GB	maintenance	53.83333	Poulton-le-Fylde	-2.98333
05 Feb 2018	TR	building	40.1675	Sungurlu	34.37389
05/08/2020, 00:00:00	IE	maintenance	53.43333	Athlone	-7.95
2013-07-18	MX	accep	17.06542	Oaxaca	-96.72365
2019/01/07	US	accep	37.52487	Bon Air	-77.55777
02/08/2022, 00:00:00	US	building	32.54044	Dublin	-82.90375
11/08/2014, 00:00:00	RU	maintenance	54.8421	Alatyr’	46.5813
10/04/2014, 00:00:00	BD	building	22.83957	Manikchari	91.84128
2022/05/29	DE	average	48.28259	Ehingen	9.72749
15 Apr 2019	IN	maintenance	24.81757	Rafiganj	84.63445
06 Jun 2017	BR	accep	-10.95817	Tucano	-38.79084
15 Oct 2020	NG	good	7.6	Olupona	4.18333
2019-10-08	US	good	41.75338	Granger	-86.11084
06/30/2019, 00:00:00	IN	excellent	22.19303	Diamond Harbour	88.18466
2014/08/11	FR	accep	48.77644	Sceaux	2.29026
2021-12-01	US	excellent	42.24113	Crystal Lake	-88.3162
2017/09/07	US	good	40.57788	Brighton Beach	-73.95958
2019-09-22	US	building	35.74788	Muskogee	-95.36969
09 Apr 2020	TD	average	12.18441	Mongo	18.69303
2018/10/23	JP	excellent	33.3213	Hita	130.94098
06 Jan 2022	CF	good	4.94273	Carnot	15.87735
02/07/2019, 00:00:00	MW	good	-13.7804	Salima	34.4587
2013/03/23	NG	average	7.6	Olupona	4.18333
2014-10-01	US	maintenance	40.2737	Harrisburg	-76.88442
2021-06-08	PR	good	18.03496	Yauco	-66.8499
2017/07/02	VE	average	9.91861	Tinaquillo	-68.30472
2018/12/06	US	average	33.93113	Norco	-117.54866
2014-05-03	HR	accep	43.50891	Split	16.43915
2021-01-16	NZ	accep	-44.39672	Timaru	171.25364
2016/12/21	FR	accep	48.8765	Rueil-Malmaison	2.18967
2013/12/13	JP	good	33.4425	Karatsu	129.96972
02/07/2013, 00:00:00	GE	average	41.82143	Kobuleti	41.77921
2021/11/02	US	excellent	33.35283	Gilbert	-111.78903
2013/01/11	IN	average	10.10649	Alwaye	76.35484
10/04/2013, 00:00:00	NG	average	7.6	Olupona	4.18333
2016-08-04	PK	average	25.80565	Bhit Shah	68.49143
2020-06-10	US	building	40.72816	Jersey City	-74.07764
2013/05/16	JP	accep	35	Komono	136.51667
16 Aug 2022	US	accep	34.25628	Leland	-78.04471
2017-06-15	US	good	28.90054	Deltona	-81.26367
2018/12/25	CO	good	3.8801	Buenaventura	-77.03116
2017/04/17	RO	good	44.43579	Sector 6	26.01649
08/28/2013, 00:00:00	JP	building	34.4833	Toba	136.84186
11 Dec 2012	KE	average	3.11988	Lodwar	35.59642
2020-04-15	PT	building	41.1053	Custoias	-7.32097
2019/07/02	US	accep	29.84576	Estelle	-90.10674
2012-11-24	BA	excellent	44.75874	Bijeljina	19.21437
04/15/2014, 00:00:00	GB	excellent	53.00974	Rhosllanerchrugog	-3.05814
10/02/2016, 00:00:00	FR	average	46.32313	Niort	-0.45877
05 Sep 2018	NL	average	53.16167	Hoogezand	6.76111
2017-03-27	CN	accep	46.08333	Ulanhot	122.08333
2021/08/04	IE	maintenance	53.53333	An Muileann gCearr	-7.35
29 Mar 2018	BR	average	-19.7625	Esmeraldas	-44.31389
2014-07-12	UA	maintenance	50.75932	Lutsk	25.34244
08/31/2017, 00:00:00	US	excellent	20.88953	Kahului	-156.47432
2014/11/14	US	maintenance	26.91756	Punta Gorda Isles	-82.07842
2021-08-10	IT	average	45.78071	Portogruaro	12.84052
2015-12-11	BR	average	-22.57306	Artur Nogueira	-47.1725
2015/08/19	TH	accep	8.43333	Nakhon Si Thammarat	99.96667
04/01/2018, 00:00:00	KR	average	36.82167	Eisen	128.63083
14 Jul 2013	GN	accep	9.535	Camayenne	-13.68778
03/13/2017, 00:00:00	US	average	29.53885	Fresno	-95.44744
06/25/2015, 00:00:00	NG	good	4.92675	Yenagoa	6.26764
2018/08/23	MM	excellent	14.0823	Dawei	98.19151
16 Feb 2016	CI	excellent	5.27247	Bonoua	-3.59625
2019-07-25	CN	excellent	35.50056	Pingyi	117.63083
2022/08/03	US	accep	41.66394	Toledo	-83.55521
12/13/2014, 00:00:00	MG	excellent	-19.65	Antanifotsy	47.31667
20 Apr 2017	SV	excellent	13.70167	Ilopango	-89.10944
2015-09-22	IR	maintenance	33.14447	Darreh Shahr	47.3799
2018/05/29	US	building	40.24537	Pottstown	-75.64963
19 Apr 2020	UG	maintenance	3.27833	Kitgum	32.88667
2022-02-19	US	good	33.98154	Lexington	-81.23621
2019-09-09	US	average	37.71715	Visitacion Valley	-122.40433
05/11/2019, 00:00:00	PH	average	9.6531	Jagna	124.3697
2016/08/14	ES	accep	40.70995	Amposta	0.57856
10/01/2016, 00:00:00	IN	excellent	28.92694	Bachhraon	78.23456
04/07/2015, 00:00:00	DE	accep	47.98372	Memmingen	10.18527
13 Feb 2016	TR	excellent	37.05944	Gaziantep	37.3825
2020-09-21	ES	maintenance	42.64685	Villaquilambre	-5.55835
09 Aug 2014	CL	maintenance	-32.45242	La Ligua	-71.23106
2021/10/04	CD	good	0.76755	Yangambi	24.43973
06/16/2022, 00:00:00	DE	excellent	51.21667	Schwalmtal	6.26667
2013/03/02	IN	good	26.2649	Jais	81.54855
2016-08-16	MG	good	-21.15	Ikalamavony	46.58333
2019-04-07	PH	maintenance	15.72892	Burgos	120.57224
07/02/2020, 00:00:00	DE	accep	51.47805	Oberhausen	6.8625
26 May 2022	GH	average	5.30383	Tarkwa	-1.98956
2016/10/20	TJ	good	38.55632	Vahdat	69.01354
2015/04/08	US	good	40.56754	Pekin	-89.64066
2020-04-11	FR	average	48.77644	Sceaux	2.29026
2014-01-23	DZ	maintenance	35.21222	Ksar Chellala	2.31889
02/24/2013, 00:00:00	IN	excellent	18.18158	Osmanabad	76.03889
12/10/2012, 00:00:00	US	average	33.93113	Norco	-117.54866
10/03/2021, 00:00:00	HT	excellent	18.65297	Thomazeau	-72.09391
06/21/2013, 00:00:00	RU	maintenance	57.30185	Gavrilov-Yam	39.85331
09/25/2019, 00:00:00	ID	good	-1.26753	Balikpapan	116.82887
2019/01/17	TH	good	15.79408	Yasothon	104.1451
2013-06-28	TH	building	14.37395	Bang Ban	100.48528
2016-10-08	IN	accep	22.88783	Jashpurnagar	84.13864
2015/09/05	GB	good	53.49389	Mexborough	-1.29243
2017-05-26	IN	average	25.6439	Narwar	77.9129
12/17/2013, 00:00:00	NI	accep	11.84962	Jinotepe	-86.19903
2019-04-07	RU	building	54.03876	Kovylkino	43.91385
2020-08-03	FR	average	48.77644	Sceaux	2.29026
08/26/2013, 00:00:00	RU	accep	58.1908	Danilov	40.17171
2013/02/21	PH	excellent	14.66	Pilar	120.56528
2015/07/07	NG	good	7.65649	Efon-Alaaye	4.92235
02/04/2021, 00:00:00	JP	average	37.56667	Inawashiro	140.11667
12/27/2015, 00:00:00	RU	average	51.40944	Privolzhskiy	46.04833
08 Apr 2015	PH	average	10.13361	Maasin	124.84472
03/03/2021, 00:00:00	IN	average	17.54907	Elamanchili	82.85749
07/02/2019, 00:00:00	RU	excellent	46.7055	Yeysk	38.2739
2021/05/08	PH	good	14.66	Pilar	120.56528
2015-04-27	RU	excellent	60.97944	Izluchinsk	76.92421
2017/04/02	DE	accep	54.52156	Schleswig	9.5586
2019-10-02	TH	building	13.44581	Phanat Nikhom	101.18445
11 Sep 2018	US	good	46.09273	Iron River	-88.64235
2015/09/02	US	excellent	41.55838	Collinwood	-81.56929
2016-06-05	US	excellent	37.60876	Mechanicsville	-77.37331
06/06/2015, 00:00:00	ES	accep	43.48961	Ferrol	-8.2194
2020/03/29	DE	excellent	52.21099	Gronau	7.02238
2016-03-19	IR	accep	35.6803	Shahre Jadide Andisheh	51.0193
2022/07/31	GE	excellent	41.82143	Kobuleti	41.77921
04 Mar 2017	KZ	good	44.85278	Kyzylorda	65.50917
2018/04/11	ES	accep	37.49073	Baza	-2.77259
2018/04/07	RU	good	57.30185	Gavrilov-Yam	39.85331
27 Nov 2012	JP	average	33.4425	Karatsu	129.96972
14 Oct 2017	ID	accep	-7.0981	Randudongkal	109.3243
2021/02/03	IN	good	28.98002	Meerut	77.70636
06/16/2020, 00:00:00	AU	accep	-31.95224	Perth	115.8614
2014-11-07	MY	excellent	4.02219	Teluk Intan	101.02083
2017/08/21	PL	good	51.14942	Zgorzelec	15.00835
06/13/2018, 00:00:00	IN	excellent	18.87813	Uran	72.93924
2015/04/11	ID	average	-7.01833	Pameungpeuk	107.60389
2019/04/07	RU	average	51.40944	Privolzhskiy	46.04833
09/23/2017, 00:00:00	BR	excellent	-28.24	Imbituba	-48.67028
13 Mar 2016	AR	average	-34.74785	Pontevedra	-58.70072
2015-11-23	US	excellent	39.09112	Independence	-94.41551
17 Dec 2019	FR	good	45.69558	Saint-Genis-Laval	4.7934
2020-09-05	DZ	average	36.06386	El Achir	4.62744
2019/07/25	CA	good	46.23899	Charlottetown	-63.13414
06/10/2019, 00:00:00	PL	accep	50.20528	Jaworzno	19.27498
08 May 2013	RU	maintenance	54.03876	Kovylkino	43.91385
2015-12-06	US	average	41.48199	Lakewood	-81.79819
06/11/2015, 00:00:00	ES	accep	27.76056	Maspalomas	-15.58602
2013-03-17	PT	average	41.20485	Paredes	-8.33147
2019-12-21	IT	building	40.92298	Afragola	14.30935
2013-08-05	CL	average	-30.60106	Ovalle	-71.19901
