warning	PAHs	H2CO	O3	CO	SO2	NOx	Pb	TEMP	PM2.5	C2H3NO5	CFCs	latitude	PRES	longitude	PM10	NH3	CH4
0.00000	8.86368	54.34694	7.72619	7.26213	5.72898	8.09985	26.47065	-5.33091	5.77154	0.12740	55.92352	48.98994	1068.82385	2.1699	3.15211	6.57192	8.43057
0.00000	8.39712	43.48660	10.47501	9.17187	10.69991	7.22220	45.54042	-3.07154	6.44345	0.42947	93.98622	-4.24444	1124.14722	-42.29444	8.36994	7.06205	8.62111
1.00000	5.51867	67.54201	5.63604	7.01914	8.10858	6.74763	48.82015	-3.64030	4.47998	0.71971	84.79522	21.34222	1194.82591	71.30633	9.02526	9.56935	8.43320
1.00000	7.95376	31.14729	4.78506	6.46315	7.90449	8.12202	49.88533	20.21575	4.28812	4.09742	77.36871	43.35071	1162.48933	46.10925	10.91173	8.43984	7.75240
1.00000	4.56234	66.88004	7.48951	7.62063	8.92555	6.77444	46.98934	20.87884	6.20679	0.21688	72.32206	50.76306	1099.16716	-1.29772	6.62744	9.33461	8.28941
1.00000	8.29222	68.57793	7.93990	7.89871	7.09555	8.85561	44.69922	19.92782	7.25429	0.14807	52.67357	48.78232	1172.51069	9.17702	6.48015	6.14387	7.04477
0.00000	7.74063	40.72593	5.59726	7.91212	5.86771	7.88853	49.98565	-7.61601	5.59198	0.45683	89.58855	58.63667	1125.89309	59.80222	8.42700	8.72962	6.64752
1.00000	6.16379	43.83100	5.13645	7.14899	9.51408	7.81406	67.64152	12.05536	7.02343	0.94074	72.30579	40.53123	1199.59877	17.58522	9.36698	8.40029	5.94562
0.00000	7.92013	23.63464	9.05436	5.67099	9.38288	6.26041	44.91164	3.90655	5.86126	0.17613	63.03241	6.03333	1098.55255	37.55	6.49100	5.29081	8.33432
1.00000	5.62848	48.24869	5.50253	6.22018	8.44887	5.92772	25.35301	14.97664	6.12785	1.29549	68.45204	-4.16694	1076.24892	-40.7475	9.73307	8.72048	5.86504
1.00000	8.35621	52.40925	4.79952	8.41808	5.03321	6.62130	49.73383	19.94998	8.66914	0.82502	70.50742	35.85	1196.88107	117.7	9.15868	8.35288	6.23511
1.00000	4.66870	62.98549	6.74303	7.63442	9.15461	6.84790	75.65691	14.94727	8.42401	0.21211	72.83242	33.42585	1169.13013	-6.00137	7.21184	8.35095	5.78007
0.00000	3.65016	41.83827	4.99177	7.84250	9.08346	6.97524	33.84912	24.25385	10.87307	0.23076	50.77885	58.63667	1160.56058	59.80222	7.30426	8.90213	6.44706
1.00000	10.74269	52.95978	4.73325	7.03866	6.19284	7.67468	40.61009	2.92411	10.23885	4.42095	74.73732	46.09273	1142.52893	-88.64235	11.00918	9.63233	7.48696
1.00000	5.33841	42.29674	4.19862	6.86286	9.85563	8.89719	67.56871	20.31674	4.56968	4.14852	66.54427	-7.81667	1146.22443	112.01667	10.93709	10.17901	7.41774
0.00000	7.55305	48.60831	8.08080	8.61531	9.04147	6.89453	65.93144	24.57262	5.76495	0.16735		25.67927	1151.70472	-80.31727	6.77268		5.60078
0.00000	6.67399	43.46025	6.16771	7.90258	8.88807	8.01426	59.38946	16.72213	8.48479	0.10126	58.42931	25.92493	1050.38824	73.66633	6.14569	7.65142	6.98121
1.00000	8.91029	27.47373	2.22986	6.18342	6.49790	8.86639	34.15001	16.47963	9.03019	0.31702	66.92760	12.97389	1183.88922	123.99333	7.68336	7.22298	7.79549
0.00000	9.84522	42.46634	11.09446	7.49562	6.84759	5.38626	49.95813	18.66903	5.86829	0.13855	71.56982	16.455	1178.54391	120.5875	4.80176	5.72634	7.00631
1.00000	9.73161	47.31208	4.82508	6.43074	6.87992	7.20740	60.55053	29.38336	8.60370	0.29683	76.28334	16.75973	1131.48514	-93.11308	7.80656	7.96626	8.79536
1.00000	7.25044	29.21537	8.80108	9.38496	5.20105	6.07486	20.34190	16.90048	7.89481	0.31300	72.55640	4.92675	1055.42405	6.26764	7.93996	8.00984	6.86610
1.00000	9.25419	34.93867	5.72724	8.07551	6.73254	5.66094		18.12895	9.64113	5.63629	68.07884	46.09273	1099.95530	-88.64235	11.25120	11.21853	7.71235
0.00000	6.63166	55.22965	5.48637	6.39040	6.36751	7.64497	16.15838	12.91683	7.82573	0.17028	72.86035	50.56149	1089.18654	4.69889	6.81883	9.76295	9.06753
1.00000	8.97076	81.37843	6.01289	8.07250	6.49559	7.52371	58.21907	9.76832	8.96692	0.97069	68.12944	50.76306	1072.82946	-1.29772	9.34257	9.30582	7.84894
0.00000	10.76477	35.18873	9.83805	8.80608	8.09546	5.74113	33.75192	11.33923	7.63738	0.13395	65.14167	14.93333	1103.09016	-91.11667	6.26258	10.68420	7.14103
0.00000	10.67994	55.82953	7.58137	5.88402	9.03616	7.04130	57.78738	16.36390	6.68159	0.22155	77.99269	50.09019	1076.67543	8.4493	7.32069	7.37482	7.96249
1.00000	11.11811	56.96120	3.43977	8.04088	6.04692	7.02655	30.30474	16.89860	9.55126	1.03688	69.48180	53.46506	1061.74173	-1.47217	9.49643	8.67477	8.75706
1.00000	4.76222	40.16024	4.25703	7.05676	9.36080	6.36568	58.13790	-8.77570	5.95438	3.32939	65.02010	51.168	1088.43912	7.973	10.70298	9.83825	6.64594
1.00000	9.90018	51.19201	5.44333	8.46054	6.94744	8.96256	55.63410	24.87088	9.07878	0.95705	52.82198	34.5624	1061.60711	38.28402	9.42817	8.67866	6.26114
0.00000	4.58227	48.20822	5.55197	6.84527	8.22207	7.53360	54.06578	17.51927	9.05675	0.14066	69.77339	48.78232	1190.90013	9.17702	7.03927	9.84219	8.32727
0.00000	6.20727	49.35934	5.87681	9.62481		7.82727	77.22385	3.35774	9.50671	0.11749	73.88746	53.00974	1071.14460	-3.05814	5.02654	9.64337	7.62013
1.00000	3.22331	41.22967	4.24208	7.31370	9.00387	8.82664	63.98519	35.85382	6.52602	1.92675	76.03558	53.19146	1124.01767	-2.52398	10.11578	10.31378	7.22364
0.00000	10.93622	49.11818	4.04211	6.20387	9.63856	7.76956	64.50130	10.85464	7.31450	0.39666	67.39601	36.82167	1065.70367	128.63083	8.17070	9.31587	8.05806
1.00000	5.85659	58.74336	4.79292	7.46177	5.19940	6.48785	40.59952	35.63667	7.86949	0.39429	63.04048	34.06635	1067.30020	-84.67837	8.09450	9.86902	8.30610
1.00000	3.81822	46.40230	6.23920	7.37370	9.21790	7.65412	61.92078	11.52759	5.57563	0.44881	67.43771	42.55308	1106.96052	-87.93341	8.25700	10.13637	5.18728
1.00000	3.77359	56.90612	8.08027	6.92098	7.86380	8.30208	59.02943	10.18032	6.10983	0.15732	71.01674	27.9247	1172.70073	78.40102	5.66582	9.45787	7.05250
0.00000	10.07361	48.40645	9.58730	6.97589	5.84339	9.25269	23.60363	19.28707	6.55555	0.15721	73.02307	47.48444	1153.34712	36.25361	2.17361	6.54544	6.79117
1.00000	9.95747	51.92174	5.60058	8.29844	7.21995	6.73515	56.94651	20.59201	9.82782	2.90509	85.62817	50.8	1121.05943	3.16667	10.56306	10.83271	7.53237
1.00000	2.71623	48.90915	5.72792	6.49360	8.96341	5.75888	24.94389	21.06839	4.37945	0.59682	78.07448	3.02013	1160.01038	30.91105	8.89947	11.28948	8.17843
0.00000	7.72036	29.29833	8.08749	5.95388	8.02044	9.51593	55.91144	19.95228	5.31624	0.23736	70.93807	-34.74785	1076.64063	-58.70072	5.32898	4.95537	6.65472
0.00000	6.52420	65.14739	6.66615	7.84743	11.20472	7.59258	58.66486	22.83646	9.73278	0.10894	65.11865	36.82167	1147.25112	128.63083	4.74829	7.61534	6.31561
0.00000	6.32469	66.91321	5.56689	8.20323	4.64212	7.69539	64.95324	10.15082	10.06857	0.17529	78.16382	-1.26753	1051.92312	116.82887	6.89948	5.77192	6.15970
1.00000	8.63098	39.28482	4.09134	6.47960	8.38175	5.82038	25.60471	9.60338	4.82413	7.46060	72.48519	38.54491	1170.13175	-121.74052	11.52948	7.96570	5.67614
1.00000	9.82768	57.77974	6.25002	6.25620	8.51953	6.27321	40.12716	2.94810	6.40226	0.96008	71.59350	40.81	1187.01383	-73.9625	9.35769	6.46767	7.40492
1.00000	7.09776	76.33735	6.65125	8.52750	8.50470	7.12550	64.65481	11.19637	7.77562	0.29467	74.67672	-22.57306	1146.02969	-47.1725	7.67375	7.18922	7.84207
0.00000	9.00829	43.54957	8.77343	6.25681	7.15671	6.45181	51.06697	12.19187	6.46739	0.14334	63.35297	30.5427	1123.02593	-97.54667	4.22089	6.43670	7.77287
1.00000	9.94456	37.26086	5.30695	7.26539	7.00746	5.80214	46.18930	7.07054	9.90758	1.28250	65.96896	45.78071	1165.05174	12.84052	9.67533	10.27462	7.60243
0.00000	9.43565	39.33380	9.93048	8.76461	9.75091	8.59059	41.02366	17.10609	5.50232	0.18971	74.11416	65.84811	1117.42419	24.14662	6.61895	6.87121	6.02949
0.00000	8.78982	41.52919	11.22840	6.98869	8.98023		52.39556	19.40724	6.69972	0.21822	78.62292	51.21667	1066.06957	6.26667	6.18053	9.06208	7.13321
1.00000	9.79749	48.75478	7.66042	7.26503	5.19471	7.71189	19.09413	24.27723	9.01012	0.43462	57.59120	38.40917	1141.96248	112.73333	8.44005	6.81810	8.39909
1.00000	9.18533	47.19819	5.93024	5.79010	6.64001	7.42407	55.29855	27.05520	8.39395	0.25116	71.08490	50.82882	1121.98672	-0.32247	7.32275	6.96256	7.51618
1.00000	6.85743	56.00084	7.76416	7.71916	8.29401	6.62987		17.76733	9.16425	0.16300	68.97533	43.83125	1137.17294	5.03586	6.17159	6.73172	7.35009
0.00000	5.31711	32.43549	6.20919	6.00126	9.86890	5.14882	51.30134	27.36300	8.78557	0.13673	72.79109	57.14369	1063.59089	-2.09814	4.28400	10.15154	7.17532
0.00000	6.29584	55.55756	5.65551	7.59315	7.02795	6.84877	56.35450	21.80663	8.40236	0.16592	58.06723	51.03427	1072.12827	5.37429	6.15775	8.92239	7.59798
1.00000	4.69409	57.36338	6.00995	7.15563	8.53695	5.77732	39.85133	8.02561	5.41720	0.55896	79.43470	-19.7625	1172.46454	-44.31389	8.54846	9.68165	7.37361
1.00000	9.59219	25.74505	8.31673	6.88058	7.69555	6.85567	67.73400	12.84627	10.29607	0.21744	66.26560	25.67927	1087.77113	-80.31727	5.79975	4.30113	6.82825
0.00000	7.85181	46.41890	10.62469	6.20494	9.56375	7.22809	55.99191	15.45848	6.14171	0.19555	63.56250	43.61062	1120.43710	-72.97261	7.23605	4.58345	5.89521
0.00000	7.75269	52.66986	7.91214	5.23773	6.02669	7.14986	44.07728	24.36430	4.89139	0.13859	77.25001	19.64745	1196.19094	-102.04897	4.32014	4.99545	7.45681
1.00000	6.39802	65.59279	5.81196	5.49554	4.28436	7.06692	41.47988	1.65462	7.27555	0.24985	85.52233	56.03361	1197.36732	35.96944	7.26026	7.03546	8.73720
1.00000	10.96573	34.17469	6.53813	6.79741	7.11199	5.82959	53.02654	14.07979	9.73098	1.74641	70.39689	18.51957	1126.34458	73.85535	10.02100	8.47149	7.19798
0.00000	8.88086	31.55828	7.37880	7.97300	9.28898	6.64007	20.32437	24.01672		0.31738	71.87107	-22.92306	1178.02063	-53.13722	7.74591	4.19611	7.26937
1.00000	4.24996	36.46833	6.03481	7.68084	8.86405	6.68767	64.27509	3.09374	7.70399	0.35698	77.98625	-36.9256	1100.72229	-73.02841	7.92164	9.06858	5.46281
1.00000	7.31622	17.83385	5.26832	6.80656	9.01507	6.31446	67.07657	20.51148	7.50162	1.30273	66.08821	41.8542	1066.42762	-87.66561	9.71654	7.59593	7.80869
1.00000	8.91286	37.52206	8.66736	7.54122	5.33445	8.06808	70.80929	18.61674	8.20433	0.33671	71.05155	34.06635	1087.47968	-84.67837	8.06191	7.38153	6.55946
1.00000	9.89579	38.40821	6.33654	9.14141	6.95764	8.36126	46.40641	38.50742	10.03434	2.17424	76.82070	40.24537	1122.06231	-75.64963	10.25927	10.33318	7.11156
1.00000	4.68086	52.71833	8.56715	6.84756	7.81718	7.75289	47.03619	12.68370	6.10907	0.15965	73.81900	8.56697	1063.96154	123.33471	5.42893	8.88708	6.61249
1.00000	9.42341	64.25083	7.58209	8.05648	6.21778	7.02813	56.45834	20.85378	8.68077	0.51966	77.76216	20.88098	1050.03800	75.11937	8.62867	8.80481	7.50427
	7.46247	49.95738	9.28720	7.35656	7.08015	6.90625	47.50278	42.11397	5.16319	0.12941	70.09642	-1.6	1176.47839	103.61667	4.37379	6.10587	5.42230
1.00000	7.84345	17.71944	4.90872	6.69434	5.41029	6.98752	51.38994	13.79796	8.06929	0.21040	68.27043	46.09273	1100.15205	-88.64235	6.98588	6.33534	8.98066
0.00000	7.45799	54.58364	5.52403	6.60198	6.13265	6.06450	53.26306	17.26327	6.77929	0.30647	60.71571	6.84019	1072.19384	79.87116	7.63653	8.43116	7.86463
0.00000	6.18701	28.12326	6.38938	8.07969	9.94698	5.99332	31.23813	31.70579	8.35440	0.10401	73.63407	41.15612	1170.66466	1.10687	5.89356	9.25152	8.09898
1.00000	6.54540	30.43289	5.41097	6.00435	5.91033	5.51994	38.44606	5.60954	8.59977	0.20893	65.39563	48.98994	1099.17685	2.1699	7.40604	8.18588	6.65183
1.00000	10.54593	55.91294	5.17723	7.93281	6.82741	7.22592	45.05168	6.18701	9.24416	0.66078	80.15246	39.72943	1095.46290	-104.83192	8.87062	7.70850	7.07980
1.00000	8.05543	60.01186	6.30128	5.91701	6.68370	7.67035	48.60357	-5.54366	8.68630	0.42844	72.21058	40.24537	1119.66278	-75.64963	8.43321	8.50499	7.86510
1.00000	5.02575	69.46003	4.17604	7.87451	4.48930	5.84035	62.04230	5.22706	7.14313	0.15914	75.58401	27.34089	1104.36316	117.4831	6.59056	7.06012	7.90997
1.00000	8.18409	29.41202	5.30457	6.84026	8.91997	7.18092	55.12298	1.54659	6.70533	1.50558	58.54891	-15.21194	1085.65641	-75.11028	9.90729	7.28014	8.00421
1.00000	10.86116	56.62649	10.14913	8.30493	4.98798	7.45615	30.72768	14.60193	8.65495	0.82557	71.27382	48.8222	1111.81390	2.12213	9.14625	7.08476	7.73856
1.00000	6.81770	35.66792	6.48222	7.57543	8.24004	8.02512	18.42980	28.63002	7.30160	0.38275	55.94120	27.55898	1153.27604	68.21204	8.16764	7.39762	6.31537
1.00000	11.67567	54.13220	6.94778	8.44704	7.36346	7.54898	50.90872	22.89713	9.47708	0.54360	70.28742	6.03333	1172.42523	37.55	8.74730	8.11486	6.91688
0.00000	7.43698	46.02353	6.09094	6.40749	9.92715	5.95631	70.07316	16.25018	7.75647	0.15931	78.41023	48.98994	1110.50311	2.1699	6.30366	8.11556	7.94365
0.00000	3.98069	63.78026	5.33189	7.23058	7.76659	7.87779	31.68707	8.82026	9.36367	0.19601	62.99548	39.32011	1098.25907	-76.51552	6.93671	9.76597	8.56089
1.00000	8.10053	52.96843	5.61334	5.69439	8.40047	6.64812	47.22847	2.91696	5.98087	1.13135	77.02286	51.40148	1129.28628	-1.32471	9.57137	7.57217	7.10948
0.00000	10.13494	45.30029	8.94879	9.61202	8.89987	6.32995	33.53156	13.09233	7.29143	0.17980	70.65129	-25.42944	1080.36444	-50.00639	6.63173	10.31508	5.58313
0.00000	6.93407	75.60717	5.80935	8.71000	7.15607	6.08873	43.39317	23.06243	7.28759	0.08361	75.58183	-7.57897	1053.15769	112.23109	6.86584	8.23885	7.84257
0.00000	11.15810	72.84392	7.57068	5.99580	9.48958	7.10502	37.40011	8.42197	6.03116	0.24962	69.32530	25.95533	1056.97655	68.88871	6.97645	7.58031	8.07581
1.00000	6.82526	45.12280	6.32585	6.68973	10.72051	6.91689	41.84542	-2.56447	6.06137	0.56367	72.24966	53.00974	1055.38478	-3.05814	8.61066	8.78619	7.80469
0.00000	9.56090	47.91051	9.54878	6.21355	9.02482	8.68904	35.38442	27.83767	5.91243	0.15387	70.66913	36.82167	1173.48746	128.63083	7.03868	5.72553	
1.00000	10.60313	48.88353	4.75099	6.74561	7.28334	6.61965	62.40674	15.09725	9.31579	0.22116	65.34516	33.4425	1159.12176	129.96972	7.44301	8.80352	6.80353
1.00000	6.80625	49.69962	6.31826	8.60202	8.67992	7.69369	32.89966	16.74474	6.54558	0.51730	78.47935	41.63976	1181.67124	2.35739	8.43671	8.00930	5.96884
1.00000	8.72408	29.95463	6.61239	7.56584	5.91992	6.62219	48.65775	9.49071	7.80059	0.19236	77.52652	42.819	1143.56184	47.1192	6.90560	6.29569	5.54579
1.00000	6.00300	55.47851	6.29087	5.11932	8.87081	6.36323	66.98469	20.17492	4.42556	0.58637	71.18831	36.20389	1197.28306	127.08472	8.81810	9.45984	7.75754
1.00000	9.30087	59.77751	5.00195	6.91406	6.66028	7.45318	60.54203	24.38080	9.71461	3.69235	71.26893	26.76628	1142.91008	83.36889	10.80053	11.43916	8.10889
0.00000	6.03761	38.69869	6.37142	7.11079	11.31578	8.17520	38.14223	19.48703	7.54568	0.12208	62.03643	60.2052	1081.10012	24.6522	6.00839	9.37102	6.89129
1.00000	7.67290	62.06098	5.08005	6.79001	5.64582	7.29136	62.28351	21.29374	8.38525	0.43535	73.54683	48.79325	1168.88700	2.29275	8.40523	8.83365	8.10544
0.00000	10.42962	55.44267	8.51894	6.95387	9.81725	4.51616	57.29541	22.36133	7.57381	0.64514	74.24933	32.9156	1173.06851	-117.14392	8.78878	8.05156	7.73386
1.00000	11.05204	41.70296	8.53973	10.14469	7.18705	7.00810	48.75236	27.97503	9.76360	1.62776	76.86544	53.59782	1052.06849	34.33825	9.92243	9.76289	7.77800
0.00000	6.10420	28.48635	6.16741	9.17887	8.27987	8.45984	55.49508	12.70741	7.85548	0.11953	76.61095	32.9156	1070.31272	-117.14392	4.87552	9.78911	7.48911
1.00000	6.38932	43.85971	5.14514	7.22059	8.80797	7.76444	64.61336	2.42540	5.15774	2.04910	68.14974	42.64685	1108.47845	-5.55835	10.23155	8.96267	6.37057
0.00000	10.95144	42.27015	10.62673	5.97043	9.10487	8.67791	65.52225	6.29588	7.88230	0.11414	63.80867	59.33333	1185.21759	18.28333	6.65420	9.61959	7.36459
0.00000	9.96658	56.87129	9.42525	10.19085	8.70032	6.27384	59.18534	20.38098	6.57445	0.10806	87.64233	47.38093	1183.98806	-122.23484	5.77072	6.70992	8.51452
1.00000	7.08263	51.91960	2.81022	7.60173	10.10361	7.00718	39.61198	25.65280	3.34829	27.19999	59.44175	-21.44236	1149.97468	27.46153	12.84071	10.35939	6.43172
1.00000	4.49817	56.44615	6.76990	8.40675	7.39009	8.74271	59.10603	7.26409	5.56961	0.32920	61.57408	50.76306	1178.97385	-1.29772	7.87381	9.27010	7.44162
0.00000	3.55080	39.41638	5.19481	6.33852	7.02206	6.23122	55.84083	13.48447	11.18467	0.17074	56.17706	48	1070.51697	-4.1	6.35166	8.82040	7.88394
1.00000	8.89580	36.27102	5.81641	6.67110	6.35513	6.34606	68.21882	21.12748	8.86802	0.53033	61.10587	44.75874	1129.96103	19.21437	8.60206	8.25709	7.02827
1.00000	9.64119	37.10616	6.06739	7.72195	6.19345	5.36275	62.57530	33.55426	9.64104	1.95878	76.08530	57.47908	1183.53598	-4.22398	10.11970	10.20631	7.53861
1.00000	6.63168	65.52059	4.89681	5.96539	4.34602	7.32933	17.79710	27.49996	7.31589	0.18946	75.73712	-7.51611	1083.46243	109.05389	7.16892	6.66144	6.33247
1.00000	5.27350	64.27978	5.92747	8.29410	8.92826	7.70199	72.72050	36.95010	6.79909	0.39971	86.41692	53.53333	1083.00766	-7.35	8.41924	8.89866	8.28670
0.00000	6.43977	42.60389	6.30760	6.09665	8.83465	7.67122	51.15047	12.14427	8.00512	0.15158	62.70831	-16.25	1093.03448	-69.08333	5.19246	9.26949	7.39436
1.00000	5.51114	32.48807	5.33833	8.34691	8.88312	8.25206	57.45194	31.78360	2.55668	1.08238	75.03904	44.27804	1068.23790	-88.27205	9.52277	10.62422	7.19092
1.00000	10.60748	43.91071	7.10444	6.87785		5.78693	54.30730	24.06471	10.16953	6.72531	71.93278	7.65649	1177.38013	4.92235	11.42853	11.79482	7.16690
1.00000	9.86064	48.87664	3.38949	6.97335	7.31487	7.70359	47.11719	1.37741	9.76756	1.34954	75.14041	41.20485	1196.09358	-8.33147	9.70517	9.68238	7.12907
0.00000	4.17085	41.44049	4.91812	5.70772	8.86228	6.50017	53.08126	13.58877	8.52164	0.28664	71.98700	45.73333	1131.43583	4.91667	7.33256	10.75013	6.89354
1.00000	9.66072	60.63008	4.06324	7.85084	6.53761	7.61332	57.14851	18.04619	8.89716	0.20816	67.23450	34.65918	1155.90991	109.22921	7.31686	6.79624	6.45035
1.00000	6.70900	49.52563	5.83860	4.26278	8.10947	7.96058	49.99677	29.39352	3.25871	1.57536	89.86534	27.52948	1127.78718	68.75915	9.90014	9.38630	6.97465
0.00000	5.28948	40.18428	6.25724	9.73356	9.88270	7.50913	68.44053	15.61845	8.25987	0.11072	69.70106	34.86472	1138.73048	117.55417	6.53841	8.52120	8.20461
1.00000	11.08347	55.39858	4.38186	5.98518	8.24588	8.26836	58.48518	0.57943	10.74577	3.91743	83.87435	50.71229	1075.19426	4.52529	10.85220	11.56304	7.83660
0.00000	7.53696	44.53887	9.21478	8.08794	7.64291	7.14612	46.34976	1.79318	4.95655	0.06053	72.64971	30.81383	1104.28745	75.16878	4.47392	4.55152	6.24357
1.00000	8.23412	51.05246	8.52596	7.54069	4.44171	8.17870	62.91561	13.73686	7.45364	0.19908	72.63023	43.32686	1158.72528	-2.98884	7.51930	7.47151	7.43411
1.00000	7.44621	50.92041	5.56235	6.74605	8.52779	7.02481	31.25549	25.23374	4.14435	1.96296	68.41539	37.31065	1189.95554	13.57661	10.18053	8.71931	6.31199
0.00000	4.55161	41.08073	5.00784	8.83694	6.98399	8.54563	38.52602	10.74969	10.89117	0.27608	75.73546	24.28859	1080.47217	116.11768	6.73022	9.79457	8.96924
1.00000	4.45072	36.97277	7.33185	7.37842	9.27874	5.98204	62.18051	10.72105	7.70168	0.13431	66.10806	-21.205	1126.36299	-41.88778	6.45673	8.85506	7.12504
0.00000	6.88101	58.36639	6.99061	7.87946	11.43261	6.13143	64.62155	-2.99329	7.33086	0.14661	67.32792	48.25	1167.41722	16.4	4.01005	9.12459	7.21901
0.00000	9.13984	27.35351	6.70156	8.14020	9.05984	8.40361	47.56410	9.13430	5.69061	0.15898	57.45983	19.30157	1153.19804	72.85107	7.02632	5.81481	7.69362
1.00000	9.56373	34.47373	6.11943	7.34821	5.13174	7.08255	32.16109	-3.60758	9.28087	1.54049	78.53369	-29.2975	1060.94140	-51.50361	9.83478	9.41844	7.47629
0.00000	7.19882	45.77500	5.91387	7.15253	5.93157	8.54702	62.39226	39.36286	8.75356	0.08397	73.72913	6.45407	1051.69823	3.39467	6.33002	7.10337	6.90127
0.00000	6.01154	35.44290	5.85101	8.14585	9.96307	6.22533	60.73845	22.69351	8.93929	0.10477	80.00078	10.12268	1152.11819	77.54372	5.80815	9.76472	6.82730
0.00000	10.34140	56.28839	8.49730	5.81428	7.86026	7.42883	59.81089	24.49200	6.18463	0.10813	62.59544	8.88988	1160.30248	-79.62603	4.55082	8.85242	7.17722
0.00000	9.17368	57.11459	9.59972	5.63813	8.46700	7.17042	55.19062	24.26585	6.85561	0.13891	73.40986	54.60528	1146.21454	18.34717	6.37833	7.05037	8.48940
0.00000	8.03360	44.12467	6.50764	5.73538	9.35031	6.65881	58.12647		6.83143	0.09619	67.25988	36.75965	1074.29740	137.36215	5.87686	8.59198	6.64587
1.00000	6.03461	61.27062	8.21213	6.60474	7.68427	5.73254	63.78304	10.67179	5.36316	0.19739	75.77606	8.48714	1117.66655	-13.2356	6.63508	8.39643	6.52281
1.00000	7.14942	69.06105	5.96091	8.64362	6.10943	7.53908	51.80398	21.58941	8.07577	0.25124	71.93543	42.7	1125.79907	27.25	7.65078	8.68866	7.04865
0.00000	8.19215	47.69735	10.46974	6.57274	7.29868	7.86982	22.87448	13.17025	6.15130	0.07467	72.73690	48.73218	1103.26267	11.18709	3.97988	6.25615	7.91293
0.00000	6.76820	45.28529	9.46645	7.20244	8.69534	7.76882	40.78363	20.56064	6.40596	0.12427	59.63886	50.56149	1105.51102	4.69889	5.18856	5.11216	6.69174
0.00000	10.03804	27.10620	5.01022	7.97115	6.68341	7.92677	32.72644	7.28622	6.28083	0.13812	95.15006	5.20856	1136.60571	-74.73584	4.01628	7.46761	8.35563
1.00000	10.46925	38.86063	6.18320	8.11306	8.04821	7.24356	55.31797	10.44030	9.41880	0.47147	75.04252	48.06919	1162.32361	11.37703	8.59808	9.36638	8.84275
0.00000	5.50274	41.45154	5.65511	6.66818	8.08025	6.03163	31.80825	22.05437	8.63022	0.20812	67.17355	14.66	1114.19516	120.56528	7.15277	8.51318	6.49236
1.00000	4.78284	48.86604	7.38735	7.44562	8.92741	8.27927	27.21561	33.33636	9.86501	0.15783	76.43103	49.13645	1145.19826	8.91229	6.04304	7.67774	5.98896
0.00000	6.09644	48.05406	6.19006	6.36776	9.38663	6.62266	76.50290	26.04437	5.39401	0.10421	65.26534	34.63915	1190.43766	-120.45794	5.53166	3.32386	6.92285
1.00000	5.23396	71.14056	6.10448	7.51372	8.08055	7.81062	40.10973	4.26705	5.54505	0.51827	53.82779	34.5624	1078.91390	38.28402	8.73283	9.22414	7.53316
1.00000	10.60142	39.27118	6.63106	9.97617	7.13656	8.17747	70.87493	-0.76957	9.45494	0.93629	70.61320	37.73222	1095.42901	115.70111	9.34156	9.31712	7.60873
0.00000	6.96012	41.74005	6.52041	7.58496	11.37190	7.61364	49.86870	15.18913	7.06496	0.16728	70.96505	29.38242	1050.22325	70.91106	6.16440	9.12945	8.97512
